"gene","module","module_membership","gene_significance","gene_significance_p","gene_significance_FDR"
"CCNG1","yellow",0.651099256728293,-0.175983166358181,5.29807106238461e-07,1.20694585633991e-06
"NCSTN","black",0.686351134371285,0.144551219912934,3.97640022906068e-05,7.56402606743533e-05
"NAP1L4","turquoise",0.33968797574868,-0.165937266697486,2.30408953256032e-06,4.94475558711194e-06
"PRNP","yellow",0.755746163276536,-0.216156553900037,6.20290544181442e-10,1.7798969825316e-09
"C12orf57","blue",0.769377843155948,-0.319104151400239,1.9301195039643e-20,1.05161383380609e-19
"CREG1","turquoise",0.403360188002858,0.339423262119508,4.48641158121172e-23,2.80382466589238e-22
"PPA1","yellow",0.666707097047455,-0.213586119288334,9.97062471456783e-10,2.8244381569698e-09
"ARPC5","brown",0.723292204148579,0.0998187250798461,0.00466226682899011,0.00684952950382945
"CD164","brown",0.876341796997126,0.158813955013557,6.20605682966497e-06,1.28332787368189e-05
"ZFP36","brown",0.634894124929517,0.0401244736849002,0.256377836887808,0.291046710553299
"CIRBP","grey",-0.225838124524899,-0.24024933111603,5.41007324053149e-12,1.79267041382168e-11
"COX7B","brown",0.2981494988382,0.443418391162358,5.88430257070013e-40,9.42634172591433e-39
"NOLC1","blue",0.80692998706423,-0.525651973577992,3.54146852883306e-58,1.94241116738568e-56
"SEC16A","black",0.356552400932669,0.0122552602136247,0.728940075065069,0.755857490480612
"WDR6","blue",0.653821046070786,-0.319844553949124,1.55983081378647e-20,8.54716047249884e-20
"ITGA5","green",0.631364796919791,-0.0584152233829388,0.0983048988338356,0.119640302701619
"MGEA5","green",0.569683728712391,-0.158643586658656,6.35158923268813e-06,1.31224403196595e-05
"MB","turquoise",0.760442160705599,0.13206070453838,0.00017647410975517,0.000311918202604494
"CTSC","yellow",0.535844306178612,-0.241951626277517,3.79192781173059e-12,1.2674238112453e-11
"AKR1C3","grey",-0.00643196371137548,-0.0907168141202801,0.0101593234905026,0.0142371441736962
"NRD1","black",0.668512550427166,0.467755403267549,7.6613922195449e-45,1.66497953933431e-43
"VOPP1","red",0.387793415286713,0.12720288702928,0.000304552620721837,0.000522933375890596
"MSN","green",0.639441785363522,-0.226484096095859,8.67347472171192e-11,2.63521714177467e-10
"ZNHIT1","grey",0.528346651905409,0.246165839795675,1.55478295348247e-12,5.32975894589616e-12
"CDC37","red",0.544326702276817,0.0361777661330275,0.306176886682536,0.343082535344824
"C1orf43","yellow",0.589923883624618,-0.106320179389206,0.00257150329488113,0.00392161540998884
"GOLM1","grey",-0.209240104810951,-0.163778957661773,3.12484748644242e-06,6.6308020171046e-06
"ITM2B","green",0.652484973792779,-0.158851320122328,6.17456734218314e-06,1.27773385999399e-05
"OAZ2","green",0.322305443603292,-0.113157326362163,0.00132786922119524,0.00210290082355655
"ITGB1","yellow",0.483209530255768,-0.104819566859509,0.00295857660400974,0.00447555625492306
"CYP19A1","red",0.636915385621797,0.149414906079782,2.15069738421373e-05,4.21574752746319e-05
"PSMB3","black",0.726470657628187,0.0813096313079709,0.0212856469020799,0.02851454768762
"NIPSNAP1","blue",0.434504288442627,-0.283115658460329,3.00779562569525e-16,1.28608991587932e-15
"TMEM123","brown",0.613634225255337,-0.134842275098084,0.000128023738195313,0.00022997152472452
"CASC3","turquoise",0.578755518844061,0.123732347410056,0.000444597443364607,0.000748228134522726
"SNX3","grey",0.500675086877423,0.466415156577886,1.4579094181125e-44,3.10966679218884e-43
"PPAP2B","grey",0.250613049158982,0.234479042062245,1.76856791542329e-11,5.62872761808385e-11
"RCC2","blue",0.828742109799651,-0.411702095802637,3.70857019955047e-34,4.22088058877691e-33
