"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Transport and catabolism","hsa04145","Phagocytosis","14/132","195/4898",0.0717948717948718,2.66402486402486,3.94606855695508,0.000683215266941624,0.0856612999111544,0.0834629455419686,"MMP9/THBS1/ATP6V1C1/LTF/MARCO/BPI/MMP8/ITGAM/CR1/FCGR1A/FCAR/RABGEF1/CD63/LCN2",14
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","6/132","41/4898",0.146341463414634,5.43015521064302,4.74025622522238,0.000707944627364912,0.0856612999111544,0.0834629455419686,"SERPINB2/CD59/C1QB/CD55/ITGAM/CR1",6
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","9/132","108/4898",0.0833333333333333,3.09217171717172,3.65861277479875,0.00233799131954961,0.182644624741624,0.177957355120155,"MAPK14/IL1R1/SOCS3/MAP2K6/LILRA3/OSCAR/LILRA6/FCGR1A/LILRA5",9
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","7/132","72/4898",0.0972222222222222,3.60753367003367,3.70917661490532,0.00301891941721692,0.182644624741624,0.177957355120155,"IL1R1/CD59/IL1R2/CD55/ITGAM/CR1/FCGR1A",7
