"gene","logFC","logCPM","F","PValue","FDR"
"TSPO",2.22227801451695,10.0423870149137,43.2218778788663,5.1634116121695e-05,0.0172292718674872
"CD74",-4.55057273438972,9.63170152402952,42.3767994641781,5.61738145458611e-05,0.0174089793366004
"PHC2",3.29355017918736,7.10472264457663,42.4968400800867,5.63464926981791e-05,0.0174089793366004
"HMGB3",3.34948866536161,7.02674045979608,42.1100952830779,5.8612318741934e-05,0.0174622843909005
"ASPH",2.92534226119828,7.54739903284233,41.0106922227538,6.4933825075635e-05,0.0182348935414154
"CYP1B1",-7.9577082610966,6.9709259343916,40.8651423524663,6.55774162362098e-05,0.0182348935414154
"HLA-DPA1",-3.99308832714332,8.28387081537781,40.4522050016394,6.84329824162826e-05,0.0184150948166655
"SLC6A6",2.76116504688179,7.79237538997713,39.8562064318052,7.30544382105587e-05,0.019044378861015
"AGFG1",2.85681976196646,8.34324835492138,39.3727246695746,7.67866598234892e-05,0.0194107368559863
"GALNT2",3.22541432082576,7.15898283462396,39.1150252642548,7.98892060862083e-05,0.0196010516815044
"CFD",-5.11997844176616,7.25318482254958,38.2333702690679,8.67718206234106e-05,0.0206814436468712
"CD63",2.42915466921098,9.39517715005187,37.3602149419332,9.55434504497081e-05,0.0217967184615361
"PFKFB2",4.8954565501005,6.30328634231314,34.013709313602,9.81676465311488e-05,0.0217967184615361
"FOLR3",4.63738068322892,6.92191521785407,36.2981790183472,9.92897748187931e-05,0.0217967184615361
"CDA",2.95156309053189,7.57885523578427,35.9005376524765,0.000113259640601134,0.0242259467152476
"CTSS",-2.63892283496241,9.66157166833647,35.5346706148183,0.00011756175468472,0.0243906761220111
"SESN2",4.04066400621909,6.09043232908018,33.6204306382123,0.000124661611453066,0.0243906761220111
"PGD",2.83287876831467,7.25292759476859,35.0325121383727,0.00012557866025798,0.0243906761220111
"MYL6",1.9794774031792,10.8689115470119,34.9596432756647,0.000125725134649542,0.0243906761220111
"PIM1",2.85010475563444,7.18275220855271,33.9334952629524,0.000143209250881744,0.0271511720648979
"CEBPD",-2.43948348142421,9.48064973335021,32.3723287200364,0.000171983924346761,0.031881997708904
"GAPDH",1.96366474386917,11.7285875168083,31.7852789518677,0.000185152306446914,0.0334803088422036
"UBE2H",2.96300110791534,6.96326984868437,31.7267611323479,0.000188632763795681,0.0334803088422036
"CD14",-3.73955669273793,7.36887202622749,30.9767882642917,0.000205367126676206,0.0356910952236022
"MAFB",-2.52484926544219,9.10709553109917,30.7763633694887,0.000210725299568234,0.0358385627471154
"SLC25A37",2.34039648746566,8.85004616367319,30.6309312952429,0.000214807976187458,0.0358385627471154
"UPP1",2.14750362677413,8.88912568603479,30.1139817666192,0.000229862079651941,0.0375982248716958
"CD4",-7.32009840501093,6.39745104460318,29.4370874092333,0.000251683874863329,0.0383185597206129
"EID1",-3.67931066331704,7.31483581429322,29.4320437950707,0.000251713169097609,0.0383185597206129
"PLCG2",2.97516135627479,6.99057888020755,29.5061526693099,0.0002517730406203,0.0383185597206129
"CPD",2.76227285339702,7.86895586212015,29.1841734795632,0.000260698178256826,0.0383185597206129
"HLA-DPB1",-3.29809984606886,7.88782386049034,29.1010445851594,0.000263177815079761,0.0383185597206129
"SGK1",-3.40234963056731,8.37653436238758,28.9393251938669,0.000269010817983422,0.0383185597206129
"IL1RAP",3.81937794870072,5.92692987755119,27.8547265744031,0.000270609745003993,0.0383185597206129
"RNF144B",2.83078754544415,6.88186489181501,28.8840937292103,0.000273819402069792,0.0383185597206129
"NPC2",-3.28279774215646,7.62909522163703,28.7623334369336,0.000275606998709755,0.0383185597206129
"SERPINA1",2.05800516824468,9.22338898894716,28.1970143045825,0.000297923151143046,0.039607989014072
"HLA-DMA",-7.83627085370641,6.85682320756972,28.1947417725912,0.000298092782328913,0.039607989014072
"MAPK13",3.69601249626882,6.16971349583667,27.6976147272809,0.000299125306627492,0.039607989014072
"STX3",2.45051724530338,7.33697500549962,27.9831595709474,0.000307886661071713,0.0401311019790661
"GSTP1",-2.73549326208912,8.20773016051992,27.8260886524394,0.000313729828416419,0.0402636035176887
"CD300E",-7.36812959522673,6.43834009060693,27.3391869334739,0.000336250249086525,0.0424999936042393
"CTSD",2.19117675224145,9.17013797825689,27.1309390437687,0.0003461902491816,0.0431032695324315
"PGS1",3.23319739767496,6.49871269511101,27.0346113685088,0.000352192939656603,0.0432057868031673
"PPT1",-4.4903619449326,6.68557935418911,26.5434969244704,0.000376887887089074,0.0444306328503841
