"gene","HC1","HC2","NSES"
"PPP1CB",7.50334874982936,8.02938576168477,8.43164055724841
"SPDYA",4.44669159404492,3.48082754210608,4.45565018125735
"TRMT61B",4.04312272295644,4.10973135280164,4.04905405047373
"WDR43",6.22915951780443,5.57787780722941,5.2520788307383
"CLIP4",5.02009356627595,4.10973135280164,4.45565018125735
"YPEL5",8.98307329247309,8.89108747271056,8.67931320056504
"LBH",6.42054890480812,5.15237377129022,4.77248964499869
"LCLAT1",4.04312272295644,3.48082754210608,4.77248964499869
"MEMO1",4.04312272295644,4.54624760585208,4.77248964499869
"DPY30",5.74774357290188,4.88091111817509,4.45565018125735
"SPAST",4.44669159404492,4.88091111817509,5.2520788307383
"AL121658.1",4.04312272295644,3.48082754210608,4.04905405047373
"YIPF4",6.66708727658494,5.57787780722941,6.89415022931637
"AL133245.1",4.76169449409717,4.10973135280164,4.45565018125735
"BIRC6",5.23916589294564,5.90604956903415,6.95807684073785
"RASGRP3",4.04312272295644,4.10973135280164,3.48082754210608
"FEZ2",4.76169449409717,4.88091111817509,3.48082754210608
"STRN",4.04312272295644,4.10973135280164,5.0321216312624
"HEATR5B",4.04312272295644,3.48082754210608,4.45565018125735
"GPATCH11",3.48082754210608,4.10973135280164,4.04905405047373
"EIF2AK2",6.58949650157832,4.54624760585208,5.44289479092054
"CEBPZOS",5.23916589294564,4.88091111817509,6.89415022931637
"CEBPZ",6.58949650157832,5.57787780722941,6.02358031004547
"NDUFAF7",4.44669159404492,4.10973135280164,4.04905405047373
"PRKD3",5.23916589294564,5.38075636542466,4.04905405047373
"QPCT",5.23916589294564,6.17323145804348,6.24474840414067
"CDC42EP3",6.50749437901301,6.7650800441311,7.18873819124436
"CYP1B1",7.62500261942969,7.40740855146183,3.48082754210608
"ATL2",4.76169449409717,4.54624760585208,4.04905405047373
"HNRNPLL",3.48082754210608,4.54624760585208,5.0321216312624
"GALM",4.04312272295644,4.10973135280164,3.48082754210608
"SRSF7",7.8074123352807,7.18354829977047,6.82725912892822
"DHX57",4.44669159404492,5.15237377129022,4.04905405047373
"MORN2",4.04312272295644,4.10973135280164,4.04905405047373
"SOS1",3.48082754210608,4.54624760585208,4.45565018125735
"AC007388.1",3.48082754210608,4.10973135280164,4.45565018125735
"THUMPD2",5.02009356627595,4.88091111817509,5.0321216312624
"SLC8A1",5.02009356627595,4.88091111817509,3.48082754210608
"EML4",7.46040582824618,6.68180946011435,7.79009771207083
"COX7A2L",6.50749437901301,7.35461507607964,7.34035923371007
"MTA3",4.04312272295644,4.10973135280164,3.48082754210608
"ZFP36L2",9.40152724607093,9.04895432285822,8.64087579356419
"THADA",4.44669159404492,3.48082754210608,4.04905405047373
"LRPPRC",5.42931587612097,4.88091111817509,4.04905405047373
"PPM1B",5.59729726055919,5.15237377129022,6.02358031004547
"PREPL",5.02009356627595,4.88091111817509,5.0321216312624
"CAMKMT",4.04312272295644,3.48082754210608,4.04905405047373
"EPAS1",4.04312272295644,3.48082754210608,4.04905405047373
"RHOQ",6.12301650389485,6.04581683429422,5.2520788307383
"CRIPT",4.44669159404492,4.88091111817509,5.0321216312624
"SOCS5",4.44669159404492,4.54624760585208,4.04905405047373
"MCFD2",4.44669159404492,5.38075636542466,5.0321216312624
"TTC7A",4.76169449409717,5.15237377129022,4.04905405047373
"CALM2",7.54505030375629,7.55510154356781,7.13443732297078
"MSH6",4.44669159404492,4.54624760585208,3.48082754210608
"FBXO11",6.22915951780443,5.90604956903415,6.52355884335602
"AC079807.1",3.48082754210608,4.10973135280164,4.04905405047373
"FOXN2",5.74774357290188,6.04581683429422,5.61139554019353
"ERLEC1",4.76169449409717,5.38075636542466,4.77248964499869
"PSME4",6.74071719423792,6.04581683429422,6.13839840344629
"ACYP2",5.59729726055919,5.38075636542466,5.89882800467142
"SPTBN1",5.23916589294564,3.48082754210608,4.04905405047373
"RTN4",6.94143204317514,6.84380549892419,7.75453674818896
"RPS27A",12.8073675579849,12.9858557142473,12.0667801505066
"MTIF2",3.48082754210608,4.10973135280164,4.04905405047373
"CCDC88A",6.22915951780443,5.15237377129022,5.0321216312624
"CFAP36",5.42931587612097,5.15237377129022,5.0321216312624
"PPP4R3B",5.02009356627595,5.15237377129022,5.44289479092054
"PNPT1",4.76169449409717,3.48082754210608,5.0321216312624
"BCL11A",4.76169449409717,5.75127484793027,4.77248964499869
"PAPOLG",3.48082754210608,4.54624760585208,5.0321216312624
"REL",8.14231728865831,8.51163127159181,7.38755401150917
"PEX13",4.44669159404492,4.10973135280164,3.48082754210608
"USP34",6.0084396527514,5.57787780722941,6.68338572932004
"XPO1",5.02009356627595,4.54624760585208,5.0321216312624
"CCT4",6.81077107757232,6.68180946011435,6.13839840344629
"COMMD1",5.02009356627595,4.10973135280164,4.04905405047373
"B3GNT2",5.02009356627595,4.88091111817509,5.0321216312624
"WDPCP",4.04312272295644,4.10973135280164,4.04905405047373
"MDH1",5.02009356627595,5.75127484793027,5.0321216312624
"UGP2",5.23916589294564,5.15237377129022,6.13839840344629
"VPS54",3.48082754210608,4.54624760585208,4.45565018125735
"PELI1",7.00257720273518,5.38075636542466,8.23922603729605
"AC012368.1",4.44669159404492,4.54624760585208,4.04905405047373
"AC008074.3",4.04312272295644,3.48082754210608,4.04905405047373
"AFTPH",4.44669159404492,5.75127484793027,6.24474840414067
"SERTAD2",6.22915951780443,6.39857908435901,6.82725912892822
"CEP68",5.23916589294564,4.54624760585208,4.45565018125735
"RAB1A",6.42054890480812,6.59343660024882,7.38755401150917
"ACTR2",7.54505030375629,7.50753093925681,7.82480317925061
"SPRED2",4.04312272295644,4.54624760585208,4.45565018125735
"C1D",6.74071719423792,6.49929514702503,6.24474840414067
"PNO1",5.02009356627595,4.54624760585208,5.2520788307383
"PPP3R1",5.74774357290188,5.57787780722941,6.52355884335602
"AC017083.1",4.44669159404492,4.88091111817509,4.04905405047373
"PLEK",8.19565959762639,8.87243091653075,8.98571419942196
"ARHGAP25",4.44669159404492,5.75127484793027,5.2520788307383
"GFPT1",5.23916589294564,4.54624760585208,4.77248964499869
"NFU1",4.04312272295644,4.88091111817509,5.2520788307383
"AAK1",7.73719113034671,6.84380549892419,7.85869334629053
"ANXA4",4.04312272295644,4.10973135280164,4.04905405047373
"GMCL1",6.0084396527514,5.15237377129022,4.77248964499869
"SNRNP27",4.76169449409717,4.10973135280164,5.2520788307383
"MXD1",5.42931587612097,6.98943389654848,8.07594860602465
"PCBP1",8.39125351532158,8.73460850452602,8.45398353875706
"C2orf42",4.04312272295644,4.10973135280164,4.04905405047373
"TIA1",4.44669159404492,4.54624760585208,4.77248964499869
"SNRPG",6.81077107757232,7.45833812720662,6.34379405572357
"FAM136A",4.76169449409717,5.90604956903415,4.45565018125735
"NAGK",5.02009356627595,5.38075636542466,4.77248964499869
"MPHOSPH10",5.02009356627595,5.15237377129022,4.77248964499869
"ZNF638",4.44669159404492,4.54624760585208,5.76225821868372
"DYSF",4.04312272295644,4.54624760585208,5.76225821868372
"SFXN5",4.76169449409717,4.88091111817509,5.61139554019353
"RAB11FIP5",4.04312272295644,3.48082754210608,4.45565018125735
"SMYD5",4.04312272295644,4.10973135280164,4.04905405047373
"PRADC1",4.44669159404492,4.54624760585208,3.48082754210608
"CCT7",5.42931587612097,5.57787780722941,4.04905405047373
"TPRKB",5.42931587612097,6.04581683429422,4.45565018125735
"DUSP11",5.59729726055919,4.54624760585208,5.76225821868372
"STAMBP",4.76169449409717,3.48082754210608,4.04905405047373
"DGUOK",5.02009356627595,5.57787780722941,5.76225821868372
"TET3",5.42931587612097,4.10973135280164,5.2520788307383
"BOLA3",5.02009356627595,5.90604956903415,3.48082754210608
"MOB1A",7.06123589755846,6.98943389654848,7.43325368995618
"MTHFD2",5.59729726055919,5.15237377129022,5.76225821868372
"SLC4A5",4.04312272295644,4.10973135280164,4.04905405047373
"DCTN1",3.48082754210608,4.10973135280164,4.04905405047373
"WDR54",4.04312272295644,4.54624760585208,4.04905405047373
"INO80B",4.44669159404492,4.10973135280164,3.48082754210608
"PCGF1",4.04312272295644,4.10973135280164,3.48082754210608
"AUP1",5.74774357290188,5.90604956903415,5.0321216312624
"HTRA2",4.76169449409717,5.15237377129022,3.48082754210608
"HK2",3.48082754210608,4.10973135280164,4.77248964499869
"POLE4",6.87758025613716,7.05708256566736,4.45565018125735
"MRPL19",4.76169449409717,4.10973135280164,4.04905405047373
"SUCLG1",4.04312272295644,4.10973135280164,5.0321216312624
"TRABD2A",6.22915951780443,4.10973135280164,4.45565018125735
"TMSB10",11.5793926511456,12.1840475300766,11.0227505429446
"KCMF1",5.88397211596874,5.75127484793027,6.89415022931637
"TGOLN2",6.58949650157832,7.35461507607964,7.89180564163304
"CAPG",5.23916589294564,5.75127484793027,7.07801244681066
"MAT2A",4.44669159404492,5.75127484793027,5.0321216312624
"GGCX",5.42931587612097,4.88091111817509,5.2520788307383
"VAMP8",6.42054890480812,6.49929514702503,5.44289479092054
"VAMP5",6.22915951780443,7.05708256566736,6.34379405572357
"RNF181",6.22915951780443,6.49929514702503,7.2410691759742
"USP39",4.76169449409717,3.48082754210608,5.0321216312624
"C2orf68",4.04312272295644,4.88091111817509,5.2520788307383
"GNLY",7.32332994351221,9.64038113495721,8.64087579356419
"ST3GAL5",6.0084396527514,5.38075636542466,4.77248964499869
"PTCD3",4.04312272295644,4.10973135280164,4.04905405047373
"IMMT",5.23916589294564,4.54624760585208,5.0321216312624
"MRPL35",3.48082754210608,4.54624760585208,4.77248964499869
"KDM3A",6.0084396527514,4.54624760585208,6.60568442928479
"CHMP3",5.88397211596874,5.75127484793027,6.34379405572357
"RNF103",5.42931587612097,3.48082754210608,6.02358031004547
"RMND5A",4.44669159404492,5.57787780722941,5.2520788307383
"CD8A",6.0084396527514,4.10973135280164,3.48082754210608
"CD8B",6.94143204317514,4.54624760585208,3.48082754210608
"LINC01943",4.04312272295644,4.10973135280164,4.45565018125735
"CYTOR",5.74774357290188,6.49929514702503,5.44289479092054
"EIF2AK3",5.02009356627595,5.15237377129022,4.45565018125735
"AC062029.1",4.44669159404492,4.10973135280164,3.48082754210608
"RPIA",5.23916589294564,6.04581683429422,4.04905405047373
"IGKC",7.06123589755846,8.41180310332067,7.47755009502432
"MAL",6.58949650157832,5.75127484793027,5.2520788307383
"MRPS5",5.02009356627595,4.54624760585208,5.44289479092054
"ANKRD36C",4.44669159404492,4.10973135280164,4.04905405047373
"DUSP2",7.54505030375629,7.68906901793238,5.2520788307383
"STARD7",5.42931587612097,5.38075636542466,4.77248964499869
"TMEM127",6.12301650389485,6.29030069184318,5.89882800467142
"CIAO1",5.23916589294564,4.10973135280164,5.0321216312624
"SNRNP200",6.22915951780443,5.90604956903415,5.44289479092054
"ARID5A",6.12301650389485,6.84380549892419,6.95807684073785
"KANSL3",4.44669159404492,4.88091111817509,4.45565018125735
"SEMA4C",3.48082754210608,4.10973135280164,4.45565018125735
"ANKRD36",4.44669159404492,4.10973135280164,4.04905405047373
"ANKRD36B",4.44669159404492,4.10973135280164,3.48082754210608
"COX5B",8.08692672267992,8.46258047416695,8.56078522171138
"ACTR1B",4.76169449409717,4.54624760585208,3.48082754210608
"ZAP70",4.76169449409717,5.75127484793027,3.48082754210608
"TMEM131",4.44669159404492,4.10973135280164,4.77248964499869
"INPP4A",4.76169449409717,4.10973135280164,4.77248964499869
"UNC50",4.04312272295644,4.10973135280164,4.45565018125735
"MGAT4A",7.32332994351221,7.60115352295449,7.68067198790439
"C2orf15",3.48082754210608,4.10973135280164,4.04905405047373
"LIPT1",4.04312272295644,4.54624760585208,3.48082754210608
"MITD1",4.44669159404492,5.15237377129022,3.48082754210608
"MRPL30",4.04312272295644,4.10973135280164,4.45565018125735
"TXNDC9",4.76169449409717,4.88091111817509,5.44289479092054
"EIF5B",5.02009356627595,4.10973135280164,4.77248964499869
"REV1",4.44669159404492,5.15237377129022,4.45565018125735
"PDCL3",5.23916589294564,4.88091111817509,4.04905405047373
"RPL31",9.70725046510042,9.54935084706163,9.06042644605418
"CNOT11",4.44669159404492,4.10973135280164,4.04905405047373
"RNF149",6.94143204317514,5.57787780722941,6.24474840414067
"MAP4K4",6.58949650157832,6.49929514702503,7.07801244681066
"IL1R2",4.76169449409717,4.88091111817509,8.85749236020723
"IL1R1",3.48082754210608,5.15237377129022,5.61139554019353
"IL18R1",3.48082754210608,4.10973135280164,6.52355884335602
"MRPS9",4.76169449409717,4.54624760585208,4.04905405047373
"TGFBRAP1",4.44669159404492,5.15237377129022,4.77248964499869
"AC012360.3",4.04312272295644,4.10973135280164,3.48082754210608
"C2orf49",5.59729726055919,3.48082754210608,5.44289479092054
"NCK2",6.0084396527514,5.15237377129022,4.45565018125735
"UXS1",5.23916589294564,4.10973135280164,3.48082754210608
"GCC2",7.17184934789177,6.68180946011435,7.52052684447922
"LIMS1",5.59729726055919,6.49929514702503,5.76225821868372
"RANBP2",6.58949650157832,6.17323145804348,7.2410691759742
"SEPT10",4.04312272295644,3.48082754210608,4.04905405047373
"RGPD5",4.76169449409717,4.10973135280164,5.44289479092054
"SMIM37",4.44669159404492,3.48082754210608,4.45565018125735
"MIR4435-2HG",5.74774357290188,4.88091111817509,5.61139554019353
"BCL2L11",5.23916589294564,5.75127484793027,6.75711516621442
"AC017002.3",3.48082754210608,4.54624760585208,4.04905405047373
"ANAPC1",4.44669159404492,4.10973135280164,3.48082754210608
"TMEM87B",3.48082754210608,4.54624760585208,4.45565018125735
"ZC3H8",4.76169449409717,4.10973135280164,4.04905405047373
"ZC3H6",4.04312272295644,4.10973135280164,4.04905405047373
"CHCHD5",6.0084396527514,4.88091111817509,5.61139554019353
"AC079922.2",3.48082754210608,4.10973135280164,4.04905405047373
"SLC20A1",5.88397211596874,5.75127484793027,5.2520788307383
"IL1B",7.32332994351221,7.05708256566736,4.04905405047373
"IL1RN",5.74774357290188,6.17323145804348,6.02358031004547
"PSD4",4.44669159404492,4.54624760585208,4.45565018125735
"SLC35F5",4.04312272295644,4.10973135280164,3.48082754210608
"AC110769.2",4.44669159404492,4.10973135280164,3.48082754210608
"ACTR3",7.27458251778023,7.40740855146183,8.18682692380507
"DDX18",6.58949650157832,6.39857908435901,6.68338572932004
"AC009404.1",4.04312272295644,4.10973135280164,3.48082754210608
"CCDC93",5.02009356627595,4.54624760585208,5.2520788307383
"INSIG2",4.44669159404492,4.10973135280164,4.45565018125735
"MARCO",4.04312272295644,4.54624760585208,3.48082754210608
"C2orf76",4.04312272295644,4.10973135280164,4.04905405047373
"DBI",6.87758025613716,7.77193341779901,6.68338572932004
"PTPN4",5.02009356627595,4.10973135280164,4.77248964499869
"TMEM185B",4.44669159404492,3.48082754210608,4.04905405047373
"RALB",5.42931587612097,4.54624760585208,6.24474840414067
"CLASP1",5.42931587612097,4.10973135280164,3.48082754210608
"NIFK-AS1",4.04312272295644,4.10973135280164,4.04905405047373
"NIFK",6.22915951780443,6.29030069184318,5.76225821868372
"TSN",5.88397211596874,5.38075636542466,5.61139554019353
"GYPC",7.87437367508383,6.91845641928387,7.98681309069419
"BIN1",5.23916589294564,5.15237377129022,5.44289479092054
"ERCC3",4.04312272295644,4.10973135280164,4.77248964499869
"MAP3K2",7.66337634622253,7.12170072754468,7.07801244681066
"IWS1",4.04312272295644,4.54624760585208,3.48082754210608
"WDR33",5.74774357290188,5.90604956903415,4.77248964499869
"SFT2D3",4.76169449409717,3.48082754210608,4.04905405047373
"POLR2D",5.23916589294564,4.88091111817509,4.77248964499869
"AC012306.2",4.44669159404492,3.48082754210608,4.45565018125735
"SAP130",4.04312272295644,4.54624760585208,4.45565018125735
"UGGT1",4.44669159404492,4.88091111817509,4.45565018125735
"HS6ST1",3.48082754210608,4.10973135280164,4.04905405047373
"SMPD4",4.44669159404492,4.10973135280164,4.04905405047373
"MZT2B",7.50334874982936,7.73109607375254,7.56226029793406
"CCDC115",5.23916589294564,5.38075636542466,4.77248964499869
"IMP4",4.04312272295644,5.15237377129022,5.2520788307383
"PTPN18",5.23916589294564,6.04581683429422,5.0321216312624
"FAM168B",4.76169449409717,4.88091111817509,5.61139554019353
"PLEKHB2",6.50749437901301,6.68180946011435,6.95807684073785
"MZT2A",6.12301650389485,6.7650800441311,5.61139554019353
"MGAT5",4.04312272295644,4.88091111817509,4.04905405047373
"CCNT2",5.42931587612097,5.15237377129022,4.77248964499869
"RAB3GAP1",5.23916589294564,6.04581683429422,5.2520788307383
"ZRANB3",4.04312272295644,3.48082754210608,4.04905405047373
"R3HDM1",5.02009356627595,4.54624760585208,4.45565018125735
"UBXN4",6.50749437901301,6.29030069184318,6.82725912892822
"MCM6",4.44669159404492,3.48082754210608,4.04905405047373
"DARS",5.74774357290188,5.15237377129022,5.0321216312624
"DARS-AS1",4.04312272295644,4.88091111817509,3.48082754210608
"CXCR4",8.83963821239547,8.83437803635551,7.60282037330695
"HNMT",6.22915951780443,6.04581683429422,3.48082754210608
"SPOPL",4.04312272295644,5.15237377129022,4.77248964499869
"KYNU",4.76169449409717,5.38075636542466,4.04905405047373
"ARHGAP15",5.23916589294564,5.75127484793027,5.89882800467142
"GTDC1",3.48082754210608,4.10973135280164,5.44289479092054
"ZEB2",8.66151729539252,9.11392947575568,8.69815457280676
"ZEB2-AS1",4.44669159404492,4.54624760585208,3.48082754210608
"ACVR2A",4.76169449409717,4.54624760585208,3.48082754210608
"ORC4",4.44669159404492,4.10973135280164,4.45565018125735
"MBD5",5.23916589294564,4.88091111817509,6.34379405572357
"EPC2",5.59729726055919,3.48082754210608,5.2520788307383
"MMADHC",6.22915951780443,6.68180946011435,6.60568442928479
"RBM43",5.59729726055919,5.38075636542466,5.2520788307383
"NMI",4.44669159404492,3.48082754210608,5.61139554019353
"RIF1",5.59729726055919,4.88091111817509,5.0321216312624
"ARL5A",4.44669159404492,4.88091111817509,4.77248964499869
"PRPF40A",6.87758025613716,7.35461507607964,6.52355884335602
"ARL6IP6",5.23916589294564,4.10973135280164,3.48082754210608
"NR4A2",8.029324297326,7.50753093925681,5.44289479092054
"ERMN",4.44669159404492,4.54624760585208,4.45565018125735
"CYTIP",7.5855802476278,7.8116465572144,7.29156821160196
"DAPL1",3.48082754210608,4.10973135280164,4.04905405047373
"WDSUB1",4.44669159404492,3.48082754210608,4.45565018125735
"BAZ2B",5.23916589294564,4.10973135280164,5.2520788307383
"MARCH7",5.59729726055919,5.90604956903415,5.76225821868372
"CD302",5.74774357290188,6.17323145804348,4.45565018125735
"LY75",4.44669159404492,4.10973135280164,3.48082754210608
"RBMS1",6.66708727658494,6.29030069184318,6.52355884335602
"TANK",7.00257720273518,6.98943389654848,6.89415022931637
"AC009299.3",4.04312272295644,3.48082754210608,4.04905405047373
"PSMD14",5.02009356627595,4.88091111817509,5.44289479092054
"IFIH1",4.04312272295644,5.15237377129022,4.45565018125735
"GCA",5.23916589294564,5.57787780722941,9.3257121451098
"COBLL1",4.76169449409717,4.88091111817509,3.48082754210608
"GALNT3",4.04312272295644,4.88091111817509,4.04905405047373
"TTC21B",4.44669159404492,4.54624760585208,4.04905405047373
"CERS6",5.74774357290188,5.90604956903415,6.13839840344629
"DHRS9",3.48082754210608,4.10973135280164,7.95583395397303
"PPIG",7.46040582824618,6.98943389654848,6.75711516621442
"SSB",6.12301650389485,6.04581683429422,5.89882800467142
"METTL5",3.48082754210608,4.88091111817509,5.76225821868372
"UBR3",4.44669159404492,4.54624760585208,3.48082754210608
"GORASP2",5.02009356627595,4.88091111817509,4.45565018125735
"TLK1",5.59729726055919,5.15237377129022,4.04905405047373
"DCAF17",3.48082754210608,4.54624760585208,4.04905405047373
"CYBRD1",4.44669159404492,4.10973135280164,3.48082754210608
"DYNC1I2",3.48082754210608,4.88091111817509,4.77248964499869
"SLC25A12",4.44669159404492,3.48082754210608,5.0321216312624
"HAT1",5.74774357290188,5.15237377129022,4.77248964499869
"ITGA6",4.44669159404492,4.54624760585208,4.04905405047373
"PDK1",5.42931587612097,4.88091111817509,5.61139554019353
"MAP3K20",5.23916589294564,4.54624760585208,3.48082754210608
"SP3",6.42054890480812,6.17323145804348,6.34379405572357
"OLA1",5.74774357290188,6.17323145804348,5.0321216312624
"CIR1",7.22413018314228,7.29981607294753,7.07801244681066
"GPR155",5.23916589294564,4.54624760585208,3.48082754210608
"WIPF1",5.42931587612097,7.05708256566736,6.89415022931637
"ATF2",5.23916589294564,4.54624760585208,5.2520788307383
"ATP5MC3",6.94143204317514,7.35461507607964,6.75711516621442
"LNPK",4.44669159404492,4.10973135280164,5.89882800467142
"LINC01116",4.44669159404492,4.10973135280164,3.48082754210608
"HNRNPA3",7.7727289307663,7.55510154356781,7.52052684447922
"NFE2L2",7.27458251778023,6.7650800441311,5.76225821868372
"AC079305.1",3.48082754210608,4.10973135280164,4.04905405047373
"AGPS",4.76169449409717,4.10973135280164,3.48082754210608
"PRKRA",4.76169449409717,5.38075636542466,5.2520788307383
"FKBP7",4.04312272295644,4.54624760585208,3.48082754210608
"PLEKHA3",5.42931587612097,4.88091111817509,4.04905405047373
"TTN",5.59729726055919,4.10973135280164,4.45565018125735
"CCDC141",4.44669159404492,4.10973135280164,3.48082754210608
"SESTD1",5.23916589294564,5.38075636542466,3.48082754210608
"CWC22",4.04312272295644,5.15237377129022,5.0321216312624
"UBE2E3",5.42931587612097,5.90604956903415,5.89882800467142
"ITGA4",4.76169449409717,5.15237377129022,5.44289479092054
"SSFA2",5.02009356627595,5.90604956903415,5.61139554019353
"DNAJC10",5.23916589294564,4.88091111817509,4.04905405047373
"AC096667.1",3.48082754210608,4.88091111817509,5.0321216312624
"ZC3H15",7.7007557739535,7.68906901793238,6.75711516621442
"ITGAV",3.48082754210608,4.10973135280164,4.04905405047373
"WDR75",4.04312272295644,4.10973135280164,4.04905405047373
"ASNSD1",5.02009356627595,5.38075636542466,5.0321216312624
"ANKAR",4.04312272295644,4.10973135280164,3.48082754210608
"OSGEPL1",4.04312272295644,4.10973135280164,4.45565018125735
"ORMDL1",6.22915951780443,5.90604956903415,5.2520788307383
"PMS1",4.44669159404492,3.48082754210608,4.45565018125735
"INPP1",4.04312272295644,4.54624760585208,4.77248964499869
"NEMP2",4.44669159404492,4.10973135280164,3.48082754210608
"NAB1",4.44669159404492,4.10973135280164,3.48082754210608
"GLS",5.88397211596874,5.57787780722941,6.89415022931637
"STAT1",5.42931587612097,4.10973135280164,5.44289479092054
"STAT4",6.22915951780443,4.10973135280164,5.0321216312624
"NABP1",6.22915951780443,7.24285313188096,6.95807684073785
"CAVIN2",4.44669159404492,3.48082754210608,4.45565018125735
"SLC39A10",4.76169449409717,3.48082754210608,4.04905405047373
"STK17B",8.41393853650324,8.18867918563682,9.19915838341181
"AC114760.2",4.76169449409717,4.54624760585208,5.2520788307383
"GTF3C3",3.48082754210608,4.54624760585208,4.77248964499869
"PGAP1",4.44669159404492,4.54624760585208,3.48082754210608
"ANKRD44",6.0084396527514,5.57787780722941,4.45565018125735
"SF3B1",8.34478448531667,7.29981607294753,7.85869334629053
"COQ10B",6.58949650157832,5.38075636542466,6.34379405572357
"HSPD1",5.23916589294564,4.88091111817509,5.2520788307383
"HSPE1",5.88397211596874,6.84380549892419,5.89882800467142
"MOB4",5.74774357290188,6.29030069184318,5.2520788307383
"PLCL1",4.44669159404492,4.10973135280164,4.04905405047373
"C2orf69",4.04312272295644,4.10973135280164,4.04905405047373
"TYW5",4.44669159404492,4.88091111817509,4.45565018125735
"MAIP1",4.44669159404492,4.54624760585208,4.45565018125735
"SPATS2L",3.48082754210608,4.10973135280164,4.45565018125735
"KCTD18",4.76169449409717,4.54624760585208,4.45565018125735
"BZW1",8.29676873575056,8.48731432518433,9.13145935913911
"CLK1",7.32332994351221,6.59343660024882,6.60568442928479
"PPIL3",4.04312272295644,4.10973135280164,3.48082754210608
"ORC2",4.04312272295644,4.88091111817509,3.48082754210608
"FAM126B",5.59729726055919,5.75127484793027,7.34035923371007
"NDUFB3",5.23916589294564,5.57787780722941,5.61139554019353
"CFLAR",6.66708727658494,6.59343660024882,7.56226029793406
"CASP10",5.23916589294564,4.88091111817509,3.48082754210608
"CASP8",5.74774357290188,5.75127484793027,6.34379405572357
"TRAK2",4.04312272295644,4.10973135280164,4.45565018125735
"SUMO1",7.00257720273518,7.85029573341863,7.34035923371007
"NOP58",6.0084396527514,6.29030069184318,5.89882800467142
"BMPR2",5.42931587612097,4.54624760585208,4.04905405047373
"FAM117B",4.76169449409717,4.10973135280164,4.04905405047373
"ICA1L",4.76169449409717,4.54624760585208,4.45565018125735
"CARF",4.04312272295644,3.48082754210608,4.04905405047373
"NBEAL1",5.74774357290188,5.57787780722941,4.04905405047373
"CYP20A1",5.42931587612097,4.88091111817509,4.45565018125735
"ABI2",4.04312272295644,4.10973135280164,4.04905405047373
"RAPH1",4.44669159404492,4.10973135280164,3.48082754210608
"CD28",5.02009356627595,5.38075636542466,5.0321216312624
"CTLA4",4.04312272295644,5.15237377129022,4.04905405047373
"ICOS",4.04312272295644,4.54624760585208,4.45565018125735
"INO80D",6.0084396527514,5.38075636542466,6.13839840344629
"NDUFS1",5.23916589294564,3.48082754210608,5.2520788307383
"EEF1B2",10.7741023200607,10.6413170654596,10.5178686082464
"ZDBF2",4.04312272295644,4.10973135280164,4.45565018125735
"FASTKD2",4.44669159404492,4.54624760585208,4.77248964499869
"KLF7",6.12301650389485,5.15237377129022,7.07801244681066
"CREB1",5.02009356627595,4.88091111817509,5.44289479092054
"METTL21A",4.04312272295644,5.15237377129022,3.48082754210608
"CCNYL1",5.23916589294564,4.10973135280164,3.48082754210608
"PLEKHM3",3.48082754210608,4.10973135280164,4.04905405047373
"IDH1",4.04312272295644,4.10973135280164,3.48082754210608
"PIKFYVE",5.02009356627595,4.88091111817509,6.34379405572357
"LANCL1",4.04312272295644,3.48082754210608,4.04905405047373
"SPAG16",4.44669159404492,4.54624760585208,3.48082754210608
"BARD1",3.48082754210608,4.10973135280164,4.77248964499869
"ATIC",4.76169449409717,4.10973135280164,4.04905405047373
"PECR",4.04312272295644,4.10973135280164,4.04905405047373
"XRCC5",6.22915951780443,5.15237377129022,6.60568442928479
"RPL37A",11.2161760112111,10.6631905689334,10.9963524911582
"CXCR2",4.76169449409717,4.10973135280164,3.48082754210608
"ARPC2",9.2331595076234,9.43956889282896,10.1029578027712
"AAMP",4.04312272295644,4.10973135280164,4.04905405047373
"PNKD",5.59729726055919,5.75127484793027,4.77248964499869
"TMBIM1",4.04312272295644,4.54624760585208,4.77248964499869
"SLC11A1",7.46040582824618,7.88793647178533,7.13443732297078
"CTDSP1",6.32802562553263,6.39857908435901,5.2520788307383
"AC021016.3",4.04312272295644,3.48082754210608,4.45565018125735
"CNOT9",4.44669159404492,4.54624760585208,4.77248964499869
"RNF25",4.04312272295644,4.54624760585208,4.45565018125735
"TTLL4",3.48082754210608,4.10973135280164,4.04905405047373
"CYP27A1",5.02009356627595,4.54624760585208,3.48082754210608
"CNPPD1",4.76169449409717,5.15237377129022,4.45565018125735
"RETREG2",5.42931587612097,5.57787780722941,5.0321216312624
"ZFAND2B",5.42931587612097,4.54624760585208,5.0321216312624
"ANKZF1",3.48082754210608,4.10973135280164,4.77248964499869
"GLB1L",4.04312272295644,4.10973135280164,3.48082754210608
"STK16",4.04312272295644,4.54624760585208,5.44289479092054
"TUBA4A",6.0084396527514,6.17323145804348,8.28978851184196
"DNAJB2",4.44669159404492,4.54624760585208,5.89882800467142
"DNPEP",4.76169449409717,5.15237377129022,5.2520788307383
"EPHA4",4.04312272295644,3.48082754210608,4.04905405047373
"FARSB",3.48082754210608,4.10973135280164,4.04905405047373
"ACSL3",5.42931587612097,5.90604956903415,6.95807684073785
"AP1S3",4.04312272295644,4.10973135280164,4.04905405047373
"WDFY1",4.44669159404492,5.57787780722941,6.95807684073785
