"iteration","seed","AUC","mean_difference","standardized_mean_difference"
51,20280769,0.998245614035088,1.86342779552318,5.78337585467227
52,20280770,0.998778195488722,1.82157221769674,6.09245782472393
53,20280771,0.99921679197995,1.97389129530952,6.06993749919172
54,20280772,0.998558897243108,1.86934060842231,5.90639965048038
55,20280773,0.997274436090226,1.78766962402882,5.42198076588667
56,20280774,0.996428571428571,1.93005128983208,5.73183920139667
57,20280775,0.99765037593985,1.80018427927068,5.9072113067036
58,20280776,0.99718045112782,1.90736437549499,5.63121399078123
59,20280777,0.997994987468672,1.88819853791479,5.96879130554515
60,20280778,0.99812030075188,1.89657551241667,5.76329466827782
61,20280779,0.998715538847118,1.88752654402193,6.21278913963503
62,20280780,0.998088972431078,1.77724964110714,5.4246518641564
63,20280781,0.998684210526316,1.883479052901,5.97919030377703
64,20280782,0.998558897243108,1.91446404387782,6.16267919276477
65,20280783,0.997368421052632,1.85680262324436,5.66026379312587
66,20280784,0.99937343358396,1.84465535001755,6.00966760693626
67,20280785,0.998151629072682,1.8585719504881,5.96625946547065
68,20280786,0.998684210526316,1.8822998918678,5.91465291766623
69,20280787,0.99827694235589,1.94974183629135,6.07351181896667
70,20280788,0.998339598997494,1.76825579085213,5.92050809484656
71,20280789,0.997305764411028,1.90998948370363,5.74452624419011
72,20280790,0.998621553884712,1.71759621835777,5.31271863124789
73,20280791,0.998214285714286,1.69640230107143,5.303557933959
74,20280792,0.998402255639098,1.91542363858208,5.9748988908215
75,20280793,0.998308270676692,1.86381113593171,5.92424447889233
76,20280794,0.998558897243108,2.01744895720489,6.00374233454021
77,20280795,0.998151629072682,1.91913475744236,5.83003019678836
78,20280796,0.997149122807018,1.8653261121015,5.64517458069619
79,20280797,0.996209273182957,1.73717114649687,5.38865371198788
80,20280798,0.999498746867168,1.87096986603195,6.2068656908539
81,20280799,0.997681704260652,1.772508606698,5.53372316463614
82,20280800,0.998840852130326,1.8905681857406,6.01413809766582
83,20280801,0.997994987468672,1.91650959371491,5.85350935659092
84,20280802,0.998997493734336,1.7200604654599,5.61215708161379
85,20280803,0.996271929824561,1.78346593209336,5.29641740282023
86,20280804,0.998026315789474,1.8655303482005,5.68256604748366
87,20280805,0.999248120300752,1.86118858995551,6.1587395526825
88,20280806,0.998370927318296,1.78730428279073,5.79015220274475
89,20280807,0.999122807017544,1.9254096887619,6.43209160519418
90,20280808,0.998684210526316,1.78356873770238,5.67095197230339
91,20280809,0.996961152882206,1.74637781274311,5.17211436122597
92,20280810,0.99937343358396,2.02244422966541,6.37388408166304
93,20280811,0.99796365914787,1.95616367586967,5.88334523102403
94,20280812,0.998872180451128,1.91475495396867,6.23719582371548
95,20280813,0.999404761904762,1.97906948203509,6.32796876299031
96,20280814,0.998182957393484,1.83198247278384,5.71240424586233
97,20280815,0.998151629072682,1.82292217638784,5.72411422316715
98,20280816,0.998088972431078,1.788748045552,5.64631148712501
99,20280817,0.999091478696742,1.72831857439599,5.71017829495258
100,20280818,0.998245614035088,1.80086628989411,5.56550219643924
101,20280819,0.998245614035088,1.88436809490163,5.9036519123559
102,20280820,0.997055137844612,1.90737573176629,5.72144696586827
103,20280821,0.997462406015038,1.74387535891667,5.38726548996774
104,20280822,0.99796365914787,1.79389273837093,5.56255654628123
105,20280823,0.999091478696742,1.82542287625689,5.82032826562738
106,20280824,0.999091478696742,1.92032962586028,6.24124534657017
107,20280825,0.998621553884712,1.87144082112845,5.66411621379986
108,20280826,0.99859022556391,1.85253551309273,5.98576354564533
109,20280827,0.998370927318296,1.77036457288972,5.51818542732157
110,20280828,0.998151629072682,1.88538075116165,5.91403344483036
111,20280829,0.998464912280702,2.0583408661084,6.2427549273227
112,20280830,0.998872180451128,1.81165799405138,5.88752049668656
113,20280831,0.997399749373434,1.74174520870551,5.20880206204468
114,20280832,0.999248120300752,1.82972967320489,5.9379801200108
115,20280833,0.998245614035088,1.77684725545113,5.661084156757
116,20280834,0.996961152882206,1.80161188823434,5.48378891374494
117,20280835,0.996616541353384,1.70583130108208,5.11504347889457
118,20280836,0.998026315789474,1.92197138988283,5.76939495912717
119,20280837,0.996741854636591,1.66369882836591,4.98885435063359
120,20280838,0.999467418546366,1.9007314998396,5.9248763997793
121,20280839,0.996240601503759,1.7555307286015,5.29813131828458
122,20280840,0.998182957393484,1.88653327536153,5.89501508494417
123,20280841,0.999342105263158,2.04602158706892,6.46874445742593
124,20280842,0.999185463659148,1.92461007330451,6.32564904336226
125,20280843,0.998715538847118,1.82359966968233,5.75965165382471
126,20280844,0.997932330827068,1.85915567415288,5.84834256261537
127,20280845,0.998934837092732,1.82243058463033,6.02556039949856
128,20280846,0.996522556390977,1.76043599097682,5.35504597679037
129,20280847,0.99812030075188,1.9871039178916,6.12419239389931
130,20280848,0.997619047619048,1.81835686434712,5.54135546570465
131,20280849,0.999248120300752,1.84391865391792,5.98593921345602
132,20280850,0.998370927318296,1.78378649853509,5.81305195688725
133,20280851,0.999091478696742,1.93583745076692,6.28831413578464
134,20280852,0.995394736842105,1.64946390492293,4.97030281207273
135,20280853,0.999185463659148,1.82980376973371,5.95012339686012
136,20280854,0.999342105263158,1.78772572239348,5.72967115564505
137,20280855,0.997117794486216,1.86858791167168,5.57310894143519
138,20280856,0.99890350877193,1.87199184400814,5.75133897178379
139,20280857,0.99859022556391,1.81460096320677,5.97227765162772
140,20280858,0.995614035087719,1.66066246531704,5.06528986346795
141,20280859,0.997775689223058,1.89354624924749,5.69909240423325
142,20280860,0.995614035087719,1.79087516520426,5.37147343824376
143,20280861,0.998496240601504,1.96504030122306,6.25429347774852
144,20280862,0.998558897243108,1.83760367660652,5.78848584956783
145,20280863,0.998558897243108,1.88407879499499,5.70931052154469
146,20280864,0.998934837092732,1.93498889340977,6.02228760033587
147,20280865,0.998840852130326,1.89890902598496,6.09547871309998
148,20280866,0.997869674185464,1.80856084756266,5.78229374301523
149,20280867,0.998496240601504,1.84868587554762,5.85229654142893
150,20280868,0.997994987468672,1.80728002219987,5.64900395271857
151,20280869,0.995927318295739,1.71770457138722,4.92666929182592
152,20280870,0.997399749373434,1.9041145766698,5.75226937857928
153,20280871,0.999498746867168,2.0053639239411,6.33034420560391
154,20280872,0.998934837092732,1.87134951353571,5.8431203562482
155,20280873,0.997901002506266,1.75253697037657,5.55841036097604
156,20280874,0.999404761904762,1.85102891213784,5.55310825874298
157,20280875,0.998214285714286,1.85716555516291,5.74014218643587
158,20280876,0.998809523809524,1.86500081157143,6.1008381430226
159,20280877,0.999279448621554,1.96810083641353,6.31329334401752
160,20280878,0.998997493734336,1.94594610402506,6.26414155702927
161,20280879,0.998621553884712,1.86589721337218,5.88084070342069
162,20280880,0.998997493734336,1.89584495416479,5.95591036011161
163,20280881,0.997525062656642,1.89824720264474,5.63506185092008
164,20280882,0.998339598997494,1.881107303849,6.00731025363001
165,20280883,0.997399749373434,1.84904594866103,5.65543195372948
166,20280884,0.999436090225564,2.06909127271241,6.7010321884226
167,20280885,0.998245614035088,1.94788975705702,6.12115685056295
168,20280886,0.996491228070175,1.87342085469612,5.62341813122347
169,20280887,0.999122807017544,1.96819731041416,6.36347034462709
170,20280888,0.998778195488722,1.94639184827819,6.04772493354809
171,20280889,1,1.99620549939912,6.77045841049019
172,20280890,0.997838345864662,1.87227375621053,5.69476235120825
173,20280891,0.997431077694236,1.77411674932644,5.32555911318806
174,20280892,0.998872180451128,1.82218507154699,5.84691997608079
175,20280893,0.998652882205514,1.8896239431792,5.78324658721068
176,20280894,0.998652882205514,1.83687309774311,5.82175757074136
177,20280895,0.9984335839599,1.75509531145739,5.30835513192875
178,20280896,0.998715538847118,2.00169538456391,6.26864907856872
179,20280897,0.999342105263158,1.92627048903321,6.37259002566783
180,20280898,0.998151629072682,1.82349858300752,5.68263056944508
181,20280899,0.998245614035088,1.83027931090163,5.69385645772834
182,20280900,0.998496240601504,1.82461641439975,5.70433046948476
183,20280901,0.99780701754386,1.92550498359524,5.9232296331108
184,20280902,0.99874686716792,1.92695550539035,6.0455775089013
185,20280903,0.997086466165414,1.84849826734399,5.62938555992591
186,20280904,0.998966165413534,1.91457951709273,5.83559484130292
187,20280905,0.998088972431078,2.03061497062782,6.16347741222174
188,20280906,0.997994987468672,1.89011743787218,5.82231115484882
189,20280907,0.999154135338346,1.93569983560652,6.14253327273335
190,20280908,0.998151629072682,1.88842896831266,5.87085659659179
191,20280909,0.99906015037594,1.86387281066792,6.09598543511137
192,20280910,0.999436090225564,2.02427700116541,6.2859537470154
193,20280911,0.997243107769424,1.8430161055495,5.61444673544653
194,20280912,0.996835839598997,1.92804432181955,5.65230447166444
195,20280913,0.998684210526316,1.88329035274937,5.83919157125603
196,20280914,0.999561403508772,1.89483836166291,6.17672606773142
197,20280915,0.995833333333333,1.72807716811717,4.96314584930644
198,20280916,0.999655388471178,1.83943442203571,6.05108753845711
199,20280917,0.998088972431078,1.95532333098246,5.85083598858747
200,20280918,0.995708020050125,1.72660314531015,5.17373714807209
201,20280919,0.996240601503759,1.69693490364599,5.32643327672756
202,20280920,0.999342105263158,1.83316375310088,5.82023245995593
203,20280921,0.998370927318296,1.80244060781955,5.8455190405624
204,20280922,0.998088972431078,1.88302183816855,5.73986555460352
205,20280923,0.9984335839599,1.77469028097619,5.78969791540564
206,20280924,0.998934837092732,1.87405283792481,6.09163185045485
207,20280925,0.997744360902256,1.87334886794611,5.79537790076451
208,20280926,0.999342105263158,1.85255033780263,6.14516142328526
209,20280927,0.997274436090226,1.86426539171805,5.69495654640325
210,20280928,0.999028822055138,1.98313581279887,6.32870771789587
211,20280929,0.99812030075188,1.71541858151942,5.38590255617672
212,20280930,0.998997493734336,1.83343184958459,5.86932472905963
213,20280931,0.997838345864662,1.74467597172369,5.38341624395984
214,20280932,0.996146616541353,1.717194462349,5.11711765221167
215,20280933,0.999122807017544,1.82319705793797,5.85960978419311
216,20280934,0.999749373433584,1.90971506256642,6.43733079619561
217,20280935,0.997713032581454,1.77601269241291,5.64989803879227
218,20280936,0.998057644110276,1.82200676871241,5.65973278876338
219,20280937,0.999122807017544,1.94611901987093,6.37809409987835
220,20280938,0.997681704260652,1.86345864228258,5.7833678711383
221,20280939,0.99718045112782,1.90529618167669,5.75130256224108
222,20280940,0.998621553884712,1.91799729842794,5.92309137110582
223,20280941,0.997994987468672,1.75415964333521,5.40424254364178
224,20280942,0.998997493734336,1.8440467283114,5.93512407175603
225,20280943,0.996585213032581,1.82662816363471,5.60791328678502
226,20280944,0.997901002506266,1.8316358958703,5.87785257048975
227,20280945,0.997368421052632,1.77306773510025,5.33007761776313
228,20280946,0.998997493734336,1.96295860073058,6.33902826601714
229,20280947,0.998245614035088,1.84839222142857,5.76392206068772
230,20280948,0.998652882205514,1.95184941796241,6.15274576054595
231,20280949,0.998151629072682,1.84439775518484,5.7039196746778
232,20280950,0.999248120300752,1.96386512050501,6.25365368974153
233,20280951,0.99953007518797,1.8193654372218,5.70382891633737
234,20280952,0.999154135338346,1.90085041267356,6.51780284028406
235,20280953,0.997117794486216,1.80775363446805,5.48773688932023
236,20280954,0.998464912280702,1.90059485134712,6.0272271030178
237,20280955,0.999780701754386,2.01631303805952,6.77124775495659
238,20280956,0.9984335839599,1.88136446560401,5.75428059490415
239,20280957,0.998621553884712,1.90114665542231,5.69468399387679
240,20280958,0.998527568922306,1.87434950001253,5.9734344686873
241,20280959,0.998778195488722,1.95836930872118,5.95455651215482
242,20280960,0.999655388471178,2.02668627938973,6.78667987847059
243,20280961,0.999028822055138,1.98074403927193,6.16033859201249
244,20280962,0.99874686716792,1.95307359812155,5.81583058214111
245,20280963,0.997149122807018,1.77068419013784,5.23437536554279
246,20280964,0.998527568922306,1.96816524439662,6.07111168397722
247,20280965,0.998057644110276,1.71349048915915,5.3562023254075
248,20280966,0.997994987468672,1.73200316032707,5.53691050160725
249,20280967,0.997744360902256,1.70746590305138,5.55474266737687
250,20280968,0.997211779448621,1.8263999612312,5.54324960290886
251,20280969,0.99733709273183,1.89239262427632,5.67301295924604
252,20280970,0.999624060150376,2.06373277453509,6.76168796324302
253,20280971,0.997525062656642,1.82047575180702,5.99094766248346
254,20280972,0.999561403508772,1.77921850063032,6.03557441312323
255,20280973,0.997274436090226,1.82251618579261,5.65147420462583
256,20280974,0.999467418546366,1.89760437115852,6.24786753314807
257,20280975,0.99812030075188,1.87738484385589,5.85167471062634
258,20280976,0.998966165413534,1.89800991886341,5.95682267773445
259,20280977,0.999279448621554,1.8266815978797,5.96034146352985
260,20280978,0.999655388471178,2.05976116095739,6.64811800629404
261,20280979,0.998496240601504,1.91831915965038,6.01522482102436
262,20280980,0.998840852130326,1.86944938304198,5.85766596008626
263,20280981,0.996083959899749,1.75926123126128,5.31921916742964
264,20280982,0.998088972431078,1.93354984736842,5.96709999028243
265,20280983,0.997055137844612,1.74095828946491,5.45594726337796
266,20280984,0.99937343358396,1.9483442642594,6.40984802657665
267,20280985,0.998026315789474,1.88288479397368,5.53767143771692
268,20280986,0.996898496240601,1.74053321339474,5.19014691595503
269,20280987,0.997994987468672,1.79783093739035,5.49413053493021
270,20280988,0.997713032581454,1.90359612970113,5.99665097654861
271,20280989,0.998245614035088,1.94195060845739,6.02844553672407
272,20280990,0.999248120300752,1.95397852200501,6.45401983414211
273,20280991,0.999122807017544,1.91014732670175,6.36569349401203
274,20280992,0.999624060150376,1.89637148331767,6.15813085027375
275,20280993,0.998026315789474,1.84209849813409,5.85678483083267
276,20280994,0.997932330827068,1.86146036701629,5.87018927048245
277,20280995,0.999436090225564,1.96892538197744,6.38294498524411
278,20280996,0.998558897243108,1.96865471407331,6.00940677267203
279,20280997,0.998496240601504,1.88844423358271,5.9255172469356
280,20280998,0.998621553884712,1.92016681129887,6.15495311029579
281,20280999,0.998778195488722,1.74965404281892,5.815299420126
282,20281000,0.999248120300752,1.88899093868547,6.07233285625288
283,20281001,0.998088972431078,1.82409372094549,5.8319351372569
284,20281002,0.997932330827068,1.77630276413659,5.72316809120806
285,20281003,0.999028822055138,1.79571914691291,5.79792789008953
286,20281004,0.997305764411028,1.84536808041667,5.56637958059671
287,20281005,0.998057644110276,1.76148131210401,5.59239111687539
288,20281006,0.999310776942356,2.09853632457832,6.63907674166182
289,20281007,0.99718045112782,1.82421062172431,5.51518253242298
290,20281008,0.9984335839599,1.90326677898872,6.09337305544399
291,20281009,0.997713032581454,1.79292641731266,5.61668250449403
292,20281010,0.998151629072682,1.88640479130012,5.80792377262708
293,20281011,0.999154135338346,1.76695612732707,5.88943653435339
294,20281012,0.99890350877193,2.0122939267782,6.51898358995227
295,20281013,0.999498746867168,1.94747615242231,6.21265237713175
296,20281014,0.999561403508772,1.97499454888221,6.34423562595273
297,20281015,0.997556390977444,1.72697827530138,5.48187605278824
298,20281016,0.99953007518797,1.99749678991667,6.53913255975075
299,20281017,0.998621553884712,1.96937476340163,6.08941950011463
300,20281018,0.997838345864662,1.89458550267857,5.91305254377653
301,20281019,0.99859022556391,1.9712108520589,5.92887742560084
302,20281020,0.99859022556391,1.88587237904135,6.10629666710129
303,20281021,0.999310776942356,1.80985020226566,6.01912762805987
304,20281022,0.997243107769424,1.83601459999499,5.52166586538676
305,20281023,0.99796365914787,1.82855557194862,5.5710790593462
306,20281024,0.999404761904762,1.90363172512782,6.29466649753607
307,20281025,0.99796365914787,1.84705929640163,5.67177607778849
308,20281026,0.996929824561404,1.88506258576128,5.61046353301871
309,20281027,0.999310776942356,1.88894301511592,5.9741680969458
310,20281028,0.998057644110276,1.81383143568922,5.81541028531105
311,20281029,0.999028822055138,1.98834791509211,6.16376350916186
312,20281030,0.998621553884712,1.75042878883521,5.63251181996639
313,20281031,0.99937343358396,1.9009823996817,6.31560770569695
314,20281032,0.998997493734336,1.99150940317795,6.49892658052898
315,20281033,0.99796365914787,1.85051315217043,5.51167589372626
316,20281034,0.998872180451128,1.95389180741917,6.50993853535119
317,20281035,0.99702380952381,1.94240100056078,5.88670208307375
318,20281036,0.998840852130326,1.74937427024311,5.58510174867371
319,20281037,0.998308270676692,1.89570793849436,5.81082231669002
320,20281038,0.998934837092732,1.9739239283985,6.11038773112469
321,20281039,0.997775689223058,1.80804787179449,5.73786645993528
322,20281040,0.999154135338346,1.84872417058897,5.96042978341734
323,20281041,0.99780701754386,1.90010166459524,5.79089827457434
324,20281042,0.99890350877193,1.93034519309273,6.07073504688596
325,20281043,0.998966165413534,1.91582269394674,6.26485395310993
326,20281044,0.996679197994987,1.77297293933208,5.35172820739373
327,20281045,0.999122807017544,1.88153635035464,6.08830925683838
328,20281046,0.99780701754386,1.80795811443734,5.59177035699288
329,20281047,0.998621553884712,1.86718484810651,5.97722569198995
330,20281048,0.999154135338346,1.86329562423747,6.20961989445142
331,20281049,0.996804511278195,1.75271182184399,5.25201333614676
332,20281050,0.999561403508772,1.86605217829887,6.24623111119331
333,20281051,0.999122807017544,1.95556533392857,6.30577562341902
334,20281052,0.997368421052632,1.80079391842043,5.55974160231989
335,20281053,0.999436090225564,1.9609372697688,6.20723369229106
336,20281054,0.997775689223058,1.90357466020113,5.88753482125918
337,20281055,0.998402255639098,1.79879328629825,5.68591834816525
338,20281056,0.998182957393484,1.9438687660589,6.14515265593773
339,20281057,0.998934837092732,1.92174314738596,6.12514587924775
340,20281058,0.998778195488722,1.90050939731892,5.98815559618876
341,20281059,0.999498746867168,1.95788022236779,6.38246308964546
342,20281060,0.999498746867168,1.71278340062218,5.87947452122988
343,20281061,0.999185463659148,1.99130544618609,6.36026344854645
344,20281062,0.99827694235589,1.87055255835902,5.94235286413158
345,20281063,0.999436090225564,1.91070032186403,6.53353981503196
346,20281064,0.999185463659148,1.83621164981015,5.83206003380648
347,20281065,0.999154135338346,1.92878253703509,6.22701750223314
348,20281066,0.9984335839599,1.86353955538283,5.85974846468273
349,20281067,0.998026315789474,1.7872014354718,5.4884562916591
350,20281068,0.999248120300752,1.89322692436654,6.14267923893167
351,20281069,0.999498746867168,1.88683619672243,6.05994623038739
352,20281070,0.998245614035088,1.8968452984292,5.99321924465242
353,20281071,0.999091478696742,1.95898343195865,6.41132174649476
354,20281072,0.997431077694236,1.84529447982519,5.35007595765662
355,20281073,0.999498746867168,1.94379810724499,6.64077746189196
356,20281074,0.998966165413534,1.94683066420927,5.91508263954618
357,20281075,0.999122807017544,1.81762049136842,5.92059453931647
358,20281076,0.998966165413534,1.91351232161654,6.06442965887703
359,20281077,0.998558897243108,1.84142122813221,5.81244764821246
360,20281078,0.999624060150376,1.8541253373985,5.91055439223862
361,20281079,0.999091478696742,1.85707737778947,5.79271129963361
362,20281080,0.998558897243108,1.89847362219048,6.04806154569733
363,20281081,0.998339598997494,1.88551340144862,5.71140337073508
364,20281082,0.999404761904762,1.84726494007957,6.14331814212399
365,20281083,0.99702380952381,1.81674548704887,5.4084945221585
366,20281084,0.998840852130326,1.9640061972406,6.10671328191253
367,20281085,0.999248120300752,1.87105382212281,6.25782602969582
368,20281086,0.999780701754386,2.17842137594424,6.6293033669259
369,20281087,0.99812030075188,1.78052207118233,5.50519509462999
370,20281088,0.997086466165414,1.85290514461278,5.76780319009254
371,20281089,0.998997493734336,1.92744518896616,6.31869898804469
372,20281090,0.998809523809524,1.8958244323089,6.18695118109383
373,20281091,0.998997493734336,1.86995289488346,5.86480452427204
374,20281092,0.998997493734336,1.86938831285464,6.01974970102231
375,20281093,0.999185463659148,2.07413725208271,6.54359470736921
376,20281094,0.999154135338346,2.03636605177694,6.32060468493633
377,20281095,0.998684210526316,1.90539216296491,6.08020255188573
378,20281096,0.99874686716792,2.00939254865226,6.04589844291954
379,20281097,0.997587719298246,1.79391626423872,5.53385637264413
380,20281098,0.99906015037594,2.00352867890539,6.40895951511153
381,20281099,0.998809523809524,1.75887391788158,5.79161326147608
382,20281100,0.998715538847118,1.92736565948496,6.30134573801561
383,20281101,0.998652882205514,1.87675715437719,5.92517519495235
384,20281102,0.998245614035088,1.86476459247744,5.71615749259113
385,20281103,0.999248120300752,1.74804021822682,5.79531183496412
386,20281104,0.999154135338346,1.96789977746429,6.19325346598745
387,20281105,0.998527568922306,1.9286607413421,5.90198184174336
388,20281106,0.998182957393484,1.78478507131078,5.65933328343088
389,20281107,0.997932330827068,1.8765685488089,5.89159266554035
390,20281108,0.997211779448622,1.79830533029323,5.47651906403858
391,20281109,0.998558897243108,2.05912961783208,6.18151509667925
392,20281110,0.997211779448621,1.8906601864693,5.79840301933992
393,20281111,0.999248120300752,1.91493106843484,6.06300193230505
394,20281112,0.997556390977444,1.85577985982331,5.61255669294618
395,20281113,0.999154135338346,1.93682782938784,6.33838393436288
396,20281114,0.999592731829574,1.86923382212845,6.187183333597
397,20281115,0.998245614035088,1.94615285787531,6.12543917968076
398,20281116,0.998652882205514,1.86826346048997,5.7566395395199
399,20281117,0.998558897243108,1.9427075266015,6.02823491587253
400,20281118,0.998214285714286,1.7835357003703,5.85467592980728
401,20281119,0.998778195488722,1.97099737052757,6.05744138812877
402,20281120,0.99921679197995,2.01030039163597,6.30732394484922
403,20281121,0.999185463659148,1.90129521495426,6.12229388991409
404,20281122,0.997932330827068,1.76786296156767,5.66174977074374
405,20281123,0.998934837092732,1.86415529676692,5.92975525119064
406,20281124,0.997681704260652,1.87157889304511,5.62033398933936
407,20281125,0.999342105263158,1.92407579679825,6.4590654322945
408,20281126,0.997399749373434,1.87486182757895,5.57882259757845
409,20281127,0.998527568922306,1.82678636713409,5.56040254633979
410,20281128,0.999248120300752,1.84362515486404,5.97188335586733
411,20281129,0.99812030075188,1.85518154359085,5.88180400779743
412,20281130,0.998809523809524,1.93649506166917,6.03415228870401
413,20281131,0.998496240601504,1.95068842222744,6.15223934638143
414,20281132,0.999310776942356,1.84265751738784,6.04531207717582
415,20281133,0.999028822055138,1.91726843181015,6.2127571917183
416,20281134,0.997932330827068,1.92586054130952,5.78565166662496
417,20281135,0.999028822055138,1.90239888154574,6.0352174112426
418,20281136,0.99890350877193,1.85088437063283,5.8585998048013
419,20281137,0.998182957393484,1.82215066278885,5.80651176549828
420,20281138,0.998966165413534,1.93252275118546,6.03128941483256
421,20281139,0.999091478696742,1.91694728730326,6.06814119956132
422,20281140,0.999561403508772,2.02109692392983,6.66913948835784
423,20281141,0.998402255639098,1.88287816289975,6.17374017260133
424,20281142,0.999310776942356,1.82179375708271,5.9495265977332
425,20281143,0.99733709273183,1.92802092321993,5.80473870935458
426,20281144,0.999592731829574,2.01325202493609,6.45109682579509
427,20281145,0.998151629072682,1.79809389991291,5.75086337441614
428,20281146,0.998088972431078,1.89157271296053,5.81319875706449
429,20281147,0.997681704260652,1.85731320271366,5.77089148728806
430,20281148,0.998088972431078,1.79599227475125,5.81328019484195
431,20281149,0.998997493734336,1.94539638810276,6.29604426098711
432,20281150,0.997681704260652,1.91142977993296,5.74857742187611
433,20281151,0.998715538847118,2.0042145767193,6.3940886013827
434,20281152,0.997681704260652,1.9863472864881,5.94157542789957
435,20281153,0.997681704260652,1.8950321710708,5.74652965081438
436,20281154,0.998527568922306,1.87196881472995,5.81287145528127
437,20281155,0.999404761904762,1.9792486493302,6.39739251354459
438,20281156,0.998464912280702,1.83377347593672,5.61604205545267
439,20281157,0.999091478696742,1.93179613418484,6.22498534281551
440,20281158,0.998715538847118,1.81225040512093,5.81864255014124
441,20281159,0.999091478696742,1.84771300377193,6.2207755188235
442,20281160,0.998496240601504,1.84182313085025,5.82213267003974
443,20281161,0.999185463659148,1.82203761538784,6.12871234474541
444,20281162,0.998778195488722,1.83214557712594,5.83616180128022
445,20281163,0.999342105263158,1.92386192278446,6.14611296551573
446,20281164,0.998872180451128,1.87509628597494,6.12339028128433
447,20281165,0.999310776942356,1.82666608324875,5.93134934923783
448,20281166,0.996303258145363,1.75158060535777,5.22494567080112
449,20281167,0.999310776942356,1.94410167518985,6.28763172378506
450,20281168,0.998245614035088,1.67885354196742,5.34408459388423
451,20281169,0.99953007518797,1.81442944377193,5.91461893177649
452,20281170,0.999154135338346,2.01860839806328,6.46908891178135
453,20281171,0.999091478696742,1.77634352173433,5.90089524111929
454,20281172,0.997901002506266,1.87427731372306,5.6784728740321
455,20281173,0.998872180451128,1.87592274952506,6.23737766251537
456,20281174,0.997869674185464,1.75573392218609,5.43895105120779
457,20281175,0.997681704260652,1.78022927908772,5.44639715597832
458,20281176,0.997086466165414,1.87395216528759,5.69397406150936
459,20281177,0.997744360902256,1.80634584977193,5.64750966870379
460,20281178,0.998370927318296,1.92838841477694,6.05460052025123
461,20281179,0.998214285714286,1.87185542424937,5.89246331004117
462,20281180,0.99906015037594,1.95229276587719,6.17954881837109
463,20281181,0.998621553884712,2.00209807856516,6.40860674036021
464,20281182,0.998245614035088,1.79807046133333,5.92509663779496
465,20281183,0.998245614035088,1.92145613424436,6.08789658656776
