"dataset","sample_id","group","S100A8","independent_score","antigen_score","monocyte_core_score","combined_score"
"GSE65682","GSM1602909","Healthy",10.32253329,0.901834487341192,1.31958336807528,1.05040962388221,-0.417748880734084
"GSE65682","GSM1602910","Healthy",10.73280694,0.927982275276223,1.30880817599473,1.11840981602059,-0.380825900718506
"GSE65682","GSM1602911","Healthy",11.22695126,1.04250553339558,1.3170753421156,1.09646914146761,-0.274569808720023
"GSE65682","GSM1602912","Sepsis",12.86559486,1.17863814671064,1.14338895832979,1.11954617946004,0.0352491883808497
"GSE65682","GSM1602913","Healthy",10.80613065,0.889910159274652,1.32221297720251,1.05119749278794,-0.43230281792786
"GSE65682","GSM1602914","Healthy",10.54185232,0.946274723346043,1.30160944584801,1.10828419031345,-0.355334722501967
"GSE65682","GSM1602915","Healthy",10.72971178,0.934266931365966,1.30374939618574,1.07727288367057,-0.369482464819777
"GSE65682","GSM1602916","Healthy",10.2710467,0.934839572842301,1.30856923897816,1.03505731169296,-0.373729666135858
"GSE65682","GSM1602917","Healthy",11.96515385,1.06244088231719,1.21260327665101,1.09941640425574,-0.150162394333819
"GSE65682","GSM1602918","Sepsis",12.51255437,1.08719220693077,1.25292483967086,1.16507696442547,-0.165732632740089
"GSE65682","GSM1602919","Sepsis",13.11321149,1.20560270726307,1.15573026777045,1.05102042140037,0.0498724394926158
"GSE65682","GSM1602920","Healthy",11.31896658,0.980083104791856,1.30072121044475,1.08306536690125,-0.32063810565289
"GSE65682","GSM1602921","Sepsis",12.62879501,1.18895826221742,1.14288703336387,1.08408738035296,0.0460712288535499
"GSE65682","GSM1602922","Sepsis",13.11601651,1.2417344677191,0.891212644409703,1.02647410712084,0.350521823309394
"GSE65682","GSM1602923","Sepsis",13.42945454,1.23811604842067,0.886008719874907,1.04125433624607,0.352107328545767
"GSE65682","GSM1602924","Sepsis",13.36787923,1.26599033485493,0.941939334157881,1.11518888827069,0.32405100069705
"GSE65682","GSM1602925","Sepsis",13.19513388,1.24833820540011,0.834251816920317,1.0818566926563,0.414086388479789
"GSE65682","GSM1602926","Sepsis",12.94496943,1.04346104637215,1.16867407421734,0.999656136632882,-0.125213027845185
"GSE65682","GSM1602927","Sepsis",13.17733026,1.27356931827586,0.885839090818809,1.10315050871263,0.387730227457047
