"dataset","sample_id","group","S100A8","independent_score","antigen_score","monocyte_core_score","combined_score"
"GSE65682","GSM1691920","Sepsis",12.56791202,1.22472674216141,1.16398888839723,1.13511325413078,0.0607378537641785
"GSE65682","GSM1691921","Sepsis",13.0148897,1.17145047791873,1.10238067587808,1.13154677008352,0.0690698020406493
"GSE65682","GSM1691922","Sepsis",13.0034419,1.20532013284422,1.17268701990252,1.10097286261508,0.0326331129417008
"GSE65682","GSM1691923","Sepsis",12.82664442,1.10361777968614,1.20675054240529,1.00868006030605,-0.103132762719151
"GSE65682","GSM1691924","Sepsis",12.98474029,1.1581039525509,1.20399176874919,1.11842195835788,-0.045887816198291
"GSE65682","GSM1691925","Sepsis",13.27189258,1.25885399522983,0.963076821592133,1.13577979781458,0.295777173637701
"GSE65682","GSM1691926","Sepsis",12.50952863,1.10778337214633,1.18898277124026,1.14077503065088,-0.0811993990939262
"GSE65682","GSM1691927","Sepsis",13.43355174,1.27308923947942,0.850828023980665,1.13000133409999,0.422261215498758
"GSE65682","GSM1691928","Sepsis",13.01400007,1.19110350656397,1.12905039550995,1.15230899341429,0.0620531110540197
"GSE65682","GSM1691929","Sepsis",12.37713725,1.18444655856515,1.04083070259141,1.13569509063738,0.143615855973731
"GSE65682","GSM1691930","Sepsis",12.78376129,1.1618757758962,0.858042322980279,1.08978087232692,0.303833452915923
"GSE65682","GSM1691932","Sepsis",12.97660223,1.19084591338028,1.0084902792335,1.1344174733626,0.182355634146778
"GSE65682","GSM1691933","Sepsis",13.27174565,1.2779921680824,0.368742532133971,1.09758958279191,0.909249635948425
"GSE65682","GSM1691934","Sepsis",13.02995953,1.21508438745302,1.10329083528793,1.08187067261363,0.111793552165091
"GSE65682","GSM1691935","Sepsis",13.00363461,1.27793507882056,0.916215768324913,1.06359140996599,0.361719310495646
"GSE65682","GSM1691936","Sepsis",13.20678514,1.19182587114435,1.18415623609336,1.13730824407904,0.00766963505098417
"GSE65682","GSM1691937","Sepsis",13.11074068,1.21007754891762,0.904772143553244,1.05714292900559,0.305305405364374
"GSE65682","GSM1691938","Sepsis",12.96577945,1.20633462980198,1.20241126504868,1.14645717592784,0.00392336475329658
"GSE65682","GSM1691939","Sepsis",12.59807527,1.13776846282181,1.21080084811729,1.11645765399899,-0.0730323852954808
"GSE65682","GSM1691940","Sepsis",12.84941873,1.25392245039833,1.19754089926474,1.1311586190927,0.0563815511335894
"GSE65682","GSM1691941","Sepsis",13.31872489,1.28216947705338,0.67064708636001,1.11001556759956,0.611522390693365
"GSE65682","GSM1691942","Sepsis",12.29933454,1.17074467170991,1.08293210398603,1.10235961372578,0.0878125677238752
"GSE65682","GSM1691943","Sepsis",12.99207066,1.19306806267973,1.09202180714259,1.0970369853672,0.101046255537132
"GSE65682","GSM1691944","Sepsis",12.2892585,1.06164442657139,1.2538719723886,1.10211831355349,-0.192227545817219
"GSE65682","GSM1691945","Sepsis",12.66054924,1.10259690994618,1.24458715985814,1.13137753476144,-0.14199024991196
"GSE65682","GSM1691946","Sepsis",12.81944479,1.21331428695417,1.11428672920503,1.17255933443823,0.0990275577491402
"GSE65682","GSM1691947","Sepsis",12.64720624,1.25745178876142,1.13055995840689,1.13955504261344,0.126891830354537
"GSE65682","GSM1691948","Sepsis",12.92141507,1.16838416863403,1.19096617168107,1.07163763093596,-0.0225820030470427
"GSE65682","GSM1691949","Sepsis",13.26473996,1.26458088789026,1.24525632648256,1.12288761044007,0.0193245614077013
"GSE65682","GSM1691950","Sepsis",12.38101898,1.15836791164741,1.18017497996251,1.14754007757211,-0.0218070683151044
"GSE65682","GSM1691951","Sepsis",12.47468527,1.11883131393555,1.24461349048336,1.09547417441753,-0.12578217654781
"GSE65682","GSM1691952","Sepsis",12.66802768,1.17160621264276,1.22523960361336,1.15315092004539,-0.0536333909705988
"GSE65682","GSM1691953","Sepsis",13.01200804,1.25614101662824,1.0924101865358,1.18838576146965,0.163730830092436
"GSE65682","GSM1691954","Sepsis",12.80180738,1.26610353906867,1.11701643092742,1.13640454040698,0.149087108141241
"GSE65682","GSM1691955","Sepsis",12.28988839,1.1593079800353,1.19458635569408,1.10090961770293,-0.0352783756587813
"GSE65682","GSM1691957","Sepsis",12.48843081,1.19063100506979,1.12655121123609,1.11489847475298,0.0640797938337003
"GSE65682","GSM1691958","Sepsis",13.17294498,1.23137981282437,1.13174862400382,1.09540752915225,0.0996311888205534
"GSE65682","GSM1691959","Sepsis",12.88909691,1.25953272727991,1.06001387924225,1.16424535366636,0.199518848037655
"GSE65682","GSM1691960","Sepsis",12.64527577,1.16782512474594,1.20290754572602,1.19801267360386,-0.0350824209800806
"GSE65682","GSM1691961","Sepsis",13.02718177,1.20885147509378,1.16680875626937,1.0459734518236,0.0420427188244092
"GSE65682","GSM1691962","Sepsis",13.03285445,1.20435739636775,1.12636037410397,1.10050606713694,0.0779970222637814
"GSE65682","GSM1691963","Sepsis",12.9558376,1.19251142966543,1.09720295695314,1.03835050474345,0.0953084727122933
"GSE65682","GSM1691964","Sepsis",13.23223995,1.242683956536,1.09033304288894,1.13589302018435,0.152350913647059
"GSE65682","GSM1691965","Sepsis",13.01165498,1.24918445997745,1.12715757313532,1.12587131122472,0.122026886842123
"GSE65682","GSM1691966","Sepsis",12.69093087,1.17873428586052,0.931695128850226,1.10232385196981,0.247039157010296
"GSE65682","GSM1691967","Sepsis",12.73622733,1.20419218352852,1.19426818468326,1.06799540353139,0.00992399884526307
"GSE65682","GSM1691968","Sepsis",13.13078904,1.25990990143393,1.13878466625706,1.18561536730522,0.121125235176867
"GSE65682","GSM1691969","Sepsis",13.08555167,1.25385662793465,0.983588628830803,1.0950751908924,0.270267999103848
"GSE65682","GSM1691970","Sepsis",13.04756322,1.23942994352257,1.06048233326242,1.08281570828375,0.178947610260153
"GSE65682","GSM1691971","Sepsis",12.41358669,1.13951100444614,1.15775370843501,1.09023242836282,-0.0182427039888771
"GSE65682","GSM1691972","Sepsis",12.68431402,1.14979021785098,1.25165251912077,1.12565782265565,-0.101862301269798
"GSE65682","GSM1691973","Sepsis",12.76203708,1.17886915853557,1.1520945841417,1.1127411358282,0.0267745743938625
"GSE65682","GSM1691974","Sepsis",12.9000323,1.18764489703448,1.1120271845112,1.12861949332634,0.0756177125232833
"GSE65682","GSM1691975","Sepsis",12.98558532,1.21776278275977,1.02502815553681,1.06053064401977,0.192734627222967
"GSE65682","GSM1691976","Sepsis",12.46701806,1.10298407494373,1.22533341523045,1.08920968409721,-0.122349340286716
"GSE65682","GSM1691977","Sepsis",12.56158359,1.19690909348187,1.06419541275998,1.13244125617715,0.132713680721889
"GSE65682","GSM1691978","Sepsis",12.61958065,1.13953349788547,1.17976602761381,1.08989623031874,-0.040232529728335
"GSE65682","GSM1691979","Sepsis",12.95730423,1.23398745163871,1.012265203881,1.14298102697665,0.221722247757709
"GSE65682","GSM1691980","Sepsis",13.23890129,1.26124687607802,1.01110411841706,1.12646195264735,0.250142757660964
"GSE65682","GSM1691981","Sepsis",13.13656228,1.25146595745992,0.9686553978056,1.09592759766032,0.282810559654319
"GSE65682","GSM1691982","Sepsis",12.82879301,1.12713238423713,1.17039313346188,1.08441516178635,-0.0432607492247465
"GSE65682","GSM1691983","Sepsis",13.31792549,1.28391456314229,0.926499142734816,1.09958496185166,0.357415420407472
"GSE65682","GSM1691984","Sepsis",12.49872899,1.11859953190414,1.22794407148984,0.946507145368905,-0.109344539585701
"GSE65682","GSM1691985","Sepsis",13.21424701,1.2811113810072,0.888957342470574,1.12771009049993,0.392154038536623
"GSE65682","GSM1691986","Sepsis",13.13007404,1.28731118035768,1.04440250714669,1.17290687086336,0.242908673210993
"GSE65682","GSM1691987","Sepsis",13.3597323,1.28892284870579,0.794829800055756,1.1115162022563,0.494093048650037
"GSE65682","GSM1691988","Sepsis",12.09510661,1.13684256599995,1.11809781580247,1.02530262923236,0.0187447501974822
"GSE65682","GSM1691989","Sepsis",13.02315015,1.1612735013256,1.19735515649238,1.17109406865533,-0.0360816551667751
"GSE65682","GSM1691990","Sepsis",13.11244353,1.23401936229969,0.993875361056443,1.15795827617085,0.240144001243244
"GSE65682","GSM1691991","Sepsis",13.12036502,1.21868328962423,1.02036553719127,1.10948741963355,0.198317752432963
"GSE65682","GSM1691992","Sepsis",13.27780184,1.2861111379016,0.982498764416658,1.07034515287408,0.30361237348494
"GSE65682","GSM1691993","Sepsis",12.01435022,1.07080039833856,1.25965471995348,1.14573536189243,-0.188854321614925
"GSE65682","GSM1691994","Sepsis",13.15125939,1.28386583671073,1.0758625467773,1.16697442034839,0.208003289933423
"GSE65682","GSM1691995","Sepsis",13.01083787,1.18568048313315,1.15467564551357,1.08024594762656,0.0310048376195786
"GSE65682","GSM1691996","Sepsis",12.83942119,1.23056804395157,0.927438883857708,1.08996152357256,0.303129160093862
"GSE65682","GSM1691997","Sepsis",12.97334795,1.2361402879185,1.10116446387558,1.14460077868547,0.134975824042918
"GSE65682","GSM1691998","Sepsis",12.86949335,1.14792375419081,1.24004002170165,1.0068713319346,-0.0921162675108389
"GSE65682","GSM1691999","Sepsis",12.76545862,1.12777304666423,1.22199025511806,1.13035873481381,-0.094217208453832
"GSE65682","GSM1692000","Sepsis",12.78492653,1.13209446552311,1.22772962992314,1.16565115844309,-0.0956351644000288
"GSE65682","GSM1692001","Sepsis",13.07747217,1.29238828666968,0.922749827784068,1.11760561933659,0.36963845888561
"GSE65682","GSM1692002","Sepsis",13.24516559,1.25229201537344,1.08103491145106,1.11360682628569,0.171257103922379
"GSE65682","GSM1692003","Sepsis",13.22733204,1.28610184875628,0.829729261098158,1.10760113382589,0.456372587658123
"GSE65682","GSM1692004","Sepsis",13.15586386,1.21149965186354,1.13698639629013,1.16847807291494,0.0745132555734149
"GSE65682","GSM1692005","Sepsis",11.88337976,1.13567619465888,1.17863875882647,1.16910696105846,-0.0429625641675868
"GSE65682","GSM1692006","Sepsis",13.32809,1.24846313448115,0.565355091788244,1.08599379343511,0.683108042692902
"GSE65682","GSM1692007","Sepsis",13.00882288,1.24733033123004,1.15367493015572,1.10847039279655,0.0936554010743216
"GSE65682","GSM1692008","Sepsis",13.00067138,1.21483813460992,1.10195753843405,1.12674381765609,0.112880596175871
"GSE65682","GSM1692009","Sepsis",13.05396301,1.25925773119245,1.03422734189251,1.18645681902431,0.225030389299938
"GSE65682","GSM1692010","Sepsis",12.77372918,1.16923406248416,1.2658938678607,1.15019260611493,-0.0966598053765368
"GSE65682","GSM1692011","Sepsis",12.95876636,1.25561876685146,1.03561035089506,1.06427306902463,0.220008415956399
"GSE65682","GSM1692012","Sepsis",13.20898323,1.2629169475523,0.968204326725432,1.12129511874332,0.294712620826867
"GSE65682","GSM1692015","Sepsis",13.0308706,1.14617327507825,1.15121582049211,1.09618520923991,-0.00504254541386184
"GSE65682","GSM1692016","Sepsis",13.01638944,1.25412635631547,1.08061768409058,1.05837550913614,0.173508672224885
"GSE65682","GSM1692017","Sepsis",13.24000664,1.28197564994167,0.921236193706492,1.20553522912055,0.360739456235182
"GSE65682","GSM1692018","Sepsis",12.96795121,1.25661349326853,1.0586695315106,1.06891835222803,0.197943961757932
"GSE65682","GSM1692019","Sepsis",12.84733796,1.2562136113604,1.09492919550444,1.14180565396607,0.161284415855957
"GSE65682","GSM1692020","Sepsis",12.18423308,1.12293729000988,1.26963413691982,1.10822771998459,-0.146696846909943
"GSE65682","GSM1692021","Sepsis",12.23763548,0.901494920845108,1.19316411671075,1.10509900650936,-0.291669195865638
"GSE65682","GSM1692022","Sepsis",13.26253052,1.25858528142607,1.06136018623985,1.11351476867233,0.197225095186211
"GSE65682","GSM1692023","Sepsis",13.11249471,1.24689436699042,1.10975309770066,1.10654149342784,0.137141269289758
"GSE65682","GSM1692024","Sepsis",13.21282735,1.23955764588181,0.905094350144016,1.08848943530065,0.334463295737794
"GSE65682","GSM1692025","Sepsis",12.64622501,1.19120314043774,1.18301839193624,1.24219977068117,0.00818474850149942
"GSE65682","GSM1692026","Sepsis",12.98582691,1.25951126127756,1.21100585046385,1.15983293988364,0.0485054108137131
"GSE65682","GSM1692027","Sepsis",12.44470025,1.16753328758864,1.22657391237118,1.06573925270531,-0.0590406247825359
"GSE65682","GSM1692028","Sepsis",12.92129015,1.22306132367286,1.14089592578328,1.11028776676551,0.082165397889582
"GSE65682","GSM1692029","Sepsis",13.12186409,1.23500179952188,1.07017945275783,1.09579919433651,0.164822346764045
"GSE65682","GSM1692030","Sepsis",13.10877137,1.23078777282254,1.14640354151183,1.10001264333922,0.0843842313107026
"GSE65682","GSM1692032","Sepsis",12.47303362,1.23408837566285,1.15625802914274,1.09412184527209,0.0778303465201111
"GSE65682","GSM1692033","Sepsis",12.84239169,1.21410283552231,1.19041501947516,1.14757473511533,0.0236878160471552
"GSE65682","GSM1692034","Sepsis",13.25950304,1.18664069394011,1.02878184345056,1.11450035386143,0.157858850489545
"GSE65682","GSM1692035","Sepsis",12.86270168,1.19510788624385,1.21820072429791,1.15180105831067,-0.0230928380540534
"GSE65682","GSM1692036","Sepsis",13.01187186,1.21159423045761,1.13421574272763,1.1090219972877,0.0773784877299895
"GSE65682","GSM1692037","Sepsis",12.90678999,1.21378979830652,1.06724818510608,1.16270714444587,0.146541613200434
"GSE65682","GSM1692038","Sepsis",12.98223109,1.27285609665898,0.81693777497605,1.13191080957556,0.455918321682928
"GSE65682","GSM1692039","Sepsis",12.43885751,1.12852614246949,1.09827339709596,1.11364017600891,0.0302527453735324
"GSE65682","GSM1692040","Sepsis",13.0842983,1.24952911719682,1.08083203695657,1.1332091352908,0.168697080240245
"GSE65682","GSM1692041","Sepsis",12.74791,1.09741312225721,1.272519798897,1.09393429387627,-0.175106676639789
"GSE65682","GSM1692042","Sepsis",12.54015315,1.13960446043222,1.14667909719686,1.07847519161885,-0.00707463676463527
"GSE65682","GSM1692043","Sepsis",13.12918842,1.27165802466136,1.0221821984913,1.14467756185502,0.24947582617006
"GSE65682","GSM1692044","Sepsis",12.88663687,1.18303235360745,1.23707184768405,1.07955102137514,-0.054039494076596
"GSE65682","GSM1692045","Sepsis",13.14165035,1.28056242215408,1.0450624128459,1.12850143121616,0.235500009308174
"GSE65682","GSM1692046","Sepsis",12.87151019,1.10763882371479,1.20075114703426,1.19465411482426,-0.0931123233194679
"GSE65682","GSM1692047","Sepsis",13.28893877,1.25510917011188,0.787334298290445,1.12268066470488,0.467774871821433
"GSE65682","GSM1692048","Sepsis",12.94142418,1.20085286364286,1.15324067276731,1.15561266876326,0.0476121908755442
"GSE65682","GSM1692049","Sepsis",12.79489781,1.14249872750104,1.15048919183111,1.11761183881898,-0.00799046433007455
"GSE65682","GSM1692050","Sepsis",12.99395078,1.27944778000313,0.858812414970735,1.14824622627474,0.420635365032391
"GSE65682","GSM1692051","Sepsis",12.72627642,1.1958101680979,1.13395488362601,1.09812164122231,0.0618552844718896
"GSE65682","GSM1692052","Sepsis",13.13859682,1.26772393448881,1.01061004936759,1.1661926262732,0.257113885121224
"GSE65682","GSM1692053","Sepsis",12.76282625,1.14771433322248,1.16624802773595,1.03677264567844,-0.0185336945134631
"GSE65682","GSM1692054","Sepsis",13.205588,1.21659073429348,1.17775402329583,1.11178670958725,0.0388367109976548
"GSE65682","GSM1692055","Sepsis",12.9359025,1.23537046366917,1.18015819842233,1.10305150215184,0.0552122652468403
"GSE65682","GSM1692056","Sepsis",12.98944802,1.23281318671235,1.00183158133357,1.04342264095372,0.230981605378776
"GSE65682","GSM1692057","Sepsis",13.05248775,1.23562583764051,1.0655619022488,1.12231689810992,0.170063935391715
"GSE65682","GSM1692058","Sepsis",13.10462657,1.25762210753044,1.07578930430819,1.12084286050388,0.181832803222245
"GSE65682","GSM1692059","Sepsis",13.32806596,1.2640728766989,0.941313288074381,1.12703714624897,0.322759588624516
"GSE65682","GSM1692060","Sepsis",13.30480331,1.26704132630777,0.911346630758854,1.13279494263171,0.35569469554892
"GSE65682","GSM1692061","Sepsis",12.68565693,1.25383224322316,1.21277269560419,1.1519072156838,0.0410595476189728
"GSE65682","GSM1692062","Sepsis",12.85976092,1.22031787294937,1.18188624895315,1.11552951794443,0.0384316239962204
"GSE65682","GSM1692063","Sepsis",12.48975708,1.17444626994185,1.14929469352108,1.14366048155168,0.0251515764207753
"GSE65682","GSM1692064","Sepsis",12.61076941,1.0730945413873,1.16842837850555,1.06789639494145,-0.0953338371182495
"GSE65682","GSM1692065","Sepsis",12.80853931,1.2232257642714,1.07814808184216,1.05870085667422,0.145077682429241
"GSE65682","GSM1692066","Sepsis",12.32875759,1.17076124274748,1.17455050304692,1.11241689464617,-0.00378926029944293
"GSE65682","GSM1692067","Sepsis",12.9211523,1.16464679895893,1.22604716758116,1.09307957053509,-0.0614003686222242
"GSE65682","GSM1692068","Sepsis",13.06175191,1.22229708569209,1.19258772603248,1.18411804342618,0.0297093596596185
"GSE65682","GSM1692069","Sepsis",12.942409,1.2110245262977,1.25799511958456,1.11945745521363,-0.0469705932868609
"GSE65682","GSM1692070","Sepsis",13.18244733,1.25854145594926,0.819368374126617,1.04937366994313,0.439173081822648
"GSE65682","GSM1692071","Sepsis",13.27136105,1.28851122761878,1.05158662180405,1.13700788916839,0.236924605814729
"GSE65682","GSM1692072","Sepsis",12.91336606,1.18431472830009,1.08713410358677,1.10631980754177,0.0971806247133178
"GSE65682","GSM1692073","Sepsis",12.94610717,1.26671011526725,1.00226769299419,1.10895082328068,0.264442422273062
"GSE65682","GSM1692074","Sepsis",12.74891847,1.256733999391,1.14992638585879,1.20840548771188,0.106807613532209
"GSE65682","GSM1692075","Sepsis",12.63309508,1.16569776851574,1.19345679665623,1.11748578360838,-0.0277590281404865
"GSE65682","GSM1692077","Sepsis",12.76593247,1.11510735760333,1.27329312903126,1.17125652756037,-0.15818577142793
"GSE65682","GSM1692078","Sepsis",12.74808792,1.15615970018877,1.18288288329955,1.1065873503022,-0.0267231831107864
"GSE65682","GSM1692079","Sepsis",13.3173935,1.27641110117978,1.13392609202872,1.04810589969748,0.14248500915106
"GSE65682","GSM1692080","Sepsis",12.76190906,1.19265686500623,1.24005930768522,1.11127193583361,-0.047402442678989
"GSE65682","GSM1692081","Sepsis",12.40600019,1.12336587777995,1.15374841783518,0.98189333421588,-0.0303825400552296
"GSE65682","GSM1692082","Sepsis",13.16710882,1.23018536147314,1.20275387169465,1.14212225768575,0.0274314897784873
"GSE65682","GSM1692083","Sepsis",12.74550919,1.19663178994481,1.08487952866902,1.10942749783802,0.111752261275791
"GSE65682","GSM1692084","Sepsis",13.32473749,1.28004658236216,0.951839187042745,1.13749027763794,0.328207395319414
"GSE65682","GSM1692085","Sepsis",12.86716397,1.1926824463119,1.18763677108814,1.173189212961,0.00504567522376753
"GSE65682","GSM1692086","Sepsis",13.39397294,1.29606047660932,0.903935552190695,1.13420640404063,0.392124924418623
"GSE65682","GSM1692087","Sepsis",13.21683492,1.21202577630834,1.02213033925426,1.15034368728335,0.189895437054084
"GSE65682","GSM1692088","Sepsis",13.08993078,1.17751141591625,0.82149295548489,1.09727379545294,0.356018460431358
"GSE65682","GSM1692089","Sepsis",11.63207873,1.0577518810869,1.27940348319051,1.11162805517612,-0.22165160210361
"GSE65682","GSM1692090","Sepsis",13.14572948,1.27918718700433,1.13709089814886,1.15419722929539,0.142096288855473
"GSE65682","GSM1692091","Sepsis",12.98762177,1.18110358820841,1.13733542558941,1.08202217457864,0.0437681626190061
"GSE65682","GSM1692092","Sepsis",12.28105206,1.16680097476391,1.08520807350177,1.1593329784168,0.0815929012621368
"GSE65682","GSM1692093","Sepsis",13.10929677,1.21832982982533,1.12319407026819,1.12322879099416,0.0951357595571358
"GSE65682","GSM1692094","Sepsis",12.50875949,1.11581307100454,1.19770504656311,1.16041573112314,-0.0818919755585747
"GSE65682","GSM1692095","Sepsis",12.93338958,1.181565566986,1.2390695731739,1.15631893768732,-0.0575040061879031
"GSE65682","GSM1692096","Sepsis",12.85633739,1.16230892063338,1.09486058568507,1.07952468077709,0.0674483349483159
"GSE65682","GSM1692097","Sepsis",13.13441235,1.26495437084108,1.16549317580458,1.09809263179415,0.099461195036495
"GSE65682","GSM1692098","Sepsis",12.99764752,1.20244034620047,1.16711489872645,1.0985923319506,0.0353254474740194
"GSE65682","GSM1692099","Sepsis",13.27799221,1.25314379170778,1.00044323397042,1.07304078247906,0.252700557737354
"GSE65682","GSM1692100","Sepsis",13.25416412,1.26295074126936,0.906080512895748,1.13435293865296,0.356870228373614
"GSE65682","GSM1692101","Sepsis",12.66160588,1.06460056199077,1.26825087767072,1.14688057281306,-0.20365031567996
"GSE65682","GSM1692102","Sepsis",13.00657723,1.1323455451119,1.1957366873606,1.12730574479921,-0.0633911422487006
"GSE65682","GSM1692103","Sepsis",13.0785082,1.27946005977761,1.02186871380349,1.11346921430992,0.257591345974118
"GSE65682","GSM1692104","Sepsis",12.11022028,1.06437954461769,1.2894785253832,1.17380367255024,-0.22509898076551
"GSE65682","GSM1692105","Sepsis",12.82069374,1.13668241315042,1.2181851723805,1.12274169006622,-0.0815027592300834
"GSE65682","GSM1692106","Sepsis",12.64931563,1.15596553810215,1.16787043911849,1.11203847825345,-0.0119049010163443
"GSE65682","GSM1692107","Sepsis",13.15713,1.25827402252765,1.07198919351224,1.09507976124498,0.186284829015414
"GSE65682","GSM1692108","Sepsis",13.02645199,1.22307240900868,1.16769819566875,1.04516517424709,0.05537421333993
"GSE65682","GSM1692109","Sepsis",12.06685606,1.1106332732841,1.25356894595227,1.09619302636095,-0.142935672668172
"GSE65682","GSM1692110","Sepsis",12.8624164,1.24509282346214,1.11165260296166,1.10677593350767,0.133440220500479
"GSE65682","GSM1692111","Sepsis",13.04483239,1.21742192124095,0.903929880533123,1.11273330385866,0.313492040707825
"GSE65682","GSM1692112","Sepsis",13.19526026,1.27503639200453,1.02827312840496,1.19085414486645,0.246763263599571
"GSE65682","GSM1692114","Sepsis",13.16263084,1.26169545939476,0.991021779894817,1.1577794059625,0.270673679499946
"GSE65682","GSM1692115","Sepsis",13.15150903,1.24458829673001,0.946169106291714,1.08649048425332,0.298419190438299
"GSE65682","GSM1692116","Sepsis",12.92808494,1.118725716676,1.30679035744389,1.10155075921027,-0.188064640767884
"GSE65682","GSM1692117","Sepsis",13.23117881,1.29134962376901,0.937118112476931,1.16499185706691,0.354231511292081
"GSE65682","GSM1692118","Sepsis",13.07686545,1.24645820074862,1.17246255521339,1.09934966438851,0.0739956455352335
"GSE65682","GSM1692119","Sepsis",13.16313626,1.25824759811436,0.733184045573457,1.11262799542679,0.525063552540905
"GSE65682","GSM1692120","Sepsis",12.81504208,1.03438681178958,1.26897797663736,1.0816490887953,-0.234591164847776
"GSE65682","GSM1692121","Sepsis",12.99008561,1.20356805666753,1.18190770599081,1.2447125002021,0.0216603506767201
"GSE65682","GSM1692122","Sepsis",13.12176276,1.23105721576309,1.11164243489413,1.03192231598029,0.119414780868965
"GSE65682","GSM1692123","Sepsis",13.00341076,1.24439703472901,1.00317109915152,0.963330524776533,0.241225935577492
"GSE65682","GSM1692124","Sepsis",12.94405041,1.23197858538313,1.09228584830735,1.06044894146807,0.13969273707578
"GSE65682","GSM1692125","Sepsis",12.95170526,1.17071849318881,1.14447671376949,1.14169993656746,0.026241779419321
"GSE65682","GSM1692126","Sepsis",13.29002151,1.2705743575093,0.991691562296564,1.10209073720586,0.278882795212737
"GSE65682","GSM1692127","Sepsis",12.81033101,1.19792263349045,1.14101417114429,1.07046861578897,0.0569084623461584
"GSE65682","GSM1692128","Sepsis",12.15069091,0.992377700071427,1.27349833007357,0.979448898132399,-0.281120630002139
"GSE65682","GSM1692129","Sepsis",12.99301103,1.28259503496634,0.894346545865449,1.02644121060395,0.388248489100892
"GSE65682","GSM1692130","Sepsis",12.96002291,1.18219143464264,1.15685230706241,1.12048203271025,0.0253391275802279
"GSE65682","GSM1692131","Sepsis",12.68038426,1.11789016194272,1.21799981237672,1.11911071910705,-0.100109650434002
"GSE65682","GSM1692132","Sepsis",13.20863886,1.29034045543022,1.02340041704867,1.1708594721732,0.266940038381552
"GSE65682","GSM1692133","Sepsis",12.86271283,1.1930383195146,1.19507140245678,1.14024910796193,-0.00203308294218751
"GSE65682","GSM1692135","Sepsis",13.23656547,1.23671177830747,0.981585230064661,1.07944286245061,0.255126548242805
"GSE65682","GSM1692136","Sepsis",12.63014519,1.16644072805231,1.01463332312512,1.07644861269995,0.151807404927186
"GSE65682","GSM1692137","Sepsis",13.42205163,1.27895035507015,0.944333540257301,1.15052711522841,0.334616814812853
"GSE65682","GSM1692138","Sepsis",13.25152627,1.25364576564567,1.18290368152992,1.11845237013172,0.0707420841157456
"GSE65682","GSM1692139","Sepsis",13.07847766,1.25610515045659,0.641928765845977,1.1456029893144,0.61417638461061
"GSE65682","GSM1692140","Sepsis",13.09858682,1.26542543070313,0.76962265687817,1.10218984970172,0.495802773824961
"GSE65682","GSM1692141","Sepsis",13.27871014,1.28392645536972,0.999429468430097,1.16750695755382,0.284496986939622
"GSE65682","GSM1692142","Sepsis",13.16218929,1.1315660818039,1.14751719490269,1.16273487874663,-0.0159511130987899
"GSE65682","GSM1692143","Sepsis",13.14468949,1.2293067404509,1.17510994711013,1.10428391904106,0.0541967933407774
"GSE65682","GSM1692144","Sepsis",12.98489317,1.20644136736266,1.22112538574709,1.07354236612809,-0.0146840183844321
"GSE65682","GSM1692145","Sepsis",13.19671156,1.25061110023478,1.02892315578875,1.16695091327215,0.221687944446022
"GSE65682","GSM1692146","Sepsis",13.35013936,1.28462173229569,0.705292837678787,1.12734883800554,0.579328894616902
"GSE65682","GSM1692147","Sepsis",13.01441957,1.27054923402018,1.09288448623505,1.13800665453822,0.177664747785136
"GSE65682","GSM1692148","Sepsis",13.08541998,1.25347512087535,0.995730372496932,1.05992476734461,0.257744748378419
"GSE65682","GSM1692149","Sepsis",12.78339198,1.13980906335807,1.23428590551106,1.08760267518075,-0.0944768421529878
"GSE65682","GSM1692150","Sepsis",13.11210204,1.18261639547795,1.32306566998189,1.12804891904217,-0.140449274503945
"GSE65682","GSM1692151","Sepsis",12.68823421,1.173766646474,1.10782813097699,1.0819546567639,0.0659385154970082
"GSE65682","GSM1692152","Sepsis",12.84747925,1.10785234150588,1.22456225272498,1.11723161409067,-0.116709911219101
"GSE65682","GSM1692153","Sepsis",13.16085722,1.23345091744258,1.15826471056613,1.1608696060927,0.0751862068764524
"GSE65682","GSM1692154","Sepsis",13.10740688,1.17925346061714,1.1383712962171,1.07889888741926,0.040882164400035
"GSE65682","GSM1692155","Sepsis",13.07777844,1.25310545886583,1.13022264601077,1.1254817382382,0.122882812855063
"GSE65682","GSM1692156","Sepsis",13.02044728,1.26529293482326,0.972931997125412,1.13338648080337,0.292360937697844
"GSE65682","GSM1692157","Sepsis",13.10166104,1.25437759949383,1.00292016100476,1.15200618527667,0.251457438489075
"GSE65682","GSM1692158","Sepsis",12.84115939,1.18037660988854,1.01385745349289,1.10602487575998,0.166519156395647
"GSE65682","GSM1692159","Sepsis",12.91662614,1.14781779266478,1.20904684771984,1.16204632457678,-0.0612290550550538
"GSE65682","GSM1692160","Sepsis",13.09940709,1.13329678880029,0.891374250098531,0.98219260124174,0.241922538701759
"GSE65682","GSM1692161","Sepsis",12.53894113,1.13582642895408,1.24845681797316,1.11590264483868,-0.112630389019084
"GSE65682","GSM1692162","Sepsis",13.11344028,1.22434849321082,1.16220700724076,1.13835131175378,0.0621414859700671
"GSE65682","GSM1692163","Sepsis",12.65822957,1.09648229152799,1.13367262724981,1.08592837290889,-0.0371903357218297
"GSE65682","GSM1692164","Sepsis",12.44065837,1.17563027855226,1.24545754845377,1.17254893597235,-0.0698272699015112
"GSE65682","GSM1692165","Sepsis",12.72849206,1.16751551294339,1.12435697361034,1.13808200144413,0.0431585393330496
