"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0015980","energy derivation by oxidation of organic compounds","9/231","231/9179",0.038961038961039,1.54815314555574,1.35569483601618,0.128670434347534,0.539397529966068,0.489261191481031,"BLOC1S1/COX7B/GRB10/GYG1/NDUFA4/NDUFB1/NDUFB3/PPP1R3D/WIPI1",9
"BP","GO:0002295","T-helper cell lineage commitment","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"BATF/SOCS3",2
"BP","GO:0002710","negative regulation of T cell mediated immunity","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"ARG1/CEACAM1",2
"BP","GO:0030149","sphingolipid catabolic process","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"ACER3/GM2A",2
"BP","GO:0030501","positive regulation of bone mineralization","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"ALOX5/LTF",2
"BP","GO:0032330","regulation of chondrocyte differentiation","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"MBOAT2/TRPS1",2
"BP","GO:0032881","regulation of polysaccharide metabolic process","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"GRB10/PPP1R3D",2
"BP","GO:0043277","apoptotic cell clearance","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"ANXA1/JMJD6",2
"BP","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"BATF/SOCS3",2
"BP","GO:0046530","photoreceptor cell differentiation","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"AGTPBP1/IFT20",2
"BP","GO:0072337","modified amino acid transport","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"FOLR3/SLC22A4",2
"BP","GO:1902882","regulation of response to oxidative stress","2/231","25/9179",0.08,3.17887445887446,1.75272502411726,0.129785588505864,0.539397529966068,0.489261191481031,"ALOX5/MCTP1",2
"BP","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","3/231","50/9179",0.06,2.38415584415584,1.57679566857323,0.130768356597696,0.539397529966068,0.489261191481031,"ARG1/CEACAM1/CR1",3
"BP","GO:0006801","superoxide metabolic process","3/231","50/9179",0.06,2.38415584415584,1.57679566857323,0.130768356597696,0.539397529966068,0.489261191481031,"BST1/CD177/ITGAM",3
"BP","GO:0006942","regulation of striated muscle contraction","3/231","50/9179",0.06,2.38415584415584,1.57679566857323,0.130768356597696,0.539397529966068,0.489261191481031,"ASPH/FGF13/PDE4D",3
"BP","GO:0032731","positive regulation of interleukin-1 beta production","3/231","50/9179",0.06,2.38415584415584,1.57679566857323,0.130768356597696,0.539397529966068,0.489261191481031,"LILRA5/NAIP/NLRC4",3
"BP","GO:0044088","regulation of vacuole organization","3/231","50/9179",0.06,2.38415584415584,1.57679566857323,0.130768356597696,0.539397529966068,0.489261191481031,"IFT20/SH3GLB1/WIPI1",3
"BP","GO:0048002","antigen processing and presentation of peptide antigen","3/231","50/9179",0.06,2.38415584415584,1.57679566857323,0.130768356597696,0.539397529966068,0.489261191481031,"FCER1G/FCGR1A/SAR1B",3
"BP","GO:0006631","fatty acid metabolic process","9/231","232/9179",0.0387931034482759,1.54148007165249,1.34216151083705,0.131111841109815,0.540089393740563,0.489888747366712,"ALOX5/CEACAM1/CYP1B1/ECHDC3/ERLIN1/HPGD/MAPK14/OLAH/PECR",9
"BP","GO:0016482","cytosolic transport","5/231","107/9179",0.0467289719626168,1.85681919326779,1.432341527109,0.13236812098063,0.544534452173326,0.493920643072933,"ATP9A/KIF1B/SNX3/SORT1/WIPI1",5
"BP","GO:0001101","response to acid chemical","4/231","78/9179",0.0512820512820513,2.03774003774004,1.47879626817739,0.133087463078018,0.546031741039717,0.495278760776601,"CPEB4/GCLM/PDGFC/RRAGD",4
"BP","GO:0071346","cellular response to type II interferon","4/231","78/9179",0.0512820512820513,2.03774003774004,1.47879626817739,0.133087463078018,0.546031741039717,0.495278760776601,"ARG1/FCAR/RAB20/SLC26A6",4
"BP","GO:0098662","inorganic cation transmembrane transport","15/231","435/9179",0.0344827586206897,1.37020450813554,1.27100800540965,0.133972633276157,0.548930536076842,0.497908116372301,"ASPH/ATP6V1C1/CD63/COX7B/FGF13/GRINA/KCNE1/KCNMA1/NDUFA4/NDUFB1/NDUFB3/P2RX1/PDE4D/SLC36A1/TCN1",15
"BP","GO:0007548","sex differentiation","6/231","138/9179",0.0434782608695652,1.72764916243177,1.38379058448795,0.134730246238939,0.549391535736887,0.498326266679664,"CYP1B1/DACH1/HMGB2/KCNE1/RETN/TNFAIP6",6
"BP","GO:0062207","regulation of pattern recognition receptor signaling pathway","6/231","138/9179",0.0434782608695652,1.72764916243177,1.38379058448795,0.134730246238939,0.549391535736887,0.498326266679664,"FLOT1/IRAK3/LTF/S100A8/SMPDL3A/ZDHHC3",6
"BP","GO:0046890","regulation of lipid biosynthetic process","5/231","108/9179",0.0462962962962963,1.83962642295976,1.41022178880873,0.136137158880635,0.549391535736887,0.498326266679664,"ADM/CEACAM1/ERLIN1/LDLR/TSPO",5
"BP","GO:0090087","regulation of peptide transport","5/231","108/9179",0.0462962962962963,1.83962642295976,1.41022178880873,0.136137158880635,0.549391535736887,0.498326266679664,"ALOX5/ENY2/PFKFB2/S100A8/SLC26A6",5
"BP","GO:0003073","regulation of systemic arterial blood pressure","3/231","51/9179",0.0588235294117647,2.33740769034887,1.53878561378474,0.136511973963848,0.549391535736887,0.498326266679664,"ADM/IER3/NDST2",3
"BP","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","3/231","51/9179",0.0588235294117647,2.33740769034887,1.53878561378474,0.136511973963848,0.549391535736887,0.498326266679664,"CYP1B1/GADD45A/SOCS3",3
"BP","GO:0070301","cellular response to hydrogen peroxide","3/231","51/9179",0.0588235294117647,2.33740769034887,1.53878561378474,0.136511973963848,0.549391535736887,0.498326266679664,"CYP1B1/IL18RAP/TXN",3
"BP","GO:0045824","negative regulation of innate immune response","4/231","79/9179",0.0506329113924051,2.01194586004713,1.45133328794597,0.137596692011006,0.549391535736887,0.498326266679664,"ARG1/CEACAM1/CR1/IRAK3",4
"BP","GO:0051592","response to calcium ion","4/231","79/9179",0.0506329113924051,2.01194586004713,1.45133328794597,0.137596692011006,0.549391535736887,0.498326266679664,"ASPH/ITPKC/KCNMA1/MEF2A",4
"BP","GO:0098660","inorganic ion transmembrane transport","16/231","472/9179",0.0338983050847458,1.34698070291291,1.24353805014864,0.138260228962824,0.549391535736887,0.498326266679664,"ASPH/ATP6V1C1/CD63/COX7B/FGF13/GRINA/KCNE1/KCNMA1/NDUFA4/NDUFB1/NDUFB3/P2RX1/PDE4D/SLC26A6/SLC36A1/TCN1",16
"BP","GO:0002828","regulation of type 2 immune response","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"ANXA1/ARG1",2
"BP","GO:0003254","regulation of membrane depolarization","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"GCLM/TSPO",2
"BP","GO:0014002","astrocyte development","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"LDLR/S100A8",2
"BP","GO:0032438","melanosome organization","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"BLOC1S1/RAB32",2
"BP","GO:0044319","wound healing, spreading of cells","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"CEACAM1/LRG1",2
"BP","GO:0048066","developmental pigmentation","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"CD63/RAB32",2
"BP","GO:0048199","vesicle targeting, to, from or within Golgi","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"SAR1B/WIPI1",2
"BP","GO:0050869","negative regulation of B cell activation","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"CR1/SAMSN1",2
"BP","GO:0055094","response to lipoprotein particle","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"FCER1G/LDLR",2
"BP","GO:0071404","cellular response to low-density lipoprotein particle stimulus","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"FCER1G/LDLR",2
"BP","GO:0090181","regulation of cholesterol metabolic process","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"ERLIN1/LDLR",2
"BP","GO:0090505","epiboly involved in wound healing","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"CEACAM1/LRG1",2
"BP","GO:1903670","regulation of sprouting angiogenesis","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"ALOX5/CEACAM1",2
"BP","GO:2000108","positive regulation of leukocyte apoptotic process","2/231","26/9179",0.0769230769230769,3.05661005661006,1.68722859371079,0.138375870048926,0.549391535736887,0.498326266679664,"ANXA1/FCAR",2
"BP","GO:0045807","positive regulation of endocytosis","5/231","109/9179",0.0458715596330275,1.8227491163271,1.3883343174335,0.139953644155306,0.554737180247372,0.503175040092843,"CD63/FCER1G/FCGR1A/FLOT1/HIP1",5
"BP","GO:0008202","steroid metabolic process","7/231","171/9179",0.0409356725146199,1.62661704766968,1.32893304740035,0.140083323095334,0.554737180247372,0.503175040092843,"ADM/CYP1B1/DHRS9/ERLIN1/IDI1/LDLR/TSPO",7
"BP","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","4/231","80/9179",0.05,1.98679653679654,1.42427157377828,0.142166993742455,0.557213993173038,0.505421636296506,"ASPH/FGF13/KCNE1/MMP9",4
"BP","GO:0048259","regulation of receptor-mediated endocytosis","4/231","80/9179",0.05,1.98679653679654,1.42427157377828,0.142166993742455,0.557213993173038,0.505421636296506,"CD63/FLOT1/HIP1/RABGEF1",4
"BP","GO:0051961","negative regulation of nervous system development","4/231","80/9179",0.05,1.98679653679654,1.42427157377828,0.142166993742455,0.557213993173038,0.505421636296506,"DAAM2/FGF13/LDLR/TSPO",4
"BP","GO:0097237","cellular response to toxic substance","4/231","80/9179",0.05,1.98679653679654,1.42427157377828,0.142166993742455,0.557213993173038,0.505421636296506,"CYP1B1/HP/TXN/TXNDC17",4
"BP","GO:0002090","regulation of receptor internalization","3/231","52/9179",0.0576923076923077,2.29245754245754,1.50165774645051,0.142340704406389,0.557213993173038,0.505421636296506,"CD63/FLOT1/HIP1",3
"BP","GO:0002707","negative regulation of lymphocyte mediated immunity","3/231","52/9179",0.0576923076923077,2.29245754245754,1.50165774645051,0.142340704406389,0.557213993173038,0.505421636296506,"ARG1/CEACAM1/CR1",3
"BP","GO:0006903","vesicle targeting","3/231","52/9179",0.0576923076923077,2.29245754245754,1.50165774645051,0.142340704406389,0.557213993173038,0.505421636296506,"EXOC6/SAR1B/WIPI1",3
"BP","GO:0032623","interleukin-2 production","3/231","52/9179",0.0576923076923077,2.29245754245754,1.50165774645051,0.142340704406389,0.557213993173038,0.505421636296506,"ANXA1/CR1/PDE4D",3
"BP","GO:0032663","regulation of interleukin-2 production","3/231","52/9179",0.0576923076923077,2.29245754245754,1.50165774645051,0.142340704406389,0.557213993173038,0.505421636296506,"ANXA1/CR1/PDE4D",3
"BP","GO:2001233","regulation of apoptotic signaling pathway","10/231","270/9179",0.037037037037037,1.4717011383678,1.26401246244762,0.143449133898554,0.560138183303355,0.508074026542649,"CDKN2D/G0S2/GCLM/GRINA/HGF/HMGB2/IER3/MMP9/S100A8/VNN1",10
"BP","GO:0032635","interleukin-6 production","5/231","110/9179",0.0454545454545455,1.80617866981503,1.36667413036847,0.143816800073657,0.560138183303355,0.508074026542649,"BPI/HGF/IRAK3/LILRA5/RABGEF1",5
"BP","GO:0032675","regulation of interleukin-6 production","5/231","110/9179",0.0454545454545455,1.80617866981503,1.36667413036847,0.143816800073657,0.560138183303355,0.508074026542649,"BPI/HGF/IRAK3/LILRA5/RABGEF1",5
"BP","GO:0044703","multi-organism reproductive process","5/231","110/9179",0.0454545454545455,1.80617866981503,1.36667413036847,0.143816800073657,0.560138183303355,0.508074026542649,"ACVR1B/ADM/HPGD/MMP9/P2RX1",5
"BP","GO:0042110","T cell activation","15/231","441/9179",0.0340136054421769,1.35156226992962,1.21571720622713,0.145012416486984,0.561485751593965,0.509296340014325,"ANXA1/ARG1/AZI2/BATF/CD55/CEACAM1/CLEC4D/CLEC4E/CR1/ENTPD7/FCER1G/IL18R1/JMJD6/SOCS3/VNN1",15
"BP","GO:0001503","ossification","9/231","238/9179",0.0378151260504202,1.50261922950999,1.26226796397445,0.14626852906857,0.561485751593965,0.509296340014325,"ACVR1B/ALOX5/CLEC5A/HGF/LTF/MAP2K6/MAPK14/SORT1/TNFAIP6",9
"BP","GO:0002761","regulation of myeloid leukocyte differentiation","4/231","81/9179",0.0493827160493827,1.96226818449041,1.3975993791241,0.146796897923325,0.561485751593965,0.509296340014325,"CEACAM1/LTF/TNFAIP6/TRIB1",4
"BP","GO:0033209","tumor necrosis factor-mediated signaling pathway","4/231","81/9179",0.0493827160493827,1.96226818449041,1.3975993791241,0.146796897923325,0.561485751593965,0.509296340014325,"MMP8/NAIP/TIFA/TXNDC17",4
"BP","GO:0045598","regulation of fat cell differentiation","4/231","81/9179",0.0493827160493827,1.96226818449041,1.3975993791241,0.146796897923325,0.561485751593965,0.509296340014325,"ALOX5/KLF5/MAPK14/SORT1",4
"BP","GO:0000768","syncytium formation by plasma membrane fusion","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"FLOT1/MAPK14",2
"BP","GO:0002363","alpha-beta T cell lineage commitment","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"BATF/SOCS3",2
"BP","GO:0002455","humoral immune response mediated by circulating immunoglobulin","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"CD55/CR1",2
"BP","GO:0010573","vascular endothelial growth factor production","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"C3AR1/CYP1B1",2
"BP","GO:0032413","negative regulation of ion transmembrane transporter activity","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"KCNE1/MMP9",2
"BP","GO:0048753","pigment granule organization","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"BLOC1S1/RAB32",2
"BP","GO:0060986","endocrine hormone secretion","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"RETN/TSPO",2
"BP","GO:0090317","negative regulation of intracellular protein transport","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"TXN/UBE2J1",2
"BP","GO:0090504","epiboly","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"CEACAM1/LRG1",2
"BP","GO:0140253","cell-cell fusion","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"FLOT1/MAPK14",2
"BP","GO:1903955","positive regulation of protein targeting to mitochondrion","2/231","27/9179",0.0740740740740741,2.94340227673561,1.62481385031893,0.147086244722793,0.561485751593965,0.509296340014325,"SH3GLB1/UBL5",2
"BP","GO:0007369","gastrulation","5/231","111/9179",0.045045045045045,1.78990678990679,1.34523639817397,0.147725832560916,0.562129536357294,0.509880285773927,"ETS2/IL1RN/ITGA7/MMP8/MMP9",5
"BP","GO:0010970","transport along microtubule","5/231","111/9179",0.045045045045045,1.78990678990679,1.34523639817397,0.147725832560916,0.562129536357294,0.509880285773927,"AGTPBP1/BLOC1S1/IFT20/KIF1B/RABGEF1",5
"BP","GO:0015850","organic hydroxy compound transport","6/231","142/9179",0.0422535211267606,1.67898298884214,1.31011057925288,0.148219477710017,0.562129536357294,0.509880285773927,"CEACAM1/EMB/LDLR/P2RX1/SLC26A6/TSPO",6
"BP","GO:1900076","regulation of cellular response to insulin stimulus","3/231","53/9179",0.0566037735849057,2.24920362656212,1.4653722664716,0.148251153304878,0.562129536357294,0.509880285773927,"ECHDC3/GRB10/SOCS3",3
"BP","GO:0044057","regulation of system process","10/231","272/9179",0.0367647058823529,1.46087980646804,1.23971950624652,0.148295132943264,0.562129536357294,0.509880285773927,"ADM/ASPH/CST7/FGF13/KCNE1/MEF2A/P2RX1/PDE4D/RETN/TSPO",10
"BP","GO:0042391","regulation of membrane potential","8/231","206/9179",0.0388349514563107,1.54314294120119,1.26676467738387,0.148352441908807,0.562129536357294,0.509880285773927,"FGF13/GCLM/GLRX/KCNE1/KCNMA1/LTF/P2RX1/TSPO",8
"BP","GO:0044706","multi-multicellular organism process","5/231","112/9179",0.0446428571428571,1.77392547928262,1.32401643851366,0.151679931026724,0.570534788801979,0.517504280318441,"ACVR1B/ADM/HPGD/MMP9/P2RX1",5
"BP","GO:0046632","alpha-beta T cell differentiation","5/231","112/9179",0.0446428571428571,1.77392547928262,1.32401643851366,0.151679931026724,0.570534788801979,0.517504280318441,"ANXA1/BATF/ENTPD7/IL18R1/SOCS3",5
"BP","GO:0002262","myeloid cell homeostasis","6/231","143/9179",0.041958041958042,1.66724184906003,1.29205265771595,0.151684647722492,0.570534788801979,0.517504280318441,"ACVR1B/ANXA1/FCAR/HMGB2/JMJD6/MAPK14",6
"BP","GO:0030198","extracellular matrix organization","6/231","143/9179",0.041958041958042,1.66724184906003,1.29205265771595,0.151684647722492,0.570534788801979,0.517504280318441,"COL17A1/CYP1B1/FLOT1/MMP8/MMP9/QSOX1",6
"BP","GO:0043062","extracellular structure organization","6/231","143/9179",0.041958041958042,1.66724184906003,1.29205265771595,0.151684647722492,0.570534788801979,0.517504280318441,"COL17A1/CYP1B1/FLOT1/MMP8/MMP9/QSOX1",6
"BP","GO:0045229","external encapsulating structure organization","6/231","143/9179",0.041958041958042,1.66724184906003,1.29205265771595,0.151684647722492,0.570534788801979,0.517504280318441,"COL17A1/CYP1B1/FLOT1/MMP8/MMP9/QSOX1",6
"BP","GO:0032615","interleukin-12 production","3/231","54/9179",0.0555555555555556,2.20755170755171,1.42989190871947,0.154239929690025,0.573082525397751,0.519815207924108,"IRAK3/LILRA5/MAPK14",3
"BP","GO:0032655","regulation of interleukin-12 production","3/231","54/9179",0.0555555555555556,2.20755170755171,1.42989190871947,0.154239929690025,0.573082525397751,0.519815207924108,"IRAK3/LILRA5/MAPK14",3
"BP","GO:0009267","cellular response to starvation","6/231","144/9179",0.0416666666666667,1.65566378066378,1.27413483666464,0.155185957023234,0.573082525397751,0.519815207924108,"CPEB4/RRAGD/SAR1B/SH3GLB1/UPP1/WIPI1",6
"BP","GO:0021700","developmental maturation","7/231","176/9179",0.0397727272727273,1.58040633608815,1.24914220610053,0.155527577775195,0.573082525397751,0.519815207924108,"ATP6V1C1/B4GALT5/CD63/KCNE1/LTF/RAB32/SLC26A6",7
"BP","GO:0042886","amide transport","7/231","176/9179",0.0397727272727273,1.58040633608815,1.24914220610053,0.155527577775195,0.573082525397751,0.519815207924108,"ALOX5/ENY2/FOLR3/IL1RN/PFKFB2/S100A8/SLC26A6",7
"BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","5/231","113/9179",0.0442477876106195,1.75822702371375,1.30300971037588,0.155678269188368,0.573082525397751,0.519815207924108,"G0S2/GCLM/GRINA/HGF/HMGB2",5
"BP","GO:0002673","regulation of acute inflammatory response","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"FCGR1A/OSM",2
"BP","GO:0006739","NADP metabolic process","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"PGD/TP53I3",2
"BP","GO:0006749","glutathione metabolic process","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"GCLM/OPLAH",2
"BP","GO:0010934","macrophage cytokine production","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"IRAK3/UBE2J1",2
"BP","GO:0010935","regulation of macrophage cytokine production","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"IRAK3/UBE2J1",2
"BP","GO:0030195","negative regulation of blood coagulation","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"CEACAM1/SERPINB2",2
"BP","GO:0031342","negative regulation of cell killing","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"CEACAM1/CR1",2
"BP","GO:0034121","regulation of toll-like receptor signaling pathway","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"IRAK3/S100A8",2
"BP","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"BATF/SOCS3",2
"BP","GO:0060711","labyrinthine layer development","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"ADM/SOCS3",2
"BP","GO:0120163","negative regulation of cold-induced thermogenesis","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"IL18R1/MAP2K6",2
"BP","GO:0120178","steroid hormone biosynthetic process","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"ADM/TSPO",2
"BP","GO:1900047","negative regulation of hemostasis","2/231","28/9179",0.0714285714285714,2.8382807668522,1.56521359099879,0.155905301409867,0.573082525397751,0.519815207924108,"CEACAM1/SERPINB2",2
"BP","GO:0007259","cell surface receptor signaling pathway via JAK-STAT","4/231","83/9179",0.0481927710843374,1.91498461377979,1.3453789871927,0.156229531716957,0.57358823293454,0.520273910565935,"CYP1B1/GADD45A/OSM/SOCS3",4
"BP","GO:0015833","peptide transport","6/231","145/9179",0.0413793103448276,1.64424540976265,1.25635484761341,0.158722882593493,0.582047038436519,0.527946480476785,"ALOX5/ENY2/IL1RN/PFKFB2/S100A8/SLC26A6",6
"BP","GO:0045859","regulation of protein kinase activity","9/231","243/9179",0.037037037037037,1.4717011383678,1.1973345373633,0.159546695316687,0.583664833460948,0.529413903438981,"CDKN2C/CDKN2D/CEACAM1/GADD45A/IRAK3/LILRA5/LTF/S100A12/TRIB1",9
"BP","GO:0034728","nucleosome organization","3/231","55/9179",0.0545454545454545,2.16741440377804,1.39518173726707,0.160303650973329,0.583664833460948,0.529413903438981,"HMGB2/NFE2/PADI4",3
"BP","GO:0045123","cellular extravasation","3/231","55/9179",0.0545454545454545,2.16741440377804,1.39518173726707,0.160303650973329,0.583664833460948,0.529413903438981,"BST1/CD177/IL1R1",3
"BP","GO:0072527","pyrimidine-containing compound metabolic process","3/231","55/9179",0.0545454545454545,2.16741440377804,1.39518173726707,0.160303650973329,0.583664833460948,0.529413903438981,"CDADC1/ENTPD7/UPP1",3
"BP","GO:1901879","regulation of protein depolymerization","3/231","55/9179",0.0545454545454545,2.16741440377804,1.39518173726707,0.160303650973329,0.583664833460948,0.529413903438981,"ASPH/CAPG/FGF13",3
"BP","GO:1903035","negative regulation of response to wounding","3/231","55/9179",0.0545454545454545,2.16741440377804,1.39518173726707,0.160303650973329,0.583664833460948,0.529413903438981,"ALOX5/CEACAM1/SERPINB2",3
"BP","GO:0030098","lymphocyte differentiation","12/231","345/9179",0.0347826086956522,1.38211932994542,1.16237667492998,0.160571370667148,0.583947718414375,0.529670494583132,"ANXA1/BATF/CLEC4D/CLEC4E/CR1/ENTPD7/FCER1G/IL18R1/JMJD6/PGLYRP1/SOCS3/VNN1",12
"BP","GO:0043244","regulation of protein-containing complex disassembly","4/231","84/9179",0.0476190476190476,1.89218717790146,1.31980964472812,0.161029225834294,0.584920580364996,0.530552930209296,"ASPH/CAPG/FGF13/IRAK3",4
"BP","GO:0032868","response to insulin","8/231","211/9179",0.037914691943128,1.50657557292628,1.19606477713289,0.162818778529635,0.587610523167282,0.532992846129091,"ADM/CEACAM1/ECHDC3/GRB10/MAPK14/RETN/SOCS3/SORT1",8
"BP","GO:0002548","monocyte chemotaxis","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"ANXA1/S100A12",2
"BP","GO:0002691","regulation of cellular extravasation","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"BST1/IL1R1",2
"BP","GO:0032689","negative regulation of type II interferon production","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"CR1/PGLYRP1",2
"BP","GO:0034110","regulation of homotypic cell-cell adhesion","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"CEACAM1/EMILIN2",2
"BP","GO:0043903","regulation of biological process involved in symbiotic interaction","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"ARG1/LTF",2
"BP","GO:0046460","neutral lipid biosynthetic process","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"GK/LDLR",2
"BP","GO:0046463","acylglycerol biosynthetic process","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"GK/LDLR",2
"BP","GO:0050819","negative regulation of coagulation","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"CEACAM1/SERPINB2",2
"BP","GO:0051180","vitamin transport","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"FOLR3/TCN1",2
"BP","GO:0071402","cellular response to lipoprotein particle stimulus","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"FCER1G/LDLR",2
"BP","GO:0097242","amyloid-beta clearance","2/231","29/9179",0.0689655172413793,2.74040901627109,1.5081925991757,0.164822122746284,0.587610523167282,0.532992846129091,"ITGAM/LDLR",2
