"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0048147","negative regulation of fibroblast proliferation","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"DACH1",1
"BP","GO:0051932","synaptic transmission, GABAergic","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"ZDHHC3",1
"BP","GO:0060038","cardiac muscle cell proliferation","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"MAPK14",1
"BP","GO:0060251","regulation of glial cell proliferation","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"TSPO",1
"BP","GO:0062098","regulation of programmed necrotic cell death","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"TSPO",1
"BP","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"ANXA1",1
"BP","GO:0098884","postsynaptic neurotransmitter receptor internalization","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"HIP1",1
"BP","GO:0140239","postsynaptic endocytosis","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"HIP1",1
"BP","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"CDKN2D",1
"BP","GO:1903513","endoplasmic reticulum to cytosol transport","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"UBE2J1",1
"BP","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"LRG1",1
"BP","GO:1905144","response to acetylcholine","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"TSPO",1
"BP","GO:1905330","regulation of morphogenesis of an epithelium","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"HGF",1
"BP","GO:2000765","regulation of cytoplasmic translation","1/231","26/9179",0.0384615384615385,1.52830502830503,0.433417772655792,0.485010910874577,0.715868649912381,0.649329537386056,"CPEB4",1
"BP","GO:0045926","negative regulation of growth","4/231","143/9179",0.027972027972028,1.11149456604002,0.215899003600919,0.487110577393039,0.718622565688339,0.651827480070125,"ACVR1B/CDKN2C/CDKN2D/FGF13",4
"BP","GO:0032943","mononuclear cell proliferation","6/231","222/9179",0.027027027027027,1.07394407394407,0.179190756664069,0.488365128522691,0.719271833144482,0.652416398912973,"ANXA1/ARG1/AZI2/BST1/CD55/CR1",6
"BP","GO:0009260","ribonucleotide biosynthetic process","3/231","104/9179",0.0288461538461538,1.14622877122877,0.240959033369382,0.488720985228011,0.719271833144482,0.652416398912973,"NDUFB1/NDUFB3/UPP1",3
"BP","GO:0030010","establishment of cell polarity","3/231","104/9179",0.0288461538461538,1.14622877122877,0.240959033369382,0.488720985228011,0.719271833144482,0.652416398912973,"CDK5RAP2/FGF13/IFT20",3
"BP","GO:0070585","protein localization to mitochondrion","3/231","104/9179",0.0288461538461538,1.14622877122877,0.240959033369382,0.488720985228011,0.719271833144482,0.652416398912973,"SH3GLB1/TSPO/UBL5",3
"BP","GO:0090276","regulation of peptide hormone secretion","3/231","104/9179",0.0288461538461538,1.14622877122877,0.240959033369382,0.488720985228011,0.719271833144482,0.652416398912973,"ALOX5/ENY2/PFKFB2",3
"BP","GO:0009145","purine nucleoside triphosphate biosynthetic process","2/231","65/9179",0.0307692307692308,1.22264402264402,0.289421130229024,0.489838348934396,0.719881992479865,0.652969844686893,"NDUFB1/NDUFB3",2
"BP","GO:0046330","positive regulation of JNK cascade","2/231","65/9179",0.0307692307692308,1.22264402264402,0.289421130229024,0.489838348934396,0.719881992479865,0.652969844686893,"GADD45A/NAIP",2
"BP","GO:0098773","skin epidermis development","2/231","65/9179",0.0307692307692308,1.22264402264402,0.289421130229024,0.489838348934396,0.719881992479865,0.652969844686893,"ACVR1B/UGCG",2
"BP","GO:1902107","positive regulation of leukocyte differentiation","4/231","144/9179",0.0277777777777778,1.10377585377585,0.201664991112624,0.492554173053758,0.720856629880456,0.653853890737133,"ANXA1/CR1/TRIB1/VNN1",4
"BP","GO:1903708","positive regulation of hemopoiesis","4/231","144/9179",0.0277777777777778,1.10377585377585,0.201664991112624,0.492554173053758,0.720856629880456,0.653853890737133,"ANXA1/CR1/TRIB1/VNN1",4
"BP","GO:1901699","cellular response to nitrogen compound","11/231","421/9179",0.0261282660332542,1.03823096934736,0.129024123099838,0.493566416240662,0.720856629880456,0.653853890737133,"CEACAM1/CYP1B1/ECHDC3/FLOT1/GCLM/GRB10/KCNE1/PDE4D/RRAGD/SLC26A6/SOCS3",11
"BP","GO:0048232","male gamete generation","7/231","263/9179",0.026615969581749,1.05761032377002,0.152303607135448,0.494668618467077,0.720856629880456,0.653853890737133,"AGFG1/CCNA1/HMGB2/IFT20/SLC26A6/TDRD9/UBE2J1",7
"BP","GO:0030111","regulation of Wnt signaling pathway","5/231","184/9179",0.0271739130434783,1.07978072651986,0.175639965632337,0.495147581707595,0.720856629880456,0.653853890737133,"DAAM2/GRB10/IFT20/MAPK14/SNX3",5
"BP","GO:0021761","limbic system development","2/231","66/9179",0.0303030303030303,1.20411911321002,0.267388044081361,0.497926927879019,0.720856629880456,0.653853890737133,"ANXA3/FGF13",2
"BP","GO:0022037","metencephalon development","2/231","66/9179",0.0303030303030303,1.20411911321002,0.267388044081361,0.497926927879019,0.720856629880456,0.653853890737133,"AGTPBP1/KCNE1",2
"BP","GO:0046637","regulation of alpha-beta T cell differentiation","2/231","66/9179",0.0303030303030303,1.20411911321002,0.267388044081361,0.497926927879019,0.720856629880456,0.653853890737133,"ANXA1/BATF",2
"BP","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"CEACAM1",1
"BP","GO:0001974","blood vessel remodeling","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"CEACAM1",1
"BP","GO:0006734","NADH metabolic process","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"HK3",1
"BP","GO:0007095","mitotic G2 DNA damage checkpoint signaling","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"IER3",1
"BP","GO:0016180","snRNA processing","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"EXOSC4",1
"BP","GO:0019226","transmission of nerve impulse","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"P2RX1",1
"BP","GO:0019748","secondary metabolic process","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"CYP1B1",1
"BP","GO:0032366","intracellular sterol transport","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"LDLR",1
"BP","GO:0032781","positive regulation of ATP-dependent activity","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"PLSCR1",1
"BP","GO:0034067","protein localization to Golgi apparatus","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"IFT20",1
"BP","GO:0034314","Arp2/3 complex-mediated actin nucleation","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"GMFG",1
"BP","GO:0038065","collagen-activated signaling pathway","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"OSCAR",1
"BP","GO:0045668","negative regulation of osteoblast differentiation","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"TNFAIP6",1
"BP","GO:0045730","respiratory burst","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"CD55",1
"BP","GO:0046676","negative regulation of insulin secretion","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"ENY2",1
"BP","GO:0051489","regulation of filopodium assembly","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"DAAM2",1
"BP","GO:0055021","regulation of cardiac muscle tissue growth","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"MAPK14",1
"BP","GO:0060113","inner ear receptor cell differentiation","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"IFT20",1
"BP","GO:0061097","regulation of protein tyrosine kinase activity","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"LILRA5",1
"BP","GO:0098534","centriole assembly","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"CDK5RAP2",1
"BP","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"ANXA1",1
"BP","GO:1901019","regulation of calcium ion transmembrane transporter activity","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"ASPH",1
"BP","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"GRINA",1
"BP","GO:1905820","positive regulation of chromosome separation","1/231","27/9179",0.037037037037037,1.4717011383678,0.394373595218075,0.498008013418877,0.720856629880456,0.653853890737133,"PLSCR1",1
"BP","GO:0050671","positive regulation of lymphocyte proliferation","3/231","106/9179",0.0283018867924528,1.12460181328106,0.207309339806688,0.501444213884134,0.725147326713385,0.657745772564798,"ANXA1/BST1/CD55",3
"BP","GO:0097553","calcium ion transmembrane import into cytosol","3/231","106/9179",0.0283018867924528,1.12460181328106,0.207309339806688,0.501444213884134,0.725147326713385,0.657745772564798,"ASPH/P2RX1/PDE4D",3
"BP","GO:0009314","response to radiation","7/231","265/9179",0.0264150943396226,1.04962835906232,0.131714493665188,0.50271088745669,0.72663713883086,0.659097108474186,"CDKN2D/GADD45A/IFT20/KCNE1/MAPK14/MMP9/TXN",7
"BP","GO:0090407","organophosphate biosynthetic process","11/231","424/9179",0.0259433962264151,1.03088499550764,0.104621134342237,0.503174893259493,0.726871228370153,0.659309439678067,"BMX/GK/IDI1/ITPKC/MBOAT2/NDUFB1/NDUFB3/PGS1/PLSCR1/SPTLC2/UPP1",11
"BP","GO:0007018","microtubule-based movement","5/231","186/9179",0.0268817204301075,1.06817018107341,0.150909177433639,0.50472556043994,0.726871228370153,0.659309439678067,"AGTPBP1/BLOC1S1/IFT20/KIF1B/RABGEF1",5
"BP","GO:0070663","regulation of leukocyte proliferation","5/231","186/9179",0.0268817204301075,1.06817018107341,0.150909177433639,0.50472556043994,0.726871228370153,0.659309439678067,"ANXA1/ARG1/BST1/CD55/CR1",5
"BP","GO:0010595","positive regulation of endothelial cell migration","2/231","67/9179",0.0298507462686567,1.18614718614719,0.245699374250077,0.505933562074811,0.726871228370153,0.659309439678067,"ANXA1/ANXA3",2
"BP","GO:0009749","response to glucose","3/231","107/9179",0.0280373831775701,1.11409151596067,0.190726372010926,0.507745581377387,0.726871228370153,0.659309439678067,"ENY2/GCLM/PFKFB2",3
"BP","GO:0032006","regulation of TOR signaling","3/231","107/9179",0.0280373831775701,1.11409151596067,0.190726372010926,0.507745581377387,0.726871228370153,0.659309439678067,"RRAGD/SAR1B/USP32",3
"BP","GO:2001235","positive regulation of apoptotic signaling pathway","3/231","107/9179",0.0280373831775701,1.11409151596067,0.190726372010926,0.507745581377387,0.726871228370153,0.659309439678067,"G0S2/S100A8/VNN1",3
"BP","GO:0008542","visual learning","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"IFT20",1
"BP","GO:0009156","ribonucleoside monophosphate biosynthetic process","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"UPP1",1
"BP","GO:0010824","regulation of centrosome duplication","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"CDK5RAP2",1
"BP","GO:0032350","regulation of hormone metabolic process","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"ADM",1
"BP","GO:0032620","interleukin-17 production","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"OSM",1
"BP","GO:0032633","interleukin-4 production","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"FCER1G",1
"BP","GO:0032660","regulation of interleukin-17 production","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"OSM",1
"BP","GO:0032673","regulation of interleukin-4 production","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"FCER1G",1
"BP","GO:0032814","regulation of natural killer cell activation","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"PGLYRP1",1
"BP","GO:0033574","response to testosterone","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"TSPO",1
"BP","GO:0035088","establishment or maintenance of apical/basal cell polarity","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"IFT20",1
"BP","GO:0042490","mechanoreceptor differentiation","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"IFT20",1
"BP","GO:0042551","neuron maturation","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"B4GALT5",1
"BP","GO:0045103","intermediate filament-based process","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"AGFG1",1
"BP","GO:0045104","intermediate filament cytoskeleton organization","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"AGFG1",1
"BP","GO:0045589","regulation of regulatory T cell differentiation","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"CR1",1
"BP","GO:0045604","regulation of epidermal cell differentiation","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"MAFG",1
"BP","GO:0048012","hepatocyte growth factor receptor signaling pathway","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"HGF",1
"BP","GO:0050795","regulation of behavior","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"RETN",1
"BP","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"ENY2",1
"BP","GO:0061245","establishment or maintenance of bipolar cell polarity","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"IFT20",1
"BP","GO:0090278","negative regulation of peptide hormone secretion","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"ENY2",1
"BP","GO:0098900","regulation of action potential","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"FGF13",1
"BP","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"IER3",1
"BP","GO:1905476","negative regulation of protein localization to membrane","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"KCNE1",1
"BP","GO:2000027","regulation of animal organ morphogenesis","1/231","28/9179",0.0357142857142857,1.4191403834261,0.356879230041861,0.510678484234026,0.726871228370153,0.659309439678067,"HGF",1
"BP","GO:0007605","sensory perception of sound","2/231","68/9179",0.0294117647058824,1.16870384517443,0.22434347532538,0.513857239833413,0.728679558489218,0.66094968773167,"CDKN2D/KCNE1",2
"BP","GO:0009201","ribonucleoside triphosphate biosynthetic process","2/231","68/9179",0.0294117647058824,1.16870384517443,0.22434347532538,0.513857239833413,0.728679558489218,0.66094968773167,"NDUFB1/NDUFB3",2
"BP","GO:0030301","cholesterol transport","2/231","68/9179",0.0294117647058824,1.16870384517443,0.22434347532538,0.513857239833413,0.728679558489218,0.66094968773167,"LDLR/TSPO",2
"BP","GO:0061515","myeloid cell development","2/231","68/9179",0.0294117647058824,1.16870384517443,0.22434347532538,0.513857239833413,0.728679558489218,0.66094968773167,"JMJD6/LTF",2
"BP","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","2/231","68/9179",0.0294117647058824,1.16870384517443,0.22434347532538,0.513857239833413,0.728679558489218,0.66094968773167,"ACVR1B/LRG1",2
"BP","GO:0090316","positive regulation of intracellular protein transport","2/231","68/9179",0.0294117647058824,1.16870384517443,0.22434347532538,0.513857239833413,0.728679558489218,0.66094968773167,"ASPH/MAPK14",2
"BP","GO:0032946","positive regulation of mononuclear cell proliferation","3/231","108/9179",0.0277777777777778,1.10377585377585,0.174300100788935,0.514005590688933,0.728679558489218,0.66094968773167,"ANXA1/BST1/CD55",3
"BP","GO:0007611","learning or memory","4/231","148/9179",0.027027027027027,1.07394407394407,0.145707980783338,0.514083072829361,0.728679558489218,0.66094968773167,"FGF13/GM2A/IFT20/LDLR",4
"BP","GO:0045580","regulation of T cell differentiation","4/231","148/9179",0.027027027027027,1.07394407394407,0.145707980783338,0.514083072829361,0.728679558489218,0.66094968773167,"ANXA1/BATF/CR1/VNN1",4
"BP","GO:0030029","actin filament-based process","12/231","468/9179",0.0256410256410256,1.01887001887002,0.0673252977903063,0.516242036737603,0.729914949012007,0.662070250221383,"ANXA1/BST1/CAPG/DAAM2/FGD4/FGF13/GMFG/HIP1/KCNE1/MEF2A/MYL6/PDE4D",12
"BP","GO:0099536","synaptic signaling","10/231","389/9179",0.025706940874036,1.02148922200336,0.0695853930381688,0.518915801916843,0.729914949012007,0.662070250221383,"FLOT1/HIP1/KIF1B/LIN7A/MCTP1/MCTP2/P2RX1/RETN/STXBP2/ZDHHC3",10
"BP","GO:0009636","response to toxic substance","4/231","149/9179",0.0268456375838926,1.06673639559546,0.131955967369837,0.519400574361429,0.729914949012007,0.662070250221383,"CYP1B1/HP/TXN/TXNDC17",4
"BP","GO:0061448","connective tissue development","4/231","149/9179",0.0268456375838926,1.06673639559546,0.131955967369837,0.519400574361429,0.729914949012007,0.662070250221383,"MAPK14/MBOAT2/SPTLC2/TRPS1",4
"BP","GO:0045621","positive regulation of lymphocyte differentiation","3/231","109/9179",0.0275229357798165,1.09364946979626,0.158027240804605,0.520223398977981,0.729914949012007,0.662070250221383,"ANXA1/CR1/VNN1",3
"BP","GO:0002377","immunoglobulin production","2/231","69/9179",0.0289855072463768,1.15176610828785,0.2033092711882,0.521697051636973,0.729914949012007,0.662070250221383,"BATF/CR1",2
"BP","GO:0007613","memory","2/231","69/9179",0.0289855072463768,1.15176610828785,0.2033092711882,0.521697051636973,0.729914949012007,0.662070250221383,"FGF13/LDLR",2
"BP","GO:0034644","cellular response to UV","2/231","69/9179",0.0289855072463768,1.15176610828785,0.2033092711882,0.521697051636973,0.729914949012007,0.662070250221383,"MAPK14/MMP9",2
"BP","GO:0043271","negative regulation of monoatomic ion transport","2/231","69/9179",0.0289855072463768,1.15176610828785,0.2033092711882,0.521697051636973,0.729914949012007,0.662070250221383,"KCNE1/MMP9",2
"BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","2/231","69/9179",0.0289855072463768,1.15176610828785,0.2033092711882,0.521697051636973,0.729914949012007,0.662070250221383,"LILRA5/OSM",2
"BP","GO:0062197","cellular response to chemical stress","6/231","230/9179",0.0260869565217391,1.03658949745906,0.0902921797661016,0.523027529139704,0.729914949012007,0.662070250221383,"ALOX5/CYP1B1/HGF/IL18RAP/TSPO/TXN",6
"BP","GO:0071375","cellular response to peptide hormone stimulus","6/231","230/9179",0.0260869565217391,1.03658949745906,0.0902921797661016,0.523027529139704,0.729914949012007,0.662070250221383,"CEACAM1/CYP1B1/ECHDC3/GRB10/SLC26A6/SOCS3",6
"BP","GO:0002792","negative regulation of peptide secretion","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"ENY2",1
"BP","GO:0006622","protein targeting to lysosome","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"SORT1",1
"BP","GO:0006779","porphyrin-containing compound biosynthetic process","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"TSPO",1
"BP","GO:0007019","microtubule depolymerization","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"FGF13",1
"BP","GO:0019082","viral protein processing","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"ST6GALNAC3",1
"BP","GO:0021695","cerebellar cortex development","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"AGTPBP1",1
"BP","GO:0030201","heparan sulfate proteoglycan metabolic process","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"NDST2",1
"BP","GO:0031112","positive regulation of microtubule polymerization or depolymerization","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"CDK5RAP2",1
"BP","GO:0032924","activin receptor signaling pathway","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"ACVR1B",1
"BP","GO:0033014","tetrapyrrole biosynthetic process","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"TSPO",1
"BP","GO:0035459","vesicle cargo loading","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"SAR1B",1
"BP","GO:0040001","establishment of mitotic spindle localization","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"CDK5RAP2",1
"BP","GO:0043094","metabolic compound salvage","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"UPP1",1
"BP","GO:0045066","regulatory T cell differentiation","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"CR1",1
"BP","GO:0048662","negative regulation of smooth muscle cell proliferation","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"TRIB1",1
"BP","GO:0050885","neuromuscular process controlling balance","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"GM2A",1
"BP","GO:0050922","negative regulation of chemotaxis","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"TNFAIP6",1
"BP","GO:0051703","biological process involved in intraspecies interaction between organisms","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"LTF",1
"BP","GO:0060420","regulation of heart growth","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"MAPK14",1
"BP","GO:1902305","regulation of sodium ion transmembrane transport","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"FGF13",1
"BP","GO:1904894","positive regulation of receptor signaling pathway via STAT","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"CYP1B1",1
"BP","GO:1990776","response to angiotensin","1/231","29/9179",0.0344827586206897,1.37020450813554,0.320809473021335,0.523030497144302,0.729914949012007,0.662070250221383,"SLC26A6",1
"BP","GO:0006874","intracellular calcium ion homeostasis","4/231","150/9179",0.0266666666666667,1.05962481962482,0.118295959223393,0.524690919278701,0.731235916074127,0.663268435016112,"ASPH/GRINA/P2RX1/PDE4D",4
"BP","GO:0033500","carbohydrate homeostasis","4/231","150/9179",0.0266666666666667,1.05962481962482,0.118295959223393,0.524690919278701,0.731235916074127,0.663268435016112,"ALOX5/ENY2/GCLM/HK3",4
"BP","GO:0042593","glucose homeostasis","4/231","150/9179",0.0266666666666667,1.05962481962482,0.118295959223393,0.524690919278701,0.731235916074127,0.663268435016112,"ALOX5/ENY2/GCLM/HK3",4
"BP","GO:0040008","regulation of growth","9/231","351/9179",0.0256410256410256,1.01887001887002,0.0579177603221619,0.525759344854104,0.732392777305831,0.664317767415979,"ACVR1B/CDKN2C/CDKN2D/CEACAM1/EXOSC4/FGF13/LIN7A/MAPK14/S100A8",9
"BP","GO:0046390","ribose phosphate biosynthetic process","3/231","110/9179",0.0272727272727273,1.08370720188902,0.141904607043873,0.526398204320851,0.732950467547792,0.664823621034323,"NDUFB1/NDUFB3/UPP1",3
"BP","GO:0006405","RNA export from nucleus","2/231","70/9179",0.0285714285714286,1.13531230674088,0.182586219127888,0.529452185677284,0.733555762496623,0.665372654560453,"AGFG1/ENY2",2
"BP","GO:0030534","adult behavior","2/231","70/9179",0.0285714285714286,1.13531230674088,0.182586219127888,0.529452185677284,0.733555762496623,0.665372654560453,"AGTPBP1/MAFG",2
"BP","GO:0031110","regulation of microtubule polymerization or depolymerization","2/231","70/9179",0.0285714285714286,1.13531230674088,0.182586219127888,0.529452185677284,0.733555762496623,0.665372654560453,"CDK5RAP2/FGF13",2
