"fold","strategy","algorithm","gene"
"Fold1.Rep01","weighted","LASSO","S100A8"
"Fold1.Rep01","weighted","LASSO","S100A12"
"Fold1.Rep01","weighted","LASSO","NMT2"
"Fold1.Rep01","weighted","LASSO","EPHX2"
"Fold1.Rep01","weighted","LASSO","ANXA3"
"Fold1.Rep01","weighted","LASSO","GATA3"
"Fold1.Rep01","weighted","LASSO","ARG1"
"Fold1.Rep01","weighted","LASSO","PTCH1"
"Fold1.Rep01","weighted","LASSO","P2RY10"
"Fold1.Rep01","weighted","LASSO","TBC1D4"
"Fold1.Rep01","weighted","LASSO","GATA2"
"Fold1.Rep01","weighted","LASSO","C19orf59"
"Fold1.Rep01","weighted","LASSO","LRRN3"
"Fold1.Rep01","weighted","LASSO","IKZF2"
"Fold1.Rep01","weighted","LASSO","C5orf32"
"Fold1.Rep01","weighted","LASSO","ABLIM1"
"Fold1.Rep01","weighted","LASSO","NELL2"
"Fold1.Rep01","weighted","LASSO","OSGEPL1"
"Fold1.Rep01","weighted","LASSO","CD96"
"Fold1.Rep01","weighted","LASSO","PJA1"
"Fold1.Rep01","weighted","LASSO","DCAF16"
"Fold1.Rep01","weighted","LASSO","THEM4"
"Fold1.Rep01","weighted","LASSO","NR1D2"
"Fold1.Rep01","weighted","LASSO","CD160"
"Fold1.Rep01","weighted","LASSO","FBXL16"
"Fold1.Rep01","weighted","LASSO","DYRK2"
"Fold1.Rep01","weighted","LASSO","FAM102A"
"Fold1.Rep01","weighted","LASSO","LEF1"
"Fold1.Rep01","weighted","LASSO","POLR1B"
"Fold1.Rep01","weighted","LASSO","CCR6"
"Fold1.Rep01","weighted","LASSO","C2orf89"
"Fold1.Rep01","weighted","LASSO","TTC27"
"Fold1.Rep01","weighted","LASSO","SBK1"
"Fold1.Rep01","weighted","LASSO","ZNF549"
"Fold1.Rep01","weighted","LASSO","KLF12"
"Fold1.Rep01","weighted","LASSO","PLEKHA1"
"Fold1.Rep01","weighted","LASSO","TXN"
"Fold1.Rep01","weighted","LASSO","FAM50B"
"Fold1.Rep01","weighted","LASSO","KIAA0182"
"Fold1.Rep01","weighted","LASSO","MAN1C1"
"Fold1.Rep01","weighted","LASSO","NAT10"
"Fold1.Rep01","weighted","LASSO","ZNHIT6"
"Fold1.Rep01","weighted","LASSO","FAM43A"
"Fold1.Rep01","weighted","LASSO","BACH2"
"Fold1.Rep01","weighted","LASSO","KIAA0748"
"Fold1.Rep01","weighted","LASSO","RNASEN"
"Fold1.Rep01","weighted","LASSO","PAQR8"
"Fold1.Rep01","weighted","LASSO","BCKDHB"
"Fold1.Rep01","weighted","LASSO","RNF125"
"Fold1.Rep01","weighted","LASSO","SIRPG"
"Fold1.Rep01","weighted","LASSO","RABL2A"
"Fold1.Rep01","weighted","LASSO","PTGDR"
"Fold1.Rep01","weighted","LASSO","MTR"
"Fold1.Rep01","weighted","LASSO","PAFAH2"
"Fold1.Rep01","weighted","LASSO","GCET2"
"Fold1.Rep01","weighted","LASSO","PATZ1"
"Fold1.Rep01","weighted","LASSO","UBASH3A"
"Fold1.Rep01","weighted","LASSO","PRKCQ"
"Fold1.Rep01","weighted","LASSO","NLRC3"
"Fold1.Rep01","weighted","LASSO","KDM2B"
"Fold1.Rep01","weighted","LASSO","CSRP2BP"
"Fold1.Rep01","weighted","LASSO","PID1"
"Fold1.Rep01","weighted","LASSO","SSBP2"
"Fold1.Rep01","weighted","LASSO","RABL2B"
"Fold1.Rep01","weighted","LASSO","ABHD15"
"Fold1.Rep01","weighted","LASSO","SIGLECP3"
"Fold1.Rep01","weighted","LASSO","TCTN1"
"Fold1.Rep01","weighted","LASSO","NUP160"
"Fold1.Rep01","weighted","LASSO","SLC7A6"
"Fold1.Rep01","weighted","LASSO","TAF3"
"Fold1.Rep01","weighted","LASSO","FLT3LG"
"Fold1.Rep01","weighted","LASSO","GAL3ST4"
"Fold1.Rep01","weighted","LASSO","GLOD4"
"Fold1.Rep01","weighted","LASSO","C12orf65"
"Fold1.Rep01","weighted","LASSO","TMEM109"
"Fold1.Rep01","weighted","LASSO","SIDT1"
"Fold1.Rep01","weighted","LASSO","SAMD3"
"Fold1.Rep01","weighted","LASSO","STMN3"
"Fold1.Rep01","weighted","LASSO","RFTN1"
"Fold1.Rep01","weighted","LASSO","Septin 9"
"Fold1.Rep01","weighted","LASSO","DDHD2"
"Fold1.Rep01","weighted","LASSO","Septin 1"
"Fold1.Rep01","weighted","LASSO","TIGIT"
"Fold1.Rep01","weighted","LASSO","IL11RA"
"Fold1.Rep01","weighted","LASSO","PARP1"
"Fold1.Rep01","weighted","LASSO","UPP1"
"Fold1.Rep01","weighted","LASSO","HEATR2"
"Fold1.Rep01","weighted","LASSO","METTL9"
"Fold1.Rep01","weighted","LASSO","INPP4B"
"Fold1.Rep01","weighted","LASSO","FBXO21"
"Fold1.Rep01","weighted","LASSO","NOV"
"Fold1.Rep01","weighted","LASSO","ANAPC1"
"Fold1.Rep01","weighted","LASSO","DOCK10"
"Fold1.Rep01","weighted","LASSO","KIAA1147"
"Fold1.Rep01","weighted","LASSO","FANCF"
"Fold1.Rep01","weighted","LASSO","TRA@"
"Fold1.Rep01","weighted","LASSO","SYNJ2BP"
"Fold1.Rep01","weighted","LASSO","WBP11"
"Fold1.Rep01","weighted","LASSO","C19orf29"
"Fold1.Rep01","weighted","LASSO","GSPT2"
"Fold1.Rep01","weighted","glmBoost","S100A8"
"Fold1.Rep01","weighted","glmBoost","S100A12"
"Fold1.Rep01","weighted","glmBoost","NMT2"
"Fold1.Rep01","weighted","glmBoost","EPHX2"
"Fold1.Rep01","weighted","glmBoost","ANXA3"
"Fold1.Rep01","weighted","glmBoost","GATA3"
"Fold1.Rep01","weighted","glmBoost","ARG1"
"Fold1.Rep01","weighted","glmBoost","PTCH1"
"Fold1.Rep01","weighted","glmBoost","P2RY10"
"Fold1.Rep01","weighted","glmBoost","TBC1D4"
"Fold1.Rep01","weighted","glmBoost","GATA2"
"Fold1.Rep01","weighted","glmBoost","C19orf59"
"Fold1.Rep01","weighted","glmBoost","LRRN3"
"Fold1.Rep01","weighted","glmBoost","IKZF2"
"Fold1.Rep01","weighted","glmBoost","C5orf32"
"Fold1.Rep01","weighted","glmBoost","ABLIM1"
"Fold1.Rep01","weighted","glmBoost","NELL2"
"Fold1.Rep01","weighted","glmBoost","OSGEPL1"
"Fold1.Rep01","weighted","glmBoost","CD96"
"Fold1.Rep01","weighted","glmBoost","PJA1"
"Fold1.Rep01","weighted","glmBoost","DCAF16"
"Fold1.Rep01","weighted","glmBoost","THEM4"
"Fold1.Rep01","weighted","glmBoost","NR1D2"
"Fold1.Rep01","weighted","glmBoost","CD160"
"Fold1.Rep01","weighted","glmBoost","FBXL16"
"Fold1.Rep01","weighted","glmBoost","DYRK2"
"Fold1.Rep01","weighted","glmBoost","FAM102A"
"Fold1.Rep01","weighted","glmBoost","LEF1"
"Fold1.Rep01","weighted","glmBoost","POLR1B"
"Fold1.Rep01","weighted","glmBoost","CCR6"
"Fold1.Rep01","weighted","glmBoost","C2orf89"
"Fold1.Rep01","weighted","glmBoost","TTC27"
"Fold1.Rep01","weighted","glmBoost","SBK1"
"Fold1.Rep01","weighted","glmBoost","ZNF549"
"Fold1.Rep01","weighted","glmBoost","KLF12"
"Fold1.Rep01","weighted","glmBoost","PLEKHA1"
"Fold1.Rep01","weighted","glmBoost","TXN"
"Fold1.Rep01","weighted","glmBoost","FAM50B"
"Fold1.Rep01","weighted","glmBoost","KIAA0182"
"Fold1.Rep01","weighted","glmBoost","MAN1C1"
"Fold1.Rep01","weighted","glmBoost","NAT10"
"Fold1.Rep01","weighted","glmBoost","ZNHIT6"
"Fold1.Rep01","weighted","glmBoost","FAM43A"
"Fold1.Rep01","weighted","glmBoost","BACH2"
"Fold1.Rep01","weighted","glmBoost","KIAA0748"
"Fold1.Rep01","weighted","glmBoost","RNASEN"
"Fold1.Rep01","weighted","glmBoost","PAQR8"
"Fold1.Rep01","weighted","glmBoost","BCKDHB"
"Fold1.Rep01","weighted","glmBoost","RNF125"
"Fold1.Rep01","weighted","glmBoost","SIRPG"
"Fold1.Rep01","weighted","glmBoost","RABL2A"
"Fold1.Rep01","weighted","glmBoost","PTGDR"
"Fold1.Rep01","weighted","glmBoost","MTR"
"Fold1.Rep01","weighted","glmBoost","PAFAH2"
"Fold1.Rep01","weighted","glmBoost","GCET2"
"Fold1.Rep01","weighted","glmBoost","PATZ1"
"Fold1.Rep01","weighted","glmBoost","UBASH3A"
"Fold1.Rep01","weighted","glmBoost","PRKCQ"
"Fold1.Rep01","weighted","glmBoost","NLRC3"
"Fold1.Rep01","weighted","glmBoost","KDM2B"
"Fold1.Rep01","weighted","glmBoost","CSRP2BP"
"Fold1.Rep01","weighted","glmBoost","PID1"
"Fold1.Rep01","weighted","glmBoost","SSBP2"
"Fold1.Rep01","weighted","glmBoost","RABL2B"
"Fold1.Rep01","weighted","glmBoost","ABHD15"
"Fold1.Rep01","weighted","glmBoost","SIGLECP3"
"Fold1.Rep01","weighted","glmBoost","TCTN1"
"Fold1.Rep01","weighted","glmBoost","NUP160"
"Fold1.Rep01","weighted","glmBoost","SLC7A6"
"Fold1.Rep01","weighted","glmBoost","TAF3"
"Fold1.Rep01","weighted","glmBoost","FLT3LG"
"Fold1.Rep01","weighted","glmBoost","GAL3ST4"
"Fold1.Rep01","weighted","glmBoost","GLOD4"
"Fold1.Rep01","weighted","glmBoost","C12orf65"
"Fold1.Rep01","weighted","glmBoost","TMEM109"
"Fold1.Rep01","weighted","glmBoost","SIDT1"
"Fold1.Rep01","weighted","glmBoost","SAMD3"
"Fold1.Rep01","weighted","glmBoost","STMN3"
"Fold1.Rep01","weighted","glmBoost","RFTN1"
"Fold1.Rep01","weighted","glmBoost","Septin 9"
"Fold1.Rep01","weighted","glmBoost","DDHD2"
"Fold1.Rep01","weighted","glmBoost","Septin 1"
"Fold1.Rep01","weighted","glmBoost","TIGIT"
"Fold1.Rep01","weighted","glmBoost","IL11RA"
"Fold1.Rep01","weighted","glmBoost","PARP1"
"Fold1.Rep01","weighted","glmBoost","UPP1"
"Fold1.Rep01","weighted","glmBoost","HEATR2"
"Fold1.Rep01","weighted","glmBoost","METTL9"
"Fold1.Rep01","weighted","glmBoost","INPP4B"
"Fold1.Rep01","weighted","glmBoost","FBXO21"
"Fold1.Rep01","weighted","glmBoost","NOV"
"Fold1.Rep01","weighted","glmBoost","ANAPC1"
"Fold1.Rep01","weighted","glmBoost","DOCK10"
"Fold1.Rep01","weighted","glmBoost","KIAA1147"
"Fold1.Rep01","weighted","glmBoost","FANCF"
"Fold1.Rep01","weighted","glmBoost","TRA@"
"Fold1.Rep01","weighted","glmBoost","SYNJ2BP"
"Fold1.Rep01","weighted","glmBoost","WBP11"
"Fold1.Rep01","weighted","glmBoost","C19orf29"
"Fold1.Rep01","weighted","glmBoost","GSPT2"
"Fold1.Rep01","weighted","Ranger","S100A8"
"Fold1.Rep01","weighted","Ranger","S100A12"
"Fold1.Rep01","weighted","Ranger","NMT2"
"Fold1.Rep01","weighted","Ranger","EPHX2"
"Fold1.Rep01","weighted","Ranger","ANXA3"
"Fold1.Rep01","weighted","Ranger","GATA3"
"Fold1.Rep01","weighted","Ranger","ARG1"
"Fold1.Rep01","weighted","Ranger","PTCH1"
"Fold1.Rep01","weighted","Ranger","P2RY10"
"Fold1.Rep01","weighted","Ranger","TBC1D4"
"Fold1.Rep01","weighted","Ranger","GATA2"
"Fold1.Rep01","weighted","Ranger","C19orf59"
"Fold1.Rep01","weighted","Ranger","LRRN3"
"Fold1.Rep01","weighted","Ranger","IKZF2"
"Fold1.Rep01","weighted","Ranger","C5orf32"
"Fold1.Rep01","weighted","Ranger","ABLIM1"
"Fold1.Rep01","weighted","Ranger","NELL2"
"Fold1.Rep01","weighted","Ranger","OSGEPL1"
"Fold1.Rep01","weighted","Ranger","CD96"
"Fold1.Rep01","weighted","Ranger","PJA1"
"Fold1.Rep01","weighted","Ranger","DCAF16"
"Fold1.Rep01","weighted","Ranger","THEM4"
"Fold1.Rep01","weighted","Ranger","NR1D2"
"Fold1.Rep01","weighted","Ranger","CD160"
"Fold1.Rep01","weighted","Ranger","FBXL16"
"Fold1.Rep01","weighted","Ranger","DYRK2"
"Fold1.Rep01","weighted","Ranger","FAM102A"
"Fold1.Rep01","weighted","Ranger","LEF1"
"Fold1.Rep01","weighted","Ranger","POLR1B"
"Fold1.Rep01","weighted","Ranger","CCR6"
"Fold1.Rep01","weighted","Ranger","C2orf89"
"Fold1.Rep01","weighted","Ranger","TTC27"
"Fold1.Rep01","weighted","Ranger","SBK1"
"Fold1.Rep01","weighted","Ranger","ZNF549"
"Fold1.Rep01","weighted","Ranger","KLF12"
"Fold1.Rep01","weighted","Ranger","PLEKHA1"
"Fold1.Rep01","weighted","Ranger","TXN"
"Fold1.Rep01","weighted","Ranger","FAM50B"
"Fold1.Rep01","weighted","Ranger","KIAA0182"
"Fold1.Rep01","weighted","Ranger","MAN1C1"
"Fold1.Rep01","weighted","Ranger","NAT10"
"Fold1.Rep01","weighted","Ranger","ZNHIT6"
"Fold1.Rep01","weighted","Ranger","FAM43A"
"Fold1.Rep01","weighted","Ranger","BACH2"
"Fold1.Rep01","weighted","Ranger","KIAA0748"
"Fold1.Rep01","weighted","Ranger","RNASEN"
"Fold1.Rep01","weighted","Ranger","PAQR8"
"Fold1.Rep01","weighted","Ranger","BCKDHB"
"Fold1.Rep01","weighted","Ranger","RNF125"
"Fold1.Rep01","weighted","Ranger","SIRPG"
"Fold1.Rep01","weighted","Ranger","RABL2A"
"Fold1.Rep01","weighted","Ranger","PTGDR"
"Fold1.Rep01","weighted","Ranger","MTR"
"Fold1.Rep01","weighted","Ranger","PAFAH2"
"Fold1.Rep01","weighted","Ranger","GCET2"
"Fold1.Rep01","weighted","Ranger","PATZ1"
"Fold1.Rep01","weighted","Ranger","UBASH3A"
"Fold1.Rep01","weighted","Ranger","PRKCQ"
"Fold1.Rep01","weighted","Ranger","NLRC3"
"Fold1.Rep01","weighted","Ranger","KDM2B"
"Fold1.Rep01","weighted","Ranger","CSRP2BP"
"Fold1.Rep01","weighted","Ranger","PID1"
"Fold1.Rep01","weighted","Ranger","SSBP2"
"Fold1.Rep01","weighted","Ranger","RABL2B"
"Fold1.Rep01","weighted","Ranger","ABHD15"
"Fold1.Rep01","weighted","Ranger","SIGLECP3"
"Fold1.Rep01","weighted","Ranger","TCTN1"
"Fold1.Rep01","weighted","Ranger","NUP160"
"Fold1.Rep01","weighted","Ranger","SLC7A6"
"Fold1.Rep01","weighted","Ranger","TAF3"
"Fold1.Rep01","weighted","Ranger","FLT3LG"
"Fold1.Rep01","weighted","Ranger","GAL3ST4"
"Fold1.Rep01","weighted","Ranger","GLOD4"
"Fold1.Rep01","weighted","Ranger","C12orf65"
"Fold1.Rep01","weighted","Ranger","TMEM109"
"Fold1.Rep01","weighted","Ranger","SIDT1"
"Fold1.Rep01","weighted","Ranger","SAMD3"
"Fold1.Rep01","weighted","Ranger","STMN3"
"Fold1.Rep01","weighted","Ranger","RFTN1"
"Fold1.Rep01","weighted","Ranger","Septin 9"
"Fold1.Rep01","weighted","Ranger","DDHD2"
"Fold1.Rep01","weighted","Ranger","Septin 1"
"Fold1.Rep01","weighted","Ranger","TIGIT"
"Fold1.Rep01","weighted","Ranger","IL11RA"
"Fold1.Rep01","weighted","Ranger","PARP1"
"Fold1.Rep01","weighted","Ranger","UPP1"
"Fold1.Rep01","weighted","Ranger","HEATR2"
"Fold1.Rep01","weighted","Ranger","METTL9"
"Fold1.Rep01","weighted","Ranger","INPP4B"
"Fold1.Rep01","weighted","Ranger","FBXO21"
"Fold1.Rep01","weighted","Ranger","NOV"
"Fold1.Rep01","weighted","Ranger","ANAPC1"
"Fold1.Rep01","weighted","Ranger","DOCK10"
"Fold1.Rep01","weighted","Ranger","KIAA1147"
"Fold1.Rep01","weighted","Ranger","FANCF"
"Fold1.Rep01","weighted","Ranger","TRA@"
"Fold1.Rep01","weighted","Ranger","SYNJ2BP"
"Fold1.Rep01","weighted","Ranger","WBP11"
"Fold1.Rep01","weighted","Ranger","C19orf29"
"Fold1.Rep01","weighted","Ranger","GSPT2"
"Fold1.Rep01","weighted","XGBoost","S100A8"
"Fold1.Rep01","weighted","XGBoost","S100A12"
"Fold1.Rep01","weighted","XGBoost","NMT2"
"Fold1.Rep01","weighted","XGBoost","EPHX2"
"Fold1.Rep01","weighted","XGBoost","ANXA3"
"Fold1.Rep01","weighted","XGBoost","GATA3"
"Fold1.Rep01","weighted","XGBoost","ARG1"
"Fold1.Rep01","weighted","XGBoost","PTCH1"
"Fold1.Rep01","weighted","XGBoost","P2RY10"
"Fold1.Rep01","weighted","XGBoost","TBC1D4"
"Fold1.Rep01","weighted","XGBoost","GATA2"
"Fold1.Rep01","weighted","XGBoost","C19orf59"
"Fold1.Rep01","weighted","XGBoost","LRRN3"
"Fold1.Rep01","weighted","XGBoost","IKZF2"
"Fold1.Rep01","weighted","XGBoost","C5orf32"
"Fold1.Rep01","weighted","XGBoost","ABLIM1"
"Fold1.Rep01","weighted","XGBoost","NELL2"
"Fold1.Rep01","weighted","XGBoost","OSGEPL1"
"Fold1.Rep01","weighted","XGBoost","CD96"
"Fold1.Rep01","weighted","XGBoost","PJA1"
"Fold1.Rep01","weighted","XGBoost","DCAF16"
"Fold1.Rep01","weighted","XGBoost","THEM4"
"Fold1.Rep01","weighted","XGBoost","NR1D2"
"Fold1.Rep01","weighted","XGBoost","CD160"
"Fold1.Rep01","weighted","XGBoost","FBXL16"
"Fold1.Rep01","weighted","XGBoost","DYRK2"
"Fold1.Rep01","weighted","XGBoost","FAM102A"
"Fold1.Rep01","weighted","XGBoost","LEF1"
"Fold1.Rep01","weighted","XGBoost","POLR1B"
"Fold1.Rep01","weighted","XGBoost","CCR6"
"Fold1.Rep01","weighted","XGBoost","C2orf89"
"Fold1.Rep01","weighted","XGBoost","TTC27"
"Fold1.Rep01","weighted","XGBoost","SBK1"
"Fold1.Rep01","weighted","XGBoost","ZNF549"
"Fold1.Rep01","weighted","XGBoost","KLF12"
"Fold1.Rep01","weighted","XGBoost","PLEKHA1"
"Fold1.Rep01","weighted","XGBoost","TXN"
"Fold1.Rep01","weighted","XGBoost","FAM50B"
"Fold1.Rep01","weighted","XGBoost","KIAA0182"
"Fold1.Rep01","weighted","XGBoost","MAN1C1"
"Fold1.Rep01","weighted","XGBoost","NAT10"
"Fold1.Rep01","weighted","XGBoost","ZNHIT6"
"Fold1.Rep01","weighted","XGBoost","FAM43A"
"Fold1.Rep01","weighted","XGBoost","BACH2"
"Fold1.Rep01","weighted","XGBoost","KIAA0748"
"Fold1.Rep01","weighted","XGBoost","RNASEN"
"Fold1.Rep01","weighted","XGBoost","PAQR8"
"Fold1.Rep01","weighted","XGBoost","BCKDHB"
"Fold1.Rep01","weighted","XGBoost","RNF125"
"Fold1.Rep01","weighted","XGBoost","SIRPG"
"Fold1.Rep01","weighted","XGBoost","RABL2A"
"Fold1.Rep01","weighted","XGBoost","PTGDR"
"Fold1.Rep01","weighted","XGBoost","MTR"
"Fold1.Rep01","weighted","XGBoost","PAFAH2"
"Fold1.Rep01","weighted","XGBoost","GCET2"
"Fold1.Rep01","weighted","XGBoost","PATZ1"
"Fold1.Rep01","weighted","XGBoost","UBASH3A"
"Fold1.Rep01","weighted","XGBoost","PRKCQ"
"Fold1.Rep01","weighted","XGBoost","NLRC3"
"Fold1.Rep01","weighted","XGBoost","KDM2B"
"Fold1.Rep01","weighted","XGBoost","CSRP2BP"
"Fold1.Rep01","weighted","XGBoost","PID1"
"Fold1.Rep01","weighted","XGBoost","SSBP2"
"Fold1.Rep01","weighted","XGBoost","RABL2B"
"Fold1.Rep01","weighted","XGBoost","ABHD15"
"Fold1.Rep01","weighted","XGBoost","SIGLECP3"
"Fold1.Rep01","weighted","XGBoost","TCTN1"
"Fold1.Rep01","weighted","XGBoost","NUP160"
"Fold1.Rep01","weighted","XGBoost","SLC7A6"
"Fold1.Rep01","weighted","XGBoost","TAF3"
"Fold1.Rep01","weighted","XGBoost","FLT3LG"
"Fold1.Rep01","weighted","XGBoost","GAL3ST4"
"Fold1.Rep01","weighted","XGBoost","GLOD4"
"Fold1.Rep01","weighted","XGBoost","C12orf65"
"Fold1.Rep01","weighted","XGBoost","TMEM109"
"Fold1.Rep01","weighted","XGBoost","SIDT1"
"Fold1.Rep01","weighted","XGBoost","SAMD3"
"Fold1.Rep01","weighted","XGBoost","STMN3"
"Fold1.Rep01","weighted","XGBoost","RFTN1"
"Fold1.Rep01","weighted","XGBoost","Septin 9"
"Fold1.Rep01","weighted","XGBoost","DDHD2"
"Fold1.Rep01","weighted","XGBoost","Septin 1"
"Fold1.Rep01","weighted","XGBoost","TIGIT"
"Fold1.Rep01","weighted","XGBoost","IL11RA"
"Fold1.Rep01","weighted","XGBoost","PARP1"
"Fold1.Rep01","weighted","XGBoost","UPP1"
"Fold1.Rep01","weighted","XGBoost","HEATR2"
"Fold1.Rep01","weighted","XGBoost","METTL9"
"Fold1.Rep01","weighted","XGBoost","INPP4B"
"Fold1.Rep01","weighted","XGBoost","FBXO21"
"Fold1.Rep01","weighted","XGBoost","NOV"
"Fold1.Rep01","weighted","XGBoost","ANAPC1"
"Fold1.Rep01","weighted","XGBoost","DOCK10"
"Fold1.Rep01","weighted","XGBoost","KIAA1147"
"Fold1.Rep01","weighted","XGBoost","FANCF"
"Fold1.Rep01","weighted","XGBoost","TRA@"
"Fold1.Rep01","weighted","XGBoost","SYNJ2BP"
"Fold1.Rep01","weighted","XGBoost","WBP11"
"Fold1.Rep01","weighted","XGBoost","C19orf29"
"Fold1.Rep01","weighted","XGBoost","GSPT2"
"Fold2.Rep01","weighted","LASSO","S100A8"
"Fold2.Rep01","weighted","LASSO","S100A12"
"Fold2.Rep01","weighted","LASSO","NMT2"
"Fold2.Rep01","weighted","LASSO","EPHX2"
"Fold2.Rep01","weighted","LASSO","C19orf59"
"Fold2.Rep01","weighted","LASSO","ANXA3"
"Fold2.Rep01","weighted","LASSO","GATA3"
"Fold2.Rep01","weighted","LASSO","ARG1"
"Fold2.Rep01","weighted","LASSO","P2RY10"
"Fold2.Rep01","weighted","LASSO","CD160"
"Fold2.Rep01","weighted","LASSO","ABLIM1"
"Fold2.Rep01","weighted","LASSO","C5orf32"
"Fold2.Rep01","weighted","LASSO","FAM102A"
"Fold2.Rep01","weighted","LASSO","THEM4"
"Fold2.Rep01","weighted","LASSO","LRRN3"
"Fold2.Rep01","weighted","LASSO","CD96"
"Fold2.Rep01","weighted","LASSO","DCAF16"
"Fold2.Rep01","weighted","LASSO","GATA2"
"Fold2.Rep01","weighted","LASSO","PTCH1"
"Fold2.Rep01","weighted","LASSO","PJA1"
"Fold2.Rep01","weighted","LASSO","KIAA0748"
"Fold2.Rep01","weighted","LASSO","SBK1"
"Fold2.Rep01","weighted","LASSO","FBXL16"
"Fold2.Rep01","weighted","LASSO","SIRPG"
"Fold2.Rep01","weighted","LASSO","OSGEPL1"
"Fold2.Rep01","weighted","LASSO","KLF12"
"Fold2.Rep01","weighted","LASSO","NELL2"
"Fold2.Rep01","weighted","LASSO","NAT10"
"Fold2.Rep01","weighted","LASSO","PAFAH2"
"Fold2.Rep01","weighted","LASSO","CSRP2BP"
"Fold2.Rep01","weighted","LASSO","MAN1C1"
"Fold2.Rep01","weighted","LASSO","PLEKHA1"
"Fold2.Rep01","weighted","LASSO","C2orf89"
"Fold2.Rep01","weighted","LASSO","CCR6"
"Fold2.Rep01","weighted","LASSO","TBC1D4"
"Fold2.Rep01","weighted","LASSO","LEF1"
"Fold2.Rep01","weighted","LASSO","TXN"
"Fold2.Rep01","weighted","LASSO","TTC27"
"Fold2.Rep01","weighted","LASSO","TIGIT"
"Fold2.Rep01","weighted","LASSO","PRKCQ"
"Fold2.Rep01","weighted","LASSO","UBASH3A"
"Fold2.Rep01","weighted","LASSO","STMN3"
"Fold2.Rep01","weighted","LASSO","KIAA0182"
"Fold2.Rep01","weighted","LASSO","DYRK2"
"Fold2.Rep01","weighted","LASSO","RABL2A"
"Fold2.Rep01","weighted","LASSO","POLR1B"
"Fold2.Rep01","weighted","LASSO","NLRC3"
"Fold2.Rep01","weighted","LASSO","IL11RA"
"Fold2.Rep01","weighted","LASSO","KDM2B"
"Fold2.Rep01","weighted","LASSO","IKZF2"
"Fold2.Rep01","weighted","LASSO","MTR"
"Fold2.Rep01","weighted","LASSO","SIDT1"
"Fold2.Rep01","weighted","LASSO","RNF125"
"Fold2.Rep01","weighted","LASSO","FAM50B"
"Fold2.Rep01","weighted","LASSO","BCKDHB"
"Fold2.Rep01","weighted","LASSO","FAM43A"
"Fold2.Rep01","weighted","LASSO","RABL2B"
"Fold2.Rep01","weighted","LASSO","PAQR8"
"Fold2.Rep01","weighted","LASSO","UPP1"
"Fold2.Rep01","weighted","LASSO","METTL9"
"Fold2.Rep01","weighted","LASSO","ZNHIT6"
"Fold2.Rep01","weighted","LASSO","ZNF549"
"Fold2.Rep01","weighted","LASSO","GADD45A"
"Fold2.Rep01","weighted","LASSO","NPAT"
"Fold2.Rep01","weighted","LASSO","RNASEN"
"Fold2.Rep01","weighted","LASSO","FLT3LG"
"Fold2.Rep01","weighted","LASSO","SIGLECP3"
"Fold2.Rep01","weighted","LASSO","SLC7A6"
"Fold2.Rep01","weighted","LASSO","Septin 1"
"Fold2.Rep01","weighted","LASSO","CD6"
"Fold2.Rep01","weighted","LASSO","SSBP2"
"Fold2.Rep01","weighted","LASSO","TRA@"
"Fold2.Rep01","weighted","LASSO","SAMD3"
"Fold2.Rep01","weighted","LASSO","PASK"
"Fold2.Rep01","weighted","LASSO","RFTN1"
"Fold2.Rep01","weighted","LASSO","NR1D2"
"Fold2.Rep01","weighted","LASSO","SGK223"
"Fold2.Rep01","weighted","LASSO","CLEC4D"
"Fold2.Rep01","weighted","LASSO","GAL3ST4"
"Fold2.Rep01","weighted","LASSO","PATZ1"
"Fold2.Rep01","weighted","LASSO","GCET2"
"Fold2.Rep01","weighted","LASSO","EVL"
"Fold2.Rep01","weighted","LASSO","CKAP4"
"Fold2.Rep01","weighted","LASSO","TMEM109"
"Fold2.Rep01","weighted","LASSO","PRSS23"
"Fold2.Rep01","weighted","LASSO","RASGRP1"
"Fold2.Rep01","weighted","LASSO","ABHD15"
"Fold2.Rep01","weighted","LASSO","BACH2"
"Fold2.Rep01","weighted","LASSO","EOMES"
"Fold2.Rep01","weighted","LASSO","TNFRSF25"
"Fold2.Rep01","weighted","LASSO","CD5"
"Fold2.Rep01","weighted","LASSO","DDHD2"
"Fold2.Rep01","weighted","LASSO","HP"
"Fold2.Rep01","weighted","LASSO","INPP4B"
"Fold2.Rep01","weighted","LASSO","SRPK1"
"Fold2.Rep01","weighted","LASSO","C12orf65"
"Fold2.Rep01","weighted","LASSO","MDN1"
"Fold2.Rep01","weighted","LASSO","GLOD4"
"Fold2.Rep01","weighted","LASSO","SCLY"
"Fold2.Rep01","weighted","LASSO","WBP11"
"Fold2.Rep01","weighted","glmBoost","S100A8"
"Fold2.Rep01","weighted","glmBoost","S100A12"
"Fold2.Rep01","weighted","glmBoost","NMT2"
"Fold2.Rep01","weighted","glmBoost","EPHX2"
"Fold2.Rep01","weighted","glmBoost","C19orf59"
"Fold2.Rep01","weighted","glmBoost","ANXA3"
"Fold2.Rep01","weighted","glmBoost","GATA3"
"Fold2.Rep01","weighted","glmBoost","ARG1"
"Fold2.Rep01","weighted","glmBoost","P2RY10"
"Fold2.Rep01","weighted","glmBoost","CD160"
"Fold2.Rep01","weighted","glmBoost","ABLIM1"
"Fold2.Rep01","weighted","glmBoost","C5orf32"
