"fold","strategy","algorithm","gene"
"Fold1.Rep11","weighted","XGBoost","GATA2"
"Fold1.Rep11","weighted","XGBoost","ABLIM1"
"Fold1.Rep11","weighted","XGBoost","PJA1"
"Fold1.Rep11","weighted","XGBoost","OSGEPL1"
"Fold1.Rep11","weighted","XGBoost","FBXL16"
"Fold1.Rep11","weighted","XGBoost","CD160"
"Fold1.Rep11","weighted","XGBoost","POLR1B"
"Fold1.Rep11","weighted","XGBoost","NELL2"
"Fold1.Rep11","weighted","XGBoost","KLF12"
"Fold1.Rep11","weighted","XGBoost","FAM102A"
"Fold1.Rep11","weighted","XGBoost","CCR6"
"Fold1.Rep11","weighted","XGBoost","TBC1D4"
"Fold1.Rep11","weighted","XGBoost","IKZF2"
"Fold1.Rep11","weighted","XGBoost","PLEKHA1"
"Fold1.Rep11","weighted","XGBoost","KIAA0182"
"Fold1.Rep11","weighted","XGBoost","NAT10"
"Fold1.Rep11","weighted","XGBoost","ZNF549"
"Fold1.Rep11","weighted","XGBoost","C2orf89"
"Fold1.Rep11","weighted","XGBoost","TXN"
"Fold1.Rep11","weighted","XGBoost","DYRK2"
"Fold1.Rep11","weighted","XGBoost","NR1D2"
"Fold1.Rep11","weighted","XGBoost","LEF1"
"Fold1.Rep11","weighted","XGBoost","TTC27"
"Fold1.Rep11","weighted","XGBoost","PAQR8"
"Fold1.Rep11","weighted","XGBoost","SIRPG"
"Fold1.Rep11","weighted","XGBoost","UBASH3A"
"Fold1.Rep11","weighted","XGBoost","BCKDHB"
"Fold1.Rep11","weighted","XGBoost","SBK1"
"Fold1.Rep11","weighted","XGBoost","FAM50B"
"Fold1.Rep11","weighted","XGBoost","RNF125"
"Fold1.Rep11","weighted","XGBoost","PAFAH2"
"Fold1.Rep11","weighted","XGBoost","MTR"
"Fold1.Rep11","weighted","XGBoost","RNASEN"
"Fold1.Rep11","weighted","XGBoost","KIAA0748"
"Fold1.Rep11","weighted","XGBoost","PRKCQ"
"Fold1.Rep11","weighted","XGBoost","CSRP2BP"
"Fold1.Rep11","weighted","XGBoost","ZNHIT6"
"Fold1.Rep11","weighted","XGBoost","GCET2"
"Fold1.Rep11","weighted","XGBoost","FAM43A"
"Fold1.Rep11","weighted","XGBoost","ABHD15"
"Fold1.Rep11","weighted","XGBoost","NLRC3"
"Fold1.Rep11","weighted","XGBoost","PTGDR"
"Fold1.Rep11","weighted","XGBoost","ANAPC1"
"Fold1.Rep11","weighted","XGBoost","NPAT"
"Fold1.Rep11","weighted","XGBoost","PLCG1"
"Fold1.Rep11","weighted","XGBoost","SIDT1"
"Fold1.Rep11","weighted","XGBoost","METTL9"
"Fold1.Rep11","weighted","XGBoost","KDM2B"
"Fold1.Rep11","weighted","XGBoost","SAMD3"
"Fold1.Rep11","weighted","XGBoost","IL11RA"
"Fold1.Rep11","weighted","XGBoost","MDN1"
"Fold1.Rep11","weighted","XGBoost","BCOR"
"Fold1.Rep11","weighted","XGBoost","FLT3LG"
"Fold1.Rep11","weighted","XGBoost","TIGIT"
"Fold1.Rep11","weighted","XGBoost","RABL2A"
"Fold1.Rep11","weighted","XGBoost","RABL2B"
"Fold1.Rep11","weighted","XGBoost","LYRM7"
"Fold1.Rep11","weighted","XGBoost","TAF3"
"Fold1.Rep11","weighted","XGBoost","GLOD4"
"Fold1.Rep11","weighted","XGBoost","MAN1C1"
"Fold1.Rep11","weighted","XGBoost","C12orf65"
"Fold1.Rep11","weighted","XGBoost","HEATR2"
"Fold1.Rep11","weighted","XGBoost","STMN3"
"Fold1.Rep11","weighted","XGBoost","RFTN1"
"Fold1.Rep11","weighted","XGBoost","INPP4B"
"Fold1.Rep11","weighted","XGBoost","BACH2"
"Fold1.Rep11","weighted","XGBoost","SMAD3"
"Fold1.Rep11","weighted","XGBoost","UPP1"
"Fold1.Rep11","weighted","XGBoost","ZNF33B"
"Fold1.Rep11","weighted","XGBoost","PARP1"
"Fold1.Rep11","weighted","XGBoost","SLC7A6"
"Fold1.Rep11","weighted","XGBoost","OSBPL3"
"Fold1.Rep11","weighted","XGBoost","NUP160"
"Fold1.Rep11","weighted","XGBoost","HP"
"Fold1.Rep11","weighted","XGBoost","Septin 1"
"Fold1.Rep11","weighted","XGBoost","SCLY"
"Fold1.Rep11","weighted","XGBoost","GTPBP3"
"Fold1.Rep11","weighted","XGBoost","TTC3"
"Fold1.Rep11","weighted","XGBoost","C19orf29"
"Fold1.Rep11","weighted","XGBoost","FBXO21"
"Fold1.Rep11","weighted","XGBoost","PID1"
"Fold1.Rep11","weighted","XGBoost","EVL"
"Fold1.Rep11","weighted","XGBoost","PATZ1"
"Fold1.Rep11","weighted","XGBoost","KIAA1147"
"Fold1.Rep11","weighted","XGBoost","Septin 9"
"Fold2.Rep11","weighted","LASSO","S100A8"
"Fold2.Rep11","weighted","LASSO","S100A12"
"Fold2.Rep11","weighted","LASSO","EPHX2"
"Fold2.Rep11","weighted","LASSO","NMT2"
"Fold2.Rep11","weighted","LASSO","ANXA3"
"Fold2.Rep11","weighted","LASSO","C19orf59"
"Fold2.Rep11","weighted","LASSO","GATA3"
"Fold2.Rep11","weighted","LASSO","P2RY10"
"Fold2.Rep11","weighted","LASSO","ARG1"
"Fold2.Rep11","weighted","LASSO","C5orf32"
"Fold2.Rep11","weighted","LASSO","CD160"
"Fold2.Rep11","weighted","LASSO","THEM4"
"Fold2.Rep11","weighted","LASSO","NELL2"
"Fold2.Rep11","weighted","LASSO","FAM102A"
"Fold2.Rep11","weighted","LASSO","ABLIM1"
"Fold2.Rep11","weighted","LASSO","LRRN3"
"Fold2.Rep11","weighted","LASSO","OSGEPL1"
"Fold2.Rep11","weighted","LASSO","GATA2"
"Fold2.Rep11","weighted","LASSO","PJA1"
"Fold2.Rep11","weighted","LASSO","CD96"
"Fold2.Rep11","weighted","LASSO","DCAF16"
"Fold2.Rep11","weighted","LASSO","PTCH1"
"Fold2.Rep11","weighted","LASSO","IKZF2"
"Fold2.Rep11","weighted","LASSO","TBC1D4"
"Fold2.Rep11","weighted","LASSO","CSRP2BP"
"Fold2.Rep11","weighted","LASSO","FBXL16"
"Fold2.Rep11","weighted","LASSO","SIRPG"
"Fold2.Rep11","weighted","LASSO","C2orf89"
"Fold2.Rep11","weighted","LASSO","KIAA0748"
"Fold2.Rep11","weighted","LASSO","LEF1"
"Fold2.Rep11","weighted","LASSO","NAT10"
"Fold2.Rep11","weighted","LASSO","PLEKHA1"
"Fold2.Rep11","weighted","LASSO","FAM43A"
"Fold2.Rep11","weighted","LASSO","SBK1"
"Fold2.Rep11","weighted","LASSO","TTC27"
"Fold2.Rep11","weighted","LASSO","KLF12"
"Fold2.Rep11","weighted","LASSO","NR1D2"
"Fold2.Rep11","weighted","LASSO","PAFAH2"
"Fold2.Rep11","weighted","LASSO","POLR1B"
"Fold2.Rep11","weighted","LASSO","DYRK2"
"Fold2.Rep11","weighted","LASSO","KIAA0182"
"Fold2.Rep11","weighted","LASSO","MAN1C1"
"Fold2.Rep11","weighted","LASSO","ZNF549"
"Fold2.Rep11","weighted","LASSO","MTR"
"Fold2.Rep11","weighted","LASSO","RABL2A"
"Fold2.Rep11","weighted","LASSO","IL11RA"
"Fold2.Rep11","weighted","LASSO","BACH2"
"Fold2.Rep11","weighted","LASSO","TXN"
"Fold2.Rep11","weighted","LASSO","PRKCQ"
"Fold2.Rep11","weighted","LASSO","UBASH3A"
"Fold2.Rep11","weighted","LASSO","NLRC3"
"Fold2.Rep11","weighted","LASSO","ZNHIT6"
"Fold2.Rep11","weighted","LASSO","CCR6"
"Fold2.Rep11","weighted","LASSO","KDM2B"
"Fold2.Rep11","weighted","LASSO","PAQR8"
"Fold2.Rep11","weighted","LASSO","BCKDHB"
"Fold2.Rep11","weighted","LASSO","TIGIT"
"Fold2.Rep11","weighted","LASSO","FLT3LG"
"Fold2.Rep11","weighted","LASSO","SIDT1"
"Fold2.Rep11","weighted","LASSO","RNF125"
"Fold2.Rep11","weighted","LASSO","RNASEN"
"Fold2.Rep11","weighted","LASSO","SIGLECP3"
"Fold2.Rep11","weighted","LASSO","Septin 1"
"Fold2.Rep11","weighted","LASSO","FAM50B"
"Fold2.Rep11","weighted","LASSO","PATZ1"
"Fold2.Rep11","weighted","LASSO","C12orf65"
"Fold2.Rep11","weighted","LASSO","SSBP2"
"Fold2.Rep11","weighted","LASSO","TCTN1"
"Fold2.Rep11","weighted","LASSO","UPP1"
"Fold2.Rep11","weighted","LASSO","STMN3"
"Fold2.Rep11","weighted","LASSO","RABL2B"
"Fold2.Rep11","weighted","LASSO","PID1"
"Fold2.Rep11","weighted","LASSO","GADD45A"
"Fold2.Rep11","weighted","LASSO","EVL"
"Fold2.Rep11","weighted","LASSO","PASK"
"Fold2.Rep11","weighted","LASSO","TRA@"
"Fold2.Rep11","weighted","LASSO","ABHD15"
"Fold2.Rep11","weighted","LASSO","SAMD3"
"Fold2.Rep11","weighted","LASSO","SGK223"
"Fold2.Rep11","weighted","LASSO","DDHD2"
"Fold2.Rep11","weighted","LASSO","GLOD4"
"Fold2.Rep11","weighted","LASSO","TMEM109"
"Fold2.Rep11","weighted","LASSO","SLC7A6"
"Fold2.Rep11","weighted","LASSO","NPAT"
"Fold2.Rep11","weighted","LASSO","PTGDR"
"Fold2.Rep11","weighted","LASSO","EOMES"
"Fold2.Rep11","weighted","LASSO","FCER1A"
"Fold2.Rep11","weighted","LASSO","TAF3"
"Fold2.Rep11","weighted","LASSO","ANAPC1"
"Fold2.Rep11","weighted","LASSO","KLRG1"
"Fold2.Rep11","weighted","LASSO","CD6"
"Fold2.Rep11","weighted","LASSO","Septin 9"
"Fold2.Rep11","weighted","LASSO","MBOAT2"
"Fold2.Rep11","weighted","LASSO","LILRA5"
"Fold2.Rep11","weighted","LASSO","RFTN1"
"Fold2.Rep11","weighted","LASSO","LYRM7"
"Fold2.Rep11","weighted","LASSO","WBP11"
"Fold2.Rep11","weighted","LASSO","NCALD"
"Fold2.Rep11","weighted","LASSO","GAL3ST4"
"Fold2.Rep11","weighted","LASSO","C19orf29"
"Fold2.Rep11","weighted","glmBoost","S100A8"
"Fold2.Rep11","weighted","glmBoost","S100A12"
"Fold2.Rep11","weighted","glmBoost","EPHX2"
"Fold2.Rep11","weighted","glmBoost","NMT2"
"Fold2.Rep11","weighted","glmBoost","ANXA3"
"Fold2.Rep11","weighted","glmBoost","C19orf59"
"Fold2.Rep11","weighted","glmBoost","GATA3"
"Fold2.Rep11","weighted","glmBoost","P2RY10"
"Fold2.Rep11","weighted","glmBoost","ARG1"
"Fold2.Rep11","weighted","glmBoost","C5orf32"
"Fold2.Rep11","weighted","glmBoost","CD160"
"Fold2.Rep11","weighted","glmBoost","THEM4"
"Fold2.Rep11","weighted","glmBoost","NELL2"
"Fold2.Rep11","weighted","glmBoost","FAM102A"
"Fold2.Rep11","weighted","glmBoost","ABLIM1"
"Fold2.Rep11","weighted","glmBoost","LRRN3"
"Fold2.Rep11","weighted","glmBoost","OSGEPL1"
"Fold2.Rep11","weighted","glmBoost","GATA2"
"Fold2.Rep11","weighted","glmBoost","PJA1"
"Fold2.Rep11","weighted","glmBoost","CD96"
"Fold2.Rep11","weighted","glmBoost","DCAF16"
"Fold2.Rep11","weighted","glmBoost","PTCH1"
"Fold2.Rep11","weighted","glmBoost","IKZF2"
"Fold2.Rep11","weighted","glmBoost","TBC1D4"
"Fold2.Rep11","weighted","glmBoost","CSRP2BP"
"Fold2.Rep11","weighted","glmBoost","FBXL16"
"Fold2.Rep11","weighted","glmBoost","SIRPG"
"Fold2.Rep11","weighted","glmBoost","C2orf89"
"Fold2.Rep11","weighted","glmBoost","KIAA0748"
"Fold2.Rep11","weighted","glmBoost","LEF1"
"Fold2.Rep11","weighted","glmBoost","NAT10"
"Fold2.Rep11","weighted","glmBoost","PLEKHA1"
"Fold2.Rep11","weighted","glmBoost","FAM43A"
"Fold2.Rep11","weighted","glmBoost","SBK1"
"Fold2.Rep11","weighted","glmBoost","TTC27"
"Fold2.Rep11","weighted","glmBoost","KLF12"
"Fold2.Rep11","weighted","glmBoost","NR1D2"
"Fold2.Rep11","weighted","glmBoost","PAFAH2"
"Fold2.Rep11","weighted","glmBoost","POLR1B"
"Fold2.Rep11","weighted","glmBoost","DYRK2"
"Fold2.Rep11","weighted","glmBoost","KIAA0182"
"Fold2.Rep11","weighted","glmBoost","MAN1C1"
"Fold2.Rep11","weighted","glmBoost","ZNF549"
"Fold2.Rep11","weighted","glmBoost","MTR"
"Fold2.Rep11","weighted","glmBoost","RABL2A"
"Fold2.Rep11","weighted","glmBoost","IL11RA"
"Fold2.Rep11","weighted","glmBoost","BACH2"
"Fold2.Rep11","weighted","glmBoost","TXN"
"Fold2.Rep11","weighted","glmBoost","PRKCQ"
"Fold2.Rep11","weighted","glmBoost","UBASH3A"
"Fold2.Rep11","weighted","glmBoost","NLRC3"
"Fold2.Rep11","weighted","glmBoost","ZNHIT6"
"Fold2.Rep11","weighted","glmBoost","CCR6"
"Fold2.Rep11","weighted","glmBoost","KDM2B"
"Fold2.Rep11","weighted","glmBoost","PAQR8"
"Fold2.Rep11","weighted","glmBoost","BCKDHB"
"Fold2.Rep11","weighted","glmBoost","TIGIT"
"Fold2.Rep11","weighted","glmBoost","FLT3LG"
"Fold2.Rep11","weighted","glmBoost","SIDT1"
"Fold2.Rep11","weighted","glmBoost","RNF125"
"Fold2.Rep11","weighted","glmBoost","RNASEN"
"Fold2.Rep11","weighted","glmBoost","SIGLECP3"
"Fold2.Rep11","weighted","glmBoost","Septin 1"
"Fold2.Rep11","weighted","glmBoost","FAM50B"
"Fold2.Rep11","weighted","glmBoost","PATZ1"
"Fold2.Rep11","weighted","glmBoost","C12orf65"
"Fold2.Rep11","weighted","glmBoost","SSBP2"
"Fold2.Rep11","weighted","glmBoost","TCTN1"
"Fold2.Rep11","weighted","glmBoost","UPP1"
"Fold2.Rep11","weighted","glmBoost","STMN3"
"Fold2.Rep11","weighted","glmBoost","RABL2B"
"Fold2.Rep11","weighted","glmBoost","PID1"
"Fold2.Rep11","weighted","glmBoost","GADD45A"
"Fold2.Rep11","weighted","glmBoost","EVL"
"Fold2.Rep11","weighted","glmBoost","PASK"
"Fold2.Rep11","weighted","glmBoost","TRA@"
"Fold2.Rep11","weighted","glmBoost","ABHD15"
"Fold2.Rep11","weighted","glmBoost","SAMD3"
"Fold2.Rep11","weighted","glmBoost","SGK223"
"Fold2.Rep11","weighted","glmBoost","DDHD2"
"Fold2.Rep11","weighted","glmBoost","GLOD4"
"Fold2.Rep11","weighted","glmBoost","TMEM109"
"Fold2.Rep11","weighted","glmBoost","SLC7A6"
"Fold2.Rep11","weighted","glmBoost","NPAT"
"Fold2.Rep11","weighted","glmBoost","PTGDR"
"Fold2.Rep11","weighted","glmBoost","EOMES"
"Fold2.Rep11","weighted","glmBoost","FCER1A"
"Fold2.Rep11","weighted","glmBoost","TAF3"
"Fold2.Rep11","weighted","glmBoost","ANAPC1"
"Fold2.Rep11","weighted","glmBoost","KLRG1"
"Fold2.Rep11","weighted","glmBoost","CD6"
"Fold2.Rep11","weighted","glmBoost","Septin 9"
"Fold2.Rep11","weighted","glmBoost","MBOAT2"
"Fold2.Rep11","weighted","glmBoost","LILRA5"
"Fold2.Rep11","weighted","glmBoost","RFTN1"
"Fold2.Rep11","weighted","glmBoost","LYRM7"
"Fold2.Rep11","weighted","glmBoost","WBP11"
"Fold2.Rep11","weighted","glmBoost","NCALD"
"Fold2.Rep11","weighted","glmBoost","GAL3ST4"
"Fold2.Rep11","weighted","glmBoost","C19orf29"
"Fold2.Rep11","weighted","Ranger","S100A8"
"Fold2.Rep11","weighted","Ranger","S100A12"
"Fold2.Rep11","weighted","Ranger","EPHX2"
"Fold2.Rep11","weighted","Ranger","NMT2"
"Fold2.Rep11","weighted","Ranger","ANXA3"
"Fold2.Rep11","weighted","Ranger","C19orf59"
"Fold2.Rep11","weighted","Ranger","GATA3"
"Fold2.Rep11","weighted","Ranger","P2RY10"
"Fold2.Rep11","weighted","Ranger","ARG1"
"Fold2.Rep11","weighted","Ranger","C5orf32"
"Fold2.Rep11","weighted","Ranger","CD160"
"Fold2.Rep11","weighted","Ranger","THEM4"
"Fold2.Rep11","weighted","Ranger","NELL2"
"Fold2.Rep11","weighted","Ranger","FAM102A"
"Fold2.Rep11","weighted","Ranger","ABLIM1"
"Fold2.Rep11","weighted","Ranger","LRRN3"
"Fold2.Rep11","weighted","Ranger","OSGEPL1"
"Fold2.Rep11","weighted","Ranger","GATA2"
"Fold2.Rep11","weighted","Ranger","PJA1"
"Fold2.Rep11","weighted","Ranger","CD96"
"Fold2.Rep11","weighted","Ranger","DCAF16"
"Fold2.Rep11","weighted","Ranger","PTCH1"
"Fold2.Rep11","weighted","Ranger","IKZF2"
"Fold2.Rep11","weighted","Ranger","TBC1D4"
"Fold2.Rep11","weighted","Ranger","CSRP2BP"
"Fold2.Rep11","weighted","Ranger","FBXL16"
"Fold2.Rep11","weighted","Ranger","SIRPG"
"Fold2.Rep11","weighted","Ranger","C2orf89"
"Fold2.Rep11","weighted","Ranger","KIAA0748"
"Fold2.Rep11","weighted","Ranger","LEF1"
"Fold2.Rep11","weighted","Ranger","NAT10"
"Fold2.Rep11","weighted","Ranger","PLEKHA1"
"Fold2.Rep11","weighted","Ranger","FAM43A"
"Fold2.Rep11","weighted","Ranger","SBK1"
"Fold2.Rep11","weighted","Ranger","TTC27"
"Fold2.Rep11","weighted","Ranger","KLF12"
"Fold2.Rep11","weighted","Ranger","NR1D2"
"Fold2.Rep11","weighted","Ranger","PAFAH2"
"Fold2.Rep11","weighted","Ranger","POLR1B"
"Fold2.Rep11","weighted","Ranger","DYRK2"
"Fold2.Rep11","weighted","Ranger","KIAA0182"
"Fold2.Rep11","weighted","Ranger","MAN1C1"
"Fold2.Rep11","weighted","Ranger","ZNF549"
"Fold2.Rep11","weighted","Ranger","MTR"
"Fold2.Rep11","weighted","Ranger","RABL2A"
"Fold2.Rep11","weighted","Ranger","IL11RA"
"Fold2.Rep11","weighted","Ranger","BACH2"
"Fold2.Rep11","weighted","Ranger","TXN"
"Fold2.Rep11","weighted","Ranger","PRKCQ"
"Fold2.Rep11","weighted","Ranger","UBASH3A"
"Fold2.Rep11","weighted","Ranger","NLRC3"
"Fold2.Rep11","weighted","Ranger","ZNHIT6"
"Fold2.Rep11","weighted","Ranger","CCR6"
"Fold2.Rep11","weighted","Ranger","KDM2B"
"Fold2.Rep11","weighted","Ranger","PAQR8"
"Fold2.Rep11","weighted","Ranger","BCKDHB"
"Fold2.Rep11","weighted","Ranger","TIGIT"
"Fold2.Rep11","weighted","Ranger","FLT3LG"
"Fold2.Rep11","weighted","Ranger","SIDT1"
"Fold2.Rep11","weighted","Ranger","RNF125"
"Fold2.Rep11","weighted","Ranger","RNASEN"
"Fold2.Rep11","weighted","Ranger","SIGLECP3"
"Fold2.Rep11","weighted","Ranger","Septin 1"
"Fold2.Rep11","weighted","Ranger","FAM50B"
"Fold2.Rep11","weighted","Ranger","PATZ1"
"Fold2.Rep11","weighted","Ranger","C12orf65"
"Fold2.Rep11","weighted","Ranger","SSBP2"
"Fold2.Rep11","weighted","Ranger","TCTN1"
"Fold2.Rep11","weighted","Ranger","UPP1"
"Fold2.Rep11","weighted","Ranger","STMN3"
"Fold2.Rep11","weighted","Ranger","RABL2B"
"Fold2.Rep11","weighted","Ranger","PID1"
"Fold2.Rep11","weighted","Ranger","GADD45A"
"Fold2.Rep11","weighted","Ranger","EVL"
"Fold2.Rep11","weighted","Ranger","PASK"
"Fold2.Rep11","weighted","Ranger","TRA@"
"Fold2.Rep11","weighted","Ranger","ABHD15"
"Fold2.Rep11","weighted","Ranger","SAMD3"
"Fold2.Rep11","weighted","Ranger","SGK223"
"Fold2.Rep11","weighted","Ranger","DDHD2"
"Fold2.Rep11","weighted","Ranger","GLOD4"
"Fold2.Rep11","weighted","Ranger","TMEM109"
"Fold2.Rep11","weighted","Ranger","SLC7A6"
"Fold2.Rep11","weighted","Ranger","NPAT"
"Fold2.Rep11","weighted","Ranger","PTGDR"
"Fold2.Rep11","weighted","Ranger","EOMES"
"Fold2.Rep11","weighted","Ranger","FCER1A"
"Fold2.Rep11","weighted","Ranger","TAF3"
"Fold2.Rep11","weighted","Ranger","ANAPC1"
"Fold2.Rep11","weighted","Ranger","KLRG1"
"Fold2.Rep11","weighted","Ranger","CD6"
"Fold2.Rep11","weighted","Ranger","Septin 9"
"Fold2.Rep11","weighted","Ranger","MBOAT2"
"Fold2.Rep11","weighted","Ranger","LILRA5"
"Fold2.Rep11","weighted","Ranger","RFTN1"
"Fold2.Rep11","weighted","Ranger","LYRM7"
"Fold2.Rep11","weighted","Ranger","WBP11"
"Fold2.Rep11","weighted","Ranger","NCALD"
"Fold2.Rep11","weighted","Ranger","GAL3ST4"
"Fold2.Rep11","weighted","Ranger","C19orf29"
"Fold2.Rep11","weighted","XGBoost","S100A8"
"Fold2.Rep11","weighted","XGBoost","S100A12"
"Fold2.Rep11","weighted","XGBoost","EPHX2"
"Fold2.Rep11","weighted","XGBoost","NMT2"
"Fold2.Rep11","weighted","XGBoost","ANXA3"
"Fold2.Rep11","weighted","XGBoost","C19orf59"
"Fold2.Rep11","weighted","XGBoost","GATA3"
"Fold2.Rep11","weighted","XGBoost","P2RY10"
"Fold2.Rep11","weighted","XGBoost","ARG1"
"Fold2.Rep11","weighted","XGBoost","C5orf32"
"Fold2.Rep11","weighted","XGBoost","CD160"
"Fold2.Rep11","weighted","XGBoost","THEM4"
"Fold2.Rep11","weighted","XGBoost","NELL2"
"Fold2.Rep11","weighted","XGBoost","FAM102A"
"Fold2.Rep11","weighted","XGBoost","ABLIM1"
"Fold2.Rep11","weighted","XGBoost","LRRN3"
"Fold2.Rep11","weighted","XGBoost","OSGEPL1"
"Fold2.Rep11","weighted","XGBoost","GATA2"
"Fold2.Rep11","weighted","XGBoost","PJA1"
"Fold2.Rep11","weighted","XGBoost","CD96"
"Fold2.Rep11","weighted","XGBoost","DCAF16"
"Fold2.Rep11","weighted","XGBoost","PTCH1"
"Fold2.Rep11","weighted","XGBoost","IKZF2"
"Fold2.Rep11","weighted","XGBoost","TBC1D4"
"Fold2.Rep11","weighted","XGBoost","CSRP2BP"
"Fold2.Rep11","weighted","XGBoost","FBXL16"
"Fold2.Rep11","weighted","XGBoost","SIRPG"
"Fold2.Rep11","weighted","XGBoost","C2orf89"
"Fold2.Rep11","weighted","XGBoost","KIAA0748"
"Fold2.Rep11","weighted","XGBoost","LEF1"
"Fold2.Rep11","weighted","XGBoost","NAT10"
"Fold2.Rep11","weighted","XGBoost","PLEKHA1"
"Fold2.Rep11","weighted","XGBoost","FAM43A"
"Fold2.Rep11","weighted","XGBoost","SBK1"
"Fold2.Rep11","weighted","XGBoost","TTC27"
"Fold2.Rep11","weighted","XGBoost","KLF12"
"Fold2.Rep11","weighted","XGBoost","NR1D2"
"Fold2.Rep11","weighted","XGBoost","PAFAH2"
"Fold2.Rep11","weighted","XGBoost","POLR1B"
"Fold2.Rep11","weighted","XGBoost","DYRK2"
"Fold2.Rep11","weighted","XGBoost","KIAA0182"
"Fold2.Rep11","weighted","XGBoost","MAN1C1"
"Fold2.Rep11","weighted","XGBoost","ZNF549"
"Fold2.Rep11","weighted","XGBoost","MTR"
"Fold2.Rep11","weighted","XGBoost","RABL2A"
"Fold2.Rep11","weighted","XGBoost","IL11RA"
"Fold2.Rep11","weighted","XGBoost","BACH2"
"Fold2.Rep11","weighted","XGBoost","TXN"
"Fold2.Rep11","weighted","XGBoost","PRKCQ"
"Fold2.Rep11","weighted","XGBoost","UBASH3A"
"Fold2.Rep11","weighted","XGBoost","NLRC3"
"Fold2.Rep11","weighted","XGBoost","ZNHIT6"
"Fold2.Rep11","weighted","XGBoost","CCR6"
"Fold2.Rep11","weighted","XGBoost","KDM2B"
"Fold2.Rep11","weighted","XGBoost","PAQR8"
"Fold2.Rep11","weighted","XGBoost","BCKDHB"
"Fold2.Rep11","weighted","XGBoost","TIGIT"
"Fold2.Rep11","weighted","XGBoost","FLT3LG"
"Fold2.Rep11","weighted","XGBoost","SIDT1"
"Fold2.Rep11","weighted","XGBoost","RNF125"
"Fold2.Rep11","weighted","XGBoost","RNASEN"
"Fold2.Rep11","weighted","XGBoost","SIGLECP3"
"Fold2.Rep11","weighted","XGBoost","Septin 1"
"Fold2.Rep11","weighted","XGBoost","FAM50B"
"Fold2.Rep11","weighted","XGBoost","PATZ1"
"Fold2.Rep11","weighted","XGBoost","C12orf65"
"Fold2.Rep11","weighted","XGBoost","SSBP2"
"Fold2.Rep11","weighted","XGBoost","TCTN1"
"Fold2.Rep11","weighted","XGBoost","UPP1"
"Fold2.Rep11","weighted","XGBoost","STMN3"
"Fold2.Rep11","weighted","XGBoost","RABL2B"
"Fold2.Rep11","weighted","XGBoost","PID1"
"Fold2.Rep11","weighted","XGBoost","GADD45A"
"Fold2.Rep11","weighted","XGBoost","EVL"
"Fold2.Rep11","weighted","XGBoost","PASK"
"Fold2.Rep11","weighted","XGBoost","TRA@"
"Fold2.Rep11","weighted","XGBoost","ABHD15"
"Fold2.Rep11","weighted","XGBoost","SAMD3"
"Fold2.Rep11","weighted","XGBoost","SGK223"
"Fold2.Rep11","weighted","XGBoost","DDHD2"
"Fold2.Rep11","weighted","XGBoost","GLOD4"
"Fold2.Rep11","weighted","XGBoost","TMEM109"
"Fold2.Rep11","weighted","XGBoost","SLC7A6"
"Fold2.Rep11","weighted","XGBoost","NPAT"
"Fold2.Rep11","weighted","XGBoost","PTGDR"
"Fold2.Rep11","weighted","XGBoost","EOMES"
"Fold2.Rep11","weighted","XGBoost","FCER1A"
"Fold2.Rep11","weighted","XGBoost","TAF3"
"Fold2.Rep11","weighted","XGBoost","ANAPC1"
"Fold2.Rep11","weighted","XGBoost","KLRG1"
"Fold2.Rep11","weighted","XGBoost","CD6"
"Fold2.Rep11","weighted","XGBoost","Septin 9"
"Fold2.Rep11","weighted","XGBoost","MBOAT2"
"Fold2.Rep11","weighted","XGBoost","LILRA5"
"Fold2.Rep11","weighted","XGBoost","RFTN1"
"Fold2.Rep11","weighted","XGBoost","LYRM7"
"Fold2.Rep11","weighted","XGBoost","WBP11"
"Fold2.Rep11","weighted","XGBoost","NCALD"
"Fold2.Rep11","weighted","XGBoost","GAL3ST4"
"Fold2.Rep11","weighted","XGBoost","C19orf29"
"Fold3.Rep11","weighted","LASSO","S100A8"
"Fold3.Rep11","weighted","LASSO","S100A12"
"Fold3.Rep11","weighted","LASSO","EPHX2"
"Fold3.Rep11","weighted","LASSO","NMT2"
"Fold3.Rep11","weighted","LASSO","ANXA3"
"Fold3.Rep11","weighted","LASSO","ARG1"
"Fold3.Rep11","weighted","LASSO","GATA2"
"Fold3.Rep11","weighted","LASSO","C19orf59"
"Fold3.Rep11","weighted","LASSO","GATA3"
"Fold3.Rep11","weighted","LASSO","LRRN3"
"Fold3.Rep11","weighted","LASSO","P2RY10"
"Fold3.Rep11","weighted","LASSO","NAT10"
"Fold3.Rep11","weighted","LASSO","ABLIM1"
"Fold3.Rep11","weighted","LASSO","C5orf32"
"Fold3.Rep11","weighted","LASSO","PTCH1"
"Fold3.Rep11","weighted","LASSO","TXN"
"Fold3.Rep11","weighted","LASSO","FAM102A"
"Fold3.Rep11","weighted","LASSO","PJA1"
"Fold3.Rep11","weighted","LASSO","CCR6"
"Fold3.Rep11","weighted","LASSO","THEM4"
"Fold3.Rep11","weighted","LASSO","DCAF16"
"Fold3.Rep11","weighted","LASSO","CD96"
"Fold3.Rep11","weighted","LASSO","CSRP2BP"
"Fold3.Rep11","weighted","LASSO","FBXL16"
"Fold3.Rep11","weighted","LASSO","NELL2"
