"fold","strategy","algorithm","ROC_AUC","PR_AUC","sensitivity","specificity","balanced_accuracy","PPV","NPV","F1","MCC","Brier","calibration_slope"
"Fold2.Rep10","unweighted","glmBoost",0.999269005847953,0.999956859206933,0.993421052631579,0.888888888888889,0.941154970760234,0.993421052631579,0.888888888888889,0.993421052631579,0.882309941520468,0.00887285379368187,3.73330057399276
"Fold2.Rep10","unweighted","Ranger",0.997076023391813,0.99982571305627,1,0.888888888888889,0.944444444444444,0.993464052287582,1,0.99672131147541,0.939722915326088,0.00766899378881988,1.76006444182807
"Fold2.Rep10","unweighted","XGBoost",0.998538011695906,0.999913433654095,1,0.888888888888889,0.944444444444444,0.993464052287582,1,0.99672131147541,0.939722915326088,0.00821380391072505,2.28589023133351
"Fold3.Rep10","unweighted","LASSO",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00524147275805032,82.2691795337262
"Fold3.Rep10","unweighted","glmBoost",1,1,1,0.75,0.875,0.987012987012987,1,0.993464052287582,0.86038348441828,0.00948566155413022,137.296059674145
"Fold3.Rep10","unweighted","Ranger",0.998355263157895,0.999914280512879,0.993421052631579,0.875,0.934210526315789,0.993421052631579,0.875,0.993421052631579,0.868421052631579,0.007125275,1.84142849468066
"Fold3.Rep10","unweighted","XGBoost",0.998355263157895,0.999914280512879,0.993421052631579,0.875,0.934210526315789,0.993421052631579,0.875,0.993421052631579,0.868421052631579,0.0085782923069944,1.15529597989854
"Fold4.Rep10","unweighted","LASSO",1,1,1,1,1,1,1,1,1,0.000707129680320818,12.5956236286107
"Fold4.Rep10","unweighted","glmBoost",1,1,1,1,1,1,1,1,1,0.00258094378429575,16.0663500500073
"Fold4.Rep10","unweighted","Ranger",1,1,1,1,1,1,1,1,1,0.0015597,15.6099144188926
"Fold4.Rep10","unweighted","XGBoost",1,1,1,1,1,1,1,1,1,0.000519470265914207,10.4684420432867
"Fold5.Rep10","unweighted","LASSO",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00546740049772794,26.9555029303301
"Fold5.Rep10","unweighted","glmBoost",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.0104651480486382,395.484799465897
"Fold5.Rep10","unweighted","Ranger",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00473115,80.4137739281289
"Fold5.Rep10","unweighted","XGBoost",0.999177631578947,0.999956859206933,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00555177021403268,1.77677762626891
"Fold1.Rep11","unweighted","LASSO",0.998355263157895,0.999913433654095,1,0.75,0.875,0.987012987012987,1,0.993464052287582,0.86038348441828,0.0101373625961085,3.90329526042257
"Fold1.Rep11","unweighted","glmBoost",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00968128460142756,1158.9865053539
"Fold1.Rep11","unweighted","Ranger",0.996710526315789,0.99982571305627,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.008703925,1.78258694445943
"Fold1.Rep11","unweighted","XGBoost",0.996710526315789,0.99982571305627,0.993421052631579,0.875,0.934210526315789,0.993421052631579,0.875,0.993421052631579,0.868421052631579,0.0116943289107079,1.85427032597176
"Fold2.Rep11","unweighted","LASSO",1,1,0.993421052631579,1,0.996710526315789,1,0.9,0.996699669966997,0.945557479674515,0.00611944394881373,28.2611578188871
"Fold2.Rep11","unweighted","glmBoost",1,1,1,1,1,1,1,1,1,0.00671903472945394,57.5222562323806
"Fold2.Rep11","unweighted","Ranger",1,1,1,1,1,1,1,1,1,0.00307898262939959,21.081579574534
"Fold2.Rep11","unweighted","XGBoost",1,1,1,1,1,1,1,1,1,0.000808376236142884,11.9342096848268
"Fold3.Rep11","unweighted","LASSO",1,1,1,0.888888888888889,0.944444444444444,0.993464052287582,1,0.99672131147541,0.939722915326088,0.00378300117450931,35.8473915527886
"Fold3.Rep11","unweighted","glmBoost",0.999269005847953,0.999956859206933,1,0.666666666666667,0.833333333333333,0.980645161290323,1,0.990228013029316,0.808556393123086,0.0113549728645281,6.99468419084045
"Fold3.Rep11","unweighted","Ranger",1,1,1,0.888888888888889,0.944444444444444,0.993464052287582,1,0.99672131147541,0.939722915326088,0.00438782608695652,30.6066379802864
"Fold3.Rep11","unweighted","XGBoost",1,1,1,0.888888888888889,0.944444444444444,0.993464052287582,1,0.99672131147541,0.939722915326088,0.00432102441135585,18.967668809947
"Fold4.Rep11","unweighted","LASSO",1,1,1,0.75,0.875,0.987012987012987,1,0.993464052287582,0.86038348441828,0.00910032096917135,41.5031441171388
"Fold4.Rep11","unweighted","glmBoost",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00847011649891975,51.4501849411978
"Fold4.Rep11","unweighted","Ranger",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.004425625,40.7290522031564
"Fold4.Rep11","unweighted","XGBoost",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00421780908606494,16.9329130936159
"Fold5.Rep11","unweighted","LASSO",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00413447964594841,30.9510345908546
"Fold5.Rep11","unweighted","glmBoost",1,1,1,1,1,1,1,1,1,0.00563604055801799,31.2613324223565
"Fold5.Rep11","unweighted","Ranger",1,1,0.993421052631579,1,0.996710526315789,1,0.888888888888889,0.996699669966997,0.939702578304707,0.0041413,25.0599371994346
"Fold5.Rep11","unweighted","XGBoost",1,1,0.993421052631579,1,0.996710526315789,1,0.888888888888889,0.996699669966997,0.939702578304707,0.00540289681731351,72.6437142685162
"Fold1.Rep12","unweighted","LASSO",0.999177631578947,0.999956859206933,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00497566231456386,2.1218828983994
"Fold1.Rep12","unweighted","glmBoost",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.0100404551858524,810.87204365173
"Fold1.Rep12","unweighted","Ranger",1,1,1,1,1,1,1,1,1,0.00404685,28.2305071241967
"Fold1.Rep12","unweighted","XGBoost",1,1,1,1,1,1,1,1,1,0.00141157232020567,11.4068037666768
"Fold2.Rep12","unweighted","LASSO",1,1,1,0.555555555555556,0.777777777777778,0.974358974358974,1,0.987012987012987,0.735738092877174,0.0128541438667407,57.7982650398772
"Fold2.Rep12","unweighted","glmBoost",1,1,1,0.777777777777778,0.888888888888889,0.987012987012987,1,0.993464052287582,0.876171654230361,0.0102742566572469,63.6603918898919
"Fold2.Rep12","unweighted","Ranger",0.997076023391813,0.999827140863208,0.993421052631579,0.777777777777778,0.885599415204678,0.986928104575163,0.875,0.99016393442623,0.815302364859394,0.0098477748447205,1.16128719873208
"Fold2.Rep12","unweighted","XGBoost",0.992324561403509,0.99954048582662,1,0.777777777777778,0.888888888888889,0.987012987012987,1,0.993464052287582,0.876171654230361,0.014124346768403,1.55340217536389
"Fold3.Rep12","unweighted","LASSO",1,1,1,1,1,1,1,1,1,0.000141848449236003,7.47691517020893
"Fold3.Rep12","unweighted","glmBoost",1,1,1,1,1,1,1,1,1,0.00474986311243248,28.530480768586
"Fold3.Rep12","unweighted","Ranger",1,1,1,1,1,1,1,1,1,0.0004859,11.2363921290356
"Fold3.Rep12","unweighted","XGBoost",1,1,1,1,1,1,1,1,1,0.000119353545566842,7.78248095976986
"Fold4.Rep12","unweighted","LASSO",1,1,1,1,1,1,1,1,1,0.00486115668397185,27.5230089381858
"Fold4.Rep12","unweighted","glmBoost",1,1,1,1,1,1,1,1,1,0.0056871863415972,32.638195569812
"Fold4.Rep12","unweighted","Ranger",1,1,0.993421052631579,1,0.996710526315789,1,0.888888888888889,0.996699669966997,0.939702578304707,0.00416955,36.9948736122658
