"iteration","seed","algorithm","ROC_AUC","PR_AUC","sensitivity","specificity","balanced_accuracy","PPV","NPV","F1","MCC","Brier","calibration_slope"
59,20270777,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0275768094124565,21.2842167232484
59,20270777,"Ranger",1,1,0.75,1,0.875,1,0.8,0.857142857142857,0.774596669241483,0.0514231481481481,40.1907349425988
59,20270777,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0399069344443509,9.88644504939278
60,20270778,"LASSO",1,1,1,1,1,1,1,1,1,0.00209653637716284,11.2815199139311
60,20270778,"glmBoost",1,1,1,1,1,1,1,1,1,0.00441638905526071,14.7734576269839
60,20270778,"Ranger",1,1,1,1,1,1,1,1,1,0.00816481481481482,20.3643815982688
60,20270778,"XGBoost",1,1,1,1,1,1,1,1,1,0.00223236177535212,10.3730795328451
61,20270779,"LASSO",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0308280191053744,39.9559961521264
61,20270779,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0245615367040154,27.3914974164155
61,20270779,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0177324074074074,18.9752184759733
61,20270779,"XGBoost",0.986111111111111,0.98607882627807,0.833333333333333,0.916666666666667,0.875,0.909090909090909,0.846153846153846,0.869565217391304,0.752617809006382,0.101898701317739,0.792072749830206
62,20270780,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0191909590091974,26.1617654677258
62,20270780,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0185519481735027,22.9209622016401
62,20270780,"Ranger",1,1,1,1,1,1,1,1,1,0.0106462962962963,16.0928836886102
62,20270780,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.032786727852939,28.3801659537654
63,20270781,"LASSO",1,1,1,1,1,1,1,1,1,0.00225183707144858,9.9373808842192
63,20270781,"glmBoost",1,1,1,1,1,1,1,1,1,0.00336625820351363,11.3453874512345
63,20270781,"Ranger",1,1,1,1,1,1,1,1,1,0.00238703703703704,11.4187404410922
63,20270781,"XGBoost",1,1,1,1,1,1,1,1,1,0.00165067874591501,8.24589486571758
64,20270782,"LASSO",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0481106269564941,1.04727459012617
64,20270782,"glmBoost",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0448789310674596,1.52368206961462
64,20270782,"Ranger",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0343282407407407,2.64696047990065
64,20270782,"XGBoost",0.947916666666667,0.968119720058615,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0437831840018713,1.13134170656669
65,20270783,"LASSO",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0375941416197044,26.7004499115313
65,20270783,"glmBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0408291311809533,30.877237422711
65,20270783,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0340115740740741,37.6749608515236
65,20270783,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0660070996758056,154.712586805468
66,20270784,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0260250048190246,122.783224226113
66,20270784,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0227990376028973,59.7797270437201
66,20270784,"Ranger",1,1,1,1,1,1,1,1,1,0.0175101851851852,47.0782430367258
66,20270784,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.833333333333333,0.0681679828805537,0.890505367732059
67,20270785,"LASSO",1,1,1,1,1,1,1,1,1,0.0215150300114904,87.08335353351
67,20270785,"glmBoost",1,1,1,1,1,1,1,1,1,0.0198060034432062,97.6295704514053
67,20270785,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0216560185185185,92.9292283119211
67,20270785,"XGBoost",1,1,1,0.833333333333333,0.916666666666667,0.857142857142857,1,0.923076923076923,0.845154254728517,0.0641537943284547,47.3354506157047
68,20270786,"LASSO",1,1,1,1,1,1,1,1,1,0.00812915340100992,18.3673118249592
68,20270786,"glmBoost",1,1,1,1,1,1,1,1,1,0.00758631941367282,17.9733545906856
68,20270786,"Ranger",1,1,1,1,1,1,1,1,1,0.00455277777777778,14.3407905492668
68,20270786,"XGBoost",1,1,1,1,1,1,1,1,1,0.00165624035250848,8.90203409244031
69,20270787,"LASSO",1,1,1,1,1,1,1,1,1,0.00114504422357307,9.78647929857627
69,20270787,"glmBoost",1,1,1,1,1,1,1,1,1,0.00391429587010286,12.9022189748617
69,20270787,"Ranger",1,1,1,1,1,1,1,1,1,0.00562638888888889,14.357434375127
69,20270787,"XGBoost",1,1,1,1,1,1,1,1,1,0.00149509649103589,8.1400416655793
70,20270788,"LASSO",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0180403214637149,14.7844211260879
70,20270788,"glmBoost",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0199686888386512,19.4664006927098
70,20270788,"Ranger",1,1,1,1,1,1,1,1,1,0.0121337962962963,21.5695303171981
70,20270788,"XGBoost",0.996527777777778,0.996616561068642,1,0.833333333333333,0.916666666666667,0.857142857142857,1,0.923076923076923,0.845154254728517,0.0709104555338413,101.23233735832
71,20270789,"LASSO",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0304164799622879,2.5877031905747
71,20270789,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0291882690837451,239.493589747544
71,20270789,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.032237962962963,70.6525618109277
71,20270789,"XGBoost",0.986111111111111,0.98607882627807,0.833333333333333,0.916666666666667,0.875,0.909090909090909,0.846153846153846,0.869565217391304,0.752617809006382,0.0930204833253444,0.896776956921982
72,20270790,"LASSO",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0486477065474374,45.2096070302355
72,20270790,"glmBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.03844978582436,30.9900327676276
72,20270790,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.041162037037037,39.278653432338
72,20270790,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0360509710309133,49.8909004047128
73,20270791,"LASSO",1,1,1,1,1,1,1,1,1,0.0258406493881727,36.8803599337947
73,20270791,"glmBoost",1,1,1,1,1,1,1,1,1,0.0116814667173741,23.4299248564138
73,20270791,"Ranger",1,1,1,1,1,1,1,1,1,0.00961759259259259,20.7941027677003
73,20270791,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0269695857708453,35.9991511606365
74,20270792,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0229874823344807,24.7151070985394
74,20270792,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0242719848938057,27.2939236494023
74,20270792,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0242694444444444,26.0452707089587
74,20270792,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0372777436357214,2.43078458694083
75,20270793,"LASSO",1,1,1,1,1,1,1,1,1,0.00210838865963396,11.9173074694749
75,20270793,"glmBoost",1,1,1,1,1,1,1,1,1,0.00474131920741305,14.3460239769074
75,20270793,"Ranger",1,1,1,1,1,1,1,1,1,0.0118365740740741,19.3261764446524
75,20270793,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0374918199262745,20.0289963216945
76,20270794,"LASSO",1,1,1,1,1,1,1,1,1,0.010295190221598,16.8074981139893
76,20270794,"glmBoost",1,1,1,1,1,1,1,1,1,0.0135123190318705,19.5240752951733
76,20270794,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0173921296296296,16.3315274603293
76,20270794,"XGBoost",1,1,1,1,1,1,1,1,1,0.00991545825439265,13.4465208937312
77,20270795,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0393276226421518,75.8928639255254
77,20270795,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.037686012894097,53.5491692975863
77,20270795,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0367819444444444,73.5064212967496
77,20270795,"XGBoost",0.944444444444444,0.962594288192828,0.833333333333333,0.916666666666667,0.875,0.909090909090909,0.846153846153846,0.869565217391304,0.752617809006382,0.0831768675079736,0.926454397572465
78,20270796,"LASSO",1,1,1,1,1,1,1,1,1,0.0115039105096689,23.9433853353465
78,20270796,"glmBoost",1,1,1,1,1,1,1,1,1,0.00798269486880177,20.2695189282771
78,20270796,"Ranger",1,1,1,1,1,1,1,1,1,0.0149847222222222,35.435412687957
78,20270796,"XGBoost",0.986111111111111,0.987648671307713,0.916666666666667,0.833333333333333,0.875,0.846153846153846,0.909090909090909,0.88,0.752617809006382,0.0957443014363481,0.818208394190391
79,20270797,"LASSO",1,1,1,1,1,1,1,1,1,0.0149312053532665,18.2814861566545
79,20270797,"glmBoost",1,1,1,1,1,1,1,1,1,0.0132961439633113,17.3649959021955
79,20270797,"Ranger",1,1,1,1,1,1,1,1,1,0.00939305555555556,16.8109495356099
79,20270797,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0330437245893142,50.1842939753773
80,20270798,"LASSO",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0276407431925033,40.8978196681034
80,20270798,"glmBoost",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0235373156585412,58.3222405554149
80,20270798,"Ranger",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.030124537037037,165.58202875313
80,20270798,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.833333333333333,0.0454145084279419,1.13702033799535
81,20270799,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.018745028823085,27.6333840870613
81,20270799,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0262243716992564,69.0490659502956
81,20270799,"Ranger",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0271699074074074,2.58874840817504
81,20270799,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.833333333333333,0.0579996375583199,0.975945924344038
82,20270800,"LASSO",1,1,1,1,1,1,1,1,1,0.0161740184859258,30.0107683826707
82,20270800,"glmBoost",1,1,1,1,1,1,1,1,1,0.0173703615636145,29.0206841869149
82,20270800,"Ranger",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0355708333333333,3.82412537769265
82,20270800,"XGBoost",1,1,1,1,1,1,1,1,1,0.00212556645451225,9.26740330043684
83,20270801,"LASSO",1,1,1,1,1,1,1,1,1,0.00614964588526157,10.8840930911963
83,20270801,"glmBoost",1,1,1,1,1,1,1,1,1,0.00797408854906158,14.6752212620033
83,20270801,"Ranger",1,1,1,1,1,1,1,1,1,0.0102842592592593,16.7831545220764
83,20270801,"XGBoost",1,1,1,1,1,1,1,1,1,0.00750593193114007,18.4012801882067
84,20270802,"LASSO",1,1,1,1,1,1,1,1,1,0.0222271956955618,71.6633078778995
84,20270802,"glmBoost",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0292823835686623,4.08463936640693
84,20270802,"Ranger",0.993055555555556,0.993329774360539,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.040725462962963,2.82727550883182
84,20270802,"XGBoost",0.993055555555556,0.993329774360539,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0384055298683218,1.45424031933664
85,20270803,"LASSO",1,1,1,1,1,1,1,1,1,0.0157153130716239,15.4715040683458
85,20270803,"glmBoost",1,1,1,1,1,1,1,1,1,0.00978929827660676,12.7353148856115
85,20270803,"Ranger",1,1,1,1,1,1,1,1,1,0.0116976851851852,15.3594959547269
85,20270803,"XGBoost",1,1,1,0.833333333333333,0.916666666666667,0.857142857142857,1,0.923076923076923,0.845154254728517,0.0381640784218637,19.0394482398341
86,20270804,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0223399869622949,33.1137283029055
86,20270804,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0205666528892192,28.7835032674801
86,20270804,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0186138888888889,21.9545524387137
86,20270804,"XGBoost",1,1,1,1,1,1,1,1,1,0.00176720312315745,8.73910493076896
87,20270805,"LASSO",0.993055555555556,0.993329774360539,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0617915647430015,4.02837739586745
87,20270805,"glmBoost",0.993055555555556,0.993329774360539,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0565246238339175,3.80693182635313
87,20270805,"Ranger",0.996527777777778,0.996616561068642,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0329583333333333,38.8923136006718
87,20270805,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0682296738698153,78.2884440056562
88,20270806,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0201753020941264,31.3725635580009
88,20270806,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0218263071242018,43.8998266085134
88,20270806,"Ranger",1,1,1,1,1,1,1,1,1,0.0144671296296296,32.7210491933731
88,20270806,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0218401258243452,74.6224264229294
89,20270807,"LASSO",1,1,1,1,1,1,1,1,1,0.0072893192161293,21.1550799024258
89,20270807,"glmBoost",1,1,1,1,1,1,1,1,1,0.00886813072083844,24.0092515417251
89,20270807,"Ranger",1,1,1,1,1,1,1,1,1,0.00457407407407407,15.0589642958307
89,20270807,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0366820988926525,57.2726161449892
90,20270808,"LASSO",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0406383318311481,93.0934958559412
90,20270808,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0395686744558384,75.3524623701307
90,20270808,"Ranger",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0375189814814815,39.6078125534604
90,20270808,"XGBoost",0.986111111111111,0.98607882627807,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.833333333333333,0.0732785270621961,0.927394632576658
91,20270809,"LASSO",1,1,1,1,1,1,1,1,1,0.00585145242134785,12.1078308957937
91,20270809,"glmBoost",1,1,1,1,1,1,1,1,1,0.0079360941259214,13.3457914974009
91,20270809,"Ranger",1,1,1,1,1,1,1,1,1,0.00858148148148148,16.4010406736655
91,20270809,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.833333333333333,0.0661261605641753,0.950297931582667
92,20270810,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0113471835062082,18.2837535860552
92,20270810,"glmBoost",1,1,1,1,1,1,1,1,1,0.00986738323481949,20.5244800907028
92,20270810,"Ranger",1,1,1,1,1,1,1,1,1,0.00897546296296296,17.0310700945529
92,20270810,"XGBoost",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0319175955780601,33.9152944308776
93,20270811,"LASSO",1,1,1,1,1,1,1,1,1,0.012966684830071,26.14694748864
93,20270811,"glmBoost",1,1,1,1,1,1,1,1,1,0.0127569194502718,25.0306250256775
93,20270811,"Ranger",1,1,1,1,1,1,1,1,1,0.0135287037037037,20.7755961490399
93,20270811,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0640457336781607,44.2731685268741
94,20270812,"LASSO",1,1,1,1,1,1,1,1,1,0.00426207509051964,14.0555209013881
94,20270812,"glmBoost",1,1,1,1,1,1,1,1,1,0.00701199489055643,17.1248577073375
94,20270812,"Ranger",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0187180555555556,37.2809294026704
94,20270812,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0274266129367702,38.848938834976
95,20270813,"LASSO",1,1,1,1,1,1,1,1,1,0.000432054338749492,7.21058953902536
95,20270813,"glmBoost",1,1,1,1,1,1,1,1,1,0.00182112871574602,9.17833216866443
95,20270813,"Ranger",1,1,1,1,1,1,1,1,1,0.00224861111111111,10.9305954666299
95,20270813,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0298939218292138,28.4001678329695
96,20270814,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0302152767442732,29.8983501953972
96,20270814,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0268704898994247,33.7318667469352
96,20270814,"Ranger",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0363513888888889,4.11322649013225
96,20270814,"XGBoost",1,1,1,1,1,1,1,1,1,0.00224762233188236,9.40094070699933
97,20270815,"LASSO",1,1,1,1,1,1,1,1,1,0.00564332566635592,13.6998749183625
97,20270815,"glmBoost",1,1,1,1,1,1,1,1,1,0.00931436426121426,16.0870378837188
97,20270815,"Ranger",1,1,1,1,1,1,1,1,1,0.010625,26.0750755408313
97,20270815,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0321150459829217,81.2304095649217
98,20270816,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0350154354777461,66.287934270438
98,20270816,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0288420104362443,35.5778570907676
98,20270816,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0276451550925926,37.0456757222889
98,20270816,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0721036687901267,59.8991671259386
99,20270817,"LASSO",1,1,1,1,1,1,1,1,1,0.00227964091714412,11.2276830715149
99,20270817,"glmBoost",1,1,1,1,1,1,1,1,1,0.00547989816494876,14.6848398682116
99,20270817,"Ranger",1,1,1,1,1,1,1,1,1,0.00973101851851852,19.9946374619695
99,20270817,"XGBoost",1,1,1,1,1,1,1,1,1,0.00176894682804259,8.68562363323586
100,20270818,"LASSO",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.02907595478635,11.1747659270538
100,20270818,"glmBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0336564992978312,14.1221227614676
100,20270818,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0171398148148148,13.471550163321
100,20270818,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.060680021344876,31.2855004326717
101,20270819,"LASSO",1,1,1,1,1,1,1,1,1,0.00240275490279228,10.7216815106792
101,20270819,"glmBoost",1,1,1,1,1,1,1,1,1,0.00425534613482675,11.8639926802858
101,20270819,"Ranger",1,1,1,1,1,1,1,1,1,0.0089162037037037,14.1193434877421
101,20270819,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0269005562764818,24.0122864496201
102,20270820,"LASSO",1,1,1,1,1,1,1,1,1,0.0160160496772259,27.3982527257297
102,20270820,"glmBoost",1,1,1,1,1,1,1,1,1,0.0128736235031727,24.1702546723389
102,20270820,"Ranger",1,1,1,1,1,1,1,1,1,0.0216523148148148,42.0581419494419
102,20270820,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.833333333333333,0.051486662448974,1.11734460058337
103,20270821,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0236079879293765,42.1020327935238
103,20270821,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0241837989974817,42.3410969217059
103,20270821,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0321736111111111,84.6942569861985
103,20270821,"XGBoost",0.993055555555556,0.993329774360539,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.029752821401549,3.18283559768186
104,20270822,"LASSO",0.979166666666667,0.982751782128262,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0385564977839723,1.2400084343287
104,20270822,"glmBoost",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0360679155227069,2.03788462365663
104,20270822,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0249412037037037,40.1361113713124
104,20270822,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0348022968263947,42.3529083758029
105,20270823,"LASSO",1,1,1,1,1,1,1,1,1,0.015315855941686,12.810533541483
105,20270823,"glmBoost",1,1,1,1,1,1,1,1,1,0.0146939083117953,15.2112788859171
105,20270823,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0252189814814815,17.0105853709442
105,20270823,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0185469699073621,23.7567362761034
106,20270824,"LASSO",1,1,1,1,1,1,1,1,1,0.00370837104870421,11.4816846472043
106,20270824,"glmBoost",1,1,1,1,1,1,1,1,1,0.00392022666722433,14.3205577000815
106,20270824,"Ranger",1,1,1,1,1,1,1,1,1,0.0137962962962963,16.7620374225498
106,20270824,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0366730450063998,339.249130482299
107,20270825,"LASSO",1,1,1,1,1,1,1,1,1,0.00152898237550834,10.0226545436689
107,20270825,"glmBoost",1,1,1,1,1,1,1,1,1,0.00381563462896233,12.4786168320041
107,20270825,"Ranger",1,1,1,1,1,1,1,1,1,0.00681759259259259,16.5887267368124
107,20270825,"XGBoost",1,1,1,1,1,1,1,1,1,0.00140755317128566,7.88225937241081
108,20270826,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0168603982646671,16.4177981473129
108,20270826,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.018946336989147,22.8813454069054
108,20270826,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0200689814814815,34.5770883746332
108,20270826,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0583110445709297,141.039870620549
109,20270827,"LASSO",1,1,1,1,1,1,1,1,1,0.0118981500104699,17.1828959601201
109,20270827,"glmBoost",1,1,1,1,1,1,1,1,1,0.0154662329765123,18.2258448192412
109,20270827,"Ranger",1,1,1,1,1,1,1,1,1,0.0126115740740741,15.4384699657091
109,20270827,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.833333333333333,0.0688717091399009,0.888370592947833
110,20270828,"LASSO",1,1,1,1,1,1,1,1,1,0.00386379117580157,12.6738259449229
110,20270828,"glmBoost",1,1,1,1,1,1,1,1,1,0.00674027309629003,15.8248795810589
110,20270828,"Ranger",1,1,1,1,1,1,1,1,1,0.0132444444444444,38.9478512647459
110,20270828,"XGBoost",1,1,1,1,1,1,1,1,1,0.00247229954247564,10.4572200589146
111,20270829,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0197223171932898,30.872319718679
111,20270829,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0187974825155345,23.9276563698252
111,20270829,"Ranger",1,1,1,1,1,1,1,1,1,0.00748333333333333,15.9288289703648
111,20270829,"XGBoost",1,1,1,1,1,1,1,1,1,0.00395397279161613,11.3720501881688
112,20270830,"LASSO",1,1,1,1,1,1,1,1,1,0.00114363427332254,9.1376363769886
