"iteration","seed","algorithm","ROC_AUC","PR_AUC","sensitivity","specificity","balanced_accuracy","PPV","NPV","F1","MCC","Brier","calibration_slope"
22,20270740,"glmBoost",1,1,1,1,1,1,1,1,1,0.00341208030576974,13.0495860897088
22,20270740,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.021124537037037,59.7835981144118
22,20270740,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0225211520511014,20.2117901301227
23,20270741,"LASSO",1,1,1,1,1,1,1,1,1,0.00816540023223263,26.1914371881887
23,20270741,"glmBoost",1,1,1,1,1,1,1,1,1,0.00836385277406974,24.8518490249696
23,20270741,"Ranger",1,1,1,1,1,1,1,1,1,0.0162916666666667,52.3462848269168
23,20270741,"XGBoost",1,1,1,1,1,1,1,1,1,0.00192692700418799,8.98815898546569
24,20270742,"LASSO",1,1,1,1,1,1,1,1,1,0.00300609531661353,10.8946168855767
24,20270742,"glmBoost",1,1,1,1,1,1,1,1,1,0.00580885737022666,12.5068111506226
24,20270742,"Ranger",1,1,1,1,1,1,1,1,1,0.0111148148148148,16.3351126720553
24,20270742,"XGBoost",1,1,1,1,1,1,1,1,1,0.00250907011538887,9.1793770616467
25,20270743,"LASSO",1,1,1,1,1,1,1,1,1,0.000100545005271512,6.43340244493568
25,20270743,"glmBoost",1,1,1,1,1,1,1,1,1,0.000856915846121755,9.1167153280317
25,20270743,"Ranger",1,1,1,1,1,1,1,1,1,0.000752314814814815,8.34129962469406
25,20270743,"XGBoost",1,1,1,1,1,1,1,1,1,0.00127251325153716,7.754207621418
26,20270744,"LASSO",1,1,1,1,1,1,1,1,1,0.00126874172357674,9.39785721494988
26,20270744,"glmBoost",1,1,1,1,1,1,1,1,1,0.00255058302448491,11.4041750633274
26,20270744,"Ranger",1,1,1,1,1,1,1,1,1,0.00853842592592593,14.1587865175917
26,20270744,"XGBoost",1,1,1,1,1,1,1,1,1,0.0014250904453575,7.90494115781991
27,20270745,"LASSO",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0225296248075042,2.46594882514988
27,20270745,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.022480139945273,224.344475112656
27,20270745,"Ranger",0.993055555555556,0.993329774360539,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.833333333333333,0.03317109375,1.42712541402236
27,20270745,"XGBoost",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0314480749121421,159.329926834128
28,20270746,"LASSO",1,1,1,1,1,1,1,1,1,0.00409718855545839,8.8755148135409
28,20270746,"glmBoost",1,1,1,1,1,1,1,1,1,0.00687135118036229,11.9257884749235
28,20270746,"Ranger",1,1,1,1,1,1,1,1,1,0.00669166666666667,16.0084947627301
28,20270746,"XGBoost",1,1,1,1,1,1,1,1,1,0.00247892958243946,9.28820078320463
29,20270747,"LASSO",1,1,1,1,1,1,1,1,1,0.00428508404753302,12.228629720879
29,20270747,"glmBoost",1,1,1,1,1,1,1,1,1,0.00506447218201352,16.3400850342933
29,20270747,"Ranger",1,1,1,1,1,1,1,1,1,0.00304953703703704,12.0553734165762
29,20270747,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0356080453226433,323.94257259174
30,20270748,"LASSO",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0394268723403888,30.426022180373
30,20270748,"glmBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0407067805890088,42.9865072843472
30,20270748,"Ranger",1,1,1,1,1,1,1,1,1,0.017537037037037,28.5860347785229
30,20270748,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0405565620899669,1.42943994484784
31,20270749,"LASSO",1,1,1,1,1,1,1,1,1,0.00103332569676471,9.68023295528132
31,20270749,"glmBoost",1,1,1,1,1,1,1,1,1,0.00283332564563043,12.4125153715388
31,20270749,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0182699074074074,24.2982991153073
31,20270749,"XGBoost",1,1,1,1,1,1,1,1,1,0.00152830039800148,7.98955333600615
32,20270750,"LASSO",1,1,1,1,1,1,1,1,1,0.010042067143938,22.8113785977718
32,20270750,"glmBoost",1,1,1,1,1,1,1,1,1,0.0122295577433924,25.2401146300614
32,20270750,"Ranger",1,1,1,1,1,1,1,1,1,0.00929398148148148,21.4503339143529
32,20270750,"XGBoost",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0359019036922137,129.221947521845
33,20270751,"LASSO",1,1,1,1,1,1,1,1,1,0.00418649590625057,11.7921573740639
33,20270751,"glmBoost",1,1,1,1,1,1,1,1,1,0.00388008198293758,11.984022783796
33,20270751,"Ranger",1,1,1,1,1,1,1,1,1,0.0121481481481481,27.3640074816865
33,20270751,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0286165047083053,30.5395507172433
34,20270752,"LASSO",1,1,1,1,1,1,1,1,1,0.0113518024879331,25.1235005420243
34,20270752,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0160990422881867,34.3834130257619
34,20270752,"Ranger",1,1,1,1,1,1,1,1,1,0.00966111111111111,23.4005399829754
34,20270752,"XGBoost",0.993055555555556,0.993329774360539,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0355262654067222,2.88890495935571
35,20270753,"LASSO",1,1,1,1,1,1,1,1,1,0.0281003974253721,31.9891009906219
35,20270753,"glmBoost",1,1,1,1,1,1,1,1,1,0.00676710512530498,15.0387476885464
35,20270753,"Ranger",1,1,1,1,1,1,1,1,1,0.0127810185185185,15.2553802904506
35,20270753,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0590016858722597,92.5543470668545
36,20270754,"LASSO",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0393387808036142,1.40677762784647
36,20270754,"glmBoost",0.993055555555556,0.993329774360539,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0383458022049264,1.61698594943246
36,20270754,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0212643518518519,37.0922442062434
36,20270754,"XGBoost",0.979166666666667,0.980397723225244,0.833333333333333,0.916666666666667,0.875,0.909090909090909,0.846153846153846,0.869565217391304,0.752617809006382,0.0983732593318473,0.768285723089611
37,20270755,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0217449792458499,25.4641313512807
37,20270755,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.025757568350805,29.0724105410441
37,20270755,"Ranger",1,1,1,1,1,1,1,1,1,0.0115361111111111,22.9827153091706
37,20270755,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0279622369058575,34.6289223891409
38,20270756,"LASSO",1,1,1,1,1,1,1,1,1,0.0078102229311784,16.6966437531247
38,20270756,"glmBoost",1,1,1,1,1,1,1,1,1,0.0067361043414958,16.9801024815623
38,20270756,"Ranger",1,1,1,1,1,1,1,1,1,0.009275,20.9843672629051
38,20270756,"XGBoost",1,1,1,1,1,1,1,1,1,0.00203883090407719,9.27503773282728
39,20270757,"LASSO",1,1,1,1,1,1,1,1,1,0.0298946897789452,53.8318969154172
39,20270757,"glmBoost",1,1,1,1,1,1,1,1,1,0.0196445616318775,32.5664611586642
39,20270757,"Ranger",1,1,1,1,1,1,1,1,1,0.00897824074074074,23.4829262409556
39,20270757,"XGBoost",0.993055555555556,0.993329774360539,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.833333333333333,0.0704254609831092,0.881660754600312
40,20270758,"LASSO",1,1,1,1,1,1,1,1,1,0.00572460471208881,13.7061931849849
40,20270758,"glmBoost",1,1,1,1,1,1,1,1,1,0.00389242778592105,12.3948310778555
40,20270758,"Ranger",1,1,1,1,1,1,1,1,1,0.00580694444444445,14.5243694014948
40,20270758,"XGBoost",1,1,0.75,1,0.875,1,0.8,0.857142857142857,0.774596669241483,0.0721463462078053,24.3435054593509
41,20270759,"LASSO",1,1,1,1,1,1,1,1,1,0.00977354796584689,15.4512468852972
41,20270759,"glmBoost",1,1,1,1,1,1,1,1,1,0.0116241313743275,17.6914773782255
41,20270759,"Ranger",1,1,1,1,1,1,1,1,1,0.00873148148148148,14.3338667799562
41,20270759,"XGBoost",1,1,1,1,1,1,1,1,1,0.00192967834307159,8.85962364720401
42,20270760,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.039276996590432,189.88967374421
42,20270760,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.025879887376046,68.5689077708616
42,20270760,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0196239583333333,80.072070778422
42,20270760,"XGBoost",1,1,1,1,1,1,1,1,1,0.0159147340356509,56.7595795928874
43,20270761,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0328263098850743,196.469827075873
43,20270761,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0323641031992831,188.875932725509
43,20270761,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0268824074074074,985.605034350564
43,20270761,"XGBoost",1,1,1,1,1,1,1,1,1,0.00359432408121873,12.204488855426
44,20270762,"LASSO",1,1,1,1,1,1,1,1,1,0.023128146338327,26.5913378121713
44,20270762,"glmBoost",1,1,1,1,1,1,1,1,1,0.0108408118074346,18.0469046273788
44,20270762,"Ranger",1,1,1,1,1,1,1,1,1,0.00712824074074074,14.4945216342093
44,20270762,"XGBoost",1,1,1,1,1,1,1,1,1,0.00206347923583867,8.91183276419747
45,20270763,"LASSO",1,1,1,1,1,1,1,1,1,0.00166448487213124,10.2054691495377
45,20270763,"glmBoost",1,1,1,1,1,1,1,1,1,0.00441831474229795,12.8483245062396
45,20270763,"Ranger",1,1,1,1,1,1,1,1,1,0.00396574074074074,12.1712494690577
45,20270763,"XGBoost",1,1,1,1,1,1,1,1,1,0.00216954378615712,9.33732115876052
46,20270764,"LASSO",1,1,1,1,1,1,1,1,1,0.00225525954490492,9.63892699100036
46,20270764,"glmBoost",1,1,1,1,1,1,1,1,1,0.00249496445153252,11.6582873447163
46,20270764,"Ranger",1,1,1,1,1,1,1,1,1,0.00160509259259259,9.83628852099109
46,20270764,"XGBoost",1,1,1,1,1,1,1,1,1,0.00197103879804562,9.25056838935152
47,20270765,"LASSO",1,1,1,1,1,1,1,1,1,0.0071043297609447,17.2089384741397
47,20270765,"glmBoost",1,1,1,1,1,1,1,1,1,0.00986459947616934,21.3166410328085
47,20270765,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0172300925925926,25.1768778469689
47,20270765,"XGBoost",0.986111111111111,0.987648671307713,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0385962255563977,1.49995492123642
48,20270766,"LASSO",1,1,1,1,1,1,1,1,1,0.0126269319414496,12.765139040117
48,20270766,"glmBoost",1,1,1,1,1,1,1,1,1,0.0227450335173999,15.4963093416671
48,20270766,"Ranger",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0214976851851852,27.5241862767447
48,20270766,"XGBoost",1,1,1,1,1,1,1,1,1,0.00893690479141952,20.7364332824776
49,20270767,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0327311169284612,22.7498436413963
49,20270767,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0308908054073928,21.8930582078506
49,20270767,"Ranger",1,1,1,1,1,1,1,1,1,0.0201462962962963,13.7513550713607
49,20270767,"XGBoost",1,1,0.75,1,0.875,1,0.8,0.857142857142857,0.774596669241483,0.0819622301764054,26.9600024526232
50,20270768,"LASSO",0.986111111111111,0.987648671307713,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0668585129284328,1.09231221987721
50,20270768,"glmBoost",0.993055555555556,0.993329774360539,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0615710096799262,1.83397530546528
50,20270768,"Ranger",0.993055555555556,0.993329774360539,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0480560185185185,2.16357965698446
50,20270768,"XGBoost",0.947916666666667,0.968119720058615,0.75,1,0.875,1,0.8,0.857142857142857,0.774596669241483,0.0888738405846421,2.15485851774511
51,20270769,"LASSO",1,1,1,1,1,1,1,1,1,0.0114594436068885,29.6256618226384
51,20270769,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0170162659875556,52.4043418705338
51,20270769,"Ranger",1,1,1,1,1,1,1,1,1,0.015750462962963,51.7525847775989
51,20270769,"XGBoost",0.993055555555556,0.993329774360539,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0408419489131812,1.28780664373313
52,20270770,"LASSO",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0217130895487641,329.188024410601
52,20270770,"glmBoost",0.993055555555556,0.993329774360539,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0251131375579013,2.34352704500302
52,20270770,"Ranger",1,1,1,1,1,1,1,1,1,0.0172287037037037,51.4920909870122
52,20270770,"XGBoost",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0380894166892406,95.5740995938597
53,20270771,"LASSO",1,1,1,1,1,1,1,1,1,0.00378719397867087,9.36176537292187
53,20270771,"glmBoost",1,1,1,1,1,1,1,1,1,0.0055202525446425,13.5553677269014
53,20270771,"Ranger",1,1,1,1,1,1,1,1,1,0.00312314814814815,11.7251243008622
53,20270771,"XGBoost",1,1,1,1,1,1,1,1,1,0.00137290152451063,7.84958242218808
54,20270772,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0192974664297275,21.0930122500786
54,20270772,"glmBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0153370123984358,16.7983666847822
54,20270772,"Ranger",1,1,1,1,1,1,1,1,1,0.00597129629629629,14.0330272960072
54,20270772,"XGBoost",1,1,1,1,1,1,1,1,1,0.009622898097614,14.5767213840009
55,20270773,"LASSO",1,1,1,1,1,1,1,1,1,0.0053300105068527,14.8732090457153
55,20270773,"glmBoost",1,1,1,1,1,1,1,1,1,0.00672450743910829,17.7622992211328
55,20270773,"Ranger",1,1,1,1,1,1,1,1,1,0.00303703703703704,12.1441177169959
55,20270773,"XGBoost",1,1,0.833333333333333,1,0.916666666666667,1,0.857142857142857,0.909090909090909,0.845154254728517,0.0638197112395447,42.983765585349
56,20270774,"LASSO",1,1,1,1,1,1,1,1,1,0.0262638606765248,29.5744228728061
56,20270774,"glmBoost",1,1,1,1,1,1,1,1,1,0.0110887204466749,19.2750371630518
56,20270774,"Ranger",1,1,1,1,1,1,1,1,1,0.0071345775462963,13.9685610038447
56,20270774,"XGBoost",1,1,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0337079518196578,33.550166220059
57,20270775,"LASSO",1,1,1,1,1,1,1,1,1,0.00939276807330587,17.9503391643811
57,20270775,"glmBoost",1,1,1,1,1,1,1,1,1,0.00683193574286675,14.5284020152372
57,20270775,"Ranger",1,1,1,1,1,1,1,1,1,0.00725046296296296,17.3709021670806
57,20270775,"XGBoost",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0351079155333376,44.0239983382513
58,20270776,"LASSO",1,1,1,1,1,1,1,1,1,0.0127023890314703,34.2942133461815
58,20270776,"glmBoost",1,1,1,1,1,1,1,1,1,0.0124337853897915,30.6060816418214
58,20270776,"Ranger",1,1,1,1,1,1,1,1,1,0.0145069444444444,27.9138955988399
58,20270776,"XGBoost",0.993055555555556,0.993329774360539,1,0.916666666666667,0.958333333333333,0.923076923076923,1,0.96,0.9198662110078,0.0245802400945622,2.43983039612463
59,20270777,"LASSO",1,1,0.916666666666667,1,0.958333333333333,1,0.923076923076923,0.956521739130435,0.9198662110078,0.0273434757224448,15.6166124785491
