"fold","strategy","algorithm","gene","importance","rank","selected"
"Fold2.Rep01","unweighted","Ranger","GAL3ST4",5.76363355131113e-05,87,FALSE
"Fold2.Rep01","unweighted","Ranger","CD160",4.50847349202927e-05,88,FALSE
"Fold2.Rep01","unweighted","Ranger","PTCH1",4.35589672752033e-05,89,FALSE
"Fold2.Rep01","unweighted","Ranger","ZNHIT6",4.34238470211123e-05,90,FALSE
"Fold2.Rep01","unweighted","Ranger","SIGLECP3",4.19217104662695e-05,91,FALSE
"Fold2.Rep01","unweighted","Ranger","C12orf65",3.42281753686222e-05,92,FALSE
"Fold2.Rep01","unweighted","Ranger","SCLY",3.36897474461162e-05,93,FALSE
"Fold2.Rep01","unweighted","Ranger","CD5",3.34660005080869e-05,94,FALSE
"Fold2.Rep01","unweighted","Ranger","PASK",2.42263238499103e-05,95,FALSE
"Fold2.Rep01","unweighted","Ranger","ZNF549",1.71673819742491e-05,96,FALSE
"Fold2.Rep01","unweighted","Ranger","MDN1",7.14886459209385e-06,97,FALSE
"Fold2.Rep01","unweighted","Ranger","ABHD15",1.55228082085124e-07,98,FALSE
"Fold2.Rep01","unweighted","Ranger","INPP4B",-1.68690958164643e-05,99,FALSE
"Fold2.Rep01","unweighted","Ranger","Septin 1",-1.75694259932382e-05,100,FALSE
"Fold2.Rep01","unweighted","XGBoost","S100A8",0.299758357432233,1,TRUE
"Fold2.Rep01","unweighted","XGBoost","C19orf59",0.23931162892711,2,TRUE
"Fold2.Rep01","unweighted","XGBoost","GADD45A",0.163627514822561,3,TRUE
"Fold2.Rep01","unweighted","XGBoost","S100A12",0.135989911399876,4,TRUE
"Fold2.Rep01","unweighted","XGBoost","C5orf32",0.0474144574639771,5,TRUE
"Fold2.Rep01","unweighted","XGBoost","TRA@",0.0342253936421428,6,TRUE
"Fold2.Rep01","unweighted","XGBoost","FAM102A",0.0228509710571242,7,TRUE
"Fold2.Rep01","unweighted","XGBoost","GATA2",0.00748169882677935,8,TRUE
"Fold2.Rep01","unweighted","XGBoost","PRKCQ",0.00688671509010366,9,TRUE
"Fold2.Rep01","unweighted","XGBoost","ARG1",0.00554643461254804,10,TRUE
"Fold2.Rep01","unweighted","XGBoost","DYRK2",0.00484644195969689,11,TRUE
"Fold2.Rep01","unweighted","XGBoost","FBXL16",0.00387960738368039,12,TRUE
"Fold2.Rep01","unweighted","XGBoost","GATA3",0.00318304810875895,13,TRUE
"Fold2.Rep01","unweighted","XGBoost","FAM43A",0.00308684411925857,14,TRUE
"Fold2.Rep01","unweighted","XGBoost","EPHX2",0.00291545481700881,15,TRUE
"Fold2.Rep01","unweighted","XGBoost","SSBP2",0.00244474547989508,16,TRUE
"Fold2.Rep01","unweighted","XGBoost","PAFAH2",0.00225439140538961,17,TRUE
"Fold2.Rep01","unweighted","XGBoost","UPP1",0.00203265353269082,18,TRUE
"Fold2.Rep01","unweighted","XGBoost","RFTN1",0.00164227761085873,19,TRUE
"Fold2.Rep01","unweighted","XGBoost","P2RY10",0.00146941634644896,20,TRUE
