"sample_id","group","array_median","array_IQR","missing_fraction","S100A8","duplicate_sample_id","label_supported_by_title"
"GSM1691926","Sepsis",3.8522786825,2.95566883025,0,12.50952863,FALSE,TRUE
"GSM1691927","Sepsis",3.8359594815,3.05445155975,0,13.43355174,FALSE,TRUE
"GSM1691928","Sepsis",3.982982789,3.07504864225,0,13.01400007,FALSE,TRUE
"GSM1691929","Sepsis",3.847131769,2.9408154895,0,12.37713725,FALSE,TRUE
"GSM1691930","Sepsis",3.774947239,2.851216846,0,12.78376129,FALSE,TRUE
"GSM1691932","Sepsis",3.764276372,2.9533255665,0,12.97660223,FALSE,TRUE
"GSM1691933","Sepsis",4.0317917435,3.31591282475,0,13.27174565,FALSE,TRUE
"GSM1691934","Sepsis",4.0355714785,3.20254550875,0,13.02995953,FALSE,TRUE
"GSM1691935","Sepsis",3.7837880465,2.95929881375,0,13.00363461,FALSE,TRUE
"GSM1691936","Sepsis",3.8790984985,3.09588736125,0,13.20678514,FALSE,TRUE
"GSM1691937","Sepsis",3.965427971,3.0104090355,0,13.11074068,FALSE,TRUE
"GSM1691938","Sepsis",3.9408496795,3.0129063075,0,12.96577945,FALSE,TRUE
"GSM1691939","Sepsis",3.9272157265,2.96309114775,0,12.59807527,FALSE,TRUE
"GSM1691940","Sepsis",3.9535824545,3.14586581025,0,12.84941873,FALSE,TRUE
"GSM1691941","Sepsis",3.859913904,3.2314838615,0,13.31872489,FALSE,TRUE
"GSM1691942","Sepsis",3.596175361,2.49138432025,0,12.29933454,FALSE,TRUE
"GSM1691943","Sepsis",3.7540578805,2.74982228525,0,12.99207066,FALSE,TRUE
"GSM1691944","Sepsis",3.825472189,2.843805519,0,12.2892585,FALSE,TRUE
"GSM1691945","Sepsis",3.854700626,2.9337536465,0,12.66054924,FALSE,TRUE
"GSM1691946","Sepsis",3.901678034,3.1152734505,0,12.81944479,FALSE,TRUE
"GSM1691947","Sepsis",4.0427608845,3.20401775175,0,12.64720624,FALSE,TRUE
"GSM1691948","Sepsis",4.090023665,3.22405308725,0,12.92141507,FALSE,TRUE
"GSM1691949","Sepsis",4.194752159,3.20922659225,0,13.26473996,FALSE,TRUE
"GSM1691950","Sepsis",3.830035005,2.9786317065,0,12.38101898,FALSE,TRUE
"GSM1691951","Sepsis",3.9094592935,3.01659345975,0,12.47468527,FALSE,TRUE
"GSM1691952","Sepsis",3.8961554915,3.00660873925,0,12.66802768,FALSE,TRUE
"GSM1691953","Sepsis",4.0008959805,3.149598466,0,13.01200804,FALSE,TRUE
"GSM1691954","Sepsis",3.9444966505,3.12598681475,0,12.80180738,FALSE,TRUE
"GSM1691955","Sepsis",3.951493707,3.1573918225,0,12.28988839,FALSE,TRUE
"GSM1691957","Sepsis",3.844427812,2.93187394325,0,12.48843081,FALSE,TRUE
"GSM1691958","Sepsis",3.918419955,3.00092243775,0,13.17294498,FALSE,TRUE
"GSM1691959","Sepsis",3.9966906465,3.24298986025,0,12.88909691,FALSE,TRUE
"GSM1691960","Sepsis",4.0618303225,3.14555113875,0,12.64527577,FALSE,TRUE
"GSM1691961","Sepsis",3.773908045,2.92257803225,0,13.02718177,FALSE,TRUE
"GSM1691962","Sepsis",3.9763561565,3.02116091425,0,13.03285445,FALSE,TRUE
"GSM1691963","Sepsis",3.903095292,3.1780202735,0,12.9558376,FALSE,TRUE
"GSM1691964","Sepsis",4.112863158,3.211241645,0,13.23223995,FALSE,TRUE
"GSM1691965","Sepsis",3.8856205905,3.11006398675,0,13.01165498,FALSE,TRUE
"GSM1691966","Sepsis",3.6808485805,2.46207253125,0,12.69093087,FALSE,TRUE
"GSM1691967","Sepsis",4.030984195,3.08588349825,0,12.73622733,FALSE,TRUE
"GSM1691968","Sepsis",3.779653646,2.881346753,0,13.13078904,FALSE,TRUE
"GSM1691969","Sepsis",3.833142654,2.9844086615,0,13.08555167,FALSE,TRUE
"GSM1691970","Sepsis",3.8044652025,3.00991513175,0,13.04756322,FALSE,TRUE
"GSM1691971","Sepsis",3.8410579035,2.863610211,0,12.41358669,FALSE,TRUE
"GSM1691972","Sepsis",3.9755987795,2.96074087125,0,12.68431402,FALSE,TRUE
"GSM1691973","Sepsis",4.137883375,3.2161671235,0,12.76203708,FALSE,TRUE
"GSM1691974","Sepsis",4.0634672085,3.157381523,0,12.9000323,FALSE,TRUE
"GSM1691975","Sepsis",3.839596974,2.89546175275,0,12.98558532,FALSE,TRUE
"GSM1691976","Sepsis",3.890032003,2.83293586925,0,12.46701806,FALSE,TRUE
"GSM1691977","Sepsis",3.826594283,2.96183178975,0,12.56158359,FALSE,TRUE
"GSM1691978","Sepsis",3.6407590225,2.35567658525,0,12.61958065,FALSE,TRUE
"GSM1691979","Sepsis",3.8271204455,2.85953152825,0,12.95730423,FALSE,TRUE
"GSM1691980","Sepsis",3.745977934,2.73874729175,0,13.23890129,FALSE,TRUE
"GSM1691981","Sepsis",3.7938352245,2.89282526975,0,13.13656228,FALSE,TRUE
"GSM1691982","Sepsis",3.7372094605,2.6549310735,0,12.82879301,FALSE,TRUE
"GSM1691983","Sepsis",4.016385235,3.2432017745,0,13.31792549,FALSE,TRUE
"GSM1691984","Sepsis",3.6597513465,2.112074385,0,12.49872899,FALSE,TRUE
"GSM1691985","Sepsis",3.8608772025,3.09593048075,0,13.21424701,FALSE,TRUE
"GSM1691986","Sepsis",3.957793438,3.17719555625,0,13.13007404,FALSE,TRUE
"GSM1691987","Sepsis",3.90653496,3.231342881,0,13.3597323,FALSE,TRUE
"GSM1691988","Sepsis",3.703083591,2.334042431,0,12.09510661,FALSE,TRUE
"GSM1691989","Sepsis",3.9074272305,3.0764830565,0,13.02315015,FALSE,TRUE
"GSM1691990","Sepsis",3.986699436,3.144847074,0,13.11244353,FALSE,TRUE
"GSM1691991","Sepsis",4.0805482395,3.18701771575,0,13.12036502,FALSE,TRUE
"GSM1691992","Sepsis",3.925492142,3.26543143075,0,13.27780184,FALSE,TRUE
