"coef","variable","value","lambda"
"(Intercept)",0,2.89564881499701,0.144226513919562
"ACER3",0,0,0.144226513919562
"ACSL1",0,0,0.144226513919562
"ACSL3",0,0,0.144226513919562
"ACVR1B",0,0,0.144226513919562
"ADCY3",0,0,0.144226513919562
"AGFG1",0,0,0.144226513919562
"AIG1",0,0,0.144226513919562
"AKR1C1",0,0,0.144226513919562
"ALOX5",0,0,0.144226513919562
"ALOX5AP",0,0,0.144226513919562
"ANKRD22",0,0,0.144226513919562
"ANKRD34B",0,0,0.144226513919562
"ANKRD55",0,0,0.144226513919562
"ANKS1A",0,0,0.144226513919562
"ANXA1",0,0,0.144226513919562
"ANXA3",0,0,0.144226513919562
"ARG1",0,0,0.144226513919562
"ATP2C2",0,0,0.144226513919562
"ATP8B4",0,0,0.144226513919562
"ATP9A",0,0,0.144226513919562
"BATF",0,0,0.144226513919562
"BAZ1A",0,0,0.144226513919562
"BLOC1S1",0,0,0.144226513919562
"BMX",0,0,0.144226513919562
"BST1",0,0,0.144226513919562
"C14orf101",0,0,0.144226513919562
"C14orf2",0,0,0.144226513919562
"C17orf60",0,0,0.144226513919562
"C19orf38",0,0,0.144226513919562
"C19orf59",0,0,0.144226513919562
"C20orf177",0,0,0.144226513919562
"C22orf9",0,0,0.144226513919562
"C4orf3",0,0,0.144226513919562
"C5orf32",0,0,0.144226513919562
"C9orf103",0,0,0.144226513919562
"C9orf89",0,0,0.144226513919562
"CA4",0,0,0.144226513919562
"CACNA1E",0,0,0.144226513919562
"CAPG",0,0,0.144226513919562
"CARD6",0,0,0.144226513919562
"CCDC109A",0,0,0.144226513919562
"CCNA1",0,0,0.144226513919562
"CD163",0,0,0.144226513919562
"CD177",0,0,0.144226513919562
"CD55",0,0,0.144226513919562
"CD59",0,0,0.144226513919562
"CD63",0,0,0.144226513919562
"CD82",0,0,0.144226513919562
"CDC42EP3",0,0,0.144226513919562
"CDK5RAP2",0,0,0.144226513919562
"CDKN2C",0,0,0.144226513919562
"CDKN2D",0,0,0.144226513919562
"CEACAM1",0,0,0.144226513919562
"CEACAM21",0,0,0.144226513919562
"CEACAM4",0,0,0.144226513919562
"CHCHD7",0,0,0.144226513919562
"CKAP4",0,0,0.144226513919562
"CLEC5A",0,0,0.144226513919562
"COL17A1",0,0,0.144226513919562
"CORO2A",0,0,0.144226513919562
"CPEB4",0,0,0.144226513919562
"CPNE5",0,0,0.144226513919562
"CR1",0,0,0.144226513919562
"CST7",0,0,0.144226513919562
"CYP19A1",0,0,0.144226513919562
"CYP1B1",0,0,0.144226513919562
"DAAM2",0,0,0.144226513919562
"DDAH2",0,0,0.144226513919562
"DHCR7",0,0,0.144226513919562
"DHRS9",0,0,0.144226513919562
"DRAM1",0,0,0.144226513919562
"DUSP13",0,0,0.144226513919562
"EAF2",0,0,0.144226513919562
"EIF4E3",0,0,0.144226513919562
"EMB",0,0,0.144226513919562
"EMILIN2",0,0,0.144226513919562
"EMR1",0,0,0.144226513919562
"ENTPD1",0,0,0.144226513919562
"ENTPD7",0,0,0.144226513919562
"ENY2",0,0,0.144226513919562
"ERI1",0,0,0.144226513919562
"ERLIN1",0,0,0.144226513919562
"ERO1L",0,0,0.144226513919562
"ETS2",0,0,0.144226513919562
"EXOSC4",0,0,0.144226513919562
"F8",0,0,0.144226513919562
"FAM160A2",0,0,0.144226513919562
"FAM177A1",0,0,0.144226513919562
"FAM20A",0,0,0.144226513919562
"FAM89A",0,0,0.144226513919562
"FAR2",0,0,0.144226513919562
"FBN2",0,0,0.144226513919562
"FCAR",0,0,0.144226513919562
"FCER1G",0,0,0.144226513919562
"FERMT3",0,0,0.144226513919562
"FKBP5",0,0,0.144226513919562
"FKBP9",0,0,0.144226513919562
"FNDC3B",0,0,0.144226513919562
"GALNT14",0,0,0.144226513919562
"GALNT2",0,0,0.144226513919562
"GBA",0,0,0.144226513919562
"GLRX",0,0,0.144226513919562
"GM2A",0,0,0.144226513919562
"GMFG",0,0,0.144226513919562
"GNA15",0,0,0.144226513919562
"GPR141",0,0,0.144226513919562
"GPR84",0,0,0.144226513919562
"GRB10",0,0,0.144226513919562
"GSTO1",0,0,0.144226513919562
"GTDC1",0,0,0.144226513919562
"GYG1",0,0,0.144226513919562
"HEBP2",0,0,0.144226513919562
"HGF",0,0,0.144226513919562
"HIP1",0,0,0.144226513919562
"HIST1H2AE",0,0,0.144226513919562
"HK3",0,0,0.144226513919562
"HP",0,0,0.144226513919562
"HPGD",0,0,0.144226513919562
"HS3ST3B1",0,0,0.144226513919562
"HSBP1",0,0,0.144226513919562
"HSDL2",0,0,0.144226513919562
"IER3",0,0,0.144226513919562
"IFT20",0,0,0.144226513919562
"IGF2BP3",0,0,0.144226513919562
"IL18R1",0,0,0.144226513919562
"IL18RAP",0,0,0.144226513919562
"IL1R2",0,0,0.144226513919562
"IL1RAP",0,0,0.144226513919562
"IMPA2",0,0,0.144226513919562
"IRAK3",0,0,0.144226513919562
"ITGA7",0,0,0.144226513919562
"ITGAM",0,0,0.144226513919562
"ITPKC",0,0,0.144226513919562
"JMJD6",0,0,0.144226513919562
"KCNE1",0,0,0.144226513919562
"KCNMA1",0,0,0.144226513919562
"KIAA1715",0,0,0.144226513919562
"KIF3C",0,0,0.144226513919562
"KLF5",0,0,0.144226513919562
"LAIR1",0,0,0.144226513919562
"LCN2",0,0,0.144226513919562
"LDHA",0,0,0.144226513919562
"LDLR",0,0,0.144226513919562
"LGALS8",0,0,0.144226513919562
"LILRA5",0,0,0.144226513919562
"LILRA6",0,0,0.144226513919562
"LIN7A",0,0,0.144226513919562
"LOC375190",0,0,0.144226513919562
"LRPAP1",0,0,0.144226513919562
"LRRFIP2",0,0,0.144226513919562
"LTF",0,0,0.144226513919562
"LYRM1",0,0,0.144226513919562
"MAFG",0,0,0.144226513919562
"MAP2K6",0,0,0.144226513919562
"MAPK14",0,0,0.144226513919562
"MCTP1",0,0,0.144226513919562
"MCTP2",0,0,0.144226513919562
"MEF2A",0,0,0.144226513919562
"MERTK",0,0,0.144226513919562
"METTL7B",0,0,0.144226513919562
"METTL9",0,0,0.144226513919562
"MKNK1",0,0,0.144226513919562
"MMADHC",0,0,0.144226513919562
"MMP8",0,0,0.144226513919562
"MMP9",0,0,0.144226513919562
"MS4A4A",0,0,0.144226513919562
"MSL3",0,0,0.144226513919562
"MSRA",0,0,0.144226513919562
"MSRB3",0,0,0.144226513919562
"MTF1",0,0,0.144226513919562
"MTHFS",0,0,0.144226513919562
"MYL6",0,0,0.144226513919562
"NAIP",0,0,0.144226513919562
"NANS",0,0,0.144226513919562
"NDST2",0,0,0.144226513919562
"NDUFA4",0,0,0.144226513919562
"NDUFB1",0,0,0.144226513919562
"NDUFB3",0,0,0.144226513919562
"NECAB1",0,0,0.144226513919562
"NLRC4",0,0,0.144226513919562
"NQO2",0,0,0.144226513919562
"NSUN7",0,0,0.144226513919562
"OLAH",0,0,0.144226513919562
"OLFM4",0,0,0.144226513919562
"OPLAH",0,0,0.144226513919562
"OSCAR",0,0,0.144226513919562
"OSM",0,0,0.144226513919562
"OSTalpha",0,0,0.144226513919562
"P2RX1",0,0,0.144226513919562
"PADI4",0,0,0.144226513919562
"PAG1",0,0,0.144226513919562
"PCMT1",0,0,0.144226513919562
"PCOLCE2",0,0,0.144226513919562
"PDE4D",0,0,0.144226513919562
"PDSS1",0,0,0.144226513919562
"PECR",0,0,0.144226513919562
"PFKFB2",0,0,0.144226513919562
"PFKFB3",0,0,0.144226513919562
"PGD",0,0,0.144226513919562
"PGLYRP1",0,0,0.144226513919562
"PGS1",0,0,0.144226513919562
"PHTF1",0,0,0.144226513919562
"PIM3",0,0,0.144226513919562
"PLAC8",0,0,0.144226513919562
"PLB1",0,0,0.144226513919562
"PLBD1",0,0,0.144226513919562
"PLSCR1",0,0,0.144226513919562
"PPM1M",0,0,0.144226513919562
"PPM1N",0,0,0.144226513919562
"PSMA6",0,0,0.144226513919562
"PSTPIP2",0,0,0.144226513919562
"QSOX1",0,0,0.144226513919562
"RAB10",0,0,0.144226513919562
"RAB20",0,0,0.144226513919562
"RAB32",0,0,0.144226513919562
"RABGEF1",0,0,0.144226513919562
"RETN",0,0,0.144226513919562
"RGL4",0,0,0.144226513919562
"RRAGD",0,0,0.144226513919562
"S100A12",0,0,0.144226513919562
"S100A8",0,0,0.144226513919562
"S100P",0,0,0.144226513919562
"SERPINB1",0,0,0.144226513919562
"SERPINB2",0,0,0.144226513919562
"SESN2",0,0,0.144226513919562
"SF3B14",0,0,0.144226513919562
"SFT2D2",0,0,0.144226513919562
"SFXN1",0,0,0.144226513919562
"SH3GLB1",0,0,0.144226513919562
"SIGLEC5",0,0,0.144226513919562
"SIGLEC9",0,0,0.144226513919562
"SLC1A3",0,0,0.144226513919562
"SLC25A28",0,0,0.144226513919562
"SLC36A1",0,0,0.144226513919562
"SMPDL3A",0,0,0.144226513919562
"SNX3",0,0,0.144226513919562
"SOCS3",0,0,0.144226513919562
"SORT1",0,0,0.144226513919562
"SPPL2A",0,0,0.144226513919562
"SPTLC2",0,0,0.144226513919562
"SQRDL",0,0,0.144226513919562
"ST6GALNAC3",0,0,0.144226513919562
"STK16",0,0,0.144226513919562
"STOM",0,0,0.144226513919562
"STXBP2",0,0,0.144226513919562
"SUB1",0,0,0.144226513919562
"SULT1B1",0,0,0.144226513919562
"TBC1D8",0,0,0.144226513919562
"TCN1",0,0,0.144226513919562
"TDRD9",0,0,0.144226513919562
"TFF3",0,0,0.144226513919562
"TIPARP",0,0,0.144226513919562
"TLR8",0,0,0.144226513919562
"TMEM110",0,0,0.144226513919562
"TMEM185B",0,0,0.144226513919562
"TMTC1",0,0,0.144226513919562
"TP53I3",0,0,0.144226513919562
"TPM4",0,0,0.144226513919562
"TPST2",0,0,0.144226513919562
"TRIB1",0,0,0.144226513919562
"TRPS1",0,0,0.144226513919562
"TSHZ3",0,0,0.144226513919562
"TSPAN2",0,0,0.144226513919562
"TSPO",0,0,0.144226513919562
"TXN",0,0,0.144226513919562
"TXNDC17",0,0,0.144226513919562
"UBL5",0,0,0.144226513919562
"UGCG",0,0,0.144226513919562
"UPB1",0,0,0.144226513919562
"UPP1",0,0,0.144226513919562
"VNN1",0,0,0.144226513919562
"VSTM1",0,0,0.144226513919562
"VWA5A",0,0,0.144226513919562
"WDFY3",0,0,0.144226513919562
"WIPI1",0,0,0.144226513919562
"ZDHHC19",0,0,0.144226513919562
"ZDHHC3",0,0,0.144226513919562
"ZNF438",0,0,0.144226513919562
"(Intercept)",1,2.92113816337489,0.131413827927877
"ACER3",1,0,0.131413827927877
"ACSL1",1,0,0.131413827927877
"ACSL3",1,0,0.131413827927877
"ACVR1B",1,0,0.131413827927877
"ADCY3",1,0,0.131413827927877
"AGFG1",1,0,0.131413827927877
"AIG1",1,0,0.131413827927877
"AKR1C1",1,0,0.131413827927877
"ALOX5",1,0,0.131413827927877
"ALOX5AP",1,0,0.131413827927877
"ANKRD22",1,0,0.131413827927877
"ANKRD34B",1,0,0.131413827927877
"ANKRD55",1,0,0.131413827927877
"ANKS1A",1,0,0.131413827927877
"ANXA1",1,0,0.131413827927877
"ANXA3",1,0,0.131413827927877
"ARG1",1,0,0.131413827927877
"ATP2C2",1,0,0.131413827927877
"ATP8B4",1,0,0.131413827927877
"ATP9A",1,0,0.131413827927877
"BATF",1,0,0.131413827927877
"BAZ1A",1,0,0.131413827927877
"BLOC1S1",1,0,0.131413827927877
"BMX",1,0,0.131413827927877
"BST1",1,0,0.131413827927877
"C14orf101",1,0,0.131413827927877
"C14orf2",1,0,0.131413827927877
"C17orf60",1,0,0.131413827927877
"C19orf38",1,0,0.131413827927877
"C19orf59",1,0,0.131413827927877
"C20orf177",1,0,0.131413827927877
"C22orf9",1,0,0.131413827927877
"C4orf3",1,0,0.131413827927877
"C5orf32",1,0,0.131413827927877
"C9orf103",1,0,0.131413827927877
"C9orf89",1,0,0.131413827927877
"CA4",1,0,0.131413827927877
"CACNA1E",1,0,0.131413827927877
"CAPG",1,0,0.131413827927877
"CARD6",1,0,0.131413827927877
"CCDC109A",1,0,0.131413827927877
"CCNA1",1,0,0.131413827927877
"CD163",1,0,0.131413827927877
"CD177",1,0,0.131413827927877
"CD55",1,0,0.131413827927877
"CD59",1,0,0.131413827927877
"CD63",1,0,0.131413827927877
"CD82",1,0,0.131413827927877
"CDC42EP3",1,0,0.131413827927877
"CDK5RAP2",1,0,0.131413827927877
"CDKN2C",1,0,0.131413827927877
"CDKN2D",1,0,0.131413827927877
"CEACAM1",1,0,0.131413827927877
"CEACAM21",1,0,0.131413827927877
"CEACAM4",1,0,0.131413827927877
"CHCHD7",1,0,0.131413827927877
"CKAP4",1,0,0.131413827927877
"CLEC5A",1,0,0.131413827927877
"COL17A1",1,0,0.131413827927877
"CORO2A",1,0,0.131413827927877
"CPEB4",1,0,0.131413827927877
"CPNE5",1,0,0.131413827927877
"CR1",1,0,0.131413827927877
"CST7",1,0,0.131413827927877
"CYP19A1",1,0,0.131413827927877
"CYP1B1",1,0,0.131413827927877
"DAAM2",1,0,0.131413827927877
"DDAH2",1,0,0.131413827927877
"DHCR7",1,0,0.131413827927877
"DHRS9",1,0,0.131413827927877
"DRAM1",1,0,0.131413827927877
"DUSP13",1,0,0.131413827927877
"EAF2",1,0,0.131413827927877
"EIF4E3",1,0,0.131413827927877
"EMB",1,0,0.131413827927877
"EMILIN2",1,0,0.131413827927877
"EMR1",1,0,0.131413827927877
"ENTPD1",1,0,0.131413827927877
"ENTPD7",1,0,0.131413827927877
"ENY2",1,0,0.131413827927877
"ERI1",1,0,0.131413827927877
"ERLIN1",1,0,0.131413827927877
"ERO1L",1,0,0.131413827927877
"ETS2",1,0,0.131413827927877
"EXOSC4",1,0,0.131413827927877
"F8",1,0,0.131413827927877
"FAM160A2",1,0,0.131413827927877
"FAM177A1",1,0,0.131413827927877
"FAM20A",1,0,0.131413827927877
"FAM89A",1,0,0.131413827927877
"FAR2",1,0,0.131413827927877
"FBN2",1,0,0.131413827927877
"FCAR",1,0,0.131413827927877
"FCER1G",1,0,0.131413827927877
"FERMT3",1,0,0.131413827927877
"FKBP5",1,0,0.131413827927877
"FKBP9",1,0,0.131413827927877
"FNDC3B",1,0,0.131413827927877
"GALNT14",1,0,0.131413827927877
"GALNT2",1,0,0.131413827927877
"GBA",1,0,0.131413827927877
"GLRX",1,0,0.131413827927877
"GM2A",1,0,0.131413827927877
"GMFG",1,0,0.131413827927877
"GNA15",1,0,0.131413827927877
"GPR141",1,0,0.131413827927877
"GPR84",1,0,0.131413827927877
"GRB10",1,0,0.131413827927877
"GSTO1",1,0,0.131413827927877
"GTDC1",1,0,0.131413827927877
"GYG1",1,0,0.131413827927877
"HEBP2",1,0,0.131413827927877
"HGF",1,0,0.131413827927877
"HIP1",1,0,0.131413827927877
"HIST1H2AE",1,0,0.131413827927877
"HK3",1,0,0.131413827927877
"HP",1,0,0.131413827927877
"HPGD",1,0,0.131413827927877
"HS3ST3B1",1,0,0.131413827927877
"HSBP1",1,0,0.131413827927877
"HSDL2",1,0,0.131413827927877
"IER3",1,0,0.131413827927877
"IFT20",1,0,0.131413827927877
"IGF2BP3",1,0,0.131413827927877
"IL18R1",1,0,0.131413827927877
"IL18RAP",1,0,0.131413827927877
"IL1R2",1,0,0.131413827927877
"IL1RAP",1,0,0.131413827927877
"IMPA2",1,0,0.131413827927877
"IRAK3",1,0,0.131413827927877
"ITGA7",1,0,0.131413827927877
"ITGAM",1,0,0.131413827927877
"ITPKC",1,0,0.131413827927877
"JMJD6",1,0,0.131413827927877
"KCNE1",1,0,0.131413827927877
"KCNMA1",1,0,0.131413827927877
"KIAA1715",1,0,0.131413827927877
"KIF3C",1,0,0.131413827927877
"KLF5",1,0,0.131413827927877
"LAIR1",1,0,0.131413827927877
"LCN2",1,0,0.131413827927877
"LDHA",1,0,0.131413827927877
"LDLR",1,0,0.131413827927877
"LGALS8",1,0,0.131413827927877
"LILRA5",1,0,0.131413827927877
"LILRA6",1,0,0.131413827927877
"LIN7A",1,0,0.131413827927877
"LOC375190",1,0,0.131413827927877
"LRPAP1",1,0,0.131413827927877
"LRRFIP2",1,0,0.131413827927877
"LTF",1,0,0.131413827927877
"LYRM1",1,0,0.131413827927877
"MAFG",1,0,0.131413827927877
"MAP2K6",1,0,0.131413827927877
"MAPK14",1,0,0.131413827927877
"MCTP1",1,0,0.131413827927877
"MCTP2",1,0,0.131413827927877
"MEF2A",1,0,0.131413827927877
"MERTK",1,0,0.131413827927877
"METTL7B",1,0,0.131413827927877
"METTL9",1,0,0.131413827927877
"MKNK1",1,0,0.131413827927877
"MMADHC",1,0,0.131413827927877
"MMP8",1,0,0.131413827927877
"MMP9",1,0,0.131413827927877
"MS4A4A",1,0,0.131413827927877
"MSL3",1,0,0.131413827927877
"MSRA",1,0,0.131413827927877
"MSRB3",1,0,0.131413827927877
"MTF1",1,0,0.131413827927877
"MTHFS",1,0,0.131413827927877
"MYL6",1,0,0.131413827927877
"NAIP",1,0,0.131413827927877
"NANS",1,0,0.131413827927877
"NDST2",1,0,0.131413827927877
"NDUFA4",1,0,0.131413827927877
"NDUFB1",1,0,0.131413827927877
"NDUFB3",1,0,0.131413827927877
"NECAB1",1,0,0.131413827927877
"NLRC4",1,0,0.131413827927877
"NQO2",1,0,0.131413827927877
"NSUN7",1,0,0.131413827927877
"OLAH",1,0,0.131413827927877
"OLFM4",1,0,0.131413827927877
"OPLAH",1,0,0.131413827927877
"OSCAR",1,0,0.131413827927877
"OSM",1,0,0.131413827927877
"OSTalpha",1,0,0.131413827927877
"P2RX1",1,0,0.131413827927877
"PADI4",1,0,0.131413827927877
"PAG1",1,0,0.131413827927877
"PCMT1",1,0,0.131413827927877
"PCOLCE2",1,0,0.131413827927877
"PDE4D",1,0,0.131413827927877
"PDSS1",1,0,0.131413827927877
"PECR",1,0,0.131413827927877
"PFKFB2",1,0,0.131413827927877
"PFKFB3",1,0,0.131413827927877
"PGD",1,0,0.131413827927877
"PGLYRP1",1,0,0.131413827927877
"PGS1",1,0,0.131413827927877
"PHTF1",1,0,0.131413827927877
"PIM3",1,0,0.131413827927877
"PLAC8",1,0,0.131413827927877
"PLB1",1,0,0.131413827927877
"PLBD1",1,0,0.131413827927877
"PLSCR1",1,0,0.131413827927877
"PPM1M",1,0,0.131413827927877
"PPM1N",1,0,0.131413827927877
"PSMA6",1,0,0.131413827927877
"PSTPIP2",1,0,0.131413827927877
"QSOX1",1,0,0.131413827927877
"RAB10",1,0,0.131413827927877
"RAB20",1,0,0.131413827927877
"RAB32",1,0,0.131413827927877
"RABGEF1",1,0,0.131413827927877
"RETN",1,0,0.131413827927877
"RGL4",1,0,0.131413827927877
"RRAGD",1,0,0.131413827927877
"S100A12",1,0,0.131413827927877
"S100A8",1,0.231508477313572,0.131413827927877
"S100P",1,0,0.131413827927877
"SERPINB1",1,0,0.131413827927877
"SERPINB2",1,0,0.131413827927877
"SESN2",1,0,0.131413827927877
"SF3B14",1,0,0.131413827927877
"SFT2D2",1,0,0.131413827927877
"SFXN1",1,0,0.131413827927877
"SH3GLB1",1,0,0.131413827927877
"SIGLEC5",1,0,0.131413827927877
"SIGLEC9",1,0,0.131413827927877
"SLC1A3",1,0,0.131413827927877
"SLC25A28",1,0,0.131413827927877
"SLC36A1",1,0,0.131413827927877
"SMPDL3A",1,0,0.131413827927877
"SNX3",1,0,0.131413827927877
"SOCS3",1,0,0.131413827927877
"SORT1",1,0,0.131413827927877
"SPPL2A",1,0,0.131413827927877
"SPTLC2",1,0,0.131413827927877
"SQRDL",1,0,0.131413827927877
"ST6GALNAC3",1,0,0.131413827927877
"STK16",1,0,0.131413827927877
"STOM",1,0,0.131413827927877
"STXBP2",1,0,0.131413827927877
"SUB1",1,0,0.131413827927877
"SULT1B1",1,0,0.131413827927877
"TBC1D8",1,0,0.131413827927877
"TCN1",1,0,0.131413827927877
"TDRD9",1,0,0.131413827927877
"TFF3",1,0,0.131413827927877
"TIPARP",1,0,0.131413827927877
"TLR8",1,0,0.131413827927877
"TMEM110",1,0,0.131413827927877
"TMEM185B",1,0,0.131413827927877
"TMTC1",1,0,0.131413827927877
"TP53I3",1,0,0.131413827927877
"TPM4",1,0,0.131413827927877
"TPST2",1,0,0.131413827927877
"TRIB1",1,0,0.131413827927877
"TRPS1",1,0,0.131413827927877
"TSHZ3",1,0,0.131413827927877
"TSPAN2",1,0,0.131413827927877
"TSPO",1,0,0.131413827927877
"TXN",1,0,0.131413827927877
"TXNDC17",1,0,0.131413827927877
"UBL5",1,0,0.131413827927877
"UGCG",1,0,0.131413827927877
"UPB1",1,0,0.131413827927877
"UPP1",1,0,0.131413827927877
"VNN1",1,0,0.131413827927877
"VSTM1",1,0,0.131413827927877
"VWA5A",1,0,0.131413827927877
"WDFY3",1,0,0.131413827927877
"WIPI1",1,0,0.131413827927877
"ZDHHC19",1,0,0.131413827927877
"ZDHHC3",1,0,0.131413827927877
"ZNF438",1,0,0.131413827927877
"(Intercept)",2,2.97879270990541,0.119739385646451
"ACER3",2,0,0.119739385646451
"ACSL1",2,0,0.119739385646451
"ACSL3",2,0,0.119739385646451
"ACVR1B",2,0,0.119739385646451
"ADCY3",2,0,0.119739385646451
"AGFG1",2,0,0.119739385646451
"AIG1",2,0,0.119739385646451
"AKR1C1",2,0,0.119739385646451
"ALOX5",2,0,0.119739385646451
"ALOX5AP",2,0,0.119739385646451
"ANKRD22",2,0,0.119739385646451
"ANKRD34B",2,0,0.119739385646451
"ANKRD55",2,0,0.119739385646451
"ANKS1A",2,0,0.119739385646451
"ANXA1",2,0,0.119739385646451
"ANXA3",2,0,0.119739385646451
"ARG1",2,0,0.119739385646451
"ATP2C2",2,0,0.119739385646451
"ATP8B4",2,0,0.119739385646451
"ATP9A",2,0,0.119739385646451
"BATF",2,0,0.119739385646451
"BAZ1A",2,0,0.119739385646451
"BLOC1S1",2,0,0.119739385646451
"BMX",2,0,0.119739385646451
"BST1",2,0,0.119739385646451
"C14orf101",2,0,0.119739385646451
"C14orf2",2,0,0.119739385646451
"C17orf60",2,0,0.119739385646451
"C19orf38",2,0,0.119739385646451
"C19orf59",2,0,0.119739385646451
"C20orf177",2,0,0.119739385646451
"C22orf9",2,0,0.119739385646451
"C4orf3",2,0,0.119739385646451
"C5orf32",2,0,0.119739385646451
"C9orf103",2,0,0.119739385646451
"C9orf89",2,0,0.119739385646451
"CA4",2,0,0.119739385646451
"CACNA1E",2,0,0.119739385646451
"CAPG",2,0,0.119739385646451
"CARD6",2,0,0.119739385646451
"CCDC109A",2,0,0.119739385646451
"CCNA1",2,0,0.119739385646451
"CD163",2,0,0.119739385646451
"CD177",2,0,0.119739385646451
"CD55",2,0,0.119739385646451
"CD59",2,0,0.119739385646451
"CD63",2,0,0.119739385646451
"CD82",2,0,0.119739385646451
"CDC42EP3",2,0,0.119739385646451
"CDK5RAP2",2,0,0.119739385646451
"CDKN2C",2,0,0.119739385646451
"CDKN2D",2,0,0.119739385646451
"CEACAM1",2,0,0.119739385646451
"CEACAM21",2,0,0.119739385646451
"CEACAM4",2,0,0.119739385646451
"CHCHD7",2,0,0.119739385646451
"CKAP4",2,0,0.119739385646451
"CLEC5A",2,0,0.119739385646451
"COL17A1",2,0,0.119739385646451
"CORO2A",2,0,0.119739385646451
"CPEB4",2,0,0.119739385646451
"CPNE5",2,0,0.119739385646451
"CR1",2,0,0.119739385646451
"CST7",2,0,0.119739385646451
"CYP19A1",2,0,0.119739385646451
"CYP1B1",2,0,0.119739385646451
"DAAM2",2,0,0.119739385646451
"DDAH2",2,0,0.119739385646451
"DHCR7",2,0,0.119739385646451
"DHRS9",2,0,0.119739385646451
"DRAM1",2,0,0.119739385646451
"DUSP13",2,0,0.119739385646451
"EAF2",2,0,0.119739385646451
"EIF4E3",2,0,0.119739385646451
"EMB",2,0,0.119739385646451
"EMILIN2",2,0,0.119739385646451
"EMR1",2,0,0.119739385646451
"ENTPD1",2,0,0.119739385646451
"ENTPD7",2,0,0.119739385646451
"ENY2",2,0,0.119739385646451
"ERI1",2,0,0.119739385646451
"ERLIN1",2,0,0.119739385646451
"ERO1L",2,0,0.119739385646451
"ETS2",2,0,0.119739385646451
"EXOSC4",2,0,0.119739385646451
"F8",2,0,0.119739385646451
"FAM160A2",2,0,0.119739385646451
"FAM177A1",2,0,0.119739385646451
"FAM20A",2,0,0.119739385646451
"FAM89A",2,0,0.119739385646451
"FAR2",2,0,0.119739385646451
"FBN2",2,0,0.119739385646451
"FCAR",2,0,0.119739385646451
"FCER1G",2,0,0.119739385646451
"FERMT3",2,0,0.119739385646451
"FKBP5",2,0,0.119739385646451
"FKBP9",2,0,0.119739385646451
"FNDC3B",2,0,0.119739385646451
"GALNT14",2,0,0.119739385646451
"GALNT2",2,0,0.119739385646451
"GBA",2,0,0.119739385646451
"GLRX",2,0,0.119739385646451
"GM2A",2,0,0.119739385646451
"GMFG",2,0,0.119739385646451
"GNA15",2,0,0.119739385646451
"GPR141",2,0,0.119739385646451
"GPR84",2,0,0.119739385646451
"GRB10",2,0,0.119739385646451
"GSTO1",2,0,0.119739385646451
"GTDC1",2,0,0.119739385646451
"GYG1",2,0,0.119739385646451
"HEBP2",2,0,0.119739385646451
"HGF",2,0,0.119739385646451
"HIP1",2,0,0.119739385646451
"HIST1H2AE",2,0,0.119739385646451
"HK3",2,0,0.119739385646451
"HP",2,0,0.119739385646451
"HPGD",2,0,0.119739385646451
"HS3ST3B1",2,0,0.119739385646451
"HSBP1",2,0,0.119739385646451
"HSDL2",2,0,0.119739385646451
"IER3",2,0,0.119739385646451
"IFT20",2,0,0.119739385646451
"IGF2BP3",2,0,0.119739385646451
"IL18R1",2,0,0.119739385646451
"IL18RAP",2,0,0.119739385646451
"IL1R2",2,0,0.119739385646451
"IL1RAP",2,0,0.119739385646451
"IMPA2",2,0,0.119739385646451
"IRAK3",2,0,0.119739385646451
"ITGA7",2,0,0.119739385646451
"ITGAM",2,0,0.119739385646451
"ITPKC",2,0,0.119739385646451
"JMJD6",2,0,0.119739385646451
"KCNE1",2,0,0.119739385646451
"KCNMA1",2,0,0.119739385646451
"KIAA1715",2,0,0.119739385646451
"KIF3C",2,0,0.119739385646451
"KLF5",2,0,0.119739385646451
"LAIR1",2,0,0.119739385646451
"LCN2",2,0,0.119739385646451
"LDHA",2,0,0.119739385646451
"LDLR",2,0,0.119739385646451
"LGALS8",2,0,0.119739385646451
"LILRA5",2,0,0.119739385646451
"LILRA6",2,0,0.119739385646451
"LIN7A",2,0,0.119739385646451
"LOC375190",2,0,0.119739385646451
"LRPAP1",2,0,0.119739385646451
"LRRFIP2",2,0,0.119739385646451
"LTF",2,0,0.119739385646451
"LYRM1",2,0,0.119739385646451
"MAFG",2,0,0.119739385646451
"MAP2K6",2,0,0.119739385646451
"MAPK14",2,0,0.119739385646451
"MCTP1",2,0,0.119739385646451
"MCTP2",2,0,0.119739385646451
"MEF2A",2,0,0.119739385646451
"MERTK",2,0,0.119739385646451
"METTL7B",2,0,0.119739385646451
"METTL9",2,0,0.119739385646451
"MKNK1",2,0,0.119739385646451
"MMADHC",2,0,0.119739385646451
"MMP8",2,0,0.119739385646451
"MMP9",2,0,0.119739385646451
"MS4A4A",2,0,0.119739385646451
"MSL3",2,0,0.119739385646451
"MSRA",2,0,0.119739385646451
"MSRB3",2,0,0.119739385646451
"MTF1",2,0,0.119739385646451
"MTHFS",2,0,0.119739385646451
"MYL6",2,0,0.119739385646451
"NAIP",2,0,0.119739385646451
"NANS",2,0,0.119739385646451
"NDST2",2,0,0.119739385646451
"NDUFA4",2,0,0.119739385646451
"NDUFB1",2,0,0.119739385646451
"NDUFB3",2,0,0.119739385646451
"NECAB1",2,0,0.119739385646451
