"state_label","denominator","n_control","n_sepsis","effect_sepsis_minus_control","ci_low","ci_high","permutation_p","fdr"
"Emergency myeloid / immature neutrophil-like","proportion_monocytes",2,5,0.640835856811898,0.493168168168168,0.788503545455627,0.0476190476190476,0.0952380952380952
"VCAN+ classical monocyte","proportion_monocytes",2,5,-0.518662692991542,-0.595622886267525,-0.418558586571646,0.0476190476190476,0.0952380952380952
