"metric","value"
"AUC",0.999091478696742
"AUC",0.998621553884712
"AUC",0.99859022556391
"AUC",0.998370927318296
"AUC",0.998151629072682
"AUC",0.998464912280702
"AUC",0.998872180451128
"AUC",0.997399749373434
"AUC",0.999248120300752
"AUC",0.998245614035088
"AUC",0.996961152882206
"AUC",0.996616541353384
"AUC",0.998026315789474
"AUC",0.996741854636591
"AUC",0.999467418546366
"AUC",0.996240601503759
"AUC",0.998182957393484
"AUC",0.999342105263158
"AUC",0.999185463659148
"AUC",0.998715538847118
"AUC",0.997932330827068
"AUC",0.998934837092732
"AUC",0.996522556390977
"AUC",0.99812030075188
"AUC",0.997619047619048
"AUC",0.999248120300752
"AUC",0.998370927318296
"AUC",0.999091478696742
"AUC",0.995394736842105
"AUC",0.999185463659148
"AUC",0.999342105263158
"AUC",0.997117794486216
"AUC",0.99890350877193
"AUC",0.99859022556391
"AUC",0.995614035087719
"AUC",0.997775689223058
"AUC",0.995614035087719
"AUC",0.998496240601504
"AUC",0.998558897243108
"AUC",0.998558897243108
"AUC",0.998934837092732
"AUC",0.998840852130326
"AUC",0.997869674185464
"AUC",0.998496240601504
"AUC",0.997994987468672
"AUC",0.995927318295739
"AUC",0.997399749373434
"AUC",0.999498746867168
"AUC",0.998934837092732
"AUC",0.997901002506266
"AUC",0.999404761904762
"AUC",0.998214285714286
"AUC",0.998809523809524
"AUC",0.999279448621554
"AUC",0.998997493734336
"AUC",0.998621553884712
"AUC",0.998997493734336
"AUC",0.997525062656642
"AUC",0.998339598997494
"AUC",0.997399749373434
"AUC",0.999436090225564
"AUC",0.998245614035088
"AUC",0.996491228070175
"AUC",0.999122807017544
"AUC",0.998778195488722
"AUC",1
"AUC",0.997838345864662
"AUC",0.997431077694236
"AUC",0.998872180451128
"AUC",0.998652882205514
"AUC",0.998652882205514
"AUC",0.9984335839599
"AUC",0.998715538847118
"AUC",0.999342105263158
"AUC",0.998151629072682
"AUC",0.998245614035088
"AUC",0.998496240601504
"AUC",0.99780701754386
"AUC",0.99874686716792
"AUC",0.997086466165414
"AUC",0.998966165413534
"AUC",0.998088972431078
"AUC",0.997994987468672
"AUC",0.999154135338346
"AUC",0.998151629072682
"AUC",0.99906015037594
"AUC",0.999436090225564
"AUC",0.997243107769424
"AUC",0.996835839598997
"AUC",0.998684210526316
"AUC",0.999561403508772
"AUC",0.995833333333333
"AUC",0.999655388471178
"AUC",0.998088972431078
"AUC",0.995708020050125
"AUC",0.996240601503759
"AUC",0.999342105263158
"AUC",0.998370927318296
"AUC",0.998088972431078
"AUC",0.9984335839599
"AUC",0.998934837092732
"AUC",0.997744360902256
"AUC",0.999342105263158
"AUC",0.997274436090226
"AUC",0.999028822055138
"AUC",0.99812030075188
"AUC",0.998997493734336
"AUC",0.997838345864662
"AUC",0.996146616541353
"AUC",0.999122807017544
"AUC",0.999749373433584
"AUC",0.997713032581454
"AUC",0.998057644110276
"AUC",0.999122807017544
"AUC",0.997681704260652
"AUC",0.99718045112782
"AUC",0.998621553884712
"AUC",0.997994987468672
"AUC",0.998997493734336
"AUC",0.996585213032581
"AUC",0.997901002506266
"AUC",0.997368421052632
"AUC",0.998997493734336
"AUC",0.998245614035088
"AUC",0.998652882205514
"AUC",0.998151629072682
"AUC",0.999248120300752
"AUC",0.99953007518797
"AUC",0.999154135338346
"AUC",0.997117794486216
"AUC",0.998464912280702
"AUC",0.999780701754386
"AUC",0.9984335839599
"AUC",0.998621553884712
"AUC",0.998527568922306
"AUC",0.998778195488722
"AUC",0.999655388471178
"AUC",0.999028822055138
"AUC",0.99874686716792
"AUC",0.997149122807018
"AUC",0.998527568922306
"AUC",0.998057644110276
"AUC",0.997994987468672
"AUC",0.997744360902256
"AUC",0.997211779448621
"AUC",0.99733709273183
"AUC",0.999624060150376
"AUC",0.997525062656642
"AUC",0.999561403508772
"AUC",0.997274436090226
"AUC",0.999467418546366
"AUC",0.99812030075188
"AUC",0.998966165413534
"AUC",0.999279448621554
"AUC",0.999655388471178
"AUC",0.998496240601504
"AUC",0.998840852130326
"AUC",0.996083959899749
"AUC",0.998088972431078
"AUC",0.997055137844612
"AUC",0.99937343358396
"AUC",0.998026315789474
"AUC",0.996898496240601
"AUC",0.997994987468672
"AUC",0.997713032581454
"AUC",0.998245614035088
"AUC",0.999248120300752
"AUC",0.999122807017544
"AUC",0.999624060150376
"AUC",0.998026315789474
"AUC",0.997932330827068
"AUC",0.999436090225564
"AUC",0.998558897243108
"AUC",0.998496240601504
"AUC",0.998621553884712
"AUC",0.998778195488722
"AUC",0.999248120300752
"AUC",0.998088972431078
"AUC",0.997932330827068
"AUC",0.999028822055138
"AUC",0.997305764411028
"AUC",0.998057644110276
"AUC",0.999310776942356
"AUC",0.99718045112782
"AUC",0.9984335839599
"AUC",0.997713032581454
"AUC",0.998151629072682
"AUC",0.999154135338346
"AUC",0.99890350877193
"AUC",0.999498746867168
"AUC",0.999561403508772
"AUC",0.997556390977444
"AUC",0.99953007518797
"AUC",0.998621553884712
"AUC",0.997838345864662
"AUC",0.99859022556391
"AUC",0.99859022556391
"AUC",0.999310776942356
"AUC",0.997243107769424
"AUC",0.99796365914787
"AUC",0.999404761904762
"AUC",0.99796365914787
"AUC",0.996929824561404
"AUC",0.999310776942356
"AUC",0.998057644110276
"AUC",0.999028822055138
"AUC",0.998621553884712
"AUC",0.99937343358396
"AUC",0.998997493734336
"AUC",0.99796365914787
"AUC",0.998872180451128
"AUC",0.99702380952381
"AUC",0.998840852130326
"AUC",0.998308270676692
"AUC",0.998934837092732
"AUC",0.997775689223058
"AUC",0.999154135338346
"AUC",0.99780701754386
"AUC",0.99890350877193
"AUC",0.998966165413534
"AUC",0.996679197994987
"AUC",0.999122807017544
"AUC",0.99780701754386
"AUC",0.998621553884712
"AUC",0.999154135338346
"AUC",0.996804511278195
"AUC",0.999561403508772
"AUC",0.999122807017544
"AUC",0.997368421052632
"AUC",0.999436090225564
"AUC",0.997775689223058
"AUC",0.998402255639098
"AUC",0.998182957393484
"AUC",0.998934837092732
"AUC",0.998778195488722
"AUC",0.999498746867168
"AUC",0.999498746867168
"AUC",0.999185463659148
"AUC",0.99827694235589
"AUC",0.999436090225564
"AUC",0.999185463659148
"AUC",0.999154135338346
"AUC",0.9984335839599
"AUC",0.998026315789474
"AUC",0.999248120300752
"AUC",0.999498746867168
"AUC",0.998245614035088
"AUC",0.999091478696742
"AUC",0.997431077694236
"AUC",0.999498746867168
"AUC",0.998966165413534
"AUC",0.999122807017544
"AUC",0.998966165413534
"AUC",0.998558897243108
"AUC",0.999624060150376
"AUC",0.999091478696742
"AUC",0.998558897243108
"AUC",0.998339598997494
"AUC",0.999404761904762
"AUC",0.99702380952381
"AUC",0.998840852130326
"AUC",0.999248120300752
"AUC",0.999780701754386
"AUC",0.99812030075188
"AUC",0.997086466165414
"AUC",0.998997493734336
"AUC",0.998809523809524
"AUC",0.998997493734336
"AUC",0.998997493734336
"AUC",0.999185463659148
"AUC",0.999154135338346
"AUC",0.998684210526316
"AUC",0.99874686716792
"AUC",0.997587719298246
"AUC",0.99906015037594
"AUC",0.998809523809524
"AUC",0.998715538847118
"AUC",0.998652882205514
"AUC",0.998245614035088
"AUC",0.999248120300752
"AUC",0.999154135338346
"AUC",0.998527568922306
"AUC",0.998182957393484
"AUC",0.997932330827068
"AUC",0.997211779448622
"AUC",0.998558897243108
"AUC",0.997211779448621
"AUC",0.999248120300752
"AUC",0.997556390977444
"AUC",0.999154135338346
"AUC",0.999592731829574
"AUC",0.998245614035088
"AUC",0.998652882205514
"AUC",0.998558897243108
"AUC",0.998214285714286
"AUC",0.998778195488722
"AUC",0.99921679197995
"AUC",0.999185463659148
"AUC",0.997932330827068
"AUC",0.998934837092732
"AUC",0.997681704260652
"AUC",0.999342105263158
"AUC",0.997399749373434
"AUC",0.998527568922306
"AUC",0.999248120300752
"AUC",0.99812030075188
"AUC",0.998809523809524
"AUC",0.998496240601504
"AUC",0.999310776942356
"AUC",0.999028822055138
"AUC",0.997932330827068
"AUC",0.999028822055138
"AUC",0.99890350877193
"AUC",0.998182957393484
"AUC",0.998966165413534
"AUC",0.999091478696742
"AUC",0.999561403508772
"AUC",0.998402255639098
"AUC",0.999310776942356
"AUC",0.99733709273183
"AUC",0.999592731829574
"AUC",0.998151629072682
"AUC",0.998088972431078
"AUC",0.997681704260652
"AUC",0.998088972431078
"AUC",0.998997493734336
"AUC",0.997681704260652
"AUC",0.998715538847118
"AUC",0.997681704260652
"AUC",0.997681704260652
"AUC",0.998527568922306
"AUC",0.999404761904762
"AUC",0.998464912280702
"AUC",0.999091478696742
"AUC",0.998715538847118
"AUC",0.999091478696742
"AUC",0.998496240601504
"AUC",0.999185463659148
"AUC",0.998778195488722
"AUC",0.999342105263158
"AUC",0.998872180451128
"AUC",0.999310776942356
"AUC",0.996303258145363
"AUC",0.999310776942356
"AUC",0.998245614035088
"AUC",0.99953007518797
"AUC",0.999154135338346
"AUC",0.999091478696742
"AUC",0.997901002506266
"AUC",0.998872180451128
"AUC",0.997869674185464
"AUC",0.997681704260652
"AUC",0.997086466165414
"AUC",0.997744360902256
"AUC",0.998370927318296
"AUC",0.998214285714286
"AUC",0.99906015037594
"AUC",0.998621553884712
"AUC",0.998245614035088
"AUC",0.998245614035088
"AUC",0.997368421052632
"AUC",0.99812030075188
"AUC",0.998402255639098
"AUC",0.998809523809524
"AUC",0.998872180451128
"AUC",0.998997493734336
"AUC",0.998809523809524
"AUC",0.998370927318296
"AUC",0.998652882205514
"AUC",0.99890350877193
"AUC",0.99984335839599
"AUC",0.998214285714286
"AUC",0.998621553884712
"AUC",0.998402255639098
"AUC",0.997525062656642
"AUC",0.998715538847118
"AUC",0.998402255639098
"AUC",0.999248120300752
"AUC",0.997305764411028
"AUC",0.998809523809524
"AUC",0.998026315789474
"AUC",0.999561403508772
"AUC",0.997932330827068
"AUC",0.998558897243108
"AUC",0.999154135338346
"AUC",0.998402255639098
"AUC",0.99827694235589
"AUC",0.997932330827068
"AUC",0.998464912280702
"AUC",0.99859022556391
"AUC",0.994862155388471
"AUC",0.998402255639098
"AUC",0.997901002506266
"AUC",0.997838345864662
"AUC",0.998057644110276
"AUC",0.99780701754386
"AUC",0.999310776942356
"AUC",0.9984335839599
"AUC",0.999028822055138
"AUC",0.999310776942356
"AUC",0.999467418546366
"AUC",0.996585213032581
"AUC",0.998872180451128
"AUC",0.999248120300752
"AUC",0.998496240601504
"AUC",0.99812030075188
"AUC",0.998872180451128
"AUC",0.997681704260652
"AUC",0.999279448621554
"AUC",0.99765037593985
"AUC",0.997901002506266
"AUC",0.99937343358396
"AUC",0.997399749373434
"AUC",0.997117794486216
"AUC",0.999185463659148
"AUC",0.9984335839599
"AUC",0.999185463659148
"AUC",0.997713032581454
"AUC",0.997431077694236
"AUC",0.998308270676692
"AUC",0.998652882205514
"AUC",0.998026315789474
"AUC",0.99890350877193
"AUC",0.997681704260652
"AUC",0.997869674185464
"AUC",0.998339598997494
"AUC",0.998339598997494
"AUC",0.997901002506266
"AUC",0.997556390977444
"AUC",0.998715538847118
"AUC",0.99812030075188
"AUC",0.999436090225564
"AUC",0.998621553884712
"AUC",0.998057644110276
"AUC",0.99890350877193
"AUC",0.998966165413534
"AUC",0.999592731829574
"AUC",0.997775689223058
"AUC",0.999404761904762
"AUC",0.998496240601504
"AUC",0.998966165413534
"AUC",0.999467418546366
"AUC",0.998778195488722
"AUC",0.99921679197995
"AUC",0.999279448621554
"AUC",0.99890350877193
"AUC",0.998402255639098
"AUC",0.998621553884712
"AUC",0.996491228070175
"AUC",0.998245614035088
"AUC",0.996021303258145
"AUC",0.99874686716792
"AUC",0.997587719298246
"AUC",0.998621553884712
"AUC",0.998934837092732
"AUC",0.997274436090226
"AUC",0.998496240601504
"AUC",0.999248120300752
"AUC",0.9984335839599
"AUC",0.998934837092732
"AUC",0.998778195488722
"AUC",0.999467418546366
"AUC",0.998496240601504
"AUC",0.998934837092732
"AUC",0.997274436090226
"AUC",0.998934837092732
"AUC",0.998840852130326
"AUC",0.99890350877193
"AUC",0.998339598997494
"AUC",0.999592731829574
"AUC",0.99953007518797
"AUC",0.996303258145363
"AUC",0.999279448621554
"AUC",0.998245614035088
"AUC",0.997149122807018
"AUC",0.997619047619048
"AUC",0.996334586466165
"AUC",0.99827694235589
"AUC",0.998182957393484
"AUC",0.998621553884712
"AUC",0.9984335839599
"AUC",0.997619047619048
"AUC",0.998527568922306
"AUC",0.998778195488722
"AUC",0.999624060150376
"AUC",0.99921679197995
"AUC",0.998934837092732
"AUC",0.99796365914787
"AUC",0.99827694235589
"AUC",0.997775689223058
"AUC",0.998621553884712
"AUC",0.997994987468672
"AUC",0.998339598997494
"AUC",0.999404761904762
"AUC",0.999624060150376
"AUC",0.998527568922306
"AUC",0.998245614035088
"AUC",0.999874686716792
"AUC",0.99906015037594
"AUC",0.99953007518797
"AUC",0.99812030075188
"AUC",0.999185463659148
"AUC",0.998840852130326
"AUC",0.999028822055138
"AUC",0.996679197994987
"AUC",0.997149122807018
"AUC",0.998715538847118
"AUC",0.99937343358396
"AUC",0.999404761904762
"AUC",0.99827694235589
"AUC",0.997869674185464
"AUC",0.99859022556391
"AUC",0.999279448621554
"AUC",0.996491228070175
"AUC",0.998151629072682
"AUC",0.99859022556391
"AUC",0.999122807017544
"AUC",0.998621553884712
"AUC",0.999404761904762
"AUC",0.998527568922306
"AUC",0.997869674185464
"AUC",0.999028822055138
"AUC",0.998809523809524
"AUC",0.998151629072682
"AUC",0.997305764411028
"AUC",0.998809523809524
"AUC",0.995864661654135
"AUC",0.997243107769424
"AUC",0.999812030075188
"AUC",0.99812030075188
"AUC",0.99953007518797
"AUC",0.998621553884712
"AUC",0.996177944862155
"AUC",0.998496240601504
"AUC",0.998778195488722
"AUC",0.997149122807018
"AUC",0.998621553884712
"AUC",0.996992481203008
"AUC",0.998778195488722
"AUC",0.998088972431078
"AUC",0.999780701754386
"AUC",0.998214285714286
"AUC",0.999091478696742
"AUC",0.997681704260652
"AUC",0.99874686716792
"AUC",0.995833333333333
"AUC",0.998872180451128
"AUC",0.998872180451128
"AUC",0.998621553884712
"AUC",0.999655388471178
"AUC",0.998026315789474
"AUC",0.997744360902256
"AUC",0.99780701754386
"AUC",0.998088972431078
"AUC",0.99796365914787
"AUC",0.997869674185464
"AUC",0.99953007518797
"AUC",0.99702380952381
"AUC",0.998778195488722
"AUC",0.99874686716792
"AUC",0.998684210526316
"AUC",0.998621553884712
"AUC",0.99812030075188
"AUC",0.99921679197995
"AUC",0.998402255639098
"AUC",0.99765037593985
"AUC",0.999655388471178
"AUC",0.999122807017544
"AUC",0.998621553884712
"AUC",0.99718045112782
"AUC",0.9984335839599
"AUC",0.999780701754386
"AUC",0.998840852130326
"AUC",0.999028822055138
"AUC",0.998809523809524
"AUC",0.997368421052632
"AUC",0.998026315789474
"AUC",0.998558897243108
"AUC",0.999185463659148
"AUC",0.999028822055138
"AUC",0.998997493734336
"AUC",0.9984335839599
"AUC",0.999185463659148
"AUC",0.997994987468672
"AUC",0.998997493734336
"AUC",0.998778195488722
"AUC",0.998151629072682
"AUC",0.9984335839599
"AUC",0.997932330827068
"AUC",0.99874686716792
"AUC",0.998778195488722
"AUC",0.999655388471178
"AUC",0.999248120300752
"AUC",0.99859022556391
"AUC",0.998715538847118
"AUC",0.998402255639098
"AUC",0.998621553884712
"AUC",0.997149122807018
"AUC",0.998182957393484
"AUC",0.998339598997494
"AUC",0.998997493734336
"AUC",0.999310776942356
"AUC",0.998496240601504
"AUC",0.998151629072682
"AUC",0.998621553884712
"AUC",0.99749373433584
"AUC",0.99921679197995
"AUC",0.998308270676692
"AUC",0.998715538847118
"AUC",0.996804511278195
"AUC",0.999185463659148
"AUC",0.997462406015038
"AUC",0.99890350877193
"AUC",0.999185463659148
"AUC",0.999248120300752
"AUC",0.998339598997494
"AUC",0.997243107769424
"AUC",0.999091478696742
"AUC",0.998057644110276
"AUC",0.997274436090226
"AUC",0.997619047619048
"AUC",0.99859022556391
"AUC",0.998778195488722
"AUC",0.999624060150376
"AUC",0.997932330827068
"AUC",0.998558897243108
"AUC",0.999248120300752
"AUC",0.997744360902256
"AUC",0.997869674185464
"AUC",0.998496240601504
"AUC",0.998057644110276
"AUC",0.999592731829574
"AUC",0.999279448621554
"AUC",0.999404761904762
"AUC",0.998182957393484
"AUC",0.998684210526316
"AUC",0.998715538847118
"AUC",0.997994987468672
"AUC",0.998684210526316
"AUC",0.998621553884712
"AUC",0.997994987468672
"AUC",0.996929824561404
"AUC",0.998872180451128
"AUC",0.998872180451128
"AUC",0.997399749373434
"AUC",0.998057644110276
"AUC",0.999154135338346
"AUC",0.9984335839599
"AUC",0.995770676691729
"AUC",0.999342105263158
"AUC",0.999091478696742
"AUC",0.996647869674186
"AUC",0.997274436090226
"AUC",0.995708020050125
"AUC",0.996929824561404
"AUC",0.998934837092732
"AUC",0.996052631578947
"AUC",0.999122807017544
"AUC",0.998182957393484
"AUC",0.996146616541353
"AUC",0.998715538847118
"AUC",0.998840852130326
"AUC",0.997901002506266
"AUC",0.998182957393484
"AUC",0.999655388471178
"AUC",0.998778195488722
"AUC",0.996804511278195
"AUC",0.99937343358396
"AUC",0.998245614035088
"AUC",0.999248120300752
"AUC",0.998214285714286
"AUC",0.998621553884712
"AUC",0.99874686716792
"AUC",0.998966165413534
"AUC",0.997994987468672
"AUC",0.998527568922306
"AUC",0.998966165413534
"AUC",0.999122807017544
"AUC",0.99749373433584
"AUC",0.99718045112782
"AUC",0.998840852130326
"AUC",0.99968671679198
"AUC",0.999436090225564
"AUC",0.998057644110276
"AUC",0.998684210526316
"AUC",0.99874686716792
"AUC",0.999561403508772
"AUC",0.999185463659148
"AUC",0.995833333333333
"AUC",0.999342105263158
"AUC",0.99874686716792
"AUC",0.99874686716792
"AUC",0.998966165413534
"AUC",0.999122807017544
"AUC",0.997932330827068
"AUC",0.99921679197995
"AUC",0.998778195488722
"AUC",0.999028822055138
"AUC",0.999122807017544
"AUC",0.997744360902256
"AUC",0.99874686716792
"AUC",0.999498746867168
"AUC",0.997149122807018
"AUC",0.997211779448621
"AUC",0.999154135338346
"AUC",0.998245614035088
"AUC",0.999154135338346
"AUC",0.999185463659148
"AUC",0.997775689223058
"AUC",0.996992481203008
"AUC",0.998214285714286
"AUC",0.996773182957393
"AUC",0.999154135338346
"AUC",0.998715538847118
"AUC",0.997399749373434
"AUC",0.999091478696742
"AUC",0.996021303258145
"AUC",0.998370927318296
"AUC",0.999154135338346
"AUC",0.998715538847118
"AUC",0.999436090225564
"AUC",0.998778195488722
"AUC",0.999091478696742
"AUC",0.999310776942356
"AUC",0.997305764411028
"AUC",0.998997493734336
"AUC",0.998778195488722
"AUC",0.998370927318296
"AUC",0.998339598997494
"AUC",0.997556390977444
"AUC",0.996929824561404
"AUC",0.99812030075188
"AUC",0.997869674185464
"AUC",0.997994987468672
"AUC",0.998214285714286
"AUC",0.99827694235589
"AUC",0.99749373433584
"AUC",0.998308270676692
"AUC",0.998558897243108
"AUC",0.99874686716792
"AUC",0.998496240601504
"AUC",0.99937343358396
"AUC",0.999310776942356
"AUC",0.997431077694236
"AUC",0.998402255639098
"AUC",0.998684210526316
"AUC",0.99874686716792
"AUC",0.996929824561403
"AUC",0.998715538847118
"AUC",0.998621553884712
"AUC",0.998715538847118
"AUC",0.999749373433584
"AUC",0.99921679197995
"AUC",0.998308270676692
"AUC",0.998621553884712
"AUC",0.99780701754386
"AUC",0.999498746867168
"AUC",0.99859022556391
"AUC",0.998684210526316
"AUC",0.999122807017544
"AUC",0.99796365914787
"AUC",0.998182957393484
"AUC",0.999091478696742
"AUC",0.998840852130326
"AUC",0.997117794486216
"AUC",0.998088972431078
"AUC",0.998840852130326
"AUC",0.99890350877193
"AUC",0.999122807017544
"AUC",0.997775689223058
"AUC",0.998182957393484
"AUC",0.998966165413534
"AUC",0.998339598997494
"AUC",0.998057644110276
"AUC",0.999279448621554
"AUC",0.999248120300752
"AUC",0.998370927318296
"AUC",0.998151629072682
"AUC",0.99906015037594
"AUC",0.998872180451128
"AUC",0.99733709273183
"AUC",0.997305764411028
"AUC",0.999248120300752
"AUC",0.998339598997494
"AUC",0.997274436090226
"AUC",0.998778195488722
"AUC",0.998527568922306
"AUC",0.998872180451128
"AUC",0.998809523809524
"AUC",0.997399749373434
"AUC",0.99874686716792
"AUC",0.999812030075188
"AUC",0.998872180451128
"AUC",0.998715538847118
"AUC",0.996804511278195
"AUC",0.998214285714286
"AUC",0.998245614035088
"AUC",0.998934837092732
"AUC",0.996961152882206
"AUC",0.996710526315789
"AUC",0.998402255639098
"AUC",0.999655388471178
"AUC",0.999028822055138
"AUC",0.997838345864662
"AUC",0.997525062656642
"AUC",0.999467418546366
"AUC",0.997713032581454
"AUC",0.997399749373434
"AUC",0.998182957393484
"AUC",0.997431077694236
"AUC",0.996365914786967
"AUC",0.999498746867168
"AUC",0.997775689223058
"AUC",0.998715538847118
"AUC",0.997431077694236
"AUC",0.999122807017544
"AUC",0.998934837092732
"AUC",0.997211779448621
"AUC",0.999154135338346
"AUC",0.998057644110276
"AUC",0.999091478696742
"AUC",0.998464912280702
"AUC",0.998966165413534
"AUC",0.996961152882206
"AUC",0.998778195488722
"AUC",0.99859022556391
"AUC",0.997525062656642
"AUC",0.997869674185464
"AUC",0.998339598997494
"AUC",0.998527568922306
"AUC",0.998778195488722
"AUC",0.999342105263158
"AUC",0.997619047619048
"AUC",0.99718045112782
"AUC",0.998997493734336
"AUC",0.997932330827068
"AUC",0.99827694235589
"AUC",0.999279448621554
"AUC",0.999154135338346
"AUC",0.998558897243108
"AUC",0.998151629072682
"AUC",0.997994987468672
"AUC",0.998872180451128
"AUC",0.998684210526316
"AUC",0.998997493734336
"AUC",0.997368421052632
"AUC",0.997681704260652
"AUC",0.998778195488722
"AUC",0.99874686716792
"AUC",0.998621553884712
"AUC",0.998621553884712
"AUC",0.998840852130326
"AUC",0.998088972431078
"AUC",0.997744360902256
"AUC",0.99921679197995
"AUC",0.998621553884712
"AUC",0.998026315789474
"AUC",0.998339598997494
"AUC",0.997431077694236
"AUC",0.99890350877193
"AUC",0.997869674185464
"AUC",0.997838345864662
"AUC",0.998339598997494
"AUC",0.998026315789474
"AUC",0.998872180451128
"AUC",0.998464912280702
"AUC",0.99827694235589
"AUC",0.99749373433584
"AUC",0.999780701754386
"AUC",0.998809523809524
"AUC",0.998778195488722
"AUC",0.998997493734336
"AUC",0.999624060150376
"AUC",0.998182957393484
"AUC",0.999091478696742
"AUC",0.998402255639098
"AUC",0.998026315789474
"AUC",0.998245614035088
"AUC",0.997869674185464
"AUC",0.99765037593985
"AUC",0.998496240601504
"AUC",0.997368421052632
"AUC",0.998558897243108
"AUC",0.998151629072682
"AUC",0.99733709273183
"AUC",0.996209273182957
"AUC",0.999154135338346
"AUC",0.99968671679198
"AUC",0.998558897243108
"AUC",0.999028822055138
"AUC",0.998809523809524
"AUC",0.997744360902256
"AUC",0.998527568922306
"AUC",0.998840852130326
"AUC",0.997681704260652
"Standardized mean difference",6.03039574218885
"Standardized mean difference",5.95096591680434
