dataset,sample_id,group,expression,platform,probe,z,label,family
GSE134347,GSM3942925,Non-infectious ICU,7.848912879,GPL17586,TC01003261.hg.1,-3.264567537531452,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942926,Sepsis,9.78596647,GPL17586,TC01003261.hg.1,0.7419394073182867,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942927,Sepsis,9.505946204,GPL17586,TC01003261.hg.1,0.1627591793471606,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942928,Non-infectious ICU,8.611076301,GPL17586,TC01003261.hg.1,-1.6881459777247236,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942929,Sepsis,9.592983957,GPL17586,TC01003261.hg.1,0.34278381236652217,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942930,Non-infectious ICU,8.895817803,GPL17586,TC01003261.hg.1,-1.099200576032973,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942931,Non-infectious ICU,9.147769234,GPL17586,TC01003261.hg.1,-0.5780765540872475,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942932,Sepsis,9.28675237,GPL17586,TC01003261.hg.1,-0.29061063048648084,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942933,Non-infectious ICU,8.49788336,GPL17586,TC01003261.hg.1,-1.9222687228731161,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942934,Non-infectious ICU,9.138575562,GPL17586,TC01003261.hg.1,-0.5970922957723581,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942935,Sepsis,9.252691908,GPL17586,TC01003261.hg.1,-0.3610596248673468,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942936,Sepsis,9.366131364,GPL17586,TC01003261.hg.1,-0.12642700014510355,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942937,Sepsis,9.541161026,GPL17586,TC01003261.hg.1,0.23559579551522702,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942938,Sepsis,10.11261341,GPL17586,TC01003261.hg.1,1.4175599682075157,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942939,Sepsis,9.95411762,GPL17586,TC01003261.hg.1,1.0897350250490663,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942940,Sepsis,9.35345209,GPL17586,TC01003261.hg.1,-0.15265219059552737,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942941,Non-infectious ICU,9.382753776,GPL17586,TC01003261.hg.1,-0.09204601583595304,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942942,Sepsis,10.05023589,GPL17586,TC01003261.hg.1,1.2885413554837009,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942943,Sepsis,10.02071408,GPL17586,TC01003261.hg.1,1.2274798870044141,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942944,Sepsis,9.452401857,GPL17586,TC01003261.hg.1,0.05201066980169219,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942973,Sepsis,10.0899588,GPL17586,TC01003261.hg.1,1.3707022804700253,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942974,Sepsis,9.909505066,GPL17586,TC01003261.hg.1,0.9974605994684032,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942975,Sepsis,9.59789341,GPL17586,TC01003261.hg.1,0.35293828492799534,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942976,Sepsis,8.247354928,GPL17586,TC01003261.hg.1,-2.4404494832578263,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942977,Sepsis,9.364136826,GPL17586,TC01003261.hg.1,-0.13055240503110935,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942978,Sepsis,8.850790754,GPL17586,TC01003261.hg.1,-1.1923323228069262,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942979,Sepsis,9.525566365,GPL17586,TC01003261.hg.1,0.20334056112761204,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942980,Non-infectious ICU,9.279714196,GPL17586,TC01003261.hg.1,-0.3051680454909376,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942981,Non-infectious ICU,9.529192555,GPL17586,TC01003261.hg.1,0.21084079523876312,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942982,Non-infectious ICU,9.205613905,GPL17586,TC01003261.hg.1,-0.4584334646235201,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942983,Sepsis,9.484809487,GPL17586,TC01003261.hg.1,0.11904102728090347,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942984,Sepsis,9.16377489,GPL17586,TC01003261.hg.1,-0.5449712377352272,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942985,Sepsis,9.02497137,GPL17586,TC01003261.hg.1,-0.8320656523830399,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942986,Sepsis,10.07205307,GPL17586,TC01003261.hg.1,1.3336669439512434,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942987,Sepsis,9.052168631,GPL17586,TC01003261.hg.1,-0.775812167407881,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942988,Sepsis,9.77320166,GPL17586,TC01003261.hg.1,0.7155372983873273,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942989,Sepsis,9.760257458,GPL17586,TC01003261.hg.1,0.688764143814064,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942990,Sepsis,9.613053589,GPL17586,TC01003261.hg.1,0.3842948579886871,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942991,Sepsis,9.418367662,GPL17586,TC01003261.hg.1,-0.018383995200568624,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942992,Sepsis,10.40005961,GPL17586,TC01003261.hg.1,2.0120996350094686,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942993,Sepsis,9.542920815,GPL17586,TC01003261.hg.1,0.2392356570465412,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942994,Sepsis,9.527020016,GPL17586,TC01003261.hg.1,0.20634722178684667,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942995,Non-infectious ICU,9.930532004,GPL17586,TC01003261.hg.1,1.040951690018167,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942996,Sepsis,9.864790204,GPL17586,TC01003261.hg.1,0.9049745650223924,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942997,Sepsis,9.611093039,GPL17586,TC01003261.hg.1,0.3802397522202045,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942998,Sepsis,9.773163554,GPL17586,TC01003261.hg.1,0.7154584817999343,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3942999,Sepsis,9.665535335,GPL17586,TC01003261.hg.1,0.49284553557643956,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3943000,Non-infectious ICU,9.103986766,GPL17586,TC01003261.hg.1,-0.6686340703685102,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3943001,Sepsis,9.260534425,GPL17586,TC01003261.hg.1,-0.34483854612611164,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3943002,Sepsis,9.870028656,GPL17586,TC01003261.hg.1,0.9158095230306675,GSE134347 | non-infectious ICU,similar
GSE134347,GSM3943003,Sepsis,8.936025083,GPL17586,TC01003261.hg.1,-1.016037803819553,GSE134347 | non-infectious ICU,similar
GSE28750,GSM712478,Sepsis,11.67597861,GPL570,202917_s_at;214370_at,1.3780428842524637,GSE28750 | postoperative,similar
GSE28750,GSM712479,Sepsis,11.444438297,GPL570,202917_s_at;214370_at,0.6940030781229231,GSE28750 | postoperative,similar
GSE28750,GSM712480,Sepsis,10.7404712425,GPL570,202917_s_at;214370_at,-1.3857275797593767,GSE28750 | postoperative,similar
GSE28750,GSM712481,Sepsis,11.052769071,GPL570,202917_s_at;214370_at,-0.46310575510192825,GSE28750 | postoperative,similar
GSE28750,GSM712482,Sepsis,10.7702232065,GPL570,202917_s_at;214370_at,-1.297831319178034,GSE28750 | postoperative,similar
GSE28750,GSM712483,Sepsis,11.0480638405,GPL570,202917_s_at;214370_at,-0.47700642284014355,GSE28750 | postoperative,similar
GSE28750,GSM712484,Sepsis,11.561395461,GPL570,202917_s_at;214370_at,1.0395297587749492,GSE28750 | postoperative,similar
GSE28750,GSM712485,Sepsis,11.629731151,GPL570,202917_s_at;214370_at,1.2414139643099402,GSE28750 | postoperative,similar
GSE28750,GSM712486,Sepsis,10.495075548,GPL570,202917_s_at;214370_at,-2.110700354978884,GSE28750 | postoperative,similar
GSE28750,GSM712487,Sepsis,11.0491144215,GPL570,202917_s_at;214370_at,-0.47390269021469694,GSE28750 | postoperative,similar
GSE28750,GSM712508,Postoperative sterile inflammation,11.113764239,GPL570,202917_s_at;214370_at,-0.28290766193636085,GSE28750 | postoperative,similar
GSE28750,GSM712509,Postoperative sterile inflammation,11.381152507,GPL570,202917_s_at;214370_at,0.5070377978161847,GSE28750 | postoperative,similar
GSE28750,GSM712510,Postoperative sterile inflammation,11.0342666165,GPL570,202917_s_at;214370_at,-0.5177675771626971,GSE28750 | postoperative,similar
GSE28750,GSM712511,Postoperative sterile inflammation,11.3182048035,GPL570,202917_s_at;214370_at,0.3210713268352151,GSE28750 | postoperative,similar
GSE28750,GSM712512,Postoperative sterile inflammation,11.636147471,GPL570,202917_s_at;214370_at,1.2603697056752239,GSE28750 | postoperative,similar
GSE28750,GSM712513,Postoperative sterile inflammation,11.161613585,GPL570,202917_s_at;214370_at,-0.14154628543487438,GSE28750 | postoperative,similar
GSE28750,GSM712514,Postoperative sterile inflammation,11.483320948,GPL570,202917_s_at;214370_at,0.8088741375390103,GSE28750 | postoperative,similar
GSE28750,GSM712515,Postoperative sterile inflammation,10.7840949545,GPL570,202917_s_at;214370_at,-1.2568499985187775,GSE28750 | postoperative,similar
GSE28750,GSM712516,Postoperative sterile inflammation,11.4823634395,GPL570,202917_s_at;214370_at,0.8060453691046048,GSE28750 | postoperative,similar
GSE28750,GSM712517,Postoperative sterile inflammation,11.509378631,GPL570,202917_s_at;214370_at,0.8858563796227283,GSE28750 | postoperative,similar
GSE28750,GSM712518,Postoperative sterile inflammation,11.0284678915,GPL570,202917_s_at;214370_at,-0.5348987569274861,GSE28750 | postoperative,similar
GSE69528,GSM1702889,Uninfected chronic disease control,13.51803097,GPL10558,ILMN_1729801,-0.6528338483060288,GSE69528 | chronic disease,similar
GSE69528,GSM1702890,Uninfected chronic disease control,13.08524414,GPL10558,ILMN_1729801,-1.7851375861560694,GSE69528 | chronic disease,similar
GSE69528,GSM1702891,Uninfected chronic disease control,12.98231696,GPL10558,ILMN_1729801,-2.054426812541179,GSE69528 | chronic disease,similar
GSE69528,GSM1702892,Uninfected chronic disease control,13.66017609,GPL10558,ILMN_1729801,-0.2809384033980976,GSE69528 | chronic disease,similar
GSE69528,GSM1702893,Uninfected chronic disease control,13.34292089,GPL10558,ILMN_1729801,-1.1109757888064349,GSE69528 | chronic disease,similar
GSE69528,GSM1702894,Uninfected chronic disease control,13.80337524,GPL10558,ILMN_1729801,0.09371470885568306,GSE69528 | chronic disease,similar
GSE69528,GSM1702895,Uninfected chronic disease control,13.60465176,GPL10558,ILMN_1729801,-0.4262071640039139,GSE69528 | chronic disease,similar
GSE69528,GSM1702905,Uninfected chronic disease control,13.21899948,GPL10558,ILMN_1729801,-1.435192391568231,GSE69528 | chronic disease,similar
GSE69528,GSM1702907,Uninfected chronic disease control,13.34292089,GPL10558,ILMN_1729801,-1.1109757888064349,GSE69528 | chronic disease,similar
GSE69528,GSM1702915,Uninfected chronic disease control,13.43865684,GPL10558,ILMN_1729801,-0.8605010365326086,GSE69528 | chronic disease,similar
GSE69528,GSM1702916,Uninfected chronic disease control,13.50079421,GPL10558,ILMN_1729801,-0.697930525061242,GSE69528 | chronic disease,similar
GSE69528,GSM1702917,Uninfected chronic disease control,13.43865684,GPL10558,ILMN_1729801,-0.8605010365326086,GSE69528 | chronic disease,similar
GSE69528,GSM1702918,Uninfected chronic disease control,13.51803097,GPL10558,ILMN_1729801,-0.6528338483060288,GSE69528 | chronic disease,similar
GSE69528,GSM1702919,Uninfected chronic disease control,13.35866187,GPL10558,ILMN_1729801,-1.0697925335502083,GSE69528 | chronic disease,similar
GSE69528,GSM1702924,Uninfected chronic disease control,13.58698947,GPL10558,ILMN_1729801,-0.4724171583930454,GSE69528 | chronic disease,similar
GSE69528,GSM1702925,Uninfected chronic disease control,13.83255472,GPL10558,ILMN_1729801,0.17005722203363796,GSE69528 | chronic disease,similar
GSE69528,GSM1702926,Uninfected chronic disease control,13.0678578,GPL10558,ILMN_1729801,-1.830625610293799,GSE69528 | chronic disease,similar
GSE69528,GSM1702927,Uninfected chronic disease control,13.20612331,GPL10558,ILMN_1729801,-1.4688804208924893,GSE69528 | chronic disease,similar
GSE69528,GSM1702928,Uninfected chronic disease control,13.82528792,GPL10558,ILMN_1729801,0.15104503351069076,GSE69528 | chronic disease,similar
GSE69528,GSM1702935,Uninfected chronic disease control,13.34292089,GPL10558,ILMN_1729801,-1.1109757888064349,GSE69528 | chronic disease,similar
GSE69528,GSM1702936,Uninfected chronic disease control,13.00413412,GPL10558,ILMN_1729801,-1.9973463976466876,GSE69528 | chronic disease,similar
GSE69528,GSM1702937,Uninfected chronic disease control,13.40434412,GPL10558,ILMN_1729801,-0.9502736876823741,GSE69528 | chronic disease,similar
GSE69528,GSM1702938,Uninfected chronic disease control,13.05624809,GPL10558,ILMN_1729801,-1.8610001899184958,GSE69528 | chronic disease,similar
GSE69528,GSM1702939,Uninfected chronic disease control,13.2974365,GPL10558,ILMN_1729801,-1.22997697193123,GSE69528 | chronic disease,similar
GSE69528,GSM1702940,Uninfected chronic disease control,13.41335896,GPL10558,ILMN_1729801,-0.9266880877505995,GSE69528 | chronic disease,similar
GSE69528,GSM1702941,Uninfected chronic disease control,13.2974365,GPL10558,ILMN_1729801,-1.22997697193123,GSE69528 | chronic disease,similar
GSE69528,GSM1702942,Uninfected chronic disease control,12.99870124,GPL10558,ILMN_1729801,-2.011560486211466,GSE69528 | chronic disease,similar
GSE69528,GSM1702943,Sepsis,14.07506705,GPL10558,ILMN_1729801,0.804544222790392,GSE69528 | chronic disease,similar
GSE69528,GSM1702944,Sepsis,13.96946875,GPL10558,ILMN_1729801,0.5282665232111127,GSE69528 | chronic disease,similar
GSE69528,GSM1702945,Sepsis,13.88322544,GPL10558,ILMN_1729801,0.30262744293327626,GSE69528 | chronic disease,similar
GSE69528,GSM1702946,Sepsis,13.96145661,GPL10558,ILMN_1729801,0.5073042955246145,GSE69528 | chronic disease,similar
GSE69528,GSM1702947,Sepsis,14.03638978,GPL10558,ILMN_1729801,0.7033525636291502,GSE69528 | chronic disease,similar
GSE69528,GSM1702948,Sepsis,13.87081119,GPL10558,ILMN_1729801,0.2701479386988109,GSE69528 | chronic disease,similar
GSE69528,GSM1702949,Sepsis,13.92742614,GPL10558,ILMN_1729801,0.4182700973679955,GSE69528 | chronic disease,similar
GSE69528,GSM1702950,Sepsis,13.90179337,GPL10558,ILMN_1729801,0.35120687069252104,GSE69528 | chronic disease,similar
GSE69528,GSM1702951,Sepsis,13.93394055,GPL10558,ILMN_1729801,0.43531380175449225,GSE69528 | chronic disease,similar
GSE69528,GSM1702952,Sepsis,13.93394055,GPL10558,ILMN_1729801,0.43531380175449225,GSE69528 | chronic disease,similar
GSE69528,GSM1702953,Sepsis,13.85212941,GPL10558,ILMN_1729801,0.22127064424950485,GSE69528 | chronic disease,similar
GSE69528,GSM1702954,Sepsis,13.99865528,GPL10558,ILMN_1729801,0.6046274813619671,GSE69528 | chronic disease,similar
GSE69528,GSM1702955,Sepsis,13.99865528,GPL10558,ILMN_1729801,0.6046274813619671,GSE69528 | chronic disease,similar
GSE69528,GSM1702956,Sepsis,13.96946875,GPL10558,ILMN_1729801,0.5282665232111127,GSE69528 | chronic disease,similar
GSE69528,GSM1702957,Sepsis,13.98397845,GPL10558,ILMN_1729801,0.566228370490713,GSE69528 | chronic disease,similar
GSE69528,GSM1702958,Sepsis,13.90179337,GPL10558,ILMN_1729801,0.35120687069252104,GSE69528 | chronic disease,similar
GSE69528,GSM1702959,Sepsis,13.99865528,GPL10558,ILMN_1729801,0.6046274813619671,GSE69528 | chronic disease,similar
GSE69528,GSM1702960,Sepsis,13.86487614,GPL10558,ILMN_1729801,0.2546200186386589,GSE69528 | chronic disease,similar
GSE69528,GSM1702961,Sepsis,13.98397845,GPL10558,ILMN_1729801,0.566228370490713,GSE69528 | chronic disease,similar
GSE69528,GSM1702962,Sepsis,13.96946875,GPL10558,ILMN_1729801,0.5282665232111127,GSE69528 | chronic disease,similar
GSE69528,GSM1702963,Sepsis,13.81792615,GPL10558,ILMN_1729801,0.13178437419674752,GSE69528 | chronic disease,similar
GSE69528,GSM1702964,Sepsis,13.99865528,GPL10558,ILMN_1729801,0.6046274813619671,GSE69528 | chronic disease,similar
GSE69528,GSM1702965,Sepsis,13.9542927,GPL10558,ILMN_1729801,0.4885612989537107,GSE69528 | chronic disease,similar
GSE69528,GSM1702966,Sepsis,13.81792615,GPL10558,ILMN_1729801,0.13178437419674752,GSE69528 | chronic disease,similar
GSE69528,GSM1702967,Sepsis,13.99865528,GPL10558,ILMN_1729801,0.6046274813619671,GSE69528 | chronic disease,similar
GSE69528,GSM1702968,Sepsis,13.83255472,GPL10558,ILMN_1729801,0.17005722203363796,GSE69528 | chronic disease,similar
GSE69528,GSM1702969,Sepsis,13.84532907,GPL10558,ILMN_1729801,0.20347885885564018,GSE69528 | chronic disease,similar
GSE69528,GSM1702970,Sepsis,13.97617664,GPL10558,ILMN_1729801,0.5458164309106754,GSE69528 | chronic disease,similar
GSE69528,GSM1702971,Sepsis,13.96946875,GPL10558,ILMN_1729801,0.5282665232111127,GSE69528 | chronic disease,similar
GSE69528,GSM1702972,Sepsis,13.88899464,GPL10558,ILMN_1729801,0.3177214482762854,GSE69528 | chronic disease,similar
GSE69528,GSM1702973,Sepsis,13.90928873,GPL10558,ILMN_1729801,0.3708170426206543,GSE69528 | chronic disease,similar
GSE69528,GSM1702974,Sepsis,13.85935873,GPL10558,ILMN_1729801,0.24018477354062617,GSE69528 | chronic disease,similar
GSE69528,GSM1702975,Sepsis,13.93394055,GPL10558,ILMN_1729801,0.43531380175449225,GSE69528 | chronic disease,similar
GSE69528,GSM1702976,Sepsis,13.89584501,GPL10558,ILMN_1729801,0.3356441275700529,GSE69528 | chronic disease,similar
GSE69528,GSM1702977,Sepsis,13.91539933,GPL10558,ILMN_1729801,0.3868042555876152,GSE69528 | chronic disease,similar
GSE69528,GSM1702978,Sepsis,13.81085794,GPL10558,ILMN_1729801,0.1132917583218399,GSE69528 | chronic disease,similar
GSE69528,GSM1702979,Sepsis,13.81792615,GPL10558,ILMN_1729801,0.13178437419674752,GSE69528 | chronic disease,similar
GSE69528,GSM1702980,Sepsis,13.99126446,GPL10558,ILMN_1729801,0.5852908182944327,GSE69528 | chronic disease,similar
GSE69528,GSM1702981,Sepsis,14.06038472,GPL10558,ILMN_1729801,0.766130722223965,GSE69528 | chronic disease,similar
GSE69528,GSM1702982,Sepsis,14.03638978,GPL10558,ILMN_1729801,0.7033525636291502,GSE69528 | chronic disease,similar
GSE69528,GSM1702983,Sepsis,13.83862944,GPL10558,ILMN_1729801,0.18595056186191644,GSE69528 | chronic disease,similar
GSE69528,GSM1702984,Sepsis,13.82528792,GPL10558,ILMN_1729801,0.15104503351069076,GSE69528 | chronic disease,similar
GSE69528,GSM1702985,Sepsis,13.94060069,GPL10558,ILMN_1729801,0.4527387807368789,GSE69528 | chronic disease,similar
GSE69528,GSM1702986,Sepsis,13.97617664,GPL10558,ILMN_1729801,0.5458164309106754,GSE69528 | chronic disease,similar
GSE69528,GSM1702987,Sepsis,13.91539933,GPL10558,ILMN_1729801,0.3868042555876152,GSE69528 | chronic disease,similar
GSE69528,GSM1702988,Sepsis,13.93394055,GPL10558,ILMN_1729801,0.43531380175449225,GSE69528 | chronic disease,similar
GSE69528,GSM1702989,Sepsis,13.98397845,GPL10558,ILMN_1729801,0.566228370490713,GSE69528 | chronic disease,similar
GSE69528,GSM1702990,Sepsis,13.58698947,GPL10558,ILMN_1729801,-0.4724171583930454,GSE69528 | chronic disease,similar
GSE69528,GSM1702991,Sepsis,13.87081119,GPL10558,ILMN_1729801,0.2701479386988109,GSE69528 | chronic disease,similar
GSE69528,GSM1702992,Sepsis,13.96946875,GPL10558,ILMN_1729801,0.5282665232111127,GSE69528 | chronic disease,similar
GSE69528,GSM1702993,Sepsis,13.63269508,GPL10558,ILMN_1729801,-0.3528371955653527,GSE69528 | chronic disease,similar
GSE69528,GSM1702994,Sepsis,13.97617664,GPL10558,ILMN_1729801,0.5458164309106754,GSE69528 | chronic disease,similar
GSE69528,GSM1702995,Sepsis,14.00642392,GPL10558,ILMN_1729801,0.624952637998576,GSE69528 | chronic disease,similar
GSE69528,GSM1702996,Sepsis,14.04817028,GPL10558,ILMN_1729801,0.734173982533563,GSE69528 | chronic disease,similar
GSE69528,GSM1702997,Sepsis,13.86487614,GPL10558,ILMN_1729801,0.2546200186386589,GSE69528 | chronic disease,similar
GSE69528,GSM1702998,Sepsis,13.85935873,GPL10558,ILMN_1729801,0.24018477354062617,GSE69528 | chronic disease,similar
GSE69528,GSM1702999,Sepsis,13.9542927,GPL10558,ILMN_1729801,0.4885612989537107,GSE69528 | chronic disease,similar
GSE69528,GSM1703000,Sepsis,13.98397845,GPL10558,ILMN_1729801,0.566228370490713,GSE69528 | chronic disease,similar
GSE69528,GSM1703001,Sepsis,14.01592956,GPL10558,ILMN_1729801,0.6498223220013387,GSE69528 | chronic disease,similar
GSE69528,GSM1703002,Sepsis,14.01592956,GPL10558,ILMN_1729801,0.6498223220013387,GSE69528 | chronic disease,similar
GSE69528,GSM1703003,Sepsis,13.81085794,GPL10558,ILMN_1729801,0.1132917583218399,GSE69528 | chronic disease,similar
GSE69528,GSM1703004,Sepsis,13.88899464,GPL10558,ILMN_1729801,0.3177214482762854,GSE69528 | chronic disease,similar
GSE69528,GSM1703005,Sepsis,13.97617664,GPL10558,ILMN_1729801,0.5458164309106754,GSE69528 | chronic disease,similar
GSE69528,GSM1703006,Sepsis,13.89584501,GPL10558,ILMN_1729801,0.3356441275700529,GSE69528 | chronic disease,similar
GSE69528,GSM1703007,Sepsis,14.13443158,GPL10558,ILMN_1729801,0.9598601301961482,GSE69528 | chronic disease,similar
GSE69528,GSM1703008,Sepsis,13.90928873,GPL10558,ILMN_1729801,0.3708170426206543,GSE69528 | chronic disease,similar
GSE69528,GSM1703009,Sepsis,13.94060069,GPL10558,ILMN_1729801,0.4527387807368789,GSE69528 | chronic disease,similar
GSE69528,GSM1703010,Sepsis,11.111705,GPL10558,ILMN_1729801,-6.948524247010229,GSE69528 | chronic disease,similar
GSE69528,GSM1703011,Sepsis,13.92742614,GPL10558,ILMN_1729801,0.4182700973679955,GSE69528 | chronic disease,similar
GSE69528,GSM1703012,Sepsis,13.81085794,GPL10558,ILMN_1729801,0.1132917583218399,GSE69528 | chronic disease,similar
GSE69528,GSM1703013,Sepsis,13.86487614,GPL10558,ILMN_1729801,0.2546200186386589,GSE69528 | chronic disease,similar
GSE69528,GSM1703014,Sepsis,13.9542927,GPL10558,ILMN_1729801,0.4885612989537107,GSE69528 | chronic disease,similar
GSE69528,GSM1703015,Sepsis,13.88899464,GPL10558,ILMN_1729801,0.3177214482762854,GSE69528 | chronic disease,similar
GSE69528,GSM1703016,Sepsis,13.94773838,GPL10558,ILMN_1729801,0.471413177706434,GSE69528 | chronic disease,similar
GSE69528,GSM1703017,Sepsis,14.04817028,GPL10558,ILMN_1729801,0.734173982533563,GSE69528 | chronic disease,similar
GSE69528,GSM1703018,Sepsis,13.92138976,GPL10558,ILMN_1729801,0.40247706679661105,GSE69528 | chronic disease,similar
GSE69528,GSM1703019,Sepsis,13.41335896,GPL10558,ILMN_1729801,-0.9266880877505995,GSE69528 | chronic disease,similar
GSE69528,GSM1703020,Sepsis,13.99865528,GPL10558,ILMN_1729801,0.6046274813619671,GSE69528 | chronic disease,similar
GSE69528,GSM1703021,Sepsis,14.07506705,GPL10558,ILMN_1729801,0.804544222790392,GSE69528 | chronic disease,similar
GSE69528,GSM1703022,Sepsis,14.13443158,GPL10558,ILMN_1729801,0.9598601301961482,GSE69528 | chronic disease,similar
GSE69528,GSM1703023,Sepsis,13.91539933,GPL10558,ILMN_1729801,0.3868042555876152,GSE69528 | chronic disease,similar
GSE69528,GSM1703024,Sepsis,14.03638978,GPL10558,ILMN_1729801,0.7033525636291502,GSE69528 | chronic disease,similar
GSE69528,GSM1703025,Sepsis,14.13443158,GPL10558,ILMN_1729801,0.9598601301961482,GSE69528 | chronic disease,similar
GSE134347,GSM3942706,Sepsis,9.187983605,GPL17586,TC01003261.hg.1,0.34400821757679567,GSE134347 | healthy,healthy
GSE134347,GSM3942707,Sepsis,9.901444093,GPL17586,TC01003261.hg.1,1.0086547399625736,GSE134347 | healthy,healthy
GSE134347,GSM3942710,Sepsis,9.897813916,GPL17586,TC01003261.hg.1,1.005272934579828,GSE134347 | healthy,healthy
GSE134347,GSM3942711,Sepsis,9.351475332,GPL17586,TC01003261.hg.1,0.4963140699919823,GSE134347 | healthy,healthy
GSE134347,GSM3942713,Sepsis,9.912256858,GPL17586,TC01003261.hg.1,1.0187277107514254,GSE134347 | healthy,healthy
GSE134347,GSM3942714,Sepsis,9.480487153,GPL17586,TC01003261.hg.1,0.6164990832008803,GSE134347 | healthy,healthy
GSE134347,GSM3942715,Sepsis,10.00468313,GPL17586,TC01003261.hg.1,1.1048303068939078,GSE134347 | healthy,healthy
GSE134347,GSM3942716,Sepsis,9.209703256,GPL17586,TC01003261.hg.1,0.3642418405277314,GSE134347 | healthy,healthy
GSE134347,GSM3942717,Sepsis,9.539934978,GPL17586,TC01003261.hg.1,0.6718795714188177,GSE134347 | healthy,healthy
GSE134347,GSM3942718,Sepsis,9.471118962,GPL17586,TC01003261.hg.1,0.6077718506856639,GSE134347 | healthy,healthy
GSE134347,GSM3942719,Sepsis,10.12994643,GPL17586,TC01003261.hg.1,1.2215232676505048,GSE134347 | healthy,healthy
GSE134347,GSM3942720,Sepsis,9.150298998,GPL17586,TC01003261.hg.1,0.3089019385167783,GSE134347 | healthy,healthy
GSE134347,GSM3942721,Sepsis,10.15641139,GPL17586,TC01003261.hg.1,1.2461775322172608,GSE134347 | healthy,healthy
GSE134347,GSM3942722,Sepsis,9.498221754,GPL17586,TC01003261.hg.1,0.6330203076818478,GSE134347 | healthy,healthy
GSE134347,GSM3942724,Sepsis,9.767554948,GPL17586,TC01003261.hg.1,0.8839261024189417,GSE134347 | healthy,healthy
GSE134347,GSM3942725,Sepsis,10.05414974,GPL17586,TC01003261.hg.1,1.1509124808386453,GSE134347 | healthy,healthy
GSE134347,GSM3942727,Sepsis,10.26736743,GPL17586,TC01003261.hg.1,1.3495421156301783,GSE134347 | healthy,healthy
GSE134347,GSM3942728,Sepsis,9.287997521,GPL17586,TC01003261.hg.1,0.4371793217621521,GSE134347 | healthy,healthy
GSE134347,GSM3942729,Sepsis,9.933835729,GPL17586,TC01003261.hg.1,1.0388301856724498,GSE134347 | healthy,healthy
GSE134347,GSM3942730,Sepsis,9.828714004,GPL17586,TC01003261.hg.1,0.9409007416126913,GSE134347 | healthy,healthy
GSE134347,GSM3942731,Sepsis,10.04621437,GPL17586,TC01003261.hg.1,1.1435200377208359,GSE134347 | healthy,healthy
GSE134347,GSM3942733,Healthy,7.807491093,GPL17586,TC01003261.hg.1,-0.9420329335631747,GSE134347 | healthy,healthy
GSE134347,GSM3942734,Healthy,7.713276783,GPL17586,TC01003261.hg.1,-1.0298012326542878,GSE134347 | healthy,healthy
