"Gene","Step","Coefficient","StepIndex","Lambda","LogLambda"
"G0S2","s69",0,69,0.000288529924334272,-8.15071175353278
"G0S2","s70",0,70,0.000262897721078208,-8.24374549466385
"G0S2","s71",0,71,0.000239542612114102,-8.33677923579492
"G0S2","s72",0,72,0.000218262306660988,-8.42981297692599
"G0S2","s73",0,73,0.00019887248489335,-8.52284671805706
"G0S2","s74",0,74,0.000181205201450961,-8.61588045918814
"G0S2","s75",0,75,0.00016510743077652,-8.70891420031921
"G0S2","s76",0,76,0.000150439741681481,-8.80194794145028
"G0S2","s77",0,77,0.000137075089659801,-8.89498168258135
"G0S2","s78",0,78,0.000124897716489202,-8.98801542371243
"G0S2","s79",0,79,0.000113802147588832,-9.0810491648435
"G0S2","s80",0,80,0.000103692278448902,-9.17408290597457
"G0S2","s81",0,81,9.44805422193964e-05,-9.26711664710565
"G0S2","s82",0,82,8.6087151247911e-05,-9.36015038823672
"G0S2","s83",0,83,7.84394059971776e-05,-9.45318412936779
"G0S2","s84",0,84,7.14710653564502e-05,-9.54621787049886
"G0S2","s85",0,85,6.51217728926934e-05,-9.63925161162994
"G0S2","s86",0,86,5.93365340720335e-05,-9.73228535276101
"G0S2","s87",0,87,5.40652399234147e-05,-9.82531909389208
"GADD45A","s0",0,0,0.177039286132001,-1.73138361548877
"GADD45A","s1",0,1,0.161311603892753,-1.82441735661984
"GADD45A","s2",0,2,0.146981125596331,-1.91745109775091
"GADD45A","s3",0,3,0.133923727495309,-2.01048483888199
"GADD45A","s4",0,4,0.122026312653886,-2.10351858001306
"GADD45A","s5",0,5,0.111185831356325,-2.19655232114413
"GADD45A","s6",0,6,0.101308388539621,-2.2895860622752
"GADD45A","s7",0,7,0.09230843051938,-2.38261980340628
"GADD45A","s8",0,8,0.0841080039647334,-2.47565354453735
"GADD45A","s9",0,9,0.076636080703879,-2.56868728566842
"GADD45A","s10",0,10,0.0698279425120354,-2.66172102679949
"GADD45A","s11",0,11,0.0636246205531402,-2.75475476793057
"GADD45A","s12",0,12,0.0579723846200014,-2.84778850906164
"GADD45A","s13",0,13,0.0528222777489477,-2.94082225019271
"GADD45A","s14",0,14,0.048129692178029,-3.03385599132378
"GADD45A","s15",0,15,0.043853982975923,-3.12688973245486
"GADD45A","s16",0,16,0.0399581159949838,-3.21992347358593
"GADD45A","s17",0,17,0.0364083470991718,-3.312957214717
"GADD45A","s18",0,18,0.0331739298884908,-3.40599095584808
"GADD45A","s19",0,19,0.0302268493883793,-3.49902469697915
"GADD45A","s20",0,20,0.0275415793974034,-3.59205843811022
"GADD45A","s21",0,21,0.0250948613915117,-3.68509217924129
"GADD45A","s22",0,22,0.022865503069826,-3.77812592037237
"GADD45A","s23",0,23,0.0208341947970698,-3.87115966150344
"GADD45A","s24",0,24,0.0189833423527451,-3.96419340263451
"GADD45A","s25",0,25,0.0172969145384111,-4.05722714376558
"GADD45A","s26",0,26,0.0157603043231128,-4.15026088489666
"GADD45A","s27",0,27,0.0143602023242663,-4.24329462602773
"GADD45A","s28",0,28,0.0130844815281545,-4.3363283671588
"GADD45A","s29",0,29,0.0119220922515355,-4.42936210828987
"GADD45A","s30",0,30,0.0108629664345722,-4.52239584942095
"GADD45A","s31",0,31,0.00989793043611486,-4.61542959055202
"GADD45A","s32",0,32,0.0090186255760098,-4.70846333168309
"GADD45A","s33",0,33,0.00821743573621073,-4.80149707281416
"GADD45A","s34",0,34,0.00748742139360768,-4.89453081394524
"GADD45A","s35",0,35,0.00682225951319765,-4.98756455507631
"GADD45A","s36",0,36,0.00621618878098029,-5.08059829620738
"GADD45A","s37",0,37,0.00566395970221219,-5.17363203733845
"GADD45A","s38",0,38,0.00516078913279472,-5.26666577846953
"GADD45A","s39",0,39,0.0047023188499681,-5.3596995196006
"GADD45A","s40",0.00100489550077299,40,0.00428457780347076,-5.45273326073167
"GADD45A","s41",0.0263728788546182,41,0.00390394772020166,-5.54576700186274
"GADD45A","s42",0.0171141160252454,42,0.00355713176446973,-5.63880074299382
"GADD45A","s43",0.0989205041723679,43,0.00324112598238019,-5.73183448412489
"GADD45A","s44",0.0680532528830364,44,0.00295319328302306,-5.82486822525596
"GADD45A","s45",0.145673083348787,45,0.00269083973110104,-5.91790196638703
"GADD45A","s46",0.114646175031206,46,0.00245179294565508,-6.01093570751811
"GADD45A","s47",0.114636779312076,47,0.0022339824177876,-6.10396944864918
"GADD45A","s48",0.130109457867421,48,0.00203552157690489,-6.19700318978025
"GADD45A","s49",0.141475362129309,49,0.00185469145014521,-6.29003693091132
"GADD45A","s50",0.147223845891086,50,0.00168992577345814,-6.3830706720424
"GADD45A","s51",0.150765247803984,51,0.00153979742537472,-6.47610441317347
"GADD45A","s52",0.144917992557454,52,0.00140300606596397,-6.56913815430454
"GADD45A","s53",0.138051364532954,53,0.00127836687391048,-6.66217189543561
"GADD45A","s54",0.122375490451251,54,0.00116480028415901,-6.75520563656669
"GADD45A","s55",0.098088760204931,55,0.00106132263723843,-6.84823937769776
"GADD45A","s56",0.0664748100254207,56,0.000967037659273928,-6.94127311882883
"GADD45A","s57",0.031898055541523,57,0.000881128698891504,-7.0343068599599
"GADD45A","s58",0.00125153668320326,58,0.000802851653774438,-7.12734060109098
"GADD45A","s59",0,59,0.000731528525604995,-7.22037434222205
"GADD45A","s60",0,60,0.000666541547567348,-7.31340808335312
"GADD45A","s61",0,61,0.000607327833546948,-7.40644182448419
"GADD45A","s62",0,62,0.000553374502680286,-7.49947556561527
"GADD45A","s63",0,63,0.000504214237026208,-7.59250930674634
"GADD45A","s64",0,64,0.000459421233881468,-7.68554304787741
"GADD45A","s65",0,65,0.000418607517681417,-7.77857678900848
"GADD45A","s66",0,66,0.000381419579541263,-7.87161053013956
"GADD45A","s67",0,67,0.000347535315331229,-7.96464427127063
"GADD45A","s68",0,68,0.000316661235764668,-8.0576780124017
"GADD45A","s69",0,69,0.000288529924334272,-8.15071175353278
"GADD45A","s70",0,70,0.000262897721078208,-8.24374549466385
"GADD45A","s71",0,71,0.000239542612114102,-8.33677923579492
"GADD45A","s72",0,72,0.000218262306660988,-8.42981297692599
"GADD45A","s73",0,73,0.00019887248489335,-8.52284671805706
"GADD45A","s74",0,74,0.000181205201450961,-8.61588045918814
"GADD45A","s75",0,75,0.00016510743077652,-8.70891420031921
"GADD45A","s76",0,76,0.000150439741681481,-8.80194794145028
"GADD45A","s77",0,77,0.000137075089659801,-8.89498168258135
"GADD45A","s78",0,78,0.000124897716489202,-8.98801542371243
"GADD45A","s79",0,79,0.000113802147588832,-9.0810491648435
"GADD45A","s80",0,80,0.000103692278448902,-9.17408290597457
"GADD45A","s81",0,81,9.44805422193964e-05,-9.26711664710565
"GADD45A","s82",0,82,8.6087151247911e-05,-9.36015038823672
"GADD45A","s83",0,83,7.84394059971776e-05,-9.45318412936779
"GADD45A","s84",0,84,7.14710653564502e-05,-9.54621787049886
"GADD45A","s85",0,85,6.51217728926934e-05,-9.63925161162994
"GADD45A","s86",0,86,5.93365340720335e-05,-9.73228535276101
"GADD45A","s87",0,87,5.40652399234147e-05,-9.82531909389208
"GALNT14","s0",0,0,0.177039286132001,-1.73138361548877
"GALNT14","s1",0,1,0.161311603892753,-1.82441735661984
"GALNT14","s2",0,2,0.146981125596331,-1.91745109775091
"GALNT14","s3",0,3,0.133923727495309,-2.01048483888199
"GALNT14","s4",0,4,0.122026312653886,-2.10351858001306
"GALNT14","s5",0,5,0.111185831356325,-2.19655232114413
"GALNT14","s6",0,6,0.101308388539621,-2.2895860622752
"GALNT14","s7",0,7,0.09230843051938,-2.38261980340628
"GALNT14","s8",0,8,0.0841080039647334,-2.47565354453735
"GALNT14","s9",0,9,0.076636080703879,-2.56868728566842
"GALNT14","s10",0,10,0.0698279425120354,-2.66172102679949
"GALNT14","s11",0,11,0.0636246205531402,-2.75475476793057
"GALNT14","s12",0,12,0.0579723846200014,-2.84778850906164
"GALNT14","s13",0,13,0.0528222777489477,-2.94082225019271
"GALNT14","s14",0,14,0.048129692178029,-3.03385599132378
"GALNT14","s15",0,15,0.043853982975923,-3.12688973245486
"GALNT14","s16",0,16,0.0399581159949838,-3.21992347358593
"GALNT14","s17",0,17,0.0364083470991718,-3.312957214717
"GALNT14","s18",0,18,0.0331739298884908,-3.40599095584808
"GALNT14","s19",0,19,0.0302268493883793,-3.49902469697915
"GALNT14","s20",0,20,0.0275415793974034,-3.59205843811022
"GALNT14","s21",0,21,0.0250948613915117,-3.68509217924129
"GALNT14","s22",0,22,0.022865503069826,-3.77812592037237
"GALNT14","s23",0,23,0.0208341947970698,-3.87115966150344
"GALNT14","s24",0,24,0.0189833423527451,-3.96419340263451
"GALNT14","s25",0,25,0.0172969145384111,-4.05722714376558
"GALNT14","s26",0,26,0.0157603043231128,-4.15026088489666
"GALNT14","s27",0,27,0.0143602023242663,-4.24329462602773
"GALNT14","s28",0,28,0.0130844815281545,-4.3363283671588
"GALNT14","s29",0,29,0.0119220922515355,-4.42936210828987
"GALNT14","s30",0,30,0.0108629664345722,-4.52239584942095
"GALNT14","s31",0,31,0.00989793043611486,-4.61542959055202
"GALNT14","s32",0,32,0.0090186255760098,-4.70846333168309
"GALNT14","s33",0,33,0.00821743573621073,-4.80149707281416
"GALNT14","s34",0,34,0.00748742139360768,-4.89453081394524
"GALNT14","s35",0,35,0.00682225951319765,-4.98756455507631
"GALNT14","s36",0,36,0.00621618878098029,-5.08059829620738
"GALNT14","s37",0,37,0.00566395970221219,-5.17363203733845
"GALNT14","s38",0,38,0.00516078913279472,-5.26666577846953
"GALNT14","s39",0,39,0.0047023188499681,-5.3596995196006
"GALNT14","s40",0,40,0.00428457780347076,-5.45273326073167
"GALNT14","s41",0,41,0.00390394772020166,-5.54576700186274
"GALNT14","s42",0,42,0.00355713176446973,-5.63880074299382
"GALNT14","s43",0,43,0.00324112598238019,-5.73183448412489
"GALNT14","s44",0,44,0.00295319328302306,-5.82486822525596
"GALNT14","s45",0,45,0.00269083973110104,-5.91790196638703
"GALNT14","s46",0,46,0.00245179294565508,-6.01093570751811
"GALNT14","s47",0,47,0.0022339824177876,-6.10396944864918
"GALNT14","s48",0,48,0.00203552157690489,-6.19700318978025
"GALNT14","s49",0,49,0.00185469145014521,-6.29003693091132
"GALNT14","s50",0,50,0.00168992577345814,-6.3830706720424
"GALNT14","s51",0,51,0.00153979742537472,-6.47610441317347
"GALNT14","s52",0,52,0.00140300606596397,-6.56913815430454
"GALNT14","s53",0,53,0.00127836687391048,-6.66217189543561
"GALNT14","s54",0,54,0.00116480028415901,-6.75520563656669
"GALNT14","s55",0,55,0.00106132263723843,-6.84823937769776
"GALNT14","s56",0,56,0.000967037659273928,-6.94127311882883
"GALNT14","s57",0,57,0.000881128698891504,-7.0343068599599
"GALNT14","s58",0,58,0.000802851653774438,-7.12734060109098
"GALNT14","s59",0,59,0.000731528525604995,-7.22037434222205
"GALNT14","s60",0,60,0.000666541547567348,-7.31340808335312
"GALNT14","s61",0,61,0.000607327833546948,-7.40644182448419
"GALNT14","s62",0,62,0.000553374502680286,-7.49947556561527
"GALNT14","s63",0,63,0.000504214237026208,-7.59250930674634
"GALNT14","s64",0,64,0.000459421233881468,-7.68554304787741
"GALNT14","s65",0,65,0.000418607517681417,-7.77857678900848
"GALNT14","s66",0,66,0.000381419579541263,-7.87161053013956
"GALNT14","s67",0,67,0.000347535315331229,-7.96464427127063
"GALNT14","s68",0,68,0.000316661235764668,-8.0576780124017
"GALNT14","s69",0,69,0.000288529924334272,-8.15071175353278
"GALNT14","s70",0,70,0.000262897721078208,-8.24374549466385
"GALNT14","s71",0,71,0.000239542612114102,-8.33677923579492
"GALNT14","s72",0,72,0.000218262306660988,-8.42981297692599
"GALNT14","s73",0,73,0.00019887248489335,-8.52284671805706
"GALNT14","s74",0,74,0.000181205201450961,-8.61588045918814
"GALNT14","s75",0,75,0.00016510743077652,-8.70891420031921
"GALNT14","s76",0,76,0.000150439741681481,-8.80194794145028
"GALNT14","s77",0,77,0.000137075089659801,-8.89498168258135
"GALNT14","s78",0,78,0.000124897716489202,-8.98801542371243
"GALNT14","s79",0,79,0.000113802147588832,-9.0810491648435
"GALNT14","s80",0,80,0.000103692278448902,-9.17408290597457
"GALNT14","s81",0,81,9.44805422193964e-05,-9.26711664710565
"GALNT14","s82",0,82,8.6087151247911e-05,-9.36015038823672
"GALNT14","s83",0,83,7.84394059971776e-05,-9.45318412936779
"GALNT14","s84",0,84,7.14710653564502e-05,-9.54621787049886
"GALNT14","s85",0,85,6.51217728926934e-05,-9.63925161162994
"GALNT14","s86",0,86,5.93365340720335e-05,-9.73228535276101
"GALNT14","s87",0,87,5.40652399234147e-05,-9.82531909389208
"GBA","s0",0,0,0.177039286132001,-1.73138361548877
"GBA","s1",0,1,0.161311603892753,-1.82441735661984
"GBA","s2",0,2,0.146981125596331,-1.91745109775091
"GBA","s3",0,3,0.133923727495309,-2.01048483888199
"GBA","s4",0,4,0.122026312653886,-2.10351858001306
"GBA","s5",0,5,0.111185831356325,-2.19655232114413
"GBA","s6",0,6,0.101308388539621,-2.2895860622752
"GBA","s7",0,7,0.09230843051938,-2.38261980340628
"GBA","s8",0,8,0.0841080039647334,-2.47565354453735
"GBA","s9",0,9,0.076636080703879,-2.56868728566842
"GBA","s10",0,10,0.0698279425120354,-2.66172102679949
"GBA","s11",0,11,0.0636246205531402,-2.75475476793057
"GBA","s12",0,12,0.0579723846200014,-2.84778850906164
"GBA","s13",0,13,0.0528222777489477,-2.94082225019271
"GBA","s14",0,14,0.048129692178029,-3.03385599132378
"GBA","s15",0,15,0.043853982975923,-3.12688973245486
"GBA","s16",0,16,0.0399581159949838,-3.21992347358593
"GBA","s17",0,17,0.0364083470991718,-3.312957214717
"GBA","s18",0,18,0.0331739298884908,-3.40599095584808
"GBA","s19",0,19,0.0302268493883793,-3.49902469697915
"GBA","s20",0,20,0.0275415793974034,-3.59205843811022
"GBA","s21",0,21,0.0250948613915117,-3.68509217924129
"GBA","s22",0,22,0.022865503069826,-3.77812592037237
"GBA","s23",0,23,0.0208341947970698,-3.87115966150344
"GBA","s24",0,24,0.0189833423527451,-3.96419340263451
"GBA","s25",0,25,0.0172969145384111,-4.05722714376558
"GBA","s26",0,26,0.0157603043231128,-4.15026088489666
"GBA","s27",0,27,0.0143602023242663,-4.24329462602773
"GBA","s28",0,28,0.0130844815281545,-4.3363283671588
"GBA","s29",0,29,0.0119220922515355,-4.42936210828987
"GBA","s30",0,30,0.0108629664345722,-4.52239584942095
"GBA","s31",0,31,0.00989793043611486,-4.61542959055202
"GBA","s32",0,32,0.0090186255760098,-4.70846333168309
"GBA","s33",0,33,0.00821743573621073,-4.80149707281416
"GBA","s34",0,34,0.00748742139360768,-4.89453081394524
"GBA","s35",0,35,0.00682225951319765,-4.98756455507631
"GBA","s36",0,36,0.00621618878098029,-5.08059829620738
"GBA","s37",0,37,0.00566395970221219,-5.17363203733845
"GBA","s38",0,38,0.00516078913279472,-5.26666577846953
"GBA","s39",0,39,0.0047023188499681,-5.3596995196006
"GBA","s40",0,40,0.00428457780347076,-5.45273326073167
"GBA","s41",0,41,0.00390394772020166,-5.54576700186274
"GBA","s42",0,42,0.00355713176446973,-5.63880074299382
"GBA","s43",0,43,0.00324112598238019,-5.73183448412489
"GBA","s44",0,44,0.00295319328302306,-5.82486822525596
"GBA","s45",0,45,0.00269083973110104,-5.91790196638703
"GBA","s46",0,46,0.00245179294565508,-6.01093570751811
"GBA","s47",0,47,0.0022339824177876,-6.10396944864918
"GBA","s48",0,48,0.00203552157690489,-6.19700318978025
"GBA","s49",0,49,0.00185469145014521,-6.29003693091132
"GBA","s50",0,50,0.00168992577345814,-6.3830706720424
"GBA","s51",0,51,0.00153979742537472,-6.47610441317347
"GBA","s52",0,52,0.00140300606596397,-6.56913815430454
"GBA","s53",0,53,0.00127836687391048,-6.66217189543561
"GBA","s54",0,54,0.00116480028415901,-6.75520563656669
"GBA","s55",0,55,0.00106132263723843,-6.84823937769776
"GBA","s56",0,56,0.000967037659273928,-6.94127311882883
"GBA","s57",0,57,0.000881128698891504,-7.0343068599599
"GBA","s58",0,58,0.000802851653774438,-7.12734060109098
"GBA","s59",0,59,0.000731528525604995,-7.22037434222205
"GBA","s60",0,60,0.000666541547567348,-7.31340808335312
"GBA","s61",0,61,0.000607327833546948,-7.40644182448419
"GBA","s62",0,62,0.000553374502680286,-7.49947556561527
"GBA","s63",0,63,0.000504214237026208,-7.59250930674634
"GBA","s64",0,64,0.000459421233881468,-7.68554304787741
"GBA","s65",0,65,0.000418607517681417,-7.77857678900848
"GBA","s66",0,66,0.000381419579541263,-7.87161053013956
"GBA","s67",0,67,0.000347535315331229,-7.96464427127063
"GBA","s68",0,68,0.000316661235764668,-8.0576780124017
"GBA","s69",0,69,0.000288529924334272,-8.15071175353278
"GBA","s70",0,70,0.000262897721078208,-8.24374549466385
"GBA","s71",0,71,0.000239542612114102,-8.33677923579492
"GBA","s72",0,72,0.000218262306660988,-8.42981297692599
"GBA","s73",0,73,0.00019887248489335,-8.52284671805706
"GBA","s74",0,74,0.000181205201450961,-8.61588045918814
"GBA","s75",0,75,0.00016510743077652,-8.70891420031921
"GBA","s76",0,76,0.000150439741681481,-8.80194794145028
"GBA","s77",0,77,0.000137075089659801,-8.89498168258135
"GBA","s78",0,78,0.000124897716489202,-8.98801542371243
"GBA","s79",0,79,0.000113802147588832,-9.0810491648435
"GBA","s80",0,80,0.000103692278448902,-9.17408290597457
"GBA","s81",0,81,9.44805422193964e-05,-9.26711664710565
"GBA","s82",0,82,8.6087151247911e-05,-9.36015038823672
"GBA","s83",0,83,7.84394059971776e-05,-9.45318412936779
"GBA","s84",0,84,7.14710653564502e-05,-9.54621787049886
"GBA","s85",0,85,6.51217728926934e-05,-9.63925161162994
"GBA","s86",0,86,5.93365340720335e-05,-9.73228535276101
"GBA","s87",0,87,5.40652399234147e-05,-9.82531909389208
"GBA ","s0",0,0,0.177039286132001,-1.73138361548877
"GBA ","s1",0,1,0.161311603892753,-1.82441735661984
"GBA ","s2",0,2,0.146981125596331,-1.91745109775091
"GBA ","s3",0,3,0.133923727495309,-2.01048483888199
"GBA ","s4",0,4,0.122026312653886,-2.10351858001306
"GBA ","s5",0,5,0.111185831356325,-2.19655232114413
"GBA ","s6",0,6,0.101308388539621,-2.2895860622752
"GBA ","s7",0,7,0.09230843051938,-2.38261980340628
"GBA ","s8",0,8,0.0841080039647334,-2.47565354453735
"GBA ","s9",0,9,0.076636080703879,-2.56868728566842
"GBA ","s10",0,10,0.0698279425120354,-2.66172102679949
"GBA ","s11",0,11,0.0636246205531402,-2.75475476793057
"GBA ","s12",0,12,0.0579723846200014,-2.84778850906164
"GBA ","s13",0,13,0.0528222777489477,-2.94082225019271
"GBA ","s14",0,14,0.048129692178029,-3.03385599132378
"GBA ","s15",0,15,0.043853982975923,-3.12688973245486
"GBA ","s16",0,16,0.0399581159949838,-3.21992347358593
"GBA ","s17",0,17,0.0364083470991718,-3.312957214717
"GBA ","s18",0,18,0.0331739298884908,-3.40599095584808
"GBA ","s19",0,19,0.0302268493883793,-3.49902469697915
"GBA ","s20",0,20,0.0275415793974034,-3.59205843811022
"GBA ","s21",0,21,0.0250948613915117,-3.68509217924129
"GBA ","s22",0,22,0.022865503069826,-3.77812592037237
"GBA ","s23",0,23,0.0208341947970698,-3.87115966150344
"GBA ","s24",0,24,0.0189833423527451,-3.96419340263451
"GBA ","s25",0,25,0.0172969145384111,-4.05722714376558
"GBA ","s26",0,26,0.0157603043231128,-4.15026088489666
"GBA ","s27",0,27,0.0143602023242663,-4.24329462602773
"GBA ","s28",0,28,0.0130844815281545,-4.3363283671588
"GBA ","s29",0,29,0.0119220922515355,-4.42936210828987
"GBA ","s30",0,30,0.0108629664345722,-4.52239584942095
"GBA ","s31",0,31,0.00989793043611486,-4.61542959055202
"GBA ","s32",0,32,0.0090186255760098,-4.70846333168309
"GBA ","s33",0,33,0.00821743573621073,-4.80149707281416
"GBA ","s34",0,34,0.00748742139360768,-4.89453081394524
"GBA ","s35",0,35,0.00682225951319765,-4.98756455507631
"GBA ","s36",0,36,0.00621618878098029,-5.08059829620738
"GBA ","s37",0,37,0.00566395970221219,-5.17363203733845
"GBA ","s38",0,38,0.00516078913279472,-5.26666577846953
"GBA ","s39",0,39,0.0047023188499681,-5.3596995196006
"GBA ","s40",0,40,0.00428457780347076,-5.45273326073167
"GBA ","s41",0,41,0.00390394772020166,-5.54576700186274
"GBA ","s42",0,42,0.00355713176446973,-5.63880074299382
"GBA ","s43",0,43,0.00324112598238019,-5.73183448412489
"GBA ","s44",0,44,0.00295319328302306,-5.82486822525596
"GBA ","s45",0,45,0.00269083973110104,-5.91790196638703
"GBA ","s46",0,46,0.00245179294565508,-6.01093570751811
"GBA ","s47",0,47,0.0022339824177876,-6.10396944864918
"GBA ","s48",0,48,0.00203552157690489,-6.19700318978025
"GBA ","s49",0,49,0.00185469145014521,-6.29003693091132
"GBA ","s50",0,50,0.00168992577345814,-6.3830706720424
"GBA ","s51",0,51,0.00153979742537472,-6.47610441317347
"GBA ","s52",0,52,0.00140300606596397,-6.56913815430454
"GBA ","s53",0,53,0.00127836687391048,-6.66217189543561
"GBA ","s54",0,54,0.00116480028415901,-6.75520563656669
"GBA ","s55",0,55,0.00106132263723843,-6.84823937769776
"GBA ","s56",0,56,0.000967037659273928,-6.94127311882883
"GBA ","s57",0,57,0.000881128698891504,-7.0343068599599
"GBA ","s58",0,58,0.000802851653774438,-7.12734060109098
"GBA ","s59",0,59,0.000731528525604995,-7.22037434222205
"GBA ","s60",0,60,0.000666541547567348,-7.31340808335312
"GBA ","s61",0,61,0.000607327833546948,-7.40644182448419
"GBA ","s62",0,62,0.000553374502680286,-7.49947556561527
"GBA ","s63",0,63,0.000504214237026208,-7.59250930674634
"GBA ","s64",0,64,0.000459421233881468,-7.68554304787741
"GBA ","s65",0,65,0.000418607517681417,-7.77857678900848
"GBA ","s66",0,66,0.000381419579541263,-7.87161053013956
"GBA ","s67",0,67,0.000347535315331229,-7.96464427127063
"GBA ","s68",0.0189537466620243,68,0.000316661235764668,-8.0576780124017
"GBA ","s69",0.0450831847343727,69,0.000288529924334272,-8.15071175353278
"GBA ","s70",0.0754380891646753,70,0.000262897721078208,-8.24374549466385
"GBA ","s71",0.107343976201583,71,0.000239542612114102,-8.33677923579492
"GBA ","s72",0.139586474195283,72,0.000218262306660988,-8.42981297692599
"GBA ","s73",0.17142051172406,73,0.00019887248489335,-8.52284671805706
"GBA ","s74",0.201317440501821,74,0.000181205201450961,-8.61588045918814
"GBA ","s75",0.232559390603641,75,0.00016510743077652,-8.70891420031921
"GBA ","s76",0.264441472482231,76,0.000150439741681481,-8.80194794145028
"GBA ","s77",0.295905063730823,77,0.000137075089659801,-8.89498168258135
"GBA ","s78",0.326329963860554,78,0.000124897716489202,-8.98801542371243
"GBA ","s79",0.356518088367228,79,0.000113802147588832,-9.0810491648435
"GBA ","s80",0.384862704575626,80,0.000103692278448902,-9.17408290597457
"GBA ","s81",0.413168987443576,81,9.44805422193964e-05,-9.26711664710565
"GBA ","s82",0.442404454848353,82,8.6087151247911e-05,-9.36015038823672
"GBA ","s83",0.468610337513283,83,7.84394059971776e-05,-9.45318412936779
"GBA ","s84",0.49579175622969,84,7.14710653564502e-05,-9.54621787049886
"GBA ","s85",0.523614637199891,85,6.51217728926934e-05,-9.63925161162994
"GBA ","s86",0.550174174114566,86,5.93365340720335e-05,-9.73228535276101
"GBA ","s87",0.576775399630227,87,5.40652399234147e-05,-9.82531909389208
"GCLM","s0",0,0,0.177039286132001,-1.73138361548877
"GCLM","s1",0,1,0.161311603892753,-1.82441735661984
"GCLM","s2",0,2,0.146981125596331,-1.91745109775091
"GCLM","s3",0,3,0.133923727495309,-2.01048483888199
"GCLM","s4",0,4,0.122026312653886,-2.10351858001306
"GCLM","s5",0,5,0.111185831356325,-2.19655232114413
"GCLM","s6",0,6,0.101308388539621,-2.2895860622752
"GCLM","s7",0,7,0.09230843051938,-2.38261980340628
"GCLM","s8",0,8,0.0841080039647334,-2.47565354453735
"GCLM","s9",0,9,0.076636080703879,-2.56868728566842
"GCLM","s10",0,10,0.0698279425120354,-2.66172102679949
"GCLM","s11",0,11,0.0636246205531402,-2.75475476793057
"GCLM","s12",0,12,0.0579723846200014,-2.84778850906164
"GCLM","s13",0,13,0.0528222777489477,-2.94082225019271
"GCLM","s14",0,14,0.048129692178029,-3.03385599132378
"GCLM","s15",0,15,0.043853982975923,-3.12688973245486
"GCLM","s16",0,16,0.0399581159949838,-3.21992347358593
"GCLM","s17",0,17,0.0364083470991718,-3.312957214717
"GCLM","s18",0,18,0.0331739298884908,-3.40599095584808
"GCLM","s19",0,19,0.0302268493883793,-3.49902469697915
"GCLM","s20",0,20,0.0275415793974034,-3.59205843811022
"GCLM","s21",0,21,0.0250948613915117,-3.68509217924129
"GCLM","s22",0,22,0.022865503069826,-3.77812592037237
"GCLM","s23",0,23,0.0208341947970698,-3.87115966150344
"GCLM","s24",0,24,0.0189833423527451,-3.96419340263451
"GCLM","s25",0,25,0.0172969145384111,-4.05722714376558
"GCLM","s26",0,26,0.0157603043231128,-4.15026088489666
"GCLM","s27",0,27,0.0143602023242663,-4.24329462602773
"GCLM","s28",0,28,0.0130844815281545,-4.3363283671588
"GCLM","s29",0,29,0.0119220922515355,-4.42936210828987
"GCLM","s30",0,30,0.0108629664345722,-4.52239584942095
"GCLM","s31",0,31,0.00989793043611486,-4.61542959055202
"GCLM","s32",0,32,0.0090186255760098,-4.70846333168309
"GCLM","s33",0,33,0.00821743573621073,-4.80149707281416
"GCLM","s34",0,34,0.00748742139360768,-4.89453081394524
"GCLM","s35",0,35,0.00682225951319765,-4.98756455507631
"GCLM","s36",0,36,0.00621618878098029,-5.08059829620738
"GCLM","s37",0,37,0.00566395970221219,-5.17363203733845
"GCLM","s38",0,38,0.00516078913279472,-5.26666577846953
"GCLM","s39",0,39,0.0047023188499681,-5.3596995196006
"GCLM","s40",0,40,0.00428457780347076,-5.45273326073167
"GCLM","s41",0,41,0.00390394772020166,-5.54576700186274
"GCLM","s42",0,42,0.00355713176446973,-5.63880074299382
"GCLM","s43",0,43,0.00324112598238019,-5.73183448412489
"GCLM","s44",0,44,0.00295319328302306,-5.82486822525596
"GCLM","s45",0,45,0.00269083973110104,-5.91790196638703
"GCLM","s46",0,46,0.00245179294565508,-6.01093570751811
"GCLM","s47",0,47,0.0022339824177876,-6.10396944864918
"GCLM","s48",0,48,0.00203552157690489,-6.19700318978025
"GCLM","s49",0,49,0.00185469145014521,-6.29003693091132
"GCLM","s50",0,50,0.00168992577345814,-6.3830706720424
"GCLM","s51",0,51,0.00153979742537472,-6.47610441317347
"GCLM","s52",0,52,0.00140300606596397,-6.56913815430454
"GCLM","s53",0,53,0.00127836687391048,-6.66217189543561
"GCLM","s54",0,54,0.00116480028415901,-6.75520563656669
"GCLM","s55",0,55,0.00106132263723843,-6.84823937769776
"GCLM","s56",0,56,0.000967037659273928,-6.94127311882883
"GCLM","s57",0,57,0.000881128698891504,-7.0343068599599
"GCLM","s58",0,58,0.000802851653774438,-7.12734060109098
"GCLM","s59",0,59,0.000731528525604995,-7.22037434222205
"GCLM","s60",0,60,0.000666541547567348,-7.31340808335312
"GCLM","s61",0,61,0.000607327833546948,-7.40644182448419
"GCLM","s62",0,62,0.000553374502680286,-7.49947556561527
"GCLM","s63",0,63,0.000504214237026208,-7.59250930674634
"GCLM","s64",0,64,0.000459421233881468,-7.68554304787741
"GCLM","s65",0,65,0.000418607517681417,-7.77857678900848
"GCLM","s66",0,66,0.000381419579541263,-7.87161053013956
"GCLM","s67",0,67,0.000347535315331229,-7.96464427127063
