"Sample","C5orf32","GADD45A","MAFG","S100A8","MYL6","NSUN7"
"GSM1602872",-2.71213685655203,-2.29198711058444,-2.42184272857427,-2.49019426898592,-1.20632714234336,-1.11594114886641
"GSM1602873",0.820814892891588,0.584388893370736,0.393585797842411,0.401648294059695,-0.0279162507840503,0.426065475074529
"GSM1602874",-2.80062025481451,-2.49438899036433,-2.0655499161821,-3.30175902881201,-3.80074802796252,-1.72333026113032
"GSM1602875",-2.81878147174714,-2.3421053926384,-3.70640907814117,-3.78321675276248,-2.71728144943173,-1.13887118426081
"GSM1602876",-3.12691167248695,-2.76380711174665,-2.20341698387291,-3.05524133766966,-2.83878809460803,-1.7404503604976
"GSM1602877",-0.104203021186729,0.552262864316844,1.33046103428341,-0.340040962837325,0.380465602953512,0.0996037598382634
"GSM1602878",-0.261370766449533,0.405749740805837,-0.448980462758003,0.28545251521308,-0.256886373095372,0.609792410593938
"GSM1602879",0.992301953833519,0.0108637626756158,0.423901655452333,0.121885761495034,1.25590787249355,-1.08767161008892
"GSM1602880",-0.233715928563844,-0.695198726860283,2.32869681050353,0.594733821051845,0.788585262508418,-1.91582817304384
"GSM1602881",0.447218645761837,0.0195059001435403,-0.745049316970553,0.189416424637282,-0.387312076692265,0.371528735481055
"GSM1602882",0.781966417157196,0.568742496012802,-0.102649951855835,0.426858146074156,-0.0487313737465893,0.29792730858823
"GSM1602883",0.933911374880102,1.64135908683801,0.266782280875476,0.795843249435019,-0.103694734518048,1.49906680684323
"GSM1602884",-3.06356200236314,-2.20852764132418,-2.84260084183122,-3.30457736305363,-3.08093773736196,-2.02888382399676
"GSM1602885",0.805645974318928,1.51167229378378,0.404438442486995,1.12580311708718,0.832320958473319,2.12545616034927
"GSM1602886",-1.41621527756652,-0.0946564612170671,-0.770296027654925,-0.363324847248148,-0.392772025018282,1.05039974151345
"GSM1602887",-0.479150436990996,0.0649822114918371,-1.06705922426577,-0.667544616042993,-0.375275270519277,-1.11657719445796
"GSM1602888",0.435223271337459,0.0975243021760618,-0.27614432318405,-0.283179786688064,-0.516702772969198,0.172678005709988
"GSM1602889",0.960792774058875,1.09848553785248,0.863411205470475,0.891120638179558,0.983486628652576,0.978768418087701
"GSM1602890",0.894288587496828,1.4638983791929,1.3816286015406,0.957104950898368,1.2399113885444,0.901441607509016
"GSM1602891",-1.87457456553753,-1.78680218214805,-1.64214389312609,-3.76365808064952,-1.43928566177095,-1.62976871007102
"GSM1602892",-1.75909194517913,-2.51791417747402,-2.00995643621749,-1.66361722825199,-0.447621361577278,-1.397011538192
"GSM1602893",-2.06480755570301,-2.23455570863795,-1.02298703155728,-2.15488141871523,-1.55118157967756,-1.46241568233894
"GSM1602894",-2.64546780641259,-2.70640513962445,-2.75464105410041,-4.42169559181285,-2.3832098039096,-1.9410396643567
"GSM1602895",-3.10983575277892,-2.52118763678859,-2.50343859438859,-2.64127949129918,-1.05367356233885,-1.43573979359339
"GSM1602896",-3.40256612603436,-3.0361838443264,-3.46614853271717,-4.45880343744038,-1.57265573957303,-1.67377494061531
"GSM1602897",-3.3459801036268,-2.72370867636512,-3.15366524774962,-4.50285483504495,-2.81743890302727,-1.19490714980423
"GSM1602898",-2.19808883352194,-2.40675437988434,-2.18000601808643,-3.07967622669609,-2.51519989509917,-1.73763446066104
"GSM1602899",-1.70530948137893,-2.13619109316677,-1.93463262042315,-2.21034824346429,-1.96390778963934,-1.36039762970383
"GSM1602900",-2.7372628906772,-2.3609287575153,-2.29908705066658,-2.75053190835774,-2.05637859469203,-1.79643064260757
"GSM1602901",-2.72682996719382,-2.19050633271185,-1.4876151382029,-4.55395562478727,-3.12604999941141,-1.80764995460932
"GSM1602902",1.28529915392535,1.67408449083929,0.632865668173859,0.887781528505684,1.33820930702991,1.17992543044689
"GSM1602903",-0.0275071644153303,0.935745359138533,-0.00277986306035295,-0.0254733546322229,-0.645443231641243,-0.886010271260532
"GSM1602904",0.129299110127991,-0.828042611574208,0.776460970281912,0.28954051296746,0.638777149087442,-0.963840774478936
"GSM1602905",-0.857459552309998,-1.32553545315653,-0.892433094082402,-0.35558845452009,-1.27961550552573,-0.419132622661674
"GSM1602906",0.608087070879023,-0.048245665896699,0.046717926253447,-0.114101033355325,-0.303723896675556,0.533615762952835
"GSM1602907",-0.88358927571006,-0.891535842851482,-0.19054889739322,-0.865279673717624,-2.23940945898701,-0.618624991500679
"GSM1602908",0.684604714123035,1.0273075002398,1.02733427723137,0.663293045152083,0.790303085779654,-0.283146664804181
"GSM1602909",-2.92490795587503,-2.33311100607974,-2.08274157783318,-4.71109235576085,-2.95925586155366,-2.45895910027711
"GSM1602910",-2.79707975496139,-2.64379847367635,-2.7215398707523,-3.93079713473513,-2.14703148238098,-1.58756179484234
"GSM1602911",-1.89370631328692,-2.90347917876231,-2.34091317606896,-2.99098915195828,-1.48695948856669,-1.99741650999958
"GSM1602912",-0.0185428748599026,-0.369882978650578,-0.0919845716998542,0.12553020053818,0.0754142484380212,-0.257509739071398
"GSM1602913",-3.48363987285181,-2.84670812159188,-2.66440667940059,-3.79134352736631,-2.16654046761238,-2.11782994342957
"GSM1602914",-3.04809697460077,-2.45624479919842,-1.73606700884561,-4.29397175591488,-3.26793251937989,-2.05811080118982
"GSM1602915",-2.32509723038602,-2.55619509256141,-2.07550527402681,-3.93668378759795,-2.77983380902158,-1.23994178014811
"GSM1602916",-2.96462637405078,-1.9253061853764,-1.91249011754595,-4.80901416995463,-2.3034943996244,-1.7988982499336
"GSM1602917",-1.72131604838985,-1.34542489243169,-2.12275896755025,-1.5870092640815,-1.86931660048998,-1.38078253611547
"GSM1602918",-0.754536142017264,-1.75790536581151,-1.35742942601874,-0.545913864113727,-0.913296245305716,-1.15313900142893
"GSM1602919",0.0563118624338408,0.153667672876367,1.13053271249102,0.596469713800828,0.138377140826255,-0.188350109383172
"GSM1602920",-2.62969940221864,-2.31373747946962,-1.94360666137223,-2.81598616442264,-2.96451439951072,-0.874429603073181
