"Sample","ME","Group"
"GSM1692301",-0.0427483879336289,"Disease"
"GSM1692302",0.069581242820493,"Disease"
"GSM1692303",0.0334395050961681,"Disease"
"GSM1692304",0.00252678706923138,"Disease"
"GSM1692305",0.0232603832801906,"Disease"
"GSM1692306",0.0155947988839016,"Disease"
"GSM1692307",0.0143615250233341,"Disease"
"GSM1692308",0.107060166518926,"Disease"
"GSM1692309",0.027913668867059,"Disease"
"GSM1692310",-0.0293062555035907,"Disease"
"GSM1692311",-0.0136899096701035,"Disease"
"GSM1692312",-0.0351151454087766,"Disease"
"GSM1692313",-0.0136608427060155,"Disease"
"GSM1692314",-0.000992366706550418,"Disease"
"GSM1692315",-0.0387988496814392,"Disease"
"GSM1692316",0.0201813475153444,"Disease"
"GSM1692317",-0.0163232784492046,"Disease"
"GSM1692318",0.0195324591990191,"Disease"
"GSM1692319",0.0614667700805745,"Disease"
"GSM1692320",-0.0245689750898969,"Disease"
"GSM1692321",-0.0285829097580778,"Disease"
"GSM1692322",-0.00256417985028871,"Disease"
"GSM1692323",-0.00720948064132144,"Disease"
"GSM1692324",-0.0105599180280015,"Disease"
"GSM1692326",-0.0129089328009175,"Disease"
"GSM1692327",0.0418032160756523,"Disease"
"GSM1692328",-0.00453760733538274,"Disease"
"GSM1692329",0.0873047486570633,"Disease"
"GSM1692330",-0.0216642530601445,"Disease"
"GSM1692331",0.00786259611614625,"Disease"
"GSM1692332",0.0875032849467861,"Disease"
"GSM1692333",-0.0105731756522055,"Disease"
"GSM1692334",-0.0210940607921976,"Disease"
"GSM1692335",-0.00166740961216105,"Disease"
"GSM1692336",-0.0470893172731043,"Disease"
"GSM1692337",0.0835098145956755,"Disease"
"GSM1692339",-0.0130666956202753,"Disease"
"GSM1692340",-0.0154227007932478,"Disease"
"GSM1692341",-0.00660064171898617,"Disease"
"GSM1692342",-0.0159994767341437,"Disease"
"GSM1692343",0.0206660039837911,"Disease"
"GSM1692344",-0.0286841632923083,"Disease"
"GSM1692345",-0.0234985869362046,"Disease"
"GSM1692346",-0.0178789555790934,"Disease"
"GSM1692347",0.0301919179536702,"Disease"
"GSM1692348",-0.0215116901173565,"Disease"
"GSM1692349",0.0142756231860774,"Disease"
"GSM1692350",-0.013799127450615,"Disease"
"GSM1692352",0.0090386753763501,"Disease"
"GSM1692353",-0.0526659005195223,"Disease"
"GSM1692355",-0.0369528104067547,"Disease"
"GSM1692356",0.00451487992922289,"Disease"
"GSM1692357",0.0472978015527434,"Disease"
"GSM1692358",-0.043440436871125,"Disease"
"GSM1692359",0.0163774867016391,"Disease"
"GSM1692360",0.0117408443336849,"Disease"
"GSM1692361",0.0696483314103243,"Disease"
"GSM1692362",0.0614788350110161,"Disease"
"GSM1692363",-0.0489931224716385,"Disease"
"GSM1692364",0.0771441951047998,"Disease"
"GSM1692365",-0.0248561144358637,"Disease"
"GSM1692366",0.0146275912683355,"Disease"
"GSM1692367",-0.0106748562927272,"Disease"
"GSM1692368",-0.0112827372883436,"Disease"
"GSM1692369",-0.0317282476935627,"Disease"
"GSM1692370",-0.00267652576186611,"Disease"
"GSM1692371",-0.011919104878144,"Disease"
"GSM1692372",0.0235709945825792,"Disease"
"GSM1692373",-0.0263898279646286,"Disease"
"GSM1692374",0.0470166141561275,"Disease"
"GSM1692375",0.0201086040378856,"Disease"
"GSM1692376",-0.0263144763576877,"Disease"
"GSM1692377",-0.0221654910508391,"Disease"
"GSM1692378",-0.00733945949578027,"Disease"
"GSM1692379",0.102724403134984,"Disease"
"GSM1692380",-0.020112682605397,"Disease"
"GSM1692381",0.0169045230934858,"Disease"
"GSM1692382",-0.033121494685262,"Disease"
"GSM1692383",0.0113357390867627,"Disease"
"GSM1692384",-0.0198478797603496,"Disease"
"GSM1692385",0.00176085074615411,"Disease"
"GSM1692386",0.0483787084446803,"Disease"
"GSM1692387",0.0294807803342808,"Disease"
"GSM1692388",0.0303520791575829,"Disease"
"GSM1692389",-0.014557494097863,"Disease"
"GSM1692390",-0.0163968862816042,"Disease"
"GSM1692391",0.105408663427857,"Disease"
"GSM1692392",0.00226053846637412,"Disease"
"GSM1692393",-0.0358338488173995,"Disease"
"GSM1692394",-0.0491688708304815,"Disease"
"GSM1692395",-0.0334368425232513,"Disease"
"GSM1692396",0.00591689142005112,"Disease"
"GSM1692397",0.0418085757521551,"Disease"
"GSM1692398",0.0442792819862186,"Disease"
"GSM1692399",-0.0279982925825926,"Disease"
"GSM1692400",-0.0115851966025163,"Disease"
"GSM1692402",-0.0194258274423714,"Disease"
"GSM1692404",0.0389992612283937,"Disease"
"GSM1692405",-0.0398542762269091,"Disease"
"GSM1692406",-0.00975082432214992,"Disease"
"GSM1692407",-0.0180500552577317,"Disease"
"GSM1692408",0.0861717159857702,"Disease"
"GSM1692409",0.0605914167222159,"Disease"
"GSM1692410",-0.0485213293359449,"Disease"
"GSM1692411",-0.0270079000687995,"Disease"
"GSM1692412",0.00488140743452946,"Disease"
"GSM1692413",-0.00827667386026621,"Disease"
"GSM1692414",-0.0251743197998797,"Disease"
"GSM1692415",0.0231738807597269,"Disease"
"GSM1692416",0.0377542118205069,"Disease"
"GSM1692417",-0.0424638548103211,"Disease"
"GSM1692418",-0.0224238755550353,"Disease"
"GSM1692419",-0.0146865547405319,"Disease"
"GSM1692420",-0.0404218765963739,"Disease"
"GSM1692421",0.0239498653416066,"Disease"
"GSM1692422",-0.00770936939866551,"Disease"
"GSM1692423",-0.0430690874444027,"Disease"
"GSM1692424",0.066407119600974,"Disease"
"GSM1692425",0.000681186389646863,"Disease"
"GSM1692426",-0.0146461438616245,"Disease"
"GSM1692427",-0.0444326567997653,"Disease"
"GSM1692428",0.0371864046036595,"Disease"
"GSM1692429",-0.0199106479209696,"Disease"
"GSM1692430",-0.0180087758140902,"Disease"
"GSM1692431",0.0133188704299333,"Disease"
"GSM1692432",-0.0184226244951533,"Disease"
"GSM1692433",-0.0343850678107788,"Disease"
"GSM1692434",0.0466632054846619,"Disease"
"GSM1692435",-0.00296498975443846,"Disease"
"GSM1692436",0.0118513224065259,"Disease"
"GSM1692437",-0.0349720779597729,"Disease"
"GSM1692438",0.0149127008013605,"Disease"
"GSM1692439",-0.0185982800245993,"Disease"
"GSM1692440",0.0192430408254927,"Disease"
"GSM1692441",-0.0084437138321833,"Disease"
"GSM1692442",-0.00238719022259581,"Disease"
"GSM1692443",0.0549044214104213,"Disease"
"GSM1692444",-0.0296775999639585,"Disease"
"GSM1692445",0.0160217743186138,"Disease"
"GSM1692446",-0.00745123277480174,"Disease"
"GSM1692447",-0.00311192724920136,"Disease"
"GSM1692448",0.04605148165307,"Disease"
"GSM1692449",0.030376042287882,"Disease"
"GSM1692450",-0.0241163567988805,"Disease"
"GSM1692451",-0.0255511179864034,"Disease"
"GSM1692452",0.0116042769457546,"Disease"
"GSM1692453",-0.0296751383737447,"Disease"
"GSM1692454",0.0466015184374552,"Disease"
"GSM1692455",-0.00995772287453347,"Disease"
"GSM1692456",-0.0371774748687185,"Disease"
"GSM1692457",0.0276345725028267,"Disease"
"GSM1692458",-0.0429752846351409,"Disease"
"GSM1692459",0.0551533723821952,"Disease"
"GSM1692460",-0.0254419318279438,"Disease"
"GSM1692461",-0.00604235350375315,"Disease"
"GSM1692462",-0.0121396472066678,"Disease"
"GSM1692463",0.019289124942494,"Disease"
"GSM1692465",0.0753470150652695,"Disease"
"GSM1692466",0.00393729580938525,"Disease"
"GSM1692467",0.110804632352329,"Disease"
"GSM1692468",0.0121125891287303,"Disease"
"GSM1692469",-0.0196842550266229,"Disease"
"GSM1692470",0.00536425399616994,"Disease"
"GSM1692471",0.0543257487641606,"Disease"
"GSM1692472",-0.0205724247556018,"Disease"
"GSM1692473",-0.0183066150661051,"Disease"
"GSM1692474",0.0497027493952198,"Disease"
"GSM1692475",-0.0376233854728905,"Disease"
"GSM1692476",-0.0085437968316449,"Disease"
"GSM1692477",0.0108416567429812,"Disease"
"GSM1692478",-0.0466115770046225,"Disease"
"GSM1692479",-0.0253274393868392,"Disease"
"GSM1692480",0.0260922620472802,"Disease"
"GSM1692481",-0.00221440786015379,"Disease"
"GSM1692482",0.0221857647648801,"Disease"
"GSM1692483",-0.00221904783088218,"Disease"
"GSM1692484",0.0254291291058895,"Disease"
"GSM1692485",0.019021129808162,"Disease"
"GSM1692487",0.000855841133670118,"Disease"
"GSM1692488",0.0122480734474652,"Disease"
"GSM1692489",-0.010493579227851,"Disease"
"GSM1692490",0.0518879640295063,"Disease"
"GSM1692491",-0.00871431428203624,"Disease"
"GSM1692492",-0.0318988028332994,"Disease"
"GSM1692493",0.05402714672456,"Disease"
"GSM1692494",-0.0334605047166282,"Disease"
"GSM1692496",-0.0403926903052581,"Disease"
"GSM1692497",0.00833539078554193,"Disease"
"GSM1692498",-0.0589787728914299,"Disease"
"GSM1692499",0.09855721833073,"Disease"
"GSM1692501",0.00216863700956535,"Disease"
"GSM1692502",-0.016098499472355,"Disease"
"GSM1692503",-0.0370211920738322,"Disease"
"GSM1692504",-0.00799975697042818,"Disease"
