"gene","HC1","HC2","NSES","P50","S2","S3"
"CNPPD1",5.23087700832804,5.56989199982261,4.99023772891781,4.22742789384803,4.9770888836488,5.3331782699928
"RETREG2",5.81698738387323,5.95153722397477,5.48660048793175,5.63945629658092,5.467922580958,4.22742789384803
"ZFAND2B",5.81698738387323,5.04948116299568,5.48660048793175,5.63945629658092,4.22742789384803,4.22742789384803
"ANKZF1",4.22742789384803,4.69623031625439,5.25966149830981,6.33920071562365,4.9770888836488,4.22742789384803
"GLB1L",4.64419098111034,4.69623031625439,4.22742789384803,4.22742789384803,4.22742789384803,4.22742789384803
"STK16",4.64419098111034,5.04948116299568,5.85521045547623,5.63945629658092,4.22742789384803,5.9517357601784
"TUBA4A",6.34820803139847,6.50231620993424,8.58569611779083,7.56885973252092,5.467922580958,4.22742789384803
"DNAJB2",4.96715343895881,5.04948116299568,6.27551219359965,5.63945629658092,5.467922580958,4.22742789384803
"DNPEP",5.23087700832804,5.56989199982261,5.68264611380475,5.09970920054362,4.9770888836488,4.22742789384803
"GMPPA",4.22742789384803,4.22742789384803,4.6586722164309,5.09970920054362,4.22742789384803,4.22742789384803
"EPHA4",4.64419098111034,4.22742789384803,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"FARSB",4.22742789384803,4.69623031625439,4.6586722164309,5.09970920054362,5.467922580958,4.22742789384803
"ACSL3",5.81698738387323,6.25305255567801,7.28337270995717,5.09970920054362,6.57463603714936,6.71502521591347
"AP1S3",4.64419098111034,4.69623031625439,4.6586722164309,4.22742789384803,5.467922580958,4.22742789384803
"WDFY1",4.96715343895881,5.95153722397477,7.28337270995717,5.09970920054362,5.83348774422402,6.38328187344124
"MRPL44",5.64677549933564,5.56989199982261,5.68264611380475,5.09970920054362,4.9770888836488,4.22742789384803
"CUL3",6.34820803139847,6.38306105974853,6.78264155239198,4.22742789384803,7.06185174393157,6.38328187344124
"DOCK10",5.81698738387323,6.11015747676198,6.14854751394828,5.09970920054362,5.467922580958,6.71502521591347
"MFF",6.73560474279721,6.98432362664443,7.39945281225231,6.33920071562365,6.12489709155534,5.9517357601784
"AGFG1",6.6480660242547,7.46730304627358,9.823822367905,8.77740450495494,4.9770888836488,8.66957130050752
"CCL20",4.64419098111034,4.22742789384803,4.22742789384803,4.22742789384803,5.467922580958,4.22742789384803
"PID1",4.64419098111034,4.22742789384803,4.22742789384803,4.22742789384803,5.467922580958,4.22742789384803
"TRIP12",6.34820803139847,5.33302586221419,6.50015485035393,6.33920071562365,4.9770888836488,5.9517357601784
"SP110",6.10691118376025,6.7147912772439,6.14854751394828,6.80837686950916,6.57463603714936,5.9517357601784
"SP140",5.23087700832804,4.22742789384803,4.22742789384803,6.33920071562365,6.12489709155534,5.3331782699928
"SP140L",5.23087700832804,5.04948116299568,4.99023772891781,6.59277782143442,6.12489709155534,4.22742789384803
"SP100",6.34820803139847,6.89995334279123,7.01876962335722,7.31064077225432,7.88091911874544,6.38328187344124
"CAB39",5.81698738387323,5.04948116299568,6.00932155005559,6.59277782143442,5.467922580958,5.9517357601784
"PSMD1",6.23259847825732,4.69623031625439,5.68264611380475,5.09970920054362,4.9770888836488,5.3331782699928
"B3GNT7",4.22742789384803,4.69623031625439,4.22742789384803,4.22742789384803,4.9770888836488,5.3331782699928
"NCL",7.6487108540703,7.40744261377575,7.50688457418673,8.2229118921717,8.649790790298,7.73445762293791
"PTMA",12.0308674310183,12.2844257741745,10.5127474408413,10.9618735370171,11.6989567976529,10.6960144093538
"PDE6D",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"COPS7B",5.23087700832804,4.69623031625439,4.22742789384803,4.22742789384803,4.9770888836488,5.3331782699928
"DIS3L2",4.64419098111034,4.22742789384803,4.99023772891781,4.22742789384803,4.9770888836488,5.3331782699928
"TIGD1",4.22742789384803,5.33302586221419,5.25966149830981,5.09970920054362,5.83348774422402,5.3331782699928
"EIF4E2",5.9692199427275,6.25305255567801,6.00932155005559,6.03134333562224,4.22742789384803,6.71502521591347
"GIGYF2",4.64419098111034,5.04948116299568,4.99023772891781,4.22742789384803,4.22742789384803,4.22742789384803
"INPP5D",6.10691118376025,5.56989199982261,6.00932155005559,6.03134333562224,5.467922580958,5.9517357601784
"ATG16L1",4.22742789384803,4.22742789384803,4.6586722164309,5.63945629658092,4.22742789384803,5.3331782699928
"DGKD",5.23087700832804,6.11015747676198,4.6586722164309,5.63945629658092,6.12489709155534,4.22742789384803
"USP40",4.64419098111034,4.22742789384803,4.22742789384803,5.09970920054362,4.22742789384803,5.3331782699928
"ARL4C",8.55590227165446,8.71939444422082,6.50015485035393,7.16183906949757,7.88091911874544,8.74407654532799
"ACKR3",4.22742789384803,4.69623031625439,4.22742789384803,5.09970920054362,4.22742789384803,4.22742789384803
"AC105760.2",4.64419098111034,4.22742789384803,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"COPS8",5.81698738387323,5.95153722397477,5.48660048793175,4.22742789384803,5.467922580958,4.22742789384803
"LRRFIP1",8.67140593196306,9.34796625156285,8.98922934361591,8.06424920834032,8.3445863455068,8.94696033365838
"UBE2F",5.64677549933564,5.56989199982261,6.86571979433908,5.63945629658092,5.83348774422402,6.38328187344124
"ILKAP",5.45376148785481,5.33302586221419,5.85521045547623,5.09970920054362,4.9770888836488,4.22742789384803
"HES6",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"PER2",4.96715343895881,5.33302586221419,4.6586722164309,4.22742789384803,4.9770888836488,5.3331782699928
"TRAF3IP1",4.96715343895881,4.69623031625439,4.22742789384803,4.22742789384803,4.9770888836488,4.22742789384803
"ASB1",4.96715343895881,5.33302586221419,4.6586722164309,4.22742789384803,4.22742789384803,5.3331782699928
"HDAC4",4.64419098111034,4.22742789384803,4.99023772891781,5.09970920054362,5.467922580958,4.22742789384803
"AC062017.1",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,5.3331782699928
"NDUFA10",6.97025208565506,5.95153722397477,6.00932155005559,5.63945629658092,5.467922580958,4.22742789384803
"COPS9",7.17202051973996,7.27971217529975,7.28337270995717,6.80837686950916,7.42541468770571,8.22538882764288
"ANKMY1",4.96715343895881,4.22742789384803,4.22742789384803,5.09970920054362,4.9770888836488,4.22742789384803
"DUSP28",4.64419098111034,5.33302586221419,4.6586722164309,5.09970920054362,4.9770888836488,5.9517357601784
"RNPEPL1",6.45523665627239,5.95153722397477,7.01876962335722,5.63945629658092,4.9770888836488,5.9517357601784
"CAPN10-DT",4.64419098111034,4.22742789384803,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"GPR35",5.45376148785481,5.04948116299568,4.22742789384803,5.09970920054362,4.9770888836488,5.3331782699928
"MTERF4",6.81813434612107,6.7147912772439,5.85521045547623,6.03134333562224,4.9770888836488,5.3331782699928
"PASK",5.45376148785481,5.56989199982261,4.99023772891781,4.22742789384803,5.467922580958,5.3331782699928
"PPP1R7",5.9692199427275,6.89995334279123,5.48660048793175,4.22742789384803,5.83348774422402,4.22742789384803
"HDLBP",4.96715343895881,5.04948116299568,4.99023772891781,5.09970920054362,4.9770888836488,5.3331782699928
"SEPT2",7.23345844354182,6.98432362664443,7.22163129280011,6.99590584220857,6.12489709155534,6.38328187344124
"FARP2",5.23087700832804,5.04948116299568,4.6586722164309,5.09970920054362,5.83348774422402,4.22742789384803
"STK25",4.22742789384803,4.69623031625439,4.22742789384803,4.22742789384803,4.22742789384803,5.3331782699928
"THAP4",5.9692199427275,5.56989199982261,5.25966149830981,5.09970920054362,4.9770888836488,4.22742789384803
"ATG4B",6.23259847825732,5.04948116299568,6.14854751394828,5.09970920054362,4.22742789384803,5.9517357601784
"DTYMK",4.64419098111034,5.04948116299568,4.6586722164309,4.22742789384803,4.22742789384803,5.9517357601784
"ING5",4.96715343895881,5.33302586221419,5.25966149830981,5.63945629658092,4.9770888836488,5.9517357601784
"D2HGDH",4.64419098111034,4.22742789384803,4.99023772891781,5.09970920054362,4.22742789384803,4.22742789384803
"NEU4",5.45376148785481,4.69623031625439,4.22742789384803,4.22742789384803,4.22742789384803,4.22742789384803
"TRNT1",4.22742789384803,4.22742789384803,4.99023772891781,4.22742789384803,4.9770888836488,5.3331782699928
"CRBN",6.81813434612107,6.25305255567801,6.944273314467,6.33920071562365,6.57463603714936,4.22742789384803
"SUMF1",4.64419098111034,5.33302586221419,4.99023772891781,4.22742789384803,4.22742789384803,4.22742789384803
"ITPR1",4.22742789384803,4.22742789384803,4.99023772891781,4.22742789384803,5.467922580958,4.22742789384803
"AC018816.1",4.22742789384803,4.22742789384803,4.22742789384803,5.09970920054362,4.9770888836488,5.3331782699928
"BHLHE40",6.55487062077416,7.13956474962307,6.86571979433908,6.59277782143442,6.12489709155534,6.71502521591347
"ARL8B",5.45376148785481,5.56989199982261,7.08960731982806,6.59277782143442,6.36722099727102,5.9517357601784
"EDEM1",4.96715343895881,5.77329786295453,6.00932155005559,6.03134333562224,5.83348774422402,4.22742789384803
"RAD18",4.22742789384803,4.22742789384803,4.6586722164309,4.22742789384803,4.9770888836488,4.22742789384803
"THUMPD3-AS1",5.9692199427275,6.11015747676198,5.48660048793175,5.09970920054362,7.06185174393157,4.22742789384803
"THUMPD3",5.45376148785481,5.33302586221419,5.85521045547623,5.09970920054362,6.12489709155534,4.22742789384803
"SETD5",4.64419098111034,4.69623031625439,5.48660048793175,5.63945629658092,5.83348774422402,4.22742789384803
"MTMR14",6.55487062077416,5.56989199982261,6.6944853045484,6.33920071562365,5.83348774422402,5.9517357601784
"BRPF1",4.96715343895881,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"OGG1",4.64419098111034,4.22742789384803,4.22742789384803,5.09970920054362,4.22742789384803,4.22742789384803
"CAMK1",4.22742789384803,4.22742789384803,4.22742789384803,5.09970920054362,4.22742789384803,5.3331782699928
"TADA3",4.22742789384803,5.95153722397477,4.99023772891781,5.63945629658092,5.467922580958,5.9517357601784
"ARPC4",7.17202051973996,7.40744261377575,7.830154854976,7.68248056724323,6.91699129181617,7.58030825378561
"TTLL3",4.22742789384803,5.33302586221419,4.99023772891781,4.22742789384803,4.22742789384803,4.22742789384803
"RPUSD3",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.9770888836488,4.22742789384803
"JAGN1",5.64677549933564,5.04948116299568,4.6586722164309,4.22742789384803,4.22742789384803,5.3331782699928
"IL17RC",4.22742789384803,4.69623031625439,4.22742789384803,4.22742789384803,4.9770888836488,4.22742789384803
"EMC3",6.81813434612107,6.50231620993424,7.08960731982806,6.03134333562224,4.9770888836488,5.3331782699928
"BRK1",8.10831828537541,7.78212537191891,7.98682433624506,7.16183906949757,4.9770888836488,7.58030825378561
"VHL",5.9692199427275,5.33302586221419,5.48660048793175,5.09970920054362,6.36722099727102,5.9517357601784
"IRAK2",4.22742789384803,4.22742789384803,4.99023772891781,4.22742789384803,5.467922580958,4.22742789384803
"TATDN2",4.96715343895881,4.22742789384803,4.99023772891781,4.22742789384803,4.22742789384803,4.22742789384803
"SEC13",4.64419098111034,5.33302586221419,4.6586722164309,5.09970920054362,5.467922580958,5.3331782699928
"ATG7",4.96715343895881,5.04948116299568,4.99023772891781,5.63945629658092,5.467922580958,5.3331782699928
"VGLL4",5.9692199427275,5.95153722397477,5.48660048793175,4.22742789384803,4.22742789384803,4.22742789384803
"TAMM41",5.64677549933564,4.22742789384803,5.25966149830981,4.22742789384803,4.22742789384803,4.22742789384803
"PPARG",4.22742789384803,4.69623031625439,4.22742789384803,4.22742789384803,4.22742789384803,5.3331782699928
"MKRN2",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"RAF1",7.10784940397453,6.89995334279123,6.86571979433908,5.09970920054362,4.9770888836488,6.71502521591347
"RPL32",13.0724562871301,13.0927272862269,12.4542033783234,11.190355472044,12.6809331727719,11.7792628006318
"IQSEC1",6.97025208565506,6.50231620993424,6.39220151235508,6.03134333562224,5.467922580958,6.38328187344124
"NUP210",5.81698738387323,5.33302586221419,5.48660048793175,5.09970920054362,4.9770888836488,5.9517357601784
"HDAC11",4.22742789384803,4.69623031625439,4.22742789384803,4.22742789384803,4.9770888836488,4.22742789384803
"TMEM43",5.23087700832804,5.04948116299568,4.99023772891781,5.63945629658092,4.9770888836488,5.3331782699928
"AC093495.1",5.23087700832804,5.33302586221419,4.99023772891781,4.22742789384803,5.83348774422402,4.22742789384803
"XPC",5.23087700832804,4.22742789384803,5.25966149830981,5.09970920054362,5.83348774422402,4.22742789384803
"LSM3",6.6480660242547,6.50231620993424,6.27551219359965,6.80837686950916,6.36722099727102,7.58030825378561
"SLC6A6",6.73560474279721,6.61246178641685,9.24337346508024,6.33920071562365,6.12489709155534,5.9517357601784
"CCDC174",4.64419098111034,4.69623031625439,5.48660048793175,5.63945629658092,4.9770888836488,5.3331782699928
"FGD5-AS1",5.64677549933564,5.56989199982261,5.48660048793175,6.03134333562224,4.9770888836488,5.3331782699928
"NR2C2",5.23087700832804,4.69623031625439,5.25966149830981,6.03134333562224,4.22742789384803,4.22742789384803
"MRPS25",5.81698738387323,5.04948116299568,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"RBSN",5.23087700832804,4.69623031625439,4.99023772891781,5.63945629658092,6.12489709155534,5.3331782699928
"CAPN7",5.45376148785481,4.69623031625439,6.00932155005559,6.03134333562224,6.36722099727102,5.9517357601784
"SH3BP5",6.73560474279721,6.81034084147749,7.34257993058757,6.80837686950916,6.91699129181617,6.38328187344124
"EAF1",6.55487062077416,7.52477837858949,6.50015485035393,5.63945629658092,6.57463603714936,5.3331782699928
"HACL1",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.9770888836488,4.22742789384803
"BTD",4.64419098111034,4.69623031625439,4.22742789384803,4.22742789384803,4.22742789384803,5.3331782699928
"ANKRD28",6.34820803139847,6.25305255567801,7.5577421477225,6.80837686950916,6.12489709155534,7.21158830531232
"DPH3",5.45376148785481,6.38306105974853,6.14854751394828,6.03134333562224,6.12489709155534,4.22742789384803
"OXNAD1",5.64677549933564,5.04948116299568,5.25966149830981,4.22742789384803,5.467922580958,4.22742789384803
"RFTN1",4.64419098111034,4.69623031625439,4.99023772891781,5.63945629658092,6.12489709155534,4.22742789384803
"AC090948.1",4.64419098111034,4.22742789384803,4.22742789384803,4.22742789384803,4.9770888836488,4.22742789384803
"PLCL2",5.23087700832804,5.33302586221419,4.22742789384803,4.22742789384803,4.9770888836488,4.22742789384803
"TBC1D5",5.45376148785481,5.04948116299568,4.99023772891781,5.09970920054362,4.9770888836488,5.3331782699928
"SATB1",6.55487062077416,5.04948116299568,6.14854751394828,6.80837686950916,6.36722099727102,6.38328187344124
"RAB5A",5.81698738387323,6.7147912772439,7.22163129280011,6.99590584220857,4.9770888836488,5.3331782699928
"KAT2B",4.96715343895881,4.69623031625439,4.6586722164309,5.09970920054362,4.9770888836488,4.22742789384803
"UBE2E2",5.23087700832804,4.22742789384803,4.22742789384803,4.22742789384803,4.9770888836488,5.3331782699928
"UBE2E1",5.23087700832804,5.56989199982261,4.6586722164309,4.22742789384803,5.467922580958,5.9517357601784
"RPL15",11.3601126145105,11.312449023932,10.8244959422775,9.89513028112901,11.1125190185021,10.0717453597859
"NR1D2",6.6480660242547,6.7147912772439,5.85521045547623,6.03134333562224,5.83348774422402,6.71502521591347
"LINC00691",4.64419098111034,4.22742789384803,4.22742789384803,5.09970920054362,4.22742789384803,4.22742789384803
"TOP2B",6.55487062077416,5.77329786295453,6.27551219359965,5.09970920054362,4.9770888836488,5.3331782699928
"NGLY1",4.22742789384803,5.95153722397477,5.85521045547623,4.22742789384803,6.36722099727102,5.3331782699928
"OXSM",4.22742789384803,5.33302586221419,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"SLC4A7",5.9692199427275,4.69623031625439,4.6586722164309,6.03134333562224,4.9770888836488,4.22742789384803
"CMC1",5.64677549933564,5.56989199982261,5.68264611380475,6.99590584220857,4.9770888836488,5.3331782699928
"AZI2",5.45376148785481,5.33302586221419,5.68264611380475,6.03134333562224,5.83348774422402,5.9517357601784
"TGFBR2",7.23345844354182,5.95153722397477,6.39220151235508,6.33920071562365,6.57463603714936,5.3331782699928
"STT3B",6.55487062077416,6.25305255567801,6.39220151235508,5.63945629658092,6.75594514893013,4.22742789384803
"CMTM8",4.64419098111034,4.69623031625439,4.6586722164309,4.22742789384803,4.9770888836488,4.22742789384803
"CMTM7",6.10691118376025,6.11015747676198,5.85521045547623,5.63945629658092,4.22742789384803,4.22742789384803
"CMTM6",8.53164889894343,7.5800514157682,8.05920893343618,7.97785523371345,6.91699129181617,6.98456621692932
"DYNC1LI1",6.73560474279721,5.56989199982261,6.00932155005559,4.22742789384803,6.12489709155534,6.38328187344124
"CNOT10",4.64419098111034,5.04948116299568,4.6586722164309,4.22742789384803,4.9770888836488,5.3331782699928
"GLB1",4.64419098111034,4.69623031625439,4.22742789384803,5.09970920054362,4.22742789384803,4.22742789384803
"CRTAP",7.40347896504748,6.25305255567801,4.6586722164309,4.22742789384803,4.9770888836488,5.3331782699928
"UBP1",5.23087700832804,5.56989199982261,5.68264611380475,5.63945629658092,5.467922580958,4.22742789384803
"CLASP2",4.96715343895881,5.04948116299568,5.25966149830981,5.09970920054362,4.9770888836488,4.22742789384803
"AC112220.4",4.64419098111034,4.22742789384803,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"PDCD6IP",5.23087700832804,6.25305255567801,5.48660048793175,6.59277782143442,4.9770888836488,5.9517357601784
"TRANK1",4.64419098111034,5.04948116299568,4.6586722164309,5.63945629658092,4.9770888836488,5.3331782699928
"EPM2AIP1",6.34820803139847,5.04948116299568,6.00932155005559,6.03134333562224,6.12489709155534,5.3331782699928
"MLH1",4.64419098111034,5.33302586221419,4.22742789384803,4.22742789384803,4.9770888836488,4.22742789384803
"LRRFIP2",6.23259847825732,5.95153722397477,8.05920893343618,7.16183906949757,5.467922580958,5.3331782699928
"GOLGA4",6.81813434612107,6.25305255567801,6.60058963624906,6.80837686950916,5.83348774422402,6.71502521591347
"CTDSPL",4.64419098111034,4.69623031625439,4.99023772891781,4.22742789384803,4.22742789384803,4.22742789384803
"VILL",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"PLCD1",4.96715343895881,5.33302586221419,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"ACAA1",5.23087700832804,5.04948116299568,5.68264611380475,5.63945629658092,4.22742789384803,4.22742789384803
"MYD88",5.45376148785481,5.95153722397477,5.85521045547623,6.03134333562224,6.91699129181617,6.38328187344124
"OXSR1",5.45376148785481,5.04948116299568,6.00932155005559,5.09970920054362,6.12489709155534,4.22742789384803
"EXOG",6.23259847825732,5.04948116299568,4.99023772891781,5.09970920054362,5.83348774422402,4.22742789384803
"WDR48",5.9692199427275,5.56989199982261,5.68264611380475,5.63945629658092,5.83348774422402,5.3331782699928
"GORASP1",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,5.3331782699928
"CSRNP1",7.40347896504748,7.63328471970583,7.08960731982806,6.33920071562365,6.12489709155534,5.3331782699928
"SLC25A38",4.96715343895881,5.33302586221419,4.22742789384803,5.09970920054362,4.22742789384803,5.3331782699928
"RPSA",11.3873993625077,11.2794343857332,10.6770259823905,9.48952219831699,10.7664111997327,9.51355345908188
"EIF1B",7.93422878111567,8.47885371879336,8.74778426814459,7.16183906949757,7.95699787937697,6.71502521591347
"RPL14",11.9393413018956,12.0695035062407,11.4131395304219,10.2113710010303,11.5348825100751,10.6385807745035
"ZNF619",4.22742789384803,4.22742789384803,4.6586722164309,5.09970920054362,4.22742789384803,4.22742789384803
"CTNNB1",7.97076788034227,8.29285949090969,8.79093653979322,7.31064077225432,7.31410544215665,6.98456621692932
"ULK4",4.96715343895881,4.22742789384803,4.22742789384803,5.63945629658092,4.22742789384803,4.22742789384803
"TRAK1",4.64419098111034,4.22742789384803,4.22742789384803,5.09970920054362,4.22742789384803,4.22742789384803
"SEC22C",5.81698738387323,5.33302586221419,5.48660048793175,6.03134333562224,5.467922580958,4.22742789384803
"SS18L2",6.34820803139847,6.11015747676198,5.48660048793175,5.09970920054362,6.36722099727102,6.38328187344124
"NKTR",7.6487108540703,7.06403127060544,6.944273314467,6.59277782143442,7.06185174393157,5.3331782699928
"HIGD1A",4.96715343895881,5.95153722397477,5.68264611380475,5.63945629658092,4.9770888836488,5.9517357601784
"POMGNT2",4.64419098111034,4.69623031625439,4.22742789384803,4.22742789384803,4.22742789384803,4.22742789384803
"SNRK",7.23345844354182,6.61246178641685,6.50015485035393,6.80837686950916,4.9770888836488,6.38328187344124
"ANO10",4.96715343895881,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"ABHD5",5.9692199427275,5.04948116299568,7.22163129280011,6.99590584220857,5.83348774422402,5.3331782699928
"ZNF445",4.22742789384803,4.22742789384803,4.6586722164309,5.09970920054362,4.22742789384803,4.22742789384803
"ZNF852",4.22742789384803,4.22742789384803,4.6586722164309,4.22742789384803,4.9770888836488,4.22742789384803
"ZNF197",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"KIAA1143",5.64677549933564,5.56989199982261,5.25966149830981,5.63945629658092,5.467922580958,6.38328187344124
"ZDHHC3",6.10691118376025,5.95153722397477,6.944273314467,6.03134333562224,5.467922580958,6.71502521591347
"EXOSC7",5.45376148785481,4.69623031625439,4.22742789384803,5.09970920054362,5.83348774422402,5.3331782699928
"TMEM158",5.64677549933564,6.11015747676198,5.25966149830981,4.22742789384803,4.9770888836488,4.22742789384803
"LARS2",4.22742789384803,4.22742789384803,4.22742789384803,5.09970920054362,4.9770888836488,4.22742789384803
"LIMD1",4.64419098111034,4.69623031625439,4.99023772891781,4.22742789384803,4.22742789384803,5.9517357601784
"SACM1L",4.64419098111034,5.04948116299568,4.6586722164309,5.63945629658092,4.22742789384803,4.22742789384803
"LZTFL1",4.64419098111034,4.22742789384803,4.22742789384803,5.09970920054362,4.22742789384803,4.22742789384803
"FYCO1",4.64419098111034,4.22742789384803,4.22742789384803,5.09970920054362,4.22742789384803,4.22742789384803
"CCR1",7.40347896504748,7.40744261377575,4.6586722164309,6.03134333562224,5.467922580958,4.22742789384803
"CCRL2",4.96715343895881,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,5.3331782699928
"CCDC12",6.34820803139847,6.89995334279123,6.00932155005559,6.59277782143442,6.12489709155534,5.9517357601784
"NBEAL2",5.9692199427275,5.95153722397477,7.15712900260094,5.63945629658092,4.9770888836488,5.9517357601784
"SETD2",6.55487062077416,5.95153722397477,6.14854751394828,6.03134333562224,6.57463603714936,5.3331782699928
"KIF9",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"KLHL18",6.10691118376025,5.33302586221419,6.14854751394828,4.22742789384803,4.9770888836488,5.3331782699928
"AC099778.1",4.96715343895881,4.22742789384803,4.22742789384803,4.22742789384803,5.467922580958,4.22742789384803
"PTPN23",4.22742789384803,4.22742789384803,4.99023772891781,5.09970920054362,4.22742789384803,5.3331782699928
"SCAP",4.64419098111034,4.69623031625439,4.22742789384803,4.22742789384803,4.22742789384803,4.22742789384803
"ELP6",4.22742789384803,5.04948116299568,4.22742789384803,4.22742789384803,5.83348774422402,5.3331782699928
"SMARCC1",6.34820803139847,5.95153722397477,6.27551219359965,6.03134333562224,6.36722099727102,5.9517357601784
"DHX30",5.64677549933564,4.69623031625439,5.68264611380475,4.22742789384803,4.9770888836488,6.38328187344124
"MAP4",4.22742789384803,4.22742789384803,4.6586722164309,5.09970920054362,5.467922580958,5.3331782699928
"CAMP",4.64419098111034,5.04948116299568,5.85521045547623,5.63945629658092,4.22742789384803,5.3331782699928
"NME6",4.22742789384803,4.69623031625439,4.6586722164309,5.09970920054362,4.9770888836488,4.22742789384803
"TMA7",9.79895729159644,9.64870702941456,9.57499262335056,8.55675032604142,8.93956769827855,9.47031430347377
"SHISA5",5.64677549933564,6.38306105974853,5.48660048793175,5.09970920054362,5.467922580958,5.3331782699928
"PFKFB4",4.64419098111034,4.22742789384803,4.6586722164309,5.09970920054362,4.22742789384803,5.3331782699928
"UQCRC1",5.23087700832804,6.11015747676198,5.85521045547623,5.09970920054362,5.467922580958,4.22742789384803
"IP6K2",5.81698738387323,5.77329786295453,5.25966149830981,5.63945629658092,5.83348774422402,4.22742789384803
"PRKAR2A",5.45376148785481,6.61246178641685,6.50015485035393,5.09970920054362,5.467922580958,6.38328187344124
"ARIH2OS",4.22742789384803,5.04948116299568,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"ARIH2",6.10691118376025,6.11015747676198,6.14854751394828,5.09970920054362,5.467922580958,6.98456621692932
"P4HTM",4.22742789384803,5.04948116299568,4.99023772891781,4.22742789384803,4.22742789384803,4.22742789384803
"WDR6",4.96715343895881,4.69623031625439,4.22742789384803,5.63945629658092,4.9770888836488,4.22742789384803
"DALRD3",5.23087700832804,4.69623031625439,4.6586722164309,5.09970920054362,4.22742789384803,4.22742789384803
"NDUFAF3",4.64419098111034,5.33302586221419,5.68264611380475,5.63945629658092,5.467922580958,5.3331782699928
"IMPDH2",4.64419098111034,5.77329786295453,4.22742789384803,6.33920071562365,4.9770888836488,5.3331782699928
"QRICH1",5.81698738387323,5.77329786295453,4.6586722164309,5.63945629658092,5.83348774422402,5.9517357601784
"QARS",5.9692199427275,4.69623031625439,5.48660048793175,5.09970920054362,4.22742789384803,5.3331782699928
"USP19",4.96715343895881,4.22742789384803,4.22742789384803,5.09970920054362,4.22742789384803,4.22742789384803
"CCDC71",4.64419098111034,4.69623031625439,4.99023772891781,4.22742789384803,4.22742789384803,4.22742789384803
"C3orf62",5.9692199427275,5.77329786295453,4.99023772891781,5.63945629658092,4.9770888836488,5.3331782699928
"USP4",6.10691118376025,5.56989199982261,5.68264611380475,5.09970920054362,5.83348774422402,4.22742789384803
"RHOA",8.79881205326805,9.04817728550034,9.17985752563301,8.67129182702292,8.78116459940036,8.66957130050752
"TCTA",4.64419098111034,4.69623031625439,4.99023772891781,5.09970920054362,5.467922580958,4.22742789384803
"DAG1",4.96715343895881,5.04948116299568,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"APEH",4.22742789384803,4.69623031625439,4.99023772891781,5.09970920054362,4.22742789384803,4.22742789384803
"IP6K1",5.9692199427275,5.33302586221419,6.39220151235508,5.63945629658092,5.467922580958,5.9517357601784
"RBM6",5.64677549933564,5.33302586221419,5.48660048793175,4.22742789384803,5.467922580958,5.9517357601784
"RBM5",6.55487062077416,7.06403127060544,6.86571979433908,6.33920071562365,6.36722099727102,6.38328187344124
"GNAI2",8.29279911204183,8.38885186035048,8.85333730892768,8.36584139870704,6.12489709155534,7.58030825378561
"IFRD2",4.22742789384803,5.33302586221419,4.99023772891781,5.09970920054362,5.467922580958,4.22742789384803
"NAA80",4.96715343895881,5.04948116299568,4.22742789384803,4.22742789384803,4.22742789384803,4.22742789384803
"TUSC2",4.96715343895881,5.95153722397477,4.99023772891781,4.22742789384803,4.22742789384803,6.38328187344124
"RASSF1",4.22742789384803,5.04948116299568,4.99023772891781,6.03134333562224,5.467922580958,4.22742789384803
"RASSF1-AS1",4.22742789384803,4.22742789384803,4.6586722164309,4.22742789384803,4.9770888836488,4.22742789384803
"NPRL2",4.64419098111034,4.22742789384803,4.6586722164309,4.22742789384803,5.467922580958,4.22742789384803
"CYB561D2",5.23087700832804,4.22742789384803,5.25966149830981,5.09970920054362,4.22742789384803,4.22742789384803
