"gene","HC1","HC2","NSES","P50","S2","S3"
"GPATCH3",4.22742789384803,5.33302586221419,5.25966149830981,4.22742789384803,4.22742789384803,5.3331782699928
"NUDC",5.23087700832804,5.33302586221419,5.68264611380475,5.09970920054362,6.91699129181617,5.3331782699928
"SLC9A1",5.23087700832804,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"WDTC1",4.22742789384803,5.04948116299568,4.99023772891781,4.22742789384803,5.467922580958,4.22742789384803
"TMEM222",5.64677549933564,5.04948116299568,5.25966149830981,4.22742789384803,4.9770888836488,4.22742789384803
"SYTL1",5.81698738387323,6.38306105974853,5.25966149830981,5.63945629658092,4.22742789384803,4.22742789384803
"WASF2",7.40347896504748,6.98432362664443,6.60058963624906,6.33920071562365,5.83348774422402,5.3331782699928
"FGR",5.9692199427275,6.7147912772439,6.78264155239198,7.68248056724323,6.36722099727102,5.3331782699928
"IFI6",6.23259847825732,6.81034084147749,4.6586722164309,5.09970920054362,7.95699787937697,4.22742789384803
"FAM76A",4.96715343895881,5.33302586221419,4.99023772891781,5.63945629658092,4.22742789384803,4.22742789384803
"STX12",5.23087700832804,6.25305255567801,6.14854751394828,4.22742789384803,4.9770888836488,5.9517357601784
"PPP1R8",4.64419098111034,4.69623031625439,4.22742789384803,4.22742789384803,4.22742789384803,4.22742789384803
"THEMIS2",6.6480660242547,7.21133958278887,6.78264155239198,6.59277782143442,6.36722099727102,5.3331782699928
"RPA2",5.64677549933564,5.77329786295453,4.6586722164309,5.09970920054362,4.22742789384803,4.22742789384803
"XKR8",5.45376148785481,4.69623031625439,4.6586722164309,4.22742789384803,4.9770888836488,5.3331782699928
"EYA3",4.64419098111034,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"PTAFR",5.9692199427275,6.38306105974853,6.27551219359965,5.63945629658092,6.12489709155534,5.3331782699928
"DNAJC8",6.81813434612107,7.46730304627358,6.39220151235508,7.16183906949757,6.75594514893013,7.21158830531232
"ATP5IF1",7.04069054479577,6.89995334279123,6.27551219359965,7.16183906949757,4.9770888836488,6.71502521591347
