mode,eigenvalue_nm2,variance_fraction,variance_percent,cumulative_variance_percent
201,0.000638482,3.856518805753464e-05,0.0038565188057534,99.6625896623268
202,0.000632536,3.82060415065119e-05,0.0038206041506511,99.66641026647746
203,0.000621778,3.755624355900053e-05,0.0037556243559,99.67016589083336
204,0.0006136,3.706228114825986e-05,0.0037062281148259,99.6738721189482
205,0.000598292,3.613765696342029e-05,0.003613765696342,99.67748588464454
206,0.000597552,3.6092959948997685e-05,0.0036092959948997,99.68109518063945
207,0.000589374,3.559899753825703e-05,0.0035598997538257,99.68465508039326
208,0.000585238,3.534917746845715e-05,0.0035349177468457,99.6881899981401
209,0.000579232,3.498640683518393e-05,0.0034986406835183,99.69168863882362
210,0.000566185,3.419835014981667e-05,0.0034198350149816,99.69510847383862
211,0.000558865,3.37562121152579e-05,0.0033756212115257,99.69848409505012
212,0.000554421,3.348778842323889e-05,0.0033487788423238,99.70183287389246
213,0.000546697,3.3021248234860206e-05,0.003302124823486,99.70513499871596
214,0.000541846,3.272824118490876e-05,0.0032728241184908,99.70840782283445
215,0.000537233,3.2449609661217554e-05,0.0032449609661217,99.71165278380056
216,0.000531583,3.2108341915963856e-05,0.0032108341915963,99.71486361799217
217,0.000529748,3.199750540046996e-05,0.0031997505400469,99.7180633685322
218,0.0005252,3.1722799965883445e-05,0.0031722799965883,99.7212356485288
219,0.000513724,3.102963383410797e-05,0.0031029633834107,99.7243386119122
220,0.00051136,3.088684499343899e-05,0.0030886844993438,99.72742729641156
221,0.000499972,3.019899418229756e-05,0.0030198994182297,99.73044719582975
222,0.000497974,3.0078312243356515e-05,0.0030078312243356,99.7334550270541
223,0.000495582,2.993383216430398e-05,0.0029933832164303,99.73644841027054
224,0.000492004,2.9717716059433583e-05,0.0029717716059433,99.73942018187648
225,0.000487668,2.945581571546544e-05,0.0029455815715465,99.74236576344802
226,0.00048194,2.9109836663286116e-05,0.0029109836663286,99.74527674711436
227,0.000479356,2.8953759521032034e-05,0.0028953759521032,99.74817212306644
228,0.00047184,2.849978281778836e-05,0.0028499782817788,99.75102210134824
229,0.000467366,2.82295470846441e-05,0.0028229547084644,99.7538450560567
230,0.000463569,2.8000203079559448e-05,0.0028000203079559,99.75664507636466
231,0.000460689,2.782624713153633e-05,0.0027826247131536,99.7594277010778
232,0.000452716,2.734466700181814e-05,0.0027344667001818,99.762162167778
233,0.000444681,2.68593419871078e-05,0.0026859341987107,99.7648481019767
234,0.000439893,2.657014022351936e-05,0.0026570140223519,99.76750511599906
235,0.000438091,2.646129695326322e-05,0.0026461296953263,99.77015124569438
236,0.000430249,2.5987629403125258e-05,0.0025987629403125,99.77275000863467
237,0.000425548,2.5703682558800016e-05,0.00257036825588,99.77532037689058
238,0.000424175,2.5620751476634824e-05,0.0025620751476634,99.77788245203824
239,0.00041743,2.521334423030984e-05,0.0025213344230309,99.78040378646126
240,0.000415297,2.508450810630521e-05,0.0025084508106305,99.7829122372719
241,0.000412904,2.493996762588183e-05,0.0024939967625881,99.7854062340345
242,0.000409879,2.475725347908671e-05,0.0024757253479086,99.7878819593824
243,0.000398955,2.409742890401567e-05,0.0024097428904015,99.7902917022728
244,0.000391277,2.3633667178695688e-05,0.0023633667178695,99.79265506899068
245,0.000389577,2.3530984848265372e-05,0.0023530984848265,99.7950081674755
246,0.000382997,2.313354382812921e-05,0.0023133543828129,99.79732152185832
247,0.000380965,2.301080824257956e-05,0.0023010808242579,99.79962260268258
248,0.000376515,2.27420221423355e-05,0.0022742022142335,99.8018968048968
249,0.000371955,2.2466591891298887e-05,0.0022466591891298,99.80414346408594
