system,time_ns,median,minimum,maximum,rep1,rep2,rep3
complex,20.81,1.7423480952380952,1.7307823809523808,1.7491885714285713,1.7423480952380952,1.7307823809523808,1.7491885714285713
complex,20.82,1.7418409523809524,1.7313742857142858,1.7489166666666667,1.7418409523809524,1.7313742857142858,1.7489166666666667
complex,20.83,1.7416309523809523,1.732004761904762,1.7492585714285713,1.7416309523809523,1.732004761904762,1.7492585714285713
complex,20.84,1.7410285714285714,1.7326319047619048,1.7502966666666668,1.7410285714285714,1.7326319047619048,1.7502966666666668
complex,20.85,1.740762380952381,1.7319380952380952,1.7509052380952381,1.740762380952381,1.7319380952380952,1.7509052380952381
complex,20.86,1.7405828571428574,1.7309190476190477,1.751415238095238,1.7405828571428574,1.7309190476190477,1.751415238095238
complex,20.87,1.7401671428571428,1.7307690476190476,1.7522085714285713,1.7401671428571428,1.7307690476190476,1.7522085714285713
complex,20.88,1.7397114285714286,1.731052380952381,1.752692380952381,1.7397114285714286,1.731052380952381,1.752692380952381
complex,20.89,1.7387195238095237,1.7309638095238096,1.7527328571428573,1.7387195238095237,1.7309638095238096,1.7527328571428573
complex,20.9,1.738277619047619,1.7313485714285715,1.7525757142857143,1.738277619047619,1.7313485714285715,1.7525757142857143
complex,20.91,1.7375709523809524,1.7314961904761905,1.752302857142857,1.7375709523809524,1.7314961904761905,1.752302857142857
complex,20.92,1.7365457142857141,1.7318747619047616,1.7515680952380952,1.7365457142857141,1.7318747619047616,1.7515680952380952
complex,20.93,1.73599,1.7316614285714287,1.7517928571428572,1.73599,1.7316614285714287,1.7517928571428572
complex,20.94,1.7354114285714286,1.731642380952381,1.751544761904762,1.7354114285714286,1.731642380952381,1.751544761904762
complex,20.95,1.734644761904762,1.7323233333333334,1.750737619047619,1.734644761904762,1.7323233333333334,1.750737619047619
complex,20.96,1.733732380952381,1.7324380952380953,1.7507966666666666,1.733732380952381,1.7324380952380953,1.7507966666666666
complex,20.97,1.7334033333333334,1.732217619047619,1.7504742857142856,1.7334033333333334,1.732217619047619,1.7504742857142856
complex,20.98,1.7333857142857145,1.7324028571428571,1.7509609523809526,1.7333857142857145,1.7324028571428571,1.7509609523809526
complex,20.99,1.7337804761904763,1.7329547619047618,1.7505428571428572,1.7337804761904763,1.7329547619047618,1.7505428571428572
complex,21.0,1.7337176190476191,1.733654761904762,1.7504242857142858,1.7337176190476191,1.733654761904762,1.7504242857142858
complex,21.01,1.7336000000000003,1.7334442857142858,1.750524761904762,1.7336000000000003,1.7334442857142858,1.750524761904762
complex,21.02,1.734327619047619,1.7335871428571432,1.7504466666666667,1.734327619047619,1.7335871428571432,1.7504466666666667
complex,21.03,1.7346404761904761,1.7343561904761906,1.7504209523809524,1.7346404761904761,1.7343561904761906,1.7504209523809524
complex,21.04,1.7351495238095236,1.7349009523809524,1.749764761904762,1.7349009523809524,1.7351495238095236,1.749764761904762
complex,21.05,1.7357833333333335,1.7354533333333333,1.74879,1.7357833333333335,1.7354533333333333,1.74879
complex,21.06,1.7368671428571427,1.7363638095238099,1.7491366666666668,1.7368671428571427,1.7363638095238099,1.7491366666666668
complex,21.07,1.7375957142857141,1.7366661904761906,1.7492861904761905,1.7375957142857141,1.7366661904761906,1.7492861904761905
complex,21.08,1.7382014285714287,1.7372957142857142,1.7487090476190479,1.7382014285714287,1.7372957142857142,1.7487090476190479
complex,21.09,1.7390357142857145,1.7373095238095237,1.748501904761905,1.7390357142857145,1.7373095238095237,1.748501904761905
complex,21.1,1.740491904761905,1.7379166666666668,1.7477680952380954,1.740491904761905,1.7379166666666668,1.7477680952380954
complex,21.11,1.7407861904761905,1.738042857142857,1.7480042857142857,1.7407861904761905,1.738042857142857,1.7480042857142857
complex,21.12,1.7419552380952381,1.7384700000000002,1.7488038095238094,1.7419552380952381,1.7384700000000002,1.7488038095238094
complex,21.13,1.7426619047619047,1.7386995238095238,1.7501642857142858,1.7426619047619047,1.7386995238095238,1.7501642857142858
complex,21.14,1.7433447619047622,1.7390695238095237,1.750557619047619,1.7433447619047622,1.7390695238095237,1.750557619047619
complex,21.15,1.743762380952381,1.739348095238095,1.75174,1.743762380952381,1.739348095238095,1.75174
complex,21.16,1.7446990476190476,1.7395566666666666,1.752241904761905,1.7446990476190476,1.7395566666666666,1.752241904761905
complex,21.17,1.7449866666666667,1.7399371428571428,1.7526714285714287,1.7449866666666667,1.7399371428571428,1.7526714285714287
complex,21.18,1.744182857142857,1.7405485714285713,1.7530299999999999,1.744182857142857,1.7405485714285713,1.7530299999999999
complex,21.19,1.7438895238095238,1.7406990476190478,1.752870952380952,1.7438895238095238,1.7406990476190478,1.752870952380952
complex,21.2,1.7432314285714288,1.7398152380952383,1.7535685714285714,1.7432314285714288,1.7398152380952383,1.7535685714285714
complex,21.21,1.7431319047619047,1.7400728571428572,1.7538566666666666,1.7431319047619047,1.7400728571428572,1.7538566666666666
complex,21.22,1.7431923809523813,1.7405480952380952,1.7541361904761905,1.7431923809523813,1.7405480952380952,1.7541361904761905
complex,21.23,1.7433609523809523,1.740257142857143,1.755195238095238,1.7433609523809523,1.740257142857143,1.755195238095238
complex,21.24,1.7430761904761904,1.7395838095238094,1.7557709523809524,1.7430761904761904,1.7395838095238094,1.7557709523809524
complex,21.25,1.742784761904762,1.7387195238095237,1.7562933333333333,1.742784761904762,1.7387195238095237,1.7562933333333333
complex,21.26,1.7424757142857141,1.7381904761904763,1.7566190476190477,1.7424757142857141,1.7381904761904763,1.7566190476190477
complex,21.27,1.7418680952380954,1.7386371428571425,1.7562447619047616,1.7418680952380954,1.7386371428571425,1.7562447619047616
complex,21.28,1.7417023809523813,1.7390538095238095,1.7564399999999998,1.7417023809523813,1.7390538095238095,1.7564399999999998
complex,21.29,1.741820476190476,1.7387442857142856,1.7565500000000003,1.741820476190476,1.7387442857142856,1.7565500000000003
complex,21.3,1.7417733333333332,1.7392842857142856,1.7570209523809521,1.7417733333333332,1.7392842857142856,1.7570209523809521
complex,21.31,1.7413523809523812,1.7391085714285712,1.7573466666666666,1.7413523809523812,1.7391085714285712,1.7573466666666666
complex,21.32,1.7407061904761907,1.7392004761904762,1.7570233333333336,1.7407061904761907,1.7392004761904762,1.7570233333333336
complex,21.33,1.7401257142857143,1.7398038095238095,1.7571680952380955,1.7401257142857143,1.7398038095238095,1.7571680952380955
complex,21.34,1.740049523809524,1.7395942857142859,1.756815238095238,1.7395942857142859,1.740049523809524,1.756815238095238
complex,21.35,1.7403447619047616,1.7388014285714284,1.757242857142857,1.7388014285714284,1.7403447619047616,1.757242857142857
complex,21.36,1.740117619047619,1.7386619047619045,1.755980476190476,1.7386619047619045,1.740117619047619,1.755980476190476
complex,21.37,1.7404195238095237,1.7385866666666667,1.7565109523809523,1.7385866666666667,1.7404195238095237,1.7565109523809523
complex,21.38,1.7403757142857144,1.738627619047619,1.7558814285714288,1.738627619047619,1.7403757142857144,1.7558814285714288
complex,21.39,1.7408861904761905,1.7388261904761908,1.755577142857143,1.7388261904761908,1.7408861904761905,1.755577142857143
complex,21.4,1.7412052380952379,1.7382847619047619,1.7553342857142857,1.7382847619047619,1.7412052380952379,1.7553342857142857
complex,21.41,1.7421057142857141,1.7385204761904762,1.754758095238095,1.7385204761904762,1.7421057142857141,1.754758095238095
complex,21.42,1.742550476190476,1.7384385714285715,1.754968095238095,1.7384385714285715,1.742550476190476,1.754968095238095
complex,21.43,1.7433361904761904,1.7379590476190476,1.7551514285714285,1.7379590476190476,1.7433361904761904,1.7551514285714285
complex,21.44,1.7440990476190477,1.7376109523809522,1.7547876190476193,1.7376109523809522,1.7440990476190477,1.7547876190476193
complex,21.45,1.7448309523809524,1.7370066666666666,1.7545833333333332,1.7370066666666666,1.7448309523809524,1.7545833333333332
complex,21.46,1.7456790476190478,1.7366442857142856,1.7549723809523812,1.7366442857142856,1.7456790476190478,1.7549723809523812
complex,21.47,1.7464709523809525,1.7362266666666666,1.7554361904761904,1.7362266666666666,1.7464709523809525,1.7554361904761904
complex,21.48,1.7463,1.7361190476190476,1.756291904761905,1.7361190476190476,1.7463,1.756291904761905
complex,21.49,1.7464857142857144,1.7355742857142853,1.756874285714286,1.7355742857142853,1.7464857142857144,1.756874285714286
complex,21.5,1.7465242857142858,1.7347738095238097,1.7579361904761905,1.7347738095238097,1.7465242857142858,1.7579361904761905
complex,21.51,1.7453733333333337,1.7338438095238093,1.758624285714286,1.7338438095238093,1.7453733333333337,1.758624285714286
complex,21.52,1.7449890476190477,1.7335838095238094,1.7596961904761905,1.7335838095238094,1.7449890476190477,1.7596961904761905
complex,21.53,1.7449742857142858,1.7340066666666665,1.7604133333333334,1.7340066666666665,1.7449742857142858,1.7604133333333334
complex,21.54,1.7443166666666665,1.7337733333333332,1.760227142857143,1.7337733333333332,1.7443166666666665,1.760227142857143
complex,21.55,1.7439804761904762,1.7334833333333335,1.7599242857142858,1.7334833333333335,1.7439804761904762,1.7599242857142858
complex,21.56,1.7440166666666665,1.7334114285714286,1.7595304761904764,1.7334114285714286,1.7440166666666665,1.7595304761904764
complex,21.57,1.7445752380952382,1.7334285714285715,1.760897619047619,1.7334285714285715,1.7445752380952382,1.760897619047619
complex,21.58,1.7440833333333334,1.7333671428571427,1.7612071428571427,1.7333671428571427,1.7440833333333334,1.7612071428571427
complex,21.59,1.744385238095238,1.733047619047619,1.7621357142857141,1.733047619047619,1.744385238095238,1.7621357142857141
complex,21.6,1.7438638095238095,1.7329657142857142,1.7624614285714286,1.7329657142857142,1.7438638095238095,1.7624614285714286
complex,21.61,1.744006666666667,1.7328828571428572,1.763249523809524,1.7328828571428572,1.744006666666667,1.763249523809524
complex,21.62,1.7439023809523813,1.7324357142857143,1.7637852380952381,1.7324357142857143,1.7439023809523813,1.7637852380952381
complex,21.63,1.7438071428571429,1.7317519047619048,1.765156666666667,1.7317519047619048,1.7438071428571429,1.765156666666667
complex,21.64,1.7434961904761908,1.732280476190476,1.7656961904761908,1.732280476190476,1.7434961904761908,1.7656961904761908
complex,21.65,1.7434490476190478,1.7325980952380953,1.7663057142857141,1.7325980952380953,1.7434490476190478,1.7663057142857141
complex,21.66,1.7436261904761907,1.732956666666667,1.76616,1.732956666666667,1.7436261904761907,1.76616
complex,21.67,1.7431166666666666,1.7333699999999996,1.7662057142857146,1.7333699999999996,1.7431166666666666,1.7662057142857146
complex,21.68,1.742428095238095,1.7338566666666666,1.7661133333333334,1.7338566666666666,1.742428095238095,1.7661133333333334
complex,21.69,1.7425704761904763,1.7333985714285713,1.7654233333333333,1.7333985714285713,1.7425704761904763,1.7654233333333333
complex,21.7,1.7427471428571428,1.733067142857143,1.7648704761904759,1.733067142857143,1.7427471428571428,1.7648704761904759
complex,21.71,1.7431557142857141,1.7326957142857142,1.7641833333333332,1.7326957142857142,1.7431557142857141,1.7641833333333332
complex,21.72,1.7447890476190475,1.7326414285714289,1.7640847619047615,1.7326414285714289,1.7447890476190475,1.7640847619047615
complex,21.73,1.7454666666666667,1.7320490476190475,1.7638852380952381,1.7320490476190475,1.7454666666666667,1.7638852380952381
complex,21.74,1.745957619047619,1.7317404761904764,1.7638038095238093,1.7317404761904764,1.745957619047619,1.7638038095238093
complex,21.75,1.7461704761904764,1.7317561904761907,1.764057142857143,1.7317561904761907,1.7461704761904764,1.764057142857143
complex,21.76,1.746217142857143,1.7311109523809525,1.763904761904762,1.7311109523809525,1.746217142857143,1.763904761904762
complex,21.77,1.7461909523809527,1.7309366666666668,1.7635271428571428,1.7309366666666668,1.7461909523809527,1.7635271428571428
complex,21.78,1.7465114285714287,1.7306319047619045,1.7625847619047619,1.7306319047619045,1.7465114285714287,1.7625847619047619
complex,21.79,1.747314761904762,1.7304042857142856,1.761804285714286,1.7304042857142856,1.747314761904762,1.761804285714286
complex,21.8,1.7471519047619049,1.731322380952381,1.7607157142857144,1.731322380952381,1.7471519047619049,1.7607157142857144
complex,21.81,1.747559523809524,1.7308823809523808,1.7602857142857142,1.7308823809523808,1.747559523809524,1.7602857142857142
complex,21.82,1.7473738095238094,1.7307390476190476,1.759738095238095,1.7307390476190476,1.7473738095238094,1.759738095238095
complex,21.83,1.74732,1.7307623809523809,1.7593961904761908,1.7307623809523809,1.74732,1.7593961904761908
complex,21.84,1.7468933333333332,1.7308361904761902,1.758061904761905,1.7308361904761902,1.7468933333333332,1.758061904761905
complex,21.85,1.7461780952380952,1.7302557142857142,1.7572104761904763,1.7302557142857142,1.7461780952380952,1.7572104761904763
complex,21.86,1.7460923809523807,1.729557619047619,1.7568985714285712,1.729557619047619,1.7460923809523807,1.7568985714285712
complex,21.87,1.7461814285714286,1.72887,1.757047619047619,1.72887,1.7461814285714286,1.757047619047619
complex,21.88,1.7461480952380954,1.7283014285714287,1.7567071428571428,1.7283014285714287,1.7461480952380954,1.7567071428571428
complex,21.89,1.7463671428571428,1.7274800000000003,1.7564442857142855,1.7274800000000003,1.7463671428571428,1.7564442857142855
complex,21.9,1.7462033333333333,1.7275566666666666,1.7566433333333333,1.7275566666666666,1.7462033333333333,1.7566433333333333
complex,21.91,1.7461914285714286,1.7275114285714286,1.7564871428571431,1.7275114285714286,1.7461914285714286,1.7564871428571431
complex,21.92,1.7461333333333335,1.7282704761904764,1.7563804761904764,1.7282704761904764,1.7461333333333335,1.7563804761904764
complex,21.93,1.7456895238095238,1.7278152380952378,1.755990952380952,1.7278152380952378,1.7456895238095238,1.755990952380952
complex,21.94,1.7462323809523808,1.7279923809523807,1.755869047619048,1.7279923809523807,1.7462323809523808,1.755869047619048
complex,21.95,1.7465742857142859,1.7284642857142858,1.7558947619047618,1.7284642857142858,1.7465742857142859,1.7558947619047618
complex,21.96,1.7471066666666666,1.72812,1.7561966666666664,1.72812,1.7471066666666666,1.7561966666666664
complex,21.97,1.7476942857142856,1.7287385714285712,1.7562561904761904,1.7287385714285712,1.7476942857142856,1.7562561904761904
complex,21.98,1.7480423809523808,1.7287942857142855,1.756118095238095,1.7287942857142855,1.7480423809523808,1.756118095238095
complex,21.99,1.748049523809524,1.7285433333333333,1.7558738095238096,1.7285433333333333,1.748049523809524,1.7558738095238096
complex,22.0,1.748025238095238,1.7275128571428573,1.7551019047619045,1.7275128571428573,1.748025238095238,1.7551019047619045
complex,22.01,1.7488042857142858,1.7269647619047617,1.7553404761904763,1.7269647619047617,1.7488042857142858,1.7553404761904763
complex,22.02,1.7491190476190475,1.7274114285714286,1.7549504761904762,1.7274114285714286,1.7491190476190475,1.7549504761904762
complex,22.03,1.7504047619047618,1.7271895238095238,1.754247142857143,1.7271895238095238,1.7504047619047618,1.754247142857143
complex,22.04,1.7514647619047619,1.727205238095238,1.7541471428571427,1.727205238095238,1.7514647619047619,1.7541471428571427
complex,22.05,1.7522199999999999,1.7274809523809527,1.7535076190476189,1.7274809523809527,1.7522199999999999,1.7535076190476189
complex,22.06,1.753284761904762,1.727670476190476,1.7535961904761908,1.727670476190476,1.753284761904762,1.7535961904761908
complex,22.07,1.7527028571428573,1.7277938095238095,1.7531885714285715,1.7277938095238095,1.7531885714285715,1.7527028571428573
complex,22.08,1.7526704761904763,1.7278309523809523,1.7530857142857141,1.7278309523809523,1.7530857142857141,1.7526704761904763
complex,22.09,1.7527142857142854,1.7274457142857145,1.7540995238095238,1.7274457142857145,1.7540995238095238,1.7527142857142854
complex,22.1,1.752389523809524,1.72725,1.7548976190476193,1.72725,1.7548976190476193,1.752389523809524
complex,22.11,1.7524047619047618,1.727167142857143,1.755407619047619,1.727167142857143,1.755407619047619,1.7524047619047618
complex,22.12,1.751825714285714,1.7269590476190477,1.755702380952381,1.7269590476190477,1.755702380952381,1.751825714285714
complex,22.13,1.7513585714285713,1.7256190476190476,1.7564242857142855,1.7256190476190476,1.7564242857142855,1.7513585714285713
complex,22.14,1.7508138095238097,1.725397142857143,1.7567119047619046,1.725397142857143,1.7567119047619046,1.7508138095238097
complex,22.15,1.7504080952380952,1.7249080952380953,1.7565785714285715,1.7249080952380953,1.7565785714285715,1.7504080952380952
complex,22.16,1.749999523809524,1.7238347619047616,1.7566195238095237,1.7238347619047616,1.7566195238095237,1.749999523809524
complex,22.17,1.749535238095238,1.72355,1.7567142857142857,1.72355,1.7567142857142857,1.749535238095238
complex,22.18,1.7489233333333334,1.7230919047619049,1.7565419047619049,1.7230919047619049,1.7565419047619049,1.7489233333333334
complex,22.19,1.7494400000000003,1.7224871428571429,1.756355238095238,1.7224871428571429,1.756355238095238,1.7494400000000003
complex,22.2,1.749569523809524,1.7218104761904762,1.7566447619047618,1.7218104761904762,1.7566447619047618,1.749569523809524
complex,22.21,1.7500014285714287,1.722132380952381,1.7572261904761906,1.722132380952381,1.7572261904761906,1.7500014285714287
complex,22.22,1.7497409523809524,1.7214200000000002,1.7579033333333334,1.7214200000000002,1.7579033333333334,1.7497409523809524
complex,22.23,1.7499695238095236,1.720888571428571,1.7582466666666667,1.720888571428571,1.7582466666666667,1.7499695238095236
complex,22.24,1.7496047619047619,1.720605238095238,1.7582714285714287,1.720605238095238,1.7582714285714287,1.7496047619047619
complex,22.25,1.7491509523809525,1.7199847619047621,1.7583123809523808,1.7199847619047621,1.7583123809523808,1.7491509523809525
complex,22.26,1.7492619047619047,1.7194466666666666,1.7590566666666667,1.7194466666666666,1.7590566666666667,1.7492619047619047
complex,22.27,1.748937619047619,1.718559523809524,1.7590142857142854,1.718559523809524,1.7590142857142854,1.748937619047619
complex,22.28,1.7487871428571429,1.7178814285714286,1.759566666666667,1.7178814285714286,1.759566666666667,1.7487871428571429
complex,22.29,1.7486333333333333,1.717744285714286,1.7602409523809524,1.717744285714286,1.7602409523809524,1.7486333333333333
complex,22.3,1.7485580952380952,1.7172266666666667,1.7601009523809523,1.7172266666666667,1.7601009523809523,1.7485580952380952
complex,22.31,1.7489704761904759,1.7169233333333331,1.7602799999999998,1.7169233333333331,1.7602799999999998,1.7489704761904759
complex,22.32,1.748859523809524,1.7165190476190477,1.7606561904761904,1.7165190476190477,1.7606561904761904,1.748859523809524
complex,22.33,1.7493747619047617,1.7165314285714284,1.7612728571428573,1.7165314285714284,1.7612728571428573,1.7493747619047617
complex,22.34,1.7494019047619047,1.7166714285714286,1.7606357142857145,1.7166714285714286,1.7606357142857145,1.7494019047619047
