system,replicate,metric,block_start_ns,block_end_ns,n,mean,sd,median,q25,q75,min,max,last
apo,1,interchain_hbonds_pbc_nojump_count,20.0,40.0,200,7.85,1.67377045549515,8.0,7.0,9.0,4.0,13.0,8.0
apo,1,interchain_hbonds_pbc_nojump_count,40.0,60.0,200,8.175,2.253835368731872,8.0,7.0,10.0,4.0,14.0,11.0
apo,1,interchain_hbonds_pbc_nojump_count,60.0,80.0,200,9.425,1.8820428866356043,9.0,8.0,11.0,4.0,14.0,6.0
apo,1,interchain_hbonds_pbc_nojump_count,80.0,100.0,201,10.522388059701493,2.2540510794249355,10.0,9.0,12.0,6.0,16.0,9.0
apo,2,whole_backbone_rmsd_nm,20.0,40.0,2000,0.41740359935000004,0.031163415192252387,0.4181437,0.398526125,0.4388981,0.3021296,0.489955,0.4507552
apo,2,whole_backbone_rmsd_nm,40.0,60.0,2000,0.4350113481,0.01716071092745794,0.43264215,0.422502475,0.445121375,0.3947173,0.4984947,0.4184062
apo,2,whole_backbone_rmsd_nm,60.0,80.0,2000,0.42747074580000005,0.016699941564146725,0.42775235,0.41689815,0.438298375,0.3492572,0.4901326,0.4275872
apo,2,whole_backbone_rmsd_nm,80.0,100.0,2001,0.4806888644677661,0.02657218926780181,0.4808573,0.4607572,0.4990102,0.4010296,0.5561349,0.4768007
apo,2,chain_B_backbone_rmsd_nm,20.0,40.0,2000,0.33424452210000005,0.015540144141239389,0.3346203,0.32360235,0.3449974,0.2852048,0.3832607,0.3444734
apo,2,chain_B_backbone_rmsd_nm,40.0,60.0,2000,0.36645490734999997,0.017783428825049706,0.369087,0.35808012499999997,0.378057525,0.293156,0.4191555,0.3941488
apo,2,chain_B_backbone_rmsd_nm,60.0,80.0,2000,0.37970800869999993,0.008821063125536325,0.37959195,0.373800425,0.385354875,0.3525092,0.41111,0.3788439
apo,2,chain_B_backbone_rmsd_nm,80.0,100.0,2001,0.38583260604697645,0.01001650130325247,0.3854856,0.3789045,0.3924276,0.3541762,0.4165701,0.3872044
apo,2,chain_D_backbone_rmsd_nm,20.0,40.0,2000,0.43333341895,0.051900667855884854,0.43581865,0.407015275,0.46562715,0.2313956,0.5422966,0.464061
apo,2,chain_D_backbone_rmsd_nm,40.0,60.0,2000,0.44849218785,0.02078879931633799,0.44672935,0.4347187,0.46109057499999995,0.3688209,0.5196788,0.3911962
apo,2,chain_D_backbone_rmsd_nm,60.0,80.0,2000,0.42741846009999995,0.02575837872683849,0.42809775,0.41378605,0.443366075,0.2952512,0.4963395,0.4215038
apo,2,chain_D_backbone_rmsd_nm,80.0,100.0,2001,0.48687720154922537,0.03523222971448121,0.4858948,0.4596328,0.5104453,0.390874,0.5861203,0.5010368
apo,2,chain_B_D_com_distance_pbc_nojump_nm,20.0,40.0,2000,1.9063035,0.034248428652751225,1.908,1.885,1.928,1.795,2.026,1.926
apo,2,chain_B_D_com_distance_pbc_nojump_nm,40.0,60.0,2000,1.9170975,0.03398276633757142,1.919,1.896,1.94,1.795,2.009,1.826
apo,2,chain_B_D_com_distance_pbc_nojump_nm,60.0,80.0,2000,1.9050755,0.035510087058347885,1.905,1.88,1.929,1.797,2.018,1.954
apo,2,chain_B_D_com_distance_pbc_nojump_nm,80.0,100.0,2001,1.9153103448275863,0.03093157186324411,1.917,1.895,1.938,1.827,2.017,1.909
apo,2,protein_rg_nm,20.0,40.0,2000,1.70931062,0.01185163008127539,1.70808,1.700965,1.716755,1.67851,1.75798,1.71186
apo,2,protein_rg_nm,40.0,60.0,2000,1.6989463999999999,0.010912982802003238,1.699275,1.69258,1.7062525000000002,1.66208,1.73096,1.68147
apo,2,protein_rg_nm,60.0,80.0,2000,1.6968278650000002,0.013060965730170081,1.696475,1.6874975,1.7065025,1.66003,1.73772,1.71744
apo,2,protein_rg_nm,80.0,100.0,2001,1.699011184407796,0.008958787303339488,1.69901,1.69297,1.70502,1.67252,1.7294,1.70323
apo,2,protein_sasa_nm2,20.0,40.0,200,104.95714000000002,1.6967353697541858,104.9905,103.8525,105.96175,100.256,110.209,105.178
apo,2,protein_sasa_nm2,40.0,60.0,200,102.79005500000002,1.7588220452648267,102.5885,101.6165,104.02250000000001,97.712,107.41,101.993
apo,2,protein_sasa_nm2,60.0,80.0,200,102.49718000000001,1.504415440190447,102.558,101.46475,103.52075,98.109,105.751,103.818
apo,2,protein_sasa_nm2,80.0,100.0,201,100.92517412935322,1.5811777112416436,100.871,99.889,101.885,96.891,105.678,100.939
apo,2,interchain_hbonds_pbc_nojump_count,20.0,40.0,200,7.715,2.091806221028052,8.0,6.0,9.0,3.0,13.0,7.0
apo,2,interchain_hbonds_pbc_nojump_count,40.0,60.0,200,8.875,2.009868867444244,9.0,7.0,10.0,4.0,14.0,13.0
apo,2,interchain_hbonds_pbc_nojump_count,60.0,80.0,200,9.225,1.8029498442007525,9.0,8.0,10.25,5.0,14.0,8.0
apo,2,interchain_hbonds_pbc_nojump_count,80.0,100.0,201,11.975124378109452,1.8853058397651923,12.0,11.0,13.0,5.0,17.0,11.0
apo,3,whole_backbone_rmsd_nm,20.0,40.0,2000,0.28786867325000004,0.01660136144417498,0.28716895,0.276354325,0.298589975,0.2364317,0.3494343,0.2832358
apo,3,whole_backbone_rmsd_nm,40.0,60.0,2000,0.35000725645,0.049424726457262924,0.35504585,0.30589292500000004,0.3869713,0.2490548,0.4635528,0.3907616
apo,3,whole_backbone_rmsd_nm,60.0,80.0,2000,0.41077095075,0.028436833265336168,0.40601535,0.391688675,0.426564875,0.3280927,0.495669,0.4231445
apo,3,whole_backbone_rmsd_nm,80.0,100.0,2001,0.46300934057971016,0.036411739518446826,0.4671693,0.4368685,0.4899579,0.3526322,0.5513402,0.4790152
apo,3,chain_B_backbone_rmsd_nm,20.0,40.0,2000,0.25754706445,0.024697388863841194,0.25473885,0.2380416,0.27624285,0.2038149,0.3351659,0.2706833
apo,3,chain_B_backbone_rmsd_nm,40.0,60.0,2000,0.30180466024999997,0.03270842755340913,0.30375255,0.2794,0.32473820000000003,0.1874533,0.407622,0.3085112
apo,3,chain_B_backbone_rmsd_nm,60.0,80.0,2000,0.33482427244999996,0.031594028755323404,0.33147825,0.3138792,0.35903477500000003,0.2464105,0.431576,0.389333
apo,3,chain_B_backbone_rmsd_nm,80.0,100.0,2001,0.4507363108445777,0.06715880788281198,0.4622596,0.4025296,0.501168,0.2711943,0.605415,0.4922366
apo,3,chain_D_backbone_rmsd_nm,20.0,40.0,2000,0.2593425634,0.01833177320383598,0.25855735,0.246322075,0.27201767499999996,0.2123598,0.3279468,0.2418953
apo,3,chain_D_backbone_rmsd_nm,40.0,60.0,2000,0.32675767285,0.06526918391806137,0.32964915,0.268841925,0.376676475,0.1821077,0.4674716,0.3904663
apo,3,chain_D_backbone_rmsd_nm,60.0,80.0,2000,0.3868771304,0.03188991554964559,0.38252585,0.363644075,0.40422735,0.3147979,0.4964805,0.3635414
apo,3,chain_D_backbone_rmsd_nm,80.0,100.0,2001,0.39413251594202897,0.017848855575413252,0.3952488,0.3825649,0.406629,0.328572,0.4411281,0.3851354
apo,3,chain_B_D_com_distance_pbc_nojump_nm,20.0,40.0,2000,1.900781,0.03812315210424213,1.895,1.87275,1.927,1.801,2.022,1.864
apo,3,chain_B_D_com_distance_pbc_nojump_nm,40.0,60.0,2000,1.8909274999999999,0.03153294161592724,1.89,1.86875,1.912,1.804,2.012,1.859
apo,3,chain_B_D_com_distance_pbc_nojump_nm,60.0,80.0,2000,1.7512630000000002,0.06353853479347672,1.758,1.697,1.803,1.597,1.901,1.695
apo,3,chain_B_D_com_distance_pbc_nojump_nm,80.0,100.0,2001,1.7651499250374811,0.036216329345260506,1.766,1.742,1.789,1.648,1.865,1.746
apo,3,protein_rg_nm,20.0,40.0,2000,1.752128685,0.009792670413001954,1.75175,1.7453,1.7589725,1.72214,1.78174,1.74866
apo,3,protein_rg_nm,40.0,60.0,2000,1.7351909850000002,0.019532388048347053,1.73378,1.7198375000000001,1.7496975,1.69291,1.78722,1.72487
apo,3,protein_rg_nm,60.0,80.0,2000,1.699330305,0.011951869165333412,1.69918,1.6912325,1.70748,1.66062,1.73601,1.7122
apo,3,protein_rg_nm,80.0,100.0,2001,1.7288054072963517,0.01231506101270013,1.7296,1.72054,1.73777,1.69319,1.7632,1.7378
apo,3,protein_sasa_nm2,20.0,40.0,200,110.31526,1.9971427737378893,110.3135,109.0525,111.47425,104.825,115.102,108.45
apo,3,protein_sasa_nm2,40.0,60.0,200,109.382295,2.5901201128460913,108.9925,107.52925,110.693,104.752,117.363,108.086
apo,3,protein_sasa_nm2,60.0,80.0,200,107.61939999999998,1.7917376619489336,107.5065,106.5645,108.91175000000001,103.203,112.715,106.892
apo,3,protein_sasa_nm2,80.0,100.0,201,108.76201492537314,2.4492004256034496,108.802,106.845,110.428,102.678,115.134,112.481
apo,3,interchain_hbonds_pbc_nojump_count,20.0,40.0,200,7.27,1.8531787169034506,7.0,6.0,8.0,2.0,14.0,8.0
apo,3,interchain_hbonds_pbc_nojump_count,40.0,60.0,200,9.765,2.3765552960907272,10.0,8.0,11.0,4.0,16.0,10.0
apo,3,interchain_hbonds_pbc_nojump_count,60.0,80.0,200,10.05,1.9458756796887153,10.0,9.0,11.0,5.0,15.0,9.0
apo,3,interchain_hbonds_pbc_nojump_count,80.0,100.0,201,8.313432835820896,1.9458336662511566,8.0,7.0,10.0,4.0,14.0,9.0
