"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.50714286412059e-05,1.00612258363016,0.605,0.498,0.725838287158397,"1","ATP5MG"
5.89326089864201e-05,2.07080125621229,0.235,0.095,1,"1","AP1S2"
9.74970146856278e-05,0.410463083166353,0.798,0.491,1,"1","RPL6"
0.000114029859357996,1.23682272336033,0.454,0.336,1,"1","SRSF5"
0.000129685412723343,0.547693152428964,0.739,0.491,1,"1","RPL24"
0.000141536571893451,0.376914436920654,0.849,0.572,1,"1","RPL9"
0.000159856985347296,0.720097959798385,0.597,0.466,1,"1","ITM2B"
0.000206582825730191,2.23955550349852,0.235,0.11,1,"1","SAT2"
0.000232979461984728,2.66663999445033,0.227,0.106,1,"1","IL10RA"
0.000329218710756408,1.17777879208598,0.311,0.166,1,"1","SLC11A1"
0.000375608062970307,0.461949015413194,0.454,0.311,1,"1","FOSB"
0.000543703304688334,1.85412519628784,0.218,0.102,1,"1","GAS7"
0.000555108413724303,2.09806191522688,0.235,0.117,1,"1","GGA1"
0.000621145599534657,3.16213157240802,0.168,0.067,1,"1","AHR"
0.000634193414467885,2.02237581544627,0.244,0.127,1,"1","SEC11A"
0.000703924629079716,1.53140646459933,0.269,0.141,1,"1","ANXA5"
0.000740227048524449,2.79685040667788,0.176,0.074,1,"1","MPEG1"
0.000741881259151461,0.760317370256501,0.681,0.572,1,"1","TXNIP"
0.000808063964987048,0.358745638559324,0.958,0.855,1,"1","EIF1"
0.000825700493267545,0.39211294300937,0.857,0.728,1,"1","MT-ND4"
0.000891627164260293,1.21898751763867,0.328,0.212,1,"1","SH3BGRL"
0.000952538362793793,0.284138204131219,0.866,0.597,1,"1","RPS7"
0.000974776990832812,2.23696337636375,0.193,0.088,1,"1","PLEKHO1"
0.00102259444301322,3.11706951120207,0.185,0.085,1,"1","PPT1"
0.00107411466753428,2.87277592131,0.168,0.071,1,"1","ODF3B"
0.00129884611038056,2.65480671505417,0.202,0.099,1,"1","CD68"
0.00132327681644768,0.386292318305729,0.849,0.735,1,"1","HLA-B"
0.00153524994789332,2.89954788734161,0.16,0.067,1,"1","CDKN1A"
0.00156486996107364,1.34644544794103,0.227,0.113,1,"1","IFI30"
0.00158362710735532,0.420599184086238,0.765,0.512,1,"1","RPL8"
0.00186668098953838,1.05676669066044,0.42,0.314,1,"1","EVI2B"
0.00197820892162476,2.32719066662003,0.176,0.081,1,"1","RNH1"
0.00198739884241853,0.797566494711638,0.151,0.06,1,"1","IL1B"
0.0019911787953362,1.69045632156269,0.294,0.191,1,"1","GABARAPL1"
0.00201395397266916,0.562171049727696,0.387,0.24,1,"1","CD74"
0.00214453216216132,0.981127993882236,0.21,0.106,1,"1","KLF4"
0.00250001237450452,2.26174529708077,0.151,0.064,1,"1","SPG21"
0.00254149140775572,2.23860657337466,0.202,0.106,1,"1","AC103591.3"
0.00334949387280964,1.36022385805142,0.227,0.12,1,"1","MIR22HG"
0.00424632348615788,1.26297243277634,0.294,0.191,1,"1","NCKAP1L"
0.00433293851561915,1.5603650428733,0.303,0.216,1,"1","GPX4"
0.00435937586376888,0.37119507122296,0.664,0.569,1,"1","KLF6"
0.00450562207467795,1.70343682723099,0.16,0.074,1,"1","XIST"
0.00486558908775228,0.350362790642156,0.681,0.452,1,"1","RPL22"
0.00491679672056092,1.71677888901263,0.218,0.124,1,"1","TMEM219"
0.00544676716205436,1.42775808012439,0.286,0.191,1,"1","GPCPD1"
0.00545499384095427,0.465689034827915,0.555,0.498,1,"1","CD44"
0.00606089957926353,2.05548917381119,0.193,0.106,1,"1","YBX3"
0.00637301541168774,2.35100515492506,0.151,0.071,1,"1","CBX6"
0.00669658374419966,1.1187001170635,0.345,0.251,1,"1","MAP3K8"
0.00707379097228284,0.313071195828175,0.815,0.643,1,"1","JUND"
0.00721900968214398,1.71507147245447,0.227,0.138,1,"1","CNPY3"
0.0076727567306693,1.05141150238571,0.261,0.159,1,"1","CYBB"
0.00820006737069685,2.19383649606347,0.168,0.088,1,"1","ADPGK"
0.00822272938862781,0.382384717908443,0.731,0.678,1,"1","OAZ1"
0.0085546128493133,1.22812380000586,0.336,0.251,1,"1","CMTM6"
0.00931082926452693,0.501444065365911,0.639,0.537,1,"1","EEF1D"
6.30201775644503e-57,3.61389143981671,0.989,0.166,1.30426559487386e-52,"2","RPSA"
1.17902726587583e-53,3.28938194575865,0.989,0.212,2.44011482945661e-49,"2","RPS5"
4.98246374389092e-53,3.51807265530102,0.905,0.072,1.03117069643567e-48,"2","HSP90AB1"
9.87098828108562e-53,3.1728862020606,1,0.28,2.04289973465348e-48,"2","RPL3"
3.04875740545219e-52,3.17187360468704,0.979,0.195,6.30970832632385e-48,"2","EEF1B2"
1.67968769267406e-49,2.85155914152074,1,0.332,3.47628164875823e-45,"2","RPL5"
2.23444043477747e-49,2.993545968364,0.968,0.218,4.62439792381546e-45,"2","RPL10A"
1.24209922429886e-48,2.8428456076181,1,0.45,2.57064855460892e-44,"2","RPS18"
5.24843206505461e-48,2.735663292519,1,0.378,1.0862155001837e-43,"2","RPL14"
2.55876694801809e-47,2.89736102824071,0.989,0.417,5.29562407561823e-43,"2","RPS4X"
3.68993483099324e-47,2.75505662880529,1,0.577,7.63668912622361e-43,"2","RPS27A"
2.42732776431233e-46,2.64892633370451,1,0.629,5.02359754102081e-42,"2","RPS12"
3.09220571306243e-46,2.45928499511567,1,0.645,6.39962894375401e-42,"2","RPL10"
3.2028203718809e-46,2.77422764032483,0.989,0.414,6.62855704164471e-42,"2","RPS3"
4.2967777051095e-46,4.51874929838279,0.663,0.02,8.89261113849462e-42,"2","LDHB"
1.51252104216586e-45,2.50833172384577,1,0.648,3.13031354886647e-41,"2","RPS27"
1.52763447431417e-45,2.67880197252288,1,0.537,3.16159230804061e-41,"2","RPS8"
2.18662803524581e-45,2.58375098953586,0.989,0.42,4.52544538174473e-41,"2","RPL18A"
2.28347560047081e-45,2.45782029337741,1,0.394,4.72588110273439e-41,"2","RPL7A"
2.45945317774016e-45,3.21290654649789,0.821,0.075,5.09008429665103e-41,"2","NPM1"
8.20721657942019e-45,2.47238136460552,0.989,0.332,1.6985655432768e-40,"2","RPL23A"
1.65062984494555e-44,2.53428275934222,1,0.436,3.41614352709932e-40,"2","RPL19"
1.7273227968614e-44,2.81596793819296,0.947,0.186,3.57486726038436e-40,"2","RPLP0"
3.26909970800417e-44,2.17496707358826,1,0.603,6.76572875568543e-40,"2","RPS15A"
4.37031207989496e-44,2.3697899899427,1,0.534,9.04479788055061e-40,"2","RPL11"
1.02716362431531e-43,2.45299436365451,1,0.417,2.12581783688297e-39,"2","RPL18"
1.57237300808322e-43,2.40257025898635,1,0.564,3.25418317752904e-39,"2","RPS3A"
1.75503263414701e-43,2.39841260549955,0.989,0.303,3.63221553963065e-39,"2","RPS21"
1.92837427639562e-43,2.47407820226472,0.989,0.56,3.99096340242838e-39,"2","RPL13"
3.95371666769488e-43,2.33121090135811,0.989,0.515,8.18261201546132e-39,"2","RPS23"
9.43370061154903e-43,2.23694923120809,1,0.472,1.95239867856619e-38,"2","RPS25"
2.42798506221287e-42,2.51691581067752,0.979,0.45,5.02495788475575e-38,"2","RPS6"
6.41491568023242e-42,2.47606444132275,0.768,0.059,1.3276309491809e-37,"2","NAP1L1"
7.30309120519695e-42,3.51130579005272,0.632,0.023,1.51144775582756e-37,"2","NCL"
1.10445304311023e-41,2.41631030071201,1,0.414,2.28577601802093e-37,"2","RPS19"
1.33267854076102e-41,2.05597881964149,1,0.648,2.75811150795902e-37,"2","RPL30"
1.74740013112341e-41,2.16752017599237,1,0.521,3.616419311373e-37,"2","RPS15"
3.92443255449682e-41,2.40674068422116,0.989,0.459,8.12200561478661e-37,"2","RPS2"
1.71621685912375e-40,2.14436159443656,0.989,0.508,3.55188241164251e-36,"2","RPL12"
2.89954132493661e-40,2.17542688505889,1,0.609,6.00089072608881e-36,"2","RPL32"
3.41136280631564e-40,3.00418794035635,0.674,0.039,7.06015646395085e-36,"2","SOD1"
9.56625670765155e-40,1.95971282685134,1,0.603,1.97983248821556e-35,"2","RPS14"
2.61765767313818e-39,2.78278956413488,0.768,0.072,5.41750432032678e-35,"2","RPL36A"
2.7625577537915e-39,2.75418276654259,0.779,0.078,5.71738952724689e-35,"2","ZFP36L2"
4.53470940062208e-39,2.00571695616612,0.8,0.078,9.38503457552746e-35,"2","C12orf57"
6.60617493182853e-39,2.00552732373929,1,0.645,1.36721396389123e-34,"2","RPL21"
6.88783423646358e-39,2.10680754735703,1,0.371,1.4255061735785e-34,"2","RPL22"
5.80856483453085e-38,2.389715446246,0.768,0.078,1.2021405781545e-33,"2","SNHG8"
6.15456794881427e-38,2.33201130879636,1,0.492,1.2737493826866e-33,"2","RPS29"
6.37824821319453e-38,4.02748847942454,0.558,0.016,1.32004225020274e-33,"2","CD69"
7.01258858538633e-38,1.79065215357267,1,0.713,1.45132533363155e-33,"2","RPL34"
4.31417352795731e-37,2.00558066859074,1,0.453,8.92861353346044e-33,"2","RPL6"
7.43186078888443e-37,1.89161348513852,1,0.547,1.53809790886752e-32,"2","RPL26"
8.99245265129321e-37,6.13379008329358,0.484,0.003,1.86107800071164e-32,"2","TRBC2"
9.7483731428084e-37,2.10072857159689,1,0.446,2.01752330563563e-32,"2","RPL29"
1.17487596161099e-36,2.29964400412516,0.958,0.274,2.4315232901501e-32,"2","RPS10"
1.8383928314419e-36,2.16682986479383,0.979,0.44,3.80473780395215e-32,"2","RPS16"
2.1497795529819e-36,3.03977949505362,0.663,0.052,4.44918376285134e-32,"2","NOP53"
4.33693852027186e-36,1.90251171904689,0.989,0.427,8.97572796155464e-32,"2","RPL15"
8.73198356362101e-36,1.5167274059628,1,0.801,1.807171318327e-31,"2","RPL41"
1.75405926270756e-35,1.83271457628068,1,0.459,3.63020105009957e-31,"2","RPL8"
1.92001290177884e-35,2.57654501408761,0.621,0.039,3.97365870152149e-31,"2","RAN"
2.18274875102294e-35,2.57191522422154,0.642,0.046,4.51741681511708e-31,"2","LEPROTL1"
2.70391373993418e-35,1.83530264619255,1,0.547,5.59601987616778e-31,"2","RPL9"
2.79672226216728e-35,2.13405966860456,1,0.664,5.78809639378141e-31,"2","EEF1A1"
4.45043986353481e-35,1.54618812769323,1,0.765,9.21063034157165e-31,"2","RPL28"
7.19394059426594e-35,1.77869885567999,1,0.577,1.48885794538928e-30,"2","RPS7"
7.36678655491516e-35,1.94119191046441,0.989,0.521,1.52463014540524e-30,"2","RPS13"
1.07113558297976e-34,4.20588954229316,0.505,0.013,2.21682220253492e-30,"2","PIK3IP1"
1.1560117883853e-34,2.55239985389756,0.621,0.042,2.39248199724221e-30,"2","SBDS"
1.55057627829015e-34,2.38047725835064,0.705,0.068,3.20907266554929e-30,"2","DDX24"
2.54887876377794e-34,1.74376466628735,1,0.573,5.27515948951483e-30,"2","RPLP2"
3.61547832315552e-34,1.5873417159791,1,0.691,7.48259393760266e-30,"2","RPL37"
4.06791905910329e-34,5.53820005666357,0.453,0.003,8.41896528472017e-30,"2","PEBP1"
4.87593112703171e-34,2.23971285298618,0.979,0.358,1.00912270605048e-29,"2","RPL13A"
1.01891896840491e-33,4.8309217114155,0.463,0.007,2.10875469701081e-29,"2","IL7R"
1.27563507131726e-33,2.09687621733952,0.768,0.091,2.6400543435982e-29,"2","CD48"
5.40397126712323e-33,5.50107194817794,0.453,0.007,1.11840589344382e-28,"2","CD3E"
6.21722462179459e-33,3.03641632469317,0.589,0.042,1.28671680772661e-28,"2","EZR"
8.49850906633816e-33,2.18001447072433,0.705,0.075,1.75885143636934e-28,"2","TOMM20"
1.76168628540305e-32,2.34224783011477,0.937,0.293,3.64598593627015e-28,"2","RPS20"
2.19699052101148e-32,5.20459038925692,0.432,0.003,4.54689158228536e-28,"2","C1QBP"
2.3750691908046e-32,1.90577240332707,0.989,0.313,4.9154431972892e-28,"2","RACK1"
2.72250073852948e-32,2.4552419168816,0.6,0.046,5.6344875284606e-28,"2","LTB"
6.52135225851026e-32,1.61505292651981,1,0.599,1.34965906342128e-27,"2","RPL35A"
7.41781271759352e-32,1.94733609846414,0.874,0.147,1.53519052003316e-27,"2","HNRNPA1"
7.42000724344083e-32,1.82781887621122,0.989,0.394,1.53564469910251e-27,"2","RPL36"
7.77586638747614e-32,2.06939182331084,0.863,0.156,1.60929330755206e-27,"2","SARAF"
4.78139188023987e-31,1.79148792296939,1,0.446,9.89556863534444e-27,"2","RPL37A"
5.79560844565048e-31,2.16020715476407,0.621,0.055,1.19945912391182e-26,"2","SNRPD2"
8.58509264997853e-31,1.41322336471739,1,0.743,1.77677077483956e-26,"2","RPLP1"
2.3133271612416e-30,4.90864820387633,0.421,0.007,4.78766189290562e-26,"2","CCR7"
2.56307367930767e-30,8.79101102945274,0.389,0,5.30453728669514e-26,"2","EVL"
5.84507942767025e-30,4.26322078041399,0.432,0.01,1.20969763835064e-25,"2","NUCKS1"
1.18225965988084e-29,1.49213499508331,1,0.678,2.44680459208939e-25,"2","RPS28"
1.79688972573418e-29,8.97661322093409,0.379,0,3.71884297637945e-25,"2","CD3D"
1.95878484307669e-29,1.86407886376797,0.758,0.104,4.05390111123153e-25,"2","EIF3F"
2.16676044726558e-29,1.88066042023617,0.895,0.192,4.48432742166084e-25,"2","RPL31"
2.42708349090523e-29,2.16850946915157,0.832,0.173,5.02309199277746e-25,"2","RPL4"
4.0792259287888e-29,1.77600092915611,0.958,0.283,8.44236598222131e-25,"2","BTF3"
4.649435456008e-29,1.83546275021168,0.726,0.098,9.62247161975417e-25,"2","EIF3E"
8.47976284420561e-29,1.53963952538484,1,0.505,1.75497171823679e-24,"2","PTMA"
9.84942563574532e-29,1.64519823217537,0.979,0.436,2.03843712957385e-24,"2","RPL24"
1.66382886942274e-28,1.9607327611838,0.579,0.052,3.4434602281573e-24,"2","SERBP1"
2.56340506279861e-28,2.37713455791615,0.495,0.029,5.30522311796801e-24,"2","SNRPF"
4.94843008494218e-28,2.59261139553707,0.642,0.081,1.02412709037963e-23,"2","AES"
6.82100898245344e-28,5.13518508023424,0.389,0.007,1.41167601900856e-23,"2","IL32"
7.27710059056363e-28,1.56103292940664,0.958,0.319,1.50606873822305e-23,"2","RPL35"
9.24120164957803e-28,3.9501656356257,0.389,0.007,1.91255909339667e-23,"2","CD7"
1.90127566162865e-27,2.03423898379864,0.6,0.065,3.93488010930665e-23,"2","MZT2B"
1.97967089308484e-27,3.17191235034923,0.442,0.02,4.09712688032838e-23,"2","ODC1"
2.25327320803992e-27,1.71399215752312,0.642,0.078,4.66337423135941e-23,"2","UXT"
2.65471184342418e-27,1.89306060092645,0.632,0.075,5.49419163115069e-23,"2","NSA2"
8.99916902584765e-27,1.7501218737392,0.568,0.055,1.86246802158943e-22,"2","EIF3M"
1.38495891346985e-26,3.17838348186609,0.474,0.033,2.86631096731721e-22,"2","HSPA8"
1.43727962713459e-26,1.65459465780277,0.916,0.212,2.97459391631775e-22,"2","HINT1"
1.52693684702484e-26,3.43341541183575,0.389,0.01,3.1601484986026e-22,"2","SNRPE"
3.65158368420023e-26,1.78029136314847,0.684,0.101,7.55731759282079e-22,"2","CD52"
4.07694891746467e-26,1.65770705238532,0.884,0.199,8.43765347958489e-22,"2","CIRBP"
4.30879752907258e-26,1.5591565406108,0.874,0.186,8.91748736616861e-22,"2","COX7C"
9.20464197458384e-26,1.54687819630603,0.737,0.121,1.90499270305987e-21,"2","PPDPF"
9.52436876143089e-26,1.20556057531283,1,0.788,1.97116335886574e-21,"2","RPL39"
1.32624996679667e-25,1.42104057714552,0.989,0.515,2.74480693128239e-21,"2","NACA"
1.49235739075633e-25,1.48260584854878,0.589,0.068,3.08858285590931e-21,"2","GTF3A"
2.05044817272294e-25,2.96057032935795,0.389,0.013,4.24360753826739e-21,"2","DDX18"
2.10108137470968e-25,2.24060819331602,0.442,0.026,4.34839801309915e-21,"2","SNRPA1"
2.3000667278744e-25,2.35797107865486,0.463,0.033,4.76021810000885e-21,"2","LSM7"
2.47472231013997e-25,1.41910699482079,0.895,0.195,5.12168529306567e-21,"2","YBX1"
2.49988714368627e-25,4.71889948882418,0.358,0.007,5.1737664325731e-21,"2","TTC3"
2.84225361696056e-25,3.17762785635858,0.358,0.007,5.88232808566158e-21,"2","RORA"
2.84231186745266e-25,4.35151217205946,0.358,0.007,5.88244864088002e-21,"2","TCF7"
3.02058653479963e-25,1.74840441213998,0.958,0.414,6.25140589242132e-21,"2","RPS11"
3.44352562162086e-25,3.09703207955832,0.4,0.016,7.12672062650653e-21,"2","LSM5"
3.67523413880865e-25,1.49179259240829,0.853,0.173,7.60626457367838e-21,"2","PPIA"
4.75811296183278e-25,2.04134963839162,0.474,0.036,9.84739058580911e-21,"2","DNAJB1"
5.86957356318004e-25,2.11350612857205,0.474,0.036,1.21476694463574e-20,"2","APRT"
6.15012754408771e-25,1.60521095409451,0.568,0.065,1.27283039652439e-20,"2","SMDT1"
7.05015004697874e-25,2.84724042923472,0.474,0.039,1.45909905372272e-20,"2","ARL4C"
7.34474062703187e-25,2.29479842995318,0.484,0.039,1.52006752017051e-20,"2","RSL1D1"
1.2563458542763e-24,1.54930256050027,0.684,0.104,2.60013338001023e-20,"2","EIF3H"
1.32494589436478e-24,2.30488941951138,0.579,0.078,2.74210802297734e-20,"2","HLA-DPA1"
1.3489507043886e-24,1.79525823836279,0.526,0.052,2.79178837780265e-20,"2","EAPP"
1.39241802496219e-24,1.28934223321905,1,0.632,2.88174834446175e-20,"2","RPS24"
1.51193970493948e-24,1.43859572257207,0.821,0.16,3.12911041334276e-20,"2","COX6C"
1.76234774018965e-24,8.60349402790069,0.316,0,3.64735488309651e-20,"2","TRAC"
1.86937201647985e-24,4.30867316117127,0.347,0.007,3.86885232530669e-20,"2","CD247"
2.82719730956043e-24,3.38973668533029,0.4,0.02,5.85116755186626e-20,"2","HSPE1"
4.40424425335513e-24,2.74855575418462,0.411,0.023,9.11502390674378e-20,"2","HIST1H4C"
4.90906295441532e-24,5.244562630501,0.326,0.003,1.01597966904579e-19,"2","TRBC1"
5.12959941702675e-24,4.50904585675746,0.326,0.003,1.06162189534786e-19,"2","CD3G"
7.21619512353681e-24,2.46788340269727,0.421,0.026,1.49346374276718e-19,"2","EPB41L4A-AS1"
1.16007618526737e-23,8.21867156589144,0.305,0,2.40089367302936e-19,"2","OCIAD2"
1.23243848919539e-23,2.20316523633698,0.453,0.036,2.55065469723877e-19,"2","RBM38"
1.30050113025509e-23,1.98340550932671,0.516,0.055,2.69151713917594e-19,"2","PTGES3"
1.55756410196669e-23,1.40899150697162,0.674,0.107,3.22353466543026e-19,"2","SET"
1.60140483196175e-23,1.0930332616181,0.726,0.124,3.31426744022805e-19,"2","JUN"
1.68405586872895e-23,1.88292105669173,0.874,0.293,3.48532202592143e-19,"2","RPL27A"
2.07734526167683e-23,1.82993608455498,0.463,0.039,4.29927375356638e-19,"2","CUTA"
2.48610771464417e-23,3.75150323231662,0.347,0.01,5.14524852622758e-19,"2","CD81"
3.35076599940478e-23,3.92382957368804,0.316,0.003,6.93474531236814e-19,"2","SPOCK2"
3.71788624512914e-23,0.965115768344363,0.674,0.104,7.69453737291926e-19,"2","STK17A"
4.3757462773169e-23,3.55535878613714,0.358,0.013,9.05604449553506e-19,"2","NOSIP"
4.6988486552091e-23,1.52244343788834,0.621,0.094,9.72473717682075e-19,"2","IRF1"
4.78907155490271e-23,1.6053910208777,0.937,0.329,9.91146249002665e-19,"2","RPL38"
4.98256434540018e-23,1.95806311806148,0.411,0.026,1.03119151692402e-18,"2","RHOH"
5.21603481329388e-23,1.50734057729635,0.789,0.166,1.0795105649593e-18,"2","COMMD6"
7.5701853717026e-23,8.51792507227887,0.295,0,1.56672556452757e-18,"2","ITM2A"
7.5701853717026e-23,8.31085745974229,0.295,0,1.56672556452757e-18,"2","CLEC2D"
8.9602142923934e-23,1.11670952539199,0.632,0.094,1.85440594995374e-18,"2","ARID4B"
1.40426854730939e-22,1.43127006343908,0.789,0.16,2.90627418551151e-18,"2","EEF2"
1.91246297278987e-22,1.57159606773395,0.779,0.16,3.95803336848592e-18,"2","SLC25A6"
2.00892033508744e-22,2.40243152919977,0.389,0.023,4.15766152549697e-18,"2","EXOSC6"
2.12264953981526e-22,5.06475243172973,0.305,0.003,4.39303548760167e-18,"2","SLC38A1"
2.16950321201615e-22,5.10670684030561,0.305,0.003,4.49000384758863e-18,"2","CD2"
2.69139041237969e-22,2.17276659215223,0.442,0.039,5.57010159746101e-18,"2","LY6E"
2.69338269959469e-22,1.55435389261235,0.632,0.101,5.57422483508116e-18,"2","EIF5A"
3.05540896889829e-22,1.76352564579983,0.547,0.072,6.32347440203191e-18,"2","PDCD4"
5.64475512411816e-22,1.37431513635516,0.589,0.085,1.16823852048749e-17,"2","C11orf58"
8.00608918911288e-22,1.83802928662398,0.463,0.046,1.6569402185788e-17,"2","SRSF7"
8.79673541691677e-22,1.62929723538109,0.937,0.349,1.82057236188509e-17,"2","RPL23"
1.00944418985519e-21,1.31594545879306,0.811,0.176,2.08914569532431e-17,"2","EIF3K"
1.1031506260506e-21,2.82953481917685,0.326,0.01,2.28308053567433e-17,"2","PITHD1"
1.28188366071612e-21,2.52449277286835,0.379,0.023,2.65298642421809e-17,"2","RBMX"
1.61400455682272e-21,1.03968214792175,0.611,0.094,3.34034383080029e-17,"2","FOXP1"
1.66234276282794e-21,1.38124785164974,0.958,0.362,3.4403845819487e-17,"2","BTG1"
2.14800098523098e-21,1.8187104468451,0.505,0.062,4.44550283903405e-17,"2","RPS17"
2.340192790372e-21,1.44880439283722,0.663,0.117,4.84326299895389e-17,"2","PRRC2C"
2.95959561914754e-21,1.89287121103133,0.421,0.036,6.12517909338775e-17,"2","ETS1"
3.05206966590455e-21,1.62654467596576,0.432,0.039,6.31656338055607e-17,"2","SNHG7"
3.1416961476711e-21,7.80745050339161,0.274,0,6.5020543472201e-17,"2","TMEM243"
3.14176833355524e-21,7.86624337059416,0.274,0,6.50220374312592e-17,"2","LEF1"
3.25944384062093e-21,2.14042769092284,0.347,0.016,6.74574497254907e-17,"2","ZNF326"
3.32337315960414e-21,3.31650074287737,0.305,0.007,6.87805309111673e-17,"2","RCAN3"
3.32679748818159e-21,1.90649195937516,0.421,0.036,6.88514008154062e-17,"2","RARRES3"
3.77078504880281e-21,1.84658963791129,0.474,0.052,7.8040167370023e-17,"2","EID1"
4.16619704772441e-21,1.27028565993627,0.526,0.068,8.62236140997044e-17,"2","UBXN1"
4.47917437877553e-21,1.67440331088824,0.526,0.068,9.27009929431384e-17,"2","EIF4B"
4.67866149561746e-21,1.30369233957108,0.568,0.081,9.68295783132989e-17,"2","MBNL1"
5.22027291338879e-21,1.02857561995584,1,0.746,1.08038768215494e-16,"2","FAU"
5.46290889923672e-21,1.41582700839032,0.621,0.104,1.13060362578603e-16,"2","LIMD2"
5.51584213083352e-21,2.31990387462353,0.358,0.02,1.1415586873973e-16,"2","CNOT6L"
5.51584213083352e-21,2.17881033510345,0.358,0.02,1.1415586873973e-16,"2","PRPF4B"
5.62321379671086e-21,2.08924232289256,0.558,0.094,1.16378032736728e-16,"2","HLA-DRB1"
6.24549686795517e-21,1.11072430023882,0.526,0.068,1.292568031792e-16,"2","CALM2"
7.167163143845e-21,2.31088771558675,0.379,0.026,1.48331608425016e-16,"2","SSBP1"
7.94966787334911e-21,5.76503890830535,0.284,0.003,1.64526326306833e-16,"2","NOP58"
8.85891107833705e-21,4.22032883567547,0.284,0.003,1.83344023677264e-16,"2","NSMCE3"
1.12276227301986e-20,2.05059977071305,0.4,0.033,2.32366880024189e-16,"2","CYCS"
1.19468531062198e-20,2.66002995038618,0.326,0.013,2.47252071886325e-16,"2","TNRC6B"
1.31810014465542e-20,1.1779762226297,0.579,0.091,2.72794005937885e-16,"2","DDX21"
1.83443957179845e-20,1.20001554145385,0.547,0.078,3.79655613779407e-16,"2","RWDD1"
1.87558423138152e-20,2.2157677826484,0.674,0.163,3.88170912526719e-16,"2","CD74"
2.12949406099921e-20,1.55736096422766,0.474,0.055,4.40720090864396e-16,"2","MED10"
2.14173904831245e-20,1.13886906148936,0.768,0.16,4.43254313438745e-16,"2","PSME1"
2.80943236527458e-20,2.56483574894267,0.347,0.02,5.81440122317227e-16,"2","ACP1"
3.05494925647307e-20,1.37388081842475,0.463,0.052,6.32252298119667e-16,"2","C8orf59"
3.19446189379601e-20,2.18856091368015,0.347,0.02,6.61125833540022e-16,"2","BIRC3"
3.42994842604525e-20,1.19631767156032,0.737,0.153,7.09862126254325e-16,"2","FXYD5"
3.44468934976788e-20,1.5783078886406,0.537,0.078,7.1291290782796e-16,"2","TMEM123"
4.31009267093759e-20,1.58831685252033,0.495,0.065,8.92016779177244e-16,"2","HMGN1"
4.32093096847213e-20,2.47437978357077,0.379,0.029,8.94259873234991e-16,"2","DUSP2"
4.4265460598318e-20,1.95376271705068,0.358,0.023,9.16117972542789e-16,"2","ATM"
7.25148777348744e-20,1.20918264934561,0.537,0.078,1.50076790960096e-15,"2","JAK1"
1.26072329833314e-19,7.77442850405116,0.253,0,2.60919293823028e-15,"2","PPM1K"
1.26072329833314e-19,8.09245448983245,0.253,0,2.60919293823028e-15,"2","BEX2"
1.26072329833314e-19,9.22247987608031,0.253,0,2.60919293823028e-15,"2","CD79A"
1.29787667879861e-19,3.25989985864089,0.284,0.007,2.6860855744416e-15,"2","EIF2A"
1.29790142691699e-19,3.4633740569314,0.284,0.007,2.6861367931474e-15,"2","BCL2"
1.32557016600448e-19,2.31919531663655,0.505,0.081,2.74340001556287e-15,"2","RPS4Y1"
1.65145084615005e-19,1.06341050119663,0.768,0.169,3.41784267119214e-15,"2","ATP6V1G1"
1.92740053676985e-19,3.74411227665572,0.295,0.01,3.98894815089887e-15,"2","ATF7IP2"
2.07115548979608e-19,2.74720708722337,0.358,0.026,4.28646340168197e-15,"2","RUNX3"
2.23592984292258e-19,1.79031050574174,0.347,0.023,4.62748040291257e-15,"2","PHB2"
2.31661221256168e-19,1.81351470163423,0.347,0.023,4.79446063511765e-15,"2","PYURF"
2.44603168402348e-19,1.53639851005776,0.495,0.068,5.06230717325498e-15,"2","ATP5MC3"
2.54668016033024e-19,3.1268905252688,0.295,0.01,5.27060925981946e-15,"2","FBL"
2.879760341942e-19,6.31324533272605,0.263,0.003,5.95995200368317e-15,"2","IGHM"
2.92842205649981e-19,2.35470090702632,0.358,0.026,6.060662288132e-15,"2","PCSK7"
2.95019729878632e-19,1.26537550184392,0.579,0.098,6.10572832956817e-15,"2","ANP32B"
3.45213133375175e-19,1.16577126973073,0.516,0.075,7.14453100833263e-15,"2","C9orf78"
3.49457206349887e-19,4.16342812112554,0.263,0.003,7.23236634261726e-15,"2","RCN2"
4.26655109877664e-19,3.04296483056033,0.305,0.013,8.83005415402813e-15,"2","THUMPD1"
4.66368676190095e-19,1.07987677736756,0.484,0.065,9.6519661224302e-15,"2","SNRPB2"
5.01506274061335e-19,1.02624014116216,0.695,0.153,1.03791738479734e-14,"2","H1FX"
5.19042882856852e-19,1.33970970019403,0.453,0.055,1.07421115036054e-14,"2","PARK7"
6.96730969865656e-19,1.22253136010262,0.463,0.059,1.44195441523396e-14,"2","G3BP2"
7.46819220776287e-19,1.20875268712388,0.421,0.046,1.5456170593186e-14,"2","GPBP1"
8.8855564938205e-19,1.47269937427582,0.495,0.072,1.83895477196109e-14,"2","ST13"
1.05454139562078e-18,1.571866237633,0.474,0.065,2.18247887237676e-14,"2","RGS10"
1.24371441819406e-18,1.19404786051141,0.6,0.107,2.57399135989443e-14,"2","SSR2"
1.46211855000832e-18,1.21115154183489,0.968,0.443,3.02600055109721e-14,"2","EEF1D"
1.5659750605726e-18,1.38917593417191,0.453,0.059,3.24094198536106e-14,"2","UFC1"
